During	dure	During
an	an	an
interview	interview	interview
on	on	on
Fox	fox	Fox
News	news	News
,	,	,
alleged	alleg	alleged
president	presid	president
Donald	donald	Donald
Trump	trump	Trump
referred	refer	referred
to	to	to
North	north	North
Korea	korea	Korea
s	s	s
current	current	current
leader	leader	leader
Kim	kim	Kim
Jong	jong	Jong
-un	-un	-un
as	as	a
that	that	that
gentleman	gentleman	gentleman
while	while	while
never	never	never
saying	say	saying
his	his	his
name	name	name
.	.	.
This	this	This
didn	didn	didn
t	t	t
happen	happen	happen
just	just	just
once	onc	once
,	,	,
but	but	but
twice	twice	twice
.	.	.
I	i	I
don	don	don
t	t	t
want	want	want
to	to	to
telegraph	telegraph	telegraph
what	what	what
I	i	I
m	m	m
doing	do	doing
or	or	or
what	what	what
I	i	I
m	m	m
thinking	think	thinking
,	,	,
Trump	trump	Trump
told	told	told
Fox	fox	Fox
News	news	News
Ainsley	ainsley	Ainsley
Earhardt	earhardt	Earhardt
.	.	.
I	i	I
m	m	m
not	not	not
like	like	like
other	other	other
administrations	administr	administration
where	where	where
they	they	they
say	say	say
,	,	,
We	we	We
re	re	re
going	go	going
to	to	to
do	do	do
this	this	this
in	in	in
four	four	four
weeks	week	week
.	.	.
It	it	It
doesn	doesn	doesn
t	t	t
work	work	work
that	that	that
way	way	way
.	.	.
We	we	We
ll	ll	ll
see	see	see
what	what	what
happens	happen	happens
.	.	.
I	i	I
hope	hope	hope
things	thing	thing
work	work	work
out	out	out
well	well	well
.	.	.
I	i	I
hope	hope	hope
there	there	there
s	s	s
going	go	going
to	to	to
be	be	be
peace	peac	peace
.	.	.
Things	thing	Things
even	even	even
got	got	got
weirder	weirder	weirder
when	when	when
Trump	trump	Trump
said	said	said
,	,	,
You	you	You
know	know	know
,	,	,
they	they	they
ve	ve	ve
been	been	been
talking	talk	talking
with	with	with
this	this	this
gentleman	gentleman	gentleman
for	for	for
a	a	a
long	long	long
time	time	time
.	.	.
You	you	You
read	read	read
Clinton	clinton	Clinton
s	s	s
book	book	book
,	,	,
he	he	he
said	said	said
,	,	,
Oh	oh	Oh
,	,	,
we	we	we
made	made	made
such	such	such
a	a	a
great	great	great
peace	peac	peace
deal	deal	deal
,	,	,
and	and	and
it	it	it
was	was	wa
a	a	a
joke	joke	joke
.	.	.
You	you	You
look	look	look
at	at	at
different	differ	different
things	thing	thing
over	over	over
the	the	the
years	year	year
with	with	with
President	presid	President
Obama	obama	Obama
.	.	.
Everybody	everybodi	Everybody
has	has	ha
been	been	been
outplayed	outplay	outplayed
,	,	,
they	they	they
ve	ve	ve
all	all	all
been	been	been
outplayed	outplay	outplayed
by	by	by
this	this	this
