Token	Stem	Lemma
If	if	If
you	you	you
claim	claim	claim
to	to	to
be	be	be
a	a	a
Christian	christian	Christian
but	but	but
support	support	support
Donald	donald	Donald
Trump	trump	Trump
and	and	and
all	all	all
the	the	the
hate	hate	hate
and	and	and
bigotry	bigotri	bigotry
he	he	he
embodies	embodi	embodies
you	you	you
re	re	re
a	a	a
hypocrite	hypocrit	hypocrite
And	and	And
that	that	that
s	s	s
exactly	exact	exactly
what	what	what
Michael	michael	Michael
Moore	moor	Moore
told	told	told
Joy	joy	Joy
Reid	reid	Reid
during	dure	during
her	her	her
Saturday	saturday	Saturday
morning	morn	morning
show	show	show
on	on	on
MSNBC	msnbc	MSNBC
Ever	ever	Ever
since	sinc	since
Trump	trump	Trump
won	won	won
the	the	the
election	elect	election
on	on	on
Tuesday	tuesday	Tuesday
night	night	night
his	his	his
deplorable	deplor	deplorable
supporters	support	supporter
have	have	have
been	been	been
terrorizing	terror	terrorizing
minorities	minor	minority
and	and	and
women	women	woman
across	across	across
the	the	the
country	countri	country
causing	caus	causing
fear	fear	fear
and	and	and
panic	panic	panic
in	in	in
communities	communiti	community
to	to	to
the	the	the
point	point	point
that	that	that
a	a	a
movement	movement	movement
has	has	ha
begun	begun	begun
in	in	in
which	which	which
people	peopl	people
wear	wear	wear
safety	safeti	safety
pins	pin	pin
to	to	to
signify	signifi	signify
to	to	to
others	other	others
that	that	that
they	they	they
are	are	are
safe	safe	safe
to	to	to
be	be	be
near	near	near
But	but	But
Moore	moor	Moore
believes	believ	belief
more	more	more
has	has	ha
to	to	to
be	be	be
done	done	done
particularly	particular	particularly
by	by	by
white	white	white
people	peopl	people
White	white	White
people	peopl	people
no	no	no
matter	matter	matter
how	how	how
painful	pain	painful
have	have	have
a	a	a
responsibility	respons	responsibility
to	to	to
reject	reject	reject
anybody	anybodi	anybody
who	who	who
stands	stand	stand
in	in	in
front	front	front
of	of	of
a	a	a
camera	camera	camera
who	who	who
spews	spew	spews
racism	racism	racism
Who	who	Who
spews	spew	spews
sexism	sexism	sexism
misogyny	misogyni	misogyny
Who	who	Who
brags	brag	brag
about	about	about
being	be	being
a	a	a
sexual	sexual	sexual
predator	predat	predator
I	i	I
don	don	don
t	t	t
care	care	care
what	what	what
your	your	your
race	race	race
is	is	is
but	but	but
especially	especi	especially
if	if	if
you	you	you
re	re	re
white	white	white
Because	becaus	Because
that	that	that
means	mean	mean
that	that	that
you	you	you
belong	belong	belong
to	to	to
the	the	the
race	race	race
that	that	that
s	s	s
been	been	been
in	in	in
power	power	power
forever	forev	forever
This	this	This
a	a	a
country	countri	country
that	that	that
was	was	wa
founded	found	founded
on	on	on
genocide	genocid	genocide
and	and	and
built	built	built
on	on	on
the	the	the
backs	back	back
of	of	of
slaves	slave	slave
So	so	So
you	you	you
have	have	have
a	a	a
special	special	special
responsibility	respons	responsibility
as	as	a
a	a	a
white	white	white
person	person	person
to	to	to
always	alway	always
object	object	object
to	to	to
anybody	anybodi	anybody
who	who	who
uses	use	us
racism	racism	racism
who	who	who
spews	spew	spews
this	this	this
hatred	hatr	hatred
Moore	moor	Moore
the	the	the
wondered	wonder	wondered
how	how	how
white	white	white
Americans	american	Americans
will	will	will
feel	feel	feel
when	when	when
they	they	they
wake	wake	wake
up	up	up
one	one	one
morning	morn	morning
and	and	and
realize	realiz	realize
that	that	that
they	they	they
ve	ve	ve
been	been	been
shitty	shitti	shitty
human	human	human
beings	be	being
because	becaus	because
they	they	they
did	did	did
nothing	noth	nothing
when	when	when
they	they	they
had	had	had
a	a	a
chance	chanc	chance
to	to	to
stand	stand	stand
against	against	against
the	the	the
hate	hate	hate
And	and	And
that	that	that
led	led	led
to	to	to
Moore	moor	Moore
calling	call	calling
out	out	out
white	white	white
people	peopl	people
who	who	who
call	call	call
themselves	themselv	themselves
Christian	christian	Christian
And	and	And
do	do	do
not	not	not
call	call	call
yourself	yourself	yourself
a	a	a
Christian	christian	Christian
if	if	if
you	you	you
are	are	are
not	not	not
willing	will	willing
literally	liter	literally
to	to	to
put	put	put
your	your	your
body	bodi	body
in	in	in
front	front	front
of	of	of
whoever	whoever	whoever
is	is	is
coming	come	coming
to	to	to
hurt	hurt	hurt
the	the	the
other	other	other
the	the	the
people	peopl	people
who	who	who
are	are	are
not	not	not
you	you	you
Here	here	Here
s	s	s
the	the	the
video	video	video
via	via	via
Twitter	twitter	Twitter
MMFlint	mmflint	MMFlint
on	on	on
the	the	the
special	special	special
responsibility	respons	responsibility
he	he	he
says	say	say
white	white	white
people	peopl	people
have	have	have
during	dure	during
#DonaldTrump	#donaldtrump	#DonaldTrump
presidency	presid	presidency
#AMJoy	#amjoy	#AMJoy
https://t.co/Ih87pHq8AB	https://t.co/ih87phq8ab	https://t.co/Ih87pHq8AB
AM	am	AM
Joy	joy	Joy
w	w	w
Joy	joy	Joy
Reid	reid	Reid
@amjoyshow	@amjoyshow	@amjoyshow
November	novemb	November
12	12	12
2016Moore	2016moor	2016Moore
is	is	is
absolutely	absolut	absolutely
right	right	right
Because	becaus	Because
of	of	of
Trump	trump	Trump
the	the	the
responsibility	respons	responsibility
falls	fall	fall
on	on	on
white	white	white
people	peopl	people
to	to	to
stand	stand	stand
up	up	up
against	against	against
the	the	the
racism	racism	racism
sexism	sexism	sexism
bigotry	bigotri	bigotry
and	and	and
hate	hate	hate
that	that	that
he	he	he
has	has	ha
incited	incit	incited
against	against	against
any	ani	any
American	american	American
who	who	who
isn	isn	isn
t	t	t
white	white	white
or	or	or
Christian	christian	Christian
So	so	So
whenever	whenev	whenever
we	we	we
see	see	see
these	these	these
behaviors	behavior	behavior
we	we	we
need	need	need
to	to	to
be	be	be
brave	brave	brave
and	and	and
take	take	take
a	a	a
stand	stand	stand
because	becaus	because
being	be	being
silent	silent	silent
isn	isn	isn
t	t	t
an	an	an
option	option	option
Featured	featur	Featured
Image	imag	Image
Screenshot	screenshot	Screenshot
