On	on	On
some	some	some
level	level	level
,	,	,
one	one	one
must	must	must
sympathize	sympath	sympathize
with	with	with
Donald	donald	Donald
Trump	trump	Trump
.	.	.
The	the	The
70	70	70
-year-old	-year-old	-year-old
GOP	gop	GOP
nominee	nomine	nominee
is	is	is
too	too	too
stupid	stupid	stupid
to	to	to
know	know	know
he	he	he
s	s	s
stupid	stupid	stupid
and	and	and
his	his	his
followers	follow	follower
are	are	are
leaps	leap	leap
and	and	and
bounds	bound	bound
beyond	beyond	beyond
that	that	that
.	.	.
In	in	In
a	a	a
recent	recent	recent
speech	speech	speech
in	in	in
Greensboro	greensboro	Greensboro
,	,	,
North	north	North
Carolina	carolina	Carolina
,	,	,
Trump	trump	Trump
said	said	said
something	someth	something
very	veri	very
telling	tell	telling
about	about	about
President	presid	President
Obama	obama	Obama
s	s	s
remarks	remark	remark
about	about	about
the	the	the
Orlando	orlando	Orlando
terrorist	terrorist	terrorist
attack	attack	attack
Nobody	nobodi	Nobody
at	at	at
the	the	the
end	end	end
of	of	of
that	that	that
speech	speech	speech
understood	understood	understood
anything	anyth	anything
other	other	other
than	than	than
boy	boy	boy
,	,	,
does	doe	doe
he	he	he
hate	hate	hate
Donald	donald	Donald
Trump	trump	Trump
.	.	.
What	what	What
the	the	the
President	presid	President
actually	actual	actually
said	said	said
makes	make	make
perfect	perfect	perfect
sense	sens	sense
,	,	,
if	if	if
you	you	you
re	re	re
not	not	not
Donald	donald	Donald
Trump	trump	Trump
or	or	or
his	his	his
legion	legion	legion
of	of	of
morons	moron	moron
.	.	.
There	there	There
has	has	ha
not	not	not
been	been	been
a	a	a
moment	moment	moment
in	in	in
my	my	my
seven	seven	seven
and	and	and
a	a	a
half	half	half
years	year	year
as	as	a
President	presid	President
where	where	where
we	we	we
have	have	have
not	not	not
been	been	been
able	abl	able
to	to	to
pursue	pursu	pursue
a	a	a
strategy	strategi	strategy
because	becaus	because
we	we	we
didn	didn	didn
t	t	t
use	use	use
the	the	the
label	label	label
,	,	,
radical	radic	radical
Islam	islam	Islam
.	.	.
The	the	The
President	presid	President
pointed	point	pointed
out	out	out
that	that	that
none	none	none
of	of	of
his	his	his
advisors	advisor	advisor
has	has	ha
ever	ever	ever
told	told	told
him	him	him
we	we	we
will	will	will
turn	turn	turn
that	that	that
whole	whole	whole
thing	thing	thing
around	around	around
if	if	if
he	he	he
begins	begin	begin
using	use	using
the	the	the
ridiculous	ridicul	ridiculous
Fox	fox	Fox
News	news	News
-coined	-coin	-coined
phrase	phrase	phrase
that	that	that
Trump	trump	Trump
keeps	keep	keep
spewing	spew	spewing
.	.	.
The	the	The
phrase	phrase	phrase
,	,	,
Radical	radic	Radical
Islam	islam	Islam
isn	isn	isn
t	t	t
a	a	a
strategy	strategi	strategy
,	,	,
Obama	obama	Obama
pointed	point	pointed
out	out	out
.	.	.
It	it	It
s	s	s
a	a	a
talking	talk	talking
point	point	point
.	.	.
Naturally	natur	Naturally
,	,	,
this	this	this
made	made	made
Trump	trump	Trump
angry	angri	angry
.	.	.
Most	most	Most
people	peopl	people
get	get	get
upset	upset	upset
when	when	when
someone	someon	someone
points	point	point
out	out	out
that	that	that
they	they	they
are	are	are
mind	mind	mind
-numbingly	-numb	-numbingly
