If	if	If
there	there	there
is	is	is
one	one	one
thing	thing	thing
the	the	the
2016	2016	2016
election	elect	election
has	has	ha
shown	shown	shown
,	,	,
it	it	it
s	s	s
that	that	that
there	there	there
is	is	is
no	no	no
such	such	such
thing	thing	thing
as	as	a
a	a	a
liberal	liber	liberal
media	media	medium
bias	bias	bias
.	.	.

From	from	From
free	free	free
air	air	air
time	time	time
for	for	for
Donald	donald	Donald
Trump	trump	Trump
to	to	to
ridiculous	ridicul	ridiculous
,	,	,
over	over	over
sensationalized	sensation	sensationalized
bad	bad	bad
press	press	press
for	for	for
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
the	the	the
media	media	medium
conglomerates	conglomer	conglomerate
have	have	have
shown	shown	shown
there	there	there
is	is	is
a	a	a
preferred	prefer	preferred
candidate	candid	candidate
,	,	,
and	and	and
it	it	it
certainly	certain	certainly
isn	isn	isn
t	t	t
the	the	the
liberal	liber	liberal
one	one	one
.	.	.
Not	not	Not
only	onli	only
has	has	ha
broadcast	broadcast	broadcast
media	media	medium
shown	shown	shown
itself	itself	itself
to	to	to
be	be	be
completely	complet	completely
inept	inept	inept
and	and	and
biased	bias	biased
in	in	in
favor	favor	favor
of	of	of
Donald	donald	Donald
Trump	trump	Trump
,	,	,
but	but	but
print	print	print
and	and	and
digital	digit	digital
media	media	medium
,	,	,
which	which	which
younger	younger	younger
voters	voter	voter
rely	reli	rely
on	on	on
more	more	more
heavily	heavili	heavily
than	than	than
anyone	anyon	anyone
else	els	else
,	,	,
has	has	ha
shown	shown	shown
its	it	it
true	true	true
colors	color	color
as	as	a
well	well	well
.	.	.

It	it	It
is	is	is
not	not	not
liberal	liber	liberal
,	,	,
but	but	but
it	it	it
does	doe	doe
have	have	have
a	a	a
bias	bias	bias
,	,	,
and	and	and
it	it	it
certainly	certain	certainly
isn	isn	isn
t	t	t
in	in	in
favor	favor	favor
of	of	of
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
It	it	It
all	all	all
stems	stem	stem
from	from	from
when	when	when
the	the	the
Associated	associ	Associated
Press	press	Press
released	releas	released
shock	shock	shock
waves	wave	wave
through	through	through
the	the	the
political	polit	political
establishment	establish	establishment
when	when	when
it	it	it
reported	report	reported
on	on	on
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
s	s	s
alleged	alleg	alleged
pay	pay	pay
-for-play	-for-play	-for-play
,	,	,
hinting	hint	hinting
that	that	that
Hillary	hillari	Hillary
Clinton	clinton	Clinton
used	use	used
her	her	her
power	power	power
as	as	a
Secretary	secretari	Secretary
of	of	of
State	state	State
to	to	to
give	give	give
preferential	preferenti	preferential
,	,	,
special	special	special
treatment	treatment	treatment
to	to	to
donors	donor	donor
and	and	and
heads	head	head
of	of	of
state	state	state
involved	involv	involved
with	with	with
her	her	her
family	famili	family
foundation	foundat	foundation
.	.	.

Similarly	similar	Similarly
,	,	,
the	the	the
New	new	New
York	york	York
Times	time	Times
and	and	and
Boston	boston	Boston
Globe	globe	Globe
picked	pick	picked
up	up	up
the	the	the
story	stori	story
with	with	with
eerily	eerili	eerily
similar	similar	similar
tones	tone	tone
,	,	,
calling	call	calling
on	on	on
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
to	to	to
be	be	be
shutdown	shutdown	shutdown
,	,	,
Clinton	clinton	Clinton
herself	herself	herself
investigated	investig	investigated
,	,	,
and	and	and
castes	cast	caste
doubts	doubt	doubt
on	on	on
her	her	her
ability	abil	ability
to	to	to
be	be	be
ethical	ethic	ethical
.	.	.

Not	not	Not
surprisingly	surpris	surprisingly
,	,	,
Republicans	republican	Republicans
pounced	pounc	pounced
on	on	on
the	the	the
story	stori	story
.	.	.

But	but	But
even	even	even
liberal	liber	liberal
hacks	hack	hack
like	like	like
Vice	vice	Vice
s	s	s
Michael	michael	Michael
Tracey	tracey	Tracey
and	and	and
IBT	ibt	IBT
s	s	s
David	david	David
Sirota	sirota	Sirota
,	,	,
who	who	who
are	are	are
openly	open	openly
to	to	to
the	the	the
left	left	left
of	of	of
Mrs	mrs	Mrs
.	.	.

Clinton	clinton	Clinton
s	s	s
political	polit	political
leanings	lean	leaning
,	,	,
were	were	were
calling	call	calling
for	for	for
the	the	the
secretary	secretari	secretary
s	s	s
head	head	head
on	on	on
a	a	a
silver	silver	silver
platter	platter	platter
.	.	.

Once	onc	Once
again	again	again
,	,	,
the	the	the
seeds	seed	seed
of	of	of
distrust	distrust	distrust
among	among	among
liberals	liber	liberal
were	were	were
sown	sown	sown
.	.	.
Well	well	Well
,	,	,
then	then	then
the	the	the
truth	truth	truth
came	came	came
out	out	out
and	and	and
it	it	it
turns	turn	turn
out	out	out
the	the	the
AP	ap	AP
botched	botch	botched
the	the	the
story	stori	story
.	.	.

As	as	As
pointed	point	pointed
out	out	out
by	by	by
AMERICAblog	americablog	AMERICAblog
News	news	News
editor	editor	editor
John	john	John
Aravosis	aravosi	Aravosis
the	the	the
AP	ap	AP
incorrectly	incorrect	incorrectly
reported	report	reported
that	that	that
half	half	half
of	of	of
those	those	those
who	who	who
met	met	met
with	with	with
Clinton	clinton	Clinton
as	as	a
cabinet	cabinet	cabinet
secretary	secretari	secretary
gave	gave	gave
money	money	money
to	to	to
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
.	.	.

The	the	The
Associated	associ	Associated
Press	press	Press
gave	gave	gave
the	the	the
number	number	number
as	as	a
85	85	85
out	out	out
of	of	of
154	154	154
people	peopl	people
.	.	.
It	it	It
doesn	doesn	doesn
t	t	t
take	take	take
a	a	a
genius	genius	genius
to	to	to
see	see	see
the	the	the
one	one	one
glaring	glare	glaring
giveaway	giveaway	giveaway
does	doe	doe
anyone	anyon	anyone
really	realli	really
think	think	think
that	that	that
Clinton	clinton	Clinton
,	,	,
who	who	who
was	was	wa
secretary	secretari	secretary
of	of	of
state	state	state
for	for	for
four	four	four
years	year	year
and	and	and
had	had	had
the	the	the
record	record	record
travel	travel	travel
mileage	mileag	mileage
and	and	and
country	countri	country
visitation	visit	visitation
,	,	,
met	met	met
with	with	with
only	onli	only
154	154	154
people	peopl	people
during	dure	during
her	her	her
tenure	tenur	tenure
?	?	?

The	the	The
fact	fact	fact
is	is	is
this	this	this
Clinton	clinton	Clinton
met	met	met
,	,	,
personally	person	personally
,	,	,
with	with	with
over	over	over
1	1	1
,	,	,
700	700	700
people	peopl	people
as	as	a
secretary	secretari	secretary
of	of	of
state	state	state
,	,	,
of	of	of
which	which	which
then	then	then
only	onli	only
85	85	85
were	were	were
foundation	foundat	foundation
donors	donor	donor
,	,	,
which	which	which
equals	equal	equal
a	a	a
measly	measli	measly
5	5	5
percent	percent	percent
.	.	.
Aravosis	aravosi	Aravosis
also	also	also
points	point	point
out	out	out
that	that	that
the	the	the
AP	ap	AP
blew	blew	blew
their	their	their
smoking	smoke	smoking
gun	gun	gun
claim	claim	claim
when	when	when
referring	refer	referring
to	to	to
Muhammed	muham	Muhammed
Yunus	yunus	Yunus
,	,	,
a	a	a
major	major	major
donor	donor	donor
of	of	of
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
who	who	who
was	was	wa
able	abl	able
to	to	to
meet	meet	meet
with	with	with
Secretary	secretari	Secretary
Clinton	clinton	Clinton
herself	herself	herself
.	.	.

Considering	consid	Considering
Yunus	yunus	Yunus
has	has	ha
won	won	won
an	an	an
Nobel	nobel	Nobel
Peace	peac	Peace
Prize	prize	Prize
for	for	for
his	his	his
tireless	tireless	tireless
efforts	effort	effort
to	to	to
reduce	reduc	reduce
global	global	global
poverty	poverti	poverty
,	,	,
and	and	and
banking	bank	banking
empowerment	empower	empowerment
for	for	for
poor	poor	poor
people	peopl	people
,	,	,
it	it	it
would	would	would
seem	seem	seem
almost	almost	almost
normal	normal	normal
for	for	for
him	him	him
to	to	to
meet	meet	meet
with	with	with
Clinton	clinton	Clinton
who	who	who
made	made	made
global	global	global
poverty	poverti	poverty
alleviation	allevi	alleviation
a	a	a
staple	stapl	staple
in	in	in
her	her	her
smart	smart	smart
diplomacy	diplomaci	diplomacy
agenda	agenda	agenda
at	at	at
the	the	the
State	state	State
Department	depart	Department
.	.	.
My	my	My
God	god	God
,	,	,
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
whose	whose	whose
job	job	job
it	it	it
is	is	is
to	to	to
work	work	work
with	with	with
other	other	other
countries	countri	country
to	to	to
tackle	tackl	tackle
global	global	global
issues	issu	issue
which	which	which
includes	includ	includes
alleviating	allevi	alleviating
poverty	poverti	poverty
met	met	met
with	with	with
a	a	a
world	world	world
renowned	renown	renowned
philanthropist	philanthropist	philanthropist
who	who	who
happened	happen	happened
to	to	to
give	give	give
to	to	to
her	her	her
foundation	foundat	foundation
which	which	which
also	also	also
works	work	work
to	to	to
alleviate	allevi	alleviate
poverty	poverti	poverty
?	?	?

Unheard	unheard	Unheard
of	of	of
!	!	!
Optics	optic	Optics
has	has	ha
apparently	appar	apparently
taken	taken	taken
over	over	over
true	true	true
investigative	investig	investigative
journalism	journal	journalism
.	.	.
So	so	So
even	even	even
with	with	with
these	these	these
shoddy	shoddi	shoddy
examples	exampl	example
provided	provid	provided
by	by	by
the	the	the
Associated	associ	Associated
Press	press	Press
,	,	,
that	that	that
didn	didn	didn
t	t	t
stop	stop	stop
the	the	the
other	other	other
liberal	liber	liberal
outlets	outlet	outlet
like	like	like
the	the	the
New	new	New
York	york	York
Times	time	Times
from	from	from
telling	tell	telling
Clinton	clinton	Clinton
to	to	to
sever	sever	sever
ties	tie	tie
with	with	with
her	her	her
foundation	foundat	foundation
,	,	,
