As	as	As
the	the	the
Democratic	democrat	Democratic
Primary	primari	Primary
wraps	wrap	wrap
up	up	up
and	and	and
tensions	tension	tension
continue	continu	continue
to	to	to
flare	flare	flare
,	,	,
Capitol	capitol	Capitol
Hill	hill	Hill
Democrats	democrat	Democrats
are	are	are
quietly	quiet	quietly
discussing	discuss	discussing
a	a	a
possible	possibl	possible
coup	coup	coup
to	to	to
oust	oust	oust
DNC	dnc	DNC
Chairwoman	chairwoman	Chairwoman
Debbie	debbi	Debbie
Wasserman	wasserman	Wasserman
-Schultz	-schultz	-Schultz
.	.	.
Wasserman	wasserman	Wasserman
-Schultz	-schultz	-Schultz
,	,	,
who	who	who
has	has	ha
been	been	been
seen	seen	seen
as	as	a
wildly	wild	wildly
divisive	divis	divisive
in	in	in
the	the	the
primary	primari	primary
,	,	,
is	is	is
facing	face	facing
a	a	a
mountain	mountain	mountain
of	of	of
criticism	critic	criticism
and	and	and
uphill	uphil	uphill
battles	battl	battle
as	as	a
she	she	she
braces	brace	brace
for	for	for
a	a	a
tough	tough	tough
primary	primari	primary
fight	fight	fight
in	in	in
Florida	florida	Florida
.	.	.
According	accord	According
to	to	to
an	an	an
exclusive	exclus	exclusive
,	,	,
in	in	in
depth	depth	depth
report	report	report
from	from	from
The	the	The
Hill	hill	Hill
,	,	,
Democratic	democrat	Democratic
Senators	senat	Senators
have	have	have
been	been	been
meeting	meet	meeting
together	togeth	together
to	to	to
draw	draw	draw
up	up	up
a	a	a
plan	plan	plan
to	to	to
force	forc	force
the	the	the
Florida	florida	Florida
Congresswoman	congresswoman	Congresswoman
to	to	to
resign	resign	resign
.	.	.

One	one	One
Democratic	democrat	Democratic
Senator	senat	Senator
,	,	,
who	who	who
is	is	is
pro	pro	pro
-Clinton	-clinton	-Clinton
and	and	and
who	who	who
remained	remain	remained
anonymous	anonym	anonymous
,	,	,
told	told	told
The	the	The
Hill	hill	Hill
There	there	There
have	have	have
been	been	been
a	a	a
lot	lot	lot
of	of	of
meetings	meet	meeting
over	over	over
the	the	the
past	past	past
48	48	48
hours	hour	hour
about	about	about
what	what	what
color	color	color
plate	plate	plate
do	do	do
we	we	we
deliver	deliv	deliver
Debbie	debbi	Debbie
Wasserman	wasserman	Wasserman
-Schultz	-schultz	-Schultz
s	s	s
head	head	head
on	on	on
.	.	.

I	i	I
don	don	don
t	t	t
see	see	see
how	how	how
she	she	she
can	can	can
continue	continu	continue
to	to	to
the	the	the
election	elect	election
.	.	.

How	how	How
can	can	can
she	she	she
open	open	open
the	the	the
convention	convent	convention
?	?	?

Sanders	sander	Sanders
supporters	support	supporter
would	would	would
go	go	go
nuts	nut	nut
.	.	.

It	it	It
s	s	s
worth	worth	worth
noting	note	noting
that	that	that
these	these	these
Democratic	democrat	Democratic
lawmakers	lawmak	lawmaker
couldn	couldn	couldn
t	t	t
actually	actual	actually
oust	oust	oust
Wasserman	wasserman	Wasserman
-Schultz	-schultz	-Schultz
;	;	;
only	onli	only
the	the	the
National	nation	National
Committee	committe	Committee
could	could	could
do	do	do
that	that	that
,	,	,
and	and	and
would	would	would
rely	reli	rely
on	on	on
talks	talk	talk
between	between	between
Clinton	clinton	Clinton
and	and	and
Sanders	sander	Sanders
.	.	.
Another	anoth	Another
Democratic	democrat	Democratic
Senator	senat	Senator
echoed	echo	echoed
these	these	these
sentiments	sentiment	sentiment
,	,	,
saying	say	saying
if	if	if
the	the	the
party	parti	party
hopes	hope	hope
to	to	to
attract	attract	attract
young	young	young
people	peopl	people
,	,	,
Wasserman	wasserman	Wasserman
-Schultz	-schultz	-Schultz
must	must	must
go	go	go
We	we	We
need	need	need
to	to	to
get	get	get
this	this	this
figured	figur	figured
out	out	out
and	and	and
come	come	come
together	togeth	together
.	.	.

Hillary	hillari	Hillary
s	s	s
got	got	got
the	the	the
nomination	nomin	nomination
.	.	.

She	she	She
needs	need	need
Bernie	berni	Bernie
s	s	s
energy	energi	energy
.	.	.

It	it	It
s	s	s
time	time	time
for	for	for
her	her	her
to	to	to
accommodate	accommod	accommodate
.	.	.

It	it	It
s	s	s
time	time	time
to	to	to
pick	pick	pick
hard	hard	hard
-nosed	-nose	-nosed
people	peopl	people
to	to	to
cut	cut	cut
through	through	through
things	thing	thing
and	and	and
figure	figur	figure
out	out	out
a	a	a
deal	deal	deal
.	.	.

They	they	They
young	young	young
people	peopl	people
need	need	need
to	to	to
know	know	know
this	this	this
is	is	is
their	their	their
party	parti	party
.	.	.

However	howev	However
,	,	,
not	not	not
all	all	all
Democratic	democrat	Democratic
Senators	senat	Senators
are	are	are
cooling	cool	cooling
to	to	to
Wasserman	wasserman	Wasserman
-Schultz	-schultz	-Schultz
.	.	.

Senator	senat	Senator
Barbara	barbara	Barbara
Mikulski	mikulski	Mikulski
,	,	,
who	who	who
is	is	is
retiring	retir	retiring
at	at	at
the	the	the
end	end	end
of	of	of
this	this	this
term	term	term
,	,	,
said	said	said
the	the	the
Congresswoman	congresswoman	Congresswoman
has	has	ha
done	done	done
a	a	a
good	good	good
job	job	job
,	,	,
and	and	and
said	said	said
,	,	,
If	if	If
you	you	you
look	look	look
at	at	at
her	her	her
platform	platform	platform
committee	committe	committee
appointments	appoint	appointment
,	,	,
she	she	she
really	realli	really
gave	gave	gave
a	a	a
lot	lot	lot
of	of	of
room	room	room
to	to	to
Bernie	berni	Bernie
supporters	support	supporter
.	.	.

Senators	senat	Senators
Bill	bill	Bill
Nelson	nelson	Nelson
,	,	,
Tim	tim	Tim
