Donald	donald	Donald
Trump	trump	Trump
bragged	brag	bragged
in	in	in
vulgar	vulgar	vulgar
terms	term	term
about	about	about
kissing	kiss	kissing
,	,	,
groping	grope	groping
and	and	and
trying	tri	trying
to	to	to
have	have	have
sex	sex	sex
with	with	with
women	women	woman
during	dure	during
a	a	a
2005	2005	2005
conversation	convers	conversation
caught	caught	caught
on	on	on
a	a	a
hot	hot	hot
microphone	microphon	microphone
,	,	,
saying	say	saying
that	that	that
when	when	when
you	you	you
re	re	re
a	a	a
star	star	star
,	,	,
they	they	they
let	let	let
you	you	you
do	do	do
it	it	it
,	,	,
according	accord	according
to	to	to
a	a	a
video	video	video
obtained	obtain	obtained
by	by	by
The	the	The
Washington	washington	Washington
Post	post	Post
.	.	.
The	the	The
video	video	video
captures	captur	capture
Trump	trump	Trump
talking	talk	talking
with	with	with
Billy	billi	Billy
Bush	bush	Bush
,	,	,
then	then	then
of	of	of
Access	access	Access
Hollywood	hollywood	Hollywood
,	,	,
on	on	on
a	a	a
bus	bus	bus
with	with	with
the	the	the
show	show	show
s	s	s
name	name	name
written	written	written
across	across	across
the	the	the
side	side	side
.	.	.

They	they	They
were	were	were
arriving	arriv	arriving
on	on	on
the	the	the
set	set	set
of	of	of
Days	day	Days
of	of	of
Our	our	Our
Lives	live	Lives
to	to	to
tape	tape	tape
a	a	a
segment	segment	segment
about	about	about
Trump	trump	Trump
s	s	s
cameo	cameo	cameo
on	on	on
the	the	the
soap	soap	soap
opera	opera	opera
.	.	.
The	the	The
tape	tape	tape
includes	includ	includes
audio	audio	audio
of	of	of
Bush	bush	Bush
and	and	and
Trump	trump	Trump
talking	talk	talking
inside	insid	inside
the	the	the
bus	bus	bus
,	,	,
as	as	a
well	well	well
as	as	a
audio	audio	audio
and	and	and
video	video	video
once	onc	once
they	they	they
emerge	emerg	emerge
from	from	from
it	it	it
to	to	to
begin	begin	begin
shooting	shoot	shooting
the	the	the
segment	segment	segment
.	.	.
In	in	In
that	that	that
audio	audio	audio
,	,	,
Trump	trump	Trump
discusses	discuss	discus
a	a	a
failed	fail	failed
attempt	attempt	attempt
to	to	to
seduce	seduc	seduce
a	a	a
woman	woman	woman
,	,	,
whose	whose	whose
full	full	full
name	name	name
is	is	is
not	not	not
given	given	given
in	in	in
the	the	the
video	video	video
.	.	.

I	i	I
moved	move	moved
on	on	on
her	her	her
,	,	,
and	and	and
I	i	I
failed	fail	failed
.	.	.

I	i	I
ll	ll	ll
admit	admit	admit
it	it	it
,	,	,
Trump	trump	Trump
is	is	is
heard	heard	heard
saying	say	saying
.	.	.

It	it	It
was	was	wa
unclear	unclear	unclear
when	when	when
the	the	the
events	event	event
he	he	he
was	was	wa
describing	describ	describing
took	took	took
place	place	place
.	.	.

The	the	The
tape	tape	tape
was	was	wa
recorded	record	recorded
several	sever	several
months	month	month
after	after	after
he	he	he
married	marri	married
his	his	his
third	third	third
wife	wife	wife
,	,	,
Melania	melania	Melania
.	.	.

Whoa	whoa	Whoa
,	,	,
another	anoth	another
voice	voic	voice
said	said	said
.	.	.

I	i	I
did	did	did
try	tri	try
and	and	and
f	f	f
her	her	her
.	.	.

She	she	She
was	was	wa
married	marri	married
,	,	,
Trump	trump	Trump
says	say	say
.	.	.
Trump	trump	Trump
continues	continu	continues
And	and	And
I	i	I
moved	move	moved
on	on	on
her	her	her
very	veri	very
heavily	heavili	heavily
.	.	.

In	in	In
fact	fact	fact
,	,	,
I	i	I
took	took	took
her	her	her
out	out	out
furniture	furnitur	furniture
shopping	shop	shopping
.	.	.

She	she	She
wanted	want	wanted
to	to	to
get	get	get
some	some	some
furniture	furnitur	furniture
.	.	.

I	i	I
said	said	said
,	,	,
I	i	I
ll	ll	ll
show	show	show
you	you	you
where	where	where
they	they	they
have	have	have
some	some	some
nice	nice	nice
furniture	furnitur	furniture
.	.	.

I	i	I
moved	move	moved
on	on	on
her	her	her
like	like	like
a	a	a
bitch	bitch	bitch
,	,	,
but	but	but
I	i	I
couldn	couldn	couldn
t	t	t
get	get	get
there	there	there
.	.	.

And	and	And
she	she	she
was	was	wa
married	marri	married
,	,	,
Trump	trump	Trump
says	say	say
.	.	.

Then	then	Then
all	all	all
of	of	of
a	a	a
sudden	sudden	sudden
I	i	I
see	see	see
her	her	her
,	,	,
she	she	she
s	s	s
now	now	now
got	got	got
the	the	the
big	big	big
phony	phoni	phony
tits	tit	tit
and	and	and
everything	everyth	everything
.	.	.

She	she	She
s	s	s
totally	total	totally
changed	chang	changed
her	her	her
look	look	look
.	.	.

At	at	At
that	that	that
point	point	point
in	in	in
the	the	the
audio	audio	audio
,	,	,
Trump	trump	Trump
and	and	and
Bush	bush	Bush
appear	appear	appear
to	to	to
notice	notic	notice
Arianne	ariann	Arianne
Zucker	zucker	Zucker
,	,	,
the	the	the
actress	actress	actress
who	who	who
is	is	is
waiting	wait	waiting
to	to	to
escort	escort	escort
them	them	them
into	into	into
the	the	the
soap	soap	soap
-opera	-opera	-opera
set	set	set
.	.	.

Your	your	Your
girl	girl	girl
s	s	s
hot	hot	hot
as	as	a
s	s	s
,	,	,
in	in	in
the	the	the
purple	purpl	purple
,	,	,
says	say	say
Bush	bush	Bush
,	,	,
who	who	who
s	s	s
now	now	now
a	a	a
co	co	co
-host	-host	-host
of	of	of
NBC	nbc	NBC
s	s	s
Today	today	Today
show	show	show
.	.	.

Whoa	whoa	Whoa
!	!	!

Trump	trump	Trump
says	say	say
.	.	.

Whoa	whoa	Whoa
!	!	!

I	i	I
ve	ve	ve
got	got	got
to	to	to
use	use	use
some	some	some
Tic	tic	Tic
Tacs	tac	Tacs
,	,	,
just	just	just
in	in	in
case	case	case
I	i	I
start	start	start
kissing	kiss	kissing
her	her	her
,	,	,
Trump	trump	Trump
says	say	say
.	.	.

You	you	You
know	know	know
I	i	I
m	m	m
automatically	automat	automatically
attracted	attract	attracted
to	to	to
beautiful	beauti	beautiful
I	i	I
just	just	just
start	start	start
kissing	kiss	kissing
them	them	them
.	.	.

It	it	It
s	s	s
like	like	like
a	a	a
magnet	magnet	magnet
.	.	.

Just	just	Just
kiss	kiss	kiss
.	.	.

I	i	I
don	don	don
t	t	t
even	even	even
wait	wait	wait
.	.	.

Read	read	Read
more	more	more
WaPo	wapo	WaPo

