During	dure	During
all	all	all
the	the	the
fallout	fallout	fallout
from	from	from
the	the	the
Access	access	Access
Hollywood	hollywood	Hollywood
tape	tape	tape
that	that	that
first	first	first
revealed	reveal	revealed
Donald	donald	Donald
Trump	trump	Trump
to	to	to
be	be	be
a	a	a
sexual	sexual	sexual
predator	predat	predator
,	,	,
and	and	and
now	now	now
,	,	,
with	with	with
all	all	all
the	the	the
women	women	woman
coming	come	coming
forward	forward	forward
to	to	to
accuse	accus	accuse
him	him	him
of	of	of
sexual	sexual	sexual
assault	assault	assault
,	,	,
Ivanka	ivanka	Ivanka
has	has	ha
stood	stood	stood
staunchly	staunch	staunchly
by	by	by
her	her	her
father	father	father
.	.	.

It	it	It
seems	seem	seems
,	,	,
though	though	though
,	,	,
that	that	that
such	such	such
support	support	support
is	is	is
hurting	hurt	hurting
her	her	her
own	own	own
business	busi	business
.	.	.

Ivanka	ivanka	Ivanka
has	has	ha
a	a	a
clothing	cloth	clothing
line	line	line
,	,	,
which	which	which
is	is	is
sold	sold	sold
in	in	in
stores	store	store
like	like	like
TJ	tj	TJ
Maxx	maxx	Maxx
,	,	,
but	but	but
women	women	woman
who	who	who
ve	ve	ve
been	been	been
forced	forc	forced
to	to	to
relive	reliv	relive
their	their	their
own	own	own
pain	pain	pain
from	from	from
sexual	sexual	sexual
assault	assault	assault
because	becaus	because
of	of	of
Trump	trump	Trump
are	are	are
boycotting	boycot	boycotting
Ivanka	ivanka	Ivanka
s	s	s
brand	brand	brand
.	.	.
Cosmopolitan	cosmopolitan	Cosmopolitan
spoke	spoke	spoke
to	to	to
Lindsey	lindsey	Lindsey
Ledford	ledford	Ledford
,	,	,
a	a	a
sexual	sexual	sexual
assault	assault	assault
survivor	survivor	survivor
,	,	,
about	about	about
what	what	what
seeing	see	seeing
the	the	the
Trump	trump	Trump
name	name	name
on	on	on
a	a	a
blouse	blous	blouse
did	did	did
to	to	to
her	her	her
My	my	My
first	first	first
thought	thought	thought
was	was	wa
,	,	,
Grab	grab	Grab
them	them	them
by	by	by
the	the	the
pussy	pussi	pussy
.	.	.

We	we	We
can	can	can
do	do	do
anything	anyth	anything
we	we	we
want	want	want
.	.	.

Don	don	Don
t	t	t
even	even	even
ask	ask	ask
,	,	,
Ledford	ledford	Ledford
told	told	told
Cosmopolitan	cosmopolitan	Cosmopolitan
.	.	.
com	com	com
.	.	.

The	the	The
blouse	blous	blouse
was	was	wa
triggering	trigger	triggering
traumatic	traumat	traumatic
flashbacks	flashback	flashback
to	to	to
physical	physic	physical
abuse	abus	abuse
she	she	she
d	d	d
suffered	suffer	suffered
in	in	in
the	the	the
past	past	past
,	,	,
and	and	and
to	to	to
times	time	time
she	she	she
d	d	d
been	been	been
grabbed	grab	grabbed
or	or	or
groped	grope	groped
by	by	by
men	men	men
without	without	without
her	her	her
consent	consent	consent
.	.	.

None	none	None
of	of	of
them	them	them
ever	ever	ever
asked	ask	asked
how	how	how
I	i	I
felt	felt	felt
,	,	,
what	what	what
I	i	I
was	was	wa
thinking	think	thinking
,	,	,
or	or	or
what	what	what
I	i	I
wanted	want	wanted
.	.	.

They	they	They
didn	didn	didn
t	t	t
wait	wait	wait
,	,	,
she	she	she
wrote	wrote	wrote
in	in	in
a	a	a
flurry	flurri	flurry
of	of	of
tweets	tweet	tweet
at	at	at
T	t	T
.	.	.
J	j	J
.	.	.
Maxx	maxx	Maxx
after	after	after
fleeing	flee	fleeing
the	the	the
store	store	store
.	.	.

That	that	That
is	is	is
what	what	what
Trump	trump	Trump
means	mean	mean
to	to	to
me	me	me
,	,	,
she	she	she
told	told	told
me	me	me
complete	complet	complete
disregard	disregard	disregard
for	for	for
women	women	woman
and	and	and
their	their	their
bodies	bodi	body
.	.	.

It	it	It
doesn	doesn	doesn
t	t	t
matter	matter	matter
if	if	if
Ivanka	ivanka	Ivanka
s	s	s
name	name	name
is	is	is
in	in	in
front	front	front
of	of	of
it	it	it
,	,	,
or	or	or
Donald	donald	Donald
s	s	s
.	.	.
'	'	'
There	there	There
s	s	s
a	a	a
growing	grow	growing
coalition	coalit	coalition
of	of	of
women	women	woman
who	who	who
are	are	are
working	work	working
to	to	to
boycott	boycott	boycott
both	both	both
