Fox	fox	Fox
News	news	News
and	and	and
other	other	other
right	right	right
-wing	-wing	-wing
outlets	outlet	outlet
are	are	are
quivering	quiver	quivering
with	with	with
glee	glee	glee
at	at	at
the	the	the
fact	fact	fact
that	that	that
a	a	a
known	known	known
Ku	ku	Ku
Klux	klux	Klux
Klan	klan	Klan
leader	leader	leader
is	is	is
endorsing	endors	endorsing
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
What	what	What
they	they	they
AREN	aren	AREN
T	t	T
reporting	report	reporting
though	though	though
is	is	is
this	this	this
the	the	the
guy	guy	guy
is	is	is
actually	actual	actually
a	a	a
Trump	trump	Trump
supporter	support	supporter
.	.	.
This	this	This
endorsement	endors	endorsement
is	is	is
really	realli	really
just	just	just
an	an	an
effort	effort	effort
to	to	to
paint	paint	paint
Clinton	clinton	Clinton
as	as	a
a	a	a
racist	racist	racist
and	and	and
damage	damag	damage
her	her	her
brand	brand	brand
and	and	and
her	her	her
campaign	campaign	campaign
with	with	with
the	the	the
dark	dark	dark
stain	stain	stain
of	of	of
open	open	open
and	and	and
obvious	obvious	obvious
racist	racist	racist
terrorism	terror	terrorism
that	that	that
is	is	is
the	the	the
KKK	kkk	KKK
.	.	.
The	the	The
outrageous	outrag	outrageous
reason	reason	reason
for	for	for
California	california	California
KKK	kkk	KKK
Grand	grand	Grand
Dragon	dragon	Dragon
Will	will	Will
Quigg	quigg	Quigg
to	to	to
endorse	endors	endorse
the	the	the
Democratic	democrat	Democratic
frontrunner	frontrunn	frontrunner
?	?	?
He	he	He
thinks	think	think
Hillary	hillari	Hillary
is	is	is
a	a	a
secret	secret	secret
racist	racist	racist
even	even	even
to	to	to
the	the	the
point	point	point
of	of	of
being	be	being
in	in	in
line	line	line
with	with	with
the	the	the
KKK	kkk	KKK
s	s	s
views	view	view
.	.	.
Quigg	quigg	Quigg
told	told	told
the	the	the
Telegraph	telegraph	Telegraph
of	of	of
his	his	his
Clinton	clinton	Clinton
endorsement	endors	endorsement
She	she	She
is	is	is
telling	tell	telling
everybody	everybodi	everybody
one	one	one
thing	thing	thing
,	,	,
but	but	but
she	she	she
has	has	ha
a	a	a
hidden	hidden	hidden
agenda	agenda	agenda
.	.	.
She	she	She
s	s	s
telling	tell	telling
everybody	everybodi	everybody
what	what	what
they	they	they
want	want	want
to	to	to
hear	hear	hear
so	so	so
she	she	she
can	can	can
get	get	get
elected	elect	elected
,	,	,
because	becaus	because
she	she	she
s	s	s
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
wife	wife	wife
,	,	,
she	she	she
s	s	s
close	close	close
to	to	to
the	the	the
Bushes	bush	Bushes
.	.	.
Once	onc	Once
she	she	she
s	s	s
in	in	in
the	the	the
presidency	presid	presidency
,	,	,
she	she	she
s	s	s
going	go	going
to	to	to
come	come	come
out	out	out
and	and	and
her	her	her
true	true	true
colors	color	color
are	are	are
going	go	going
to	to	to
show	show	show
.	.	.
Border	border	Border
policies	polici	policy
are	are	are
going	go	going
to	to	to
be	be	be
put	put	put
in	in	in
place	place	place
