After	after	After
having	have	having
backed	back	backed
Senator	senat	Senator
Ted	ted	Ted
Cruz	cruz	Cruz
,	,	,
Duck	duck	Duck
Dynasty	dynasti	Dynasty
s	s	s
redneck	redneck	redneck
-in-chief	-in-chief	-in-chief
and	and	and
serial	serial	serial
bigot	bigot	bigot
Phil	phil	Phil
Robertson	robertson	Robertson
is	is	is
now	now	now
saying	say	saying
he	he	he
s	s	s
forced	forc	forced
on	on	on
the	the	the
Trump	trump	Trump
train	train	train
because	becaus	because
the	the	the
people	peopl	people
of	of	of
the	the	the
Republican	republican	Republican
Party	parti	Party
have	have	have
spoken	spoken	spoken
and	and	and
now	now	now
want	want	want
Donald	donald	Donald
Trump	trump	Trump
as	as	a
their	their	their
nominee	nomine	nominee
I	i	I
was	was	wa
forced	forc	forced
onto	onto	onto
the	the	the
Trump	trump	Trump
train	train	train
,	,	,
but	but	but
I	i	I
am	am	am
happily	happili	happily
volunteering	volunt	volunteering
my	my	my
services	servic	service
for	for	for
Mr	mr	Mr
.	.	.
Trump	trump	Trump
,	,	,
mainly	main	mainly
because	becaus	because
the	the	the
Republican	republican	Republican
Party	parti	Party
has	has	ha
spoken	spoken	spoken
.	.	.

The	the	The
people	peopl	people
have	have	have
said	said	said
we	we	we
want	want	want
Mr	mr	Mr
.	.	.
Trump	trump	Trump
.	.	.

So	so	So
Mr	mr	Mr
.	.	.
Cruz	cruz	Cruz
goes	goe	go
down	down	down
I	i	I
love	love	love
him	him	him
but	but	but
now	now	now
I	i	I
m	m	m
on	on	on
the	the	the
Trump	trump	Trump
train	train	train
and	and	and
I	i	I
ll	ll	ll
do	do	do
everything	everyth	everything
I	i	I
can	can	can
to	to	to
help	help	help
him	him	him
.	.	.
In	in	In
true	true	true
Republican	republican	Republican
fashion	fashion	fashion
sheer	sheer	sheer
ignorance	ignor	ignorance
Robertson	robertson	Robertson
says	say	say
that	that	that
although	although	although
he	he	he
isn	isn	isn
t	t	t
too	too	too
familiar	familiar	familiar
with	with	with
Trump	trump	Trump
s	s	s
record	record	record
of	of	of
accomplishments	accomplish	accomplishment
or	or	or
lack	lack	lack
thereof	thereof	thereof
,	,	,
he	he	he
will	will	will
definitely	definit	definitely
be	be	be
supporting	support	supporting
him	him	him
over	over	over
Hillary	hillari	Hillary
Clinton	clinton	Clinton
or	or	or
Bernie	berni	Bernie
Sanders	sander	Sanders
,	,	,
admitting	admit	admitting
,	,	,
I	i	I
m	m	m
taking	take	taking
my	my	my
chances	chanc	chance
not	not	not
even	even	even
knowing	know	knowing
Trump	trump	Trump
s	s	s
record	record	record
.	.	.

I	i	I
know	know	know
the	the	the
Clintons	clinton	Clintons
.	.	.

I	i	I
m	m	m
not	not	not
sure	sure	sure
about	about	about
Trump	trump	Trump
.	.	.

I	i	I
m	m	m
with	with	with
Trump	trump	Trump
.	.	.

If	if	If
that	that	that
doesn	doesn	doesn
t	t	t
sum	sum	sum
up	up	up
the	the	the
sad	sad	sad
,	,	,
pathetic	pathet	pathetic
state	state	state
of	of	of
the	the	the
GOP	gop	GOP
I	i	I
don	don	don
t	t	t
know	know	know
what	what	what
does	doe	doe
.	.	.
But	but	But
it	it	it
gets	get	get
even	even	even
better	better	better
.	.	.

Robertson	robertson	Robertson
has	has	ha
actually	actual	actually
volunteered	volunt	volunteered
to	to	to
be	be	be
serial	serial	serial
philanderer	philander	philanderer
s	s	s
personal	person	personal
spiritual	spiritu	spiritual
advisor	advisor	advisor
and	and	and
thinks	think	think
America	america	America
should	should	should
stand	stand	stand
by	by	by
him	him	him
I	i	I
ll	ll	ll
make	make	make
a	a	a
valiant	valiant	valiant
attempt	attempt	attempt
behind	behind	behind
the	the	the
scenes	scene	scene
,	,	,
you	you	you
understand	understand	understand
,	,	,
to	to	to
sit	sit	sit
down	down	down
with	with	with
Donald	donald	Donald
with	with	with
a	a	a
Bible	bibl	Bible
in	in	in
between	between	between
us	us	u
and	and	and
I	i	I
might	might	might
can	can	can
help	help	help
him	him	him
along	along	along
with	with	with
concepts	concept	concept
like	like	like
loving	love	loving
your	your	your
enemies	enemi	enemy
,	,	,
loving	love	loving
your	your	your
god	god	god
,	,	,
loving	love	loving
your	your	your
neighbor	neighbor	neighbor
.	.	.

Even	even	Even
your	your	your
enemies	enemi	enemy
,	,	,
forgive	forgiv	forgive
them	them	them
and	and	and
move	move	move
on	on	on
.	.	.

I	i	I
may	may	may
can	can	can
help	help	help
him	him	him
in	in	in
that	that	that
area	area	area
.	.	.

I	i	I
can	can	can
see	see	see
it	it	it
now	now	now
Trump	trump	Trump
wins	win	win
and	and	and
the	the	the
camera	camera	camera
s	s	s
panning	pan	panning
and	and	and
his	his	his
spiritual	spiritu	spiritual
adviser	advis	adviser
is	is	is
me	me	me
.	.	.

Is	is	Is
America	america	America
ready	readi	ready
for	for	for
it	it	it
?	?	?

Well	well	Well
,	,	,
America	america	America
,	,	,
are	are	are
you	you	you
ready	readi	ready
for	for	for
it	it	it
?	?	?

Does	doe	Does
it	it	it
come	come	come
as	as	a
any	ani	any
surprise	surpris	surprise
that	that	that
the	the	the
guy	guy	guy
who	who	who
thinks	think	think
marrying	marri	marrying
off	off	off
15	15	15
-year-old	-year-old	-year-old
girls	girl	girl
to	to	to
full	full	full
grown	grown	grown
men	men	men
is	is	is
supporting	support	supporting
the	the	the
other	other	other
guy	guy	guy
who	who	who
thinks	think	think
his	his	his
16	16	16
-year-old	-year-old	-year-old
daughter	daughter	daughter
was	was	wa
is	is	is
hot	hot	hot
?	?	?
What	what	What
do	do	do
the	the	the
two	two	two
men	men	men
have	have	have
in	in	in
common	common	common
?	?	?

The	the	The
are	are	are
both	both	both
faux	faux	faux
Christians	christian	Christians
who	who	who
think	think	think
peddling	peddl	peddling
bigoted	bigot	bigoted
and	and	and
outdated	outdat	outdated
religious	religi	religious
extremism	extrem	extremism
will	will	will
get	get	get
them	them	them
the	the	the
redneck	redneck	redneck
,	,	,
conservative	conserv	conservative
support	support	support
.	.	.

And	and	And
they	they	they
re	re	re
completely	complet	completely
right	right	right
.	.	.
That	that	That
s	s	s
some	some	some
spiritual	spiritu	spiritual
guidance	guidanc	guidance
right	right	right
there	there	there
.	.	.

That	that	That
s	s	s
what	what	what
s	s	s
going	go	going
to	to	to
make	make	make
the	the	the
presidency	presid	presidency
great	great	great
again	again	again
two	two	two
borderline	borderlin	borderline
pedophilic	pedophil	pedophilic
,	,	,
holier	holier	holier
-than-though	-than-though	-than-though
fakers	faker	faker
running	run	running
the	the	the
show	show	show
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images

