Token	Stem	Lemma
Republican	republican	Republican
presidential	presidenti	presidential
frontrunner	frontrunn	frontrunner
Donald	donald	Donald
Trump	trump	Trump
allegedly	alleg	allegedly
hit	hit	hit
on	on	on
a	a	a
journalist	journalist	journalist
on	on	on
Monday	monday	Monday
According	accord	According
to	to	to
Karen	karen	Karen
Attiah	attiah	Attiah
deputy	deputi	deputy
digital	digit	digital
editor	editor	editor
for	for	for
the	the	the
Washington	washington	Washington
Post	post	Post
Trump	trump	Trump
told	told	told
her	her	her
she	she	she
was	was	wa
beautiful	beauti	beautiful
as	as	a
she	she	she
asked	ask	asked
him	him	him
a	a	a
detailed	detail	detailed
question	question	question
about	about	about
his	his	his
policies	polici	policy
on	on	on
racial	racial	racial
inclusion	inclus	inclusion
The	the	The
incident	incid	incident
happened	happen	happened
as	as	a
Trump	trump	Trump
met	met	met
with	with	with
the	the	the
editorial	editori	editorial
board	board	board
of	of	of
the	the	the
Washington	washington	Washington
Post	post	Post
on	on	on
Monday	monday	Monday
So	so	So
I	i	I
got	got	got
hit	hit	hit
on	on	on
today	today	today
by	by	by
Donald	donald	Donald
Trump	trump	Trump
Karen	karen	Karen
Attiah	attiah	Attiah
@KarenAttiah	@karenattiah	@KarenAttiah
March	march	March
21	21	21
2016As	2016as	2016As
the	the	the
meeting	meet	meeting
ended	end	ended
and	and	and
we	we	we
were	were	were
walking	walk	walking
out	out	out
of	of	of
the	the	the
room	room	room
I	i	I
thanked	thank	thanked
Trump	trump	Trump
for	for	for
taking	take	taking
my	my	my
question	question	question
He	he	He
turned	turn	turned
to	to	to
me	me	me
and	and	and
said	said	said
I	i	I
really	realli	really
hope	hope	hope
I	i	I
answered	answer	answered
your	your	your
question	question	question
and	and	and
added	ad	added
casually	casual	casually
with	with	with
a	a	a
smile	smile	smile
Beautiful	beauti	Beautiful
I	i	I
was	was	wa
stunned	stun	stunned
I	i	I
didn	didn	didn
t	t	t
say	say	say
thank	thank	thank
you	you	you
and	and	and
I	i	I
don	don	don
t	t	t
think	think	think
I	i	I
smiled	smile	smiled
He	he	He
then	then	then
walked	walk	walked
out	out	out
to	to	to
meet	meet	meet
with	with	with
my	my	my
Post	post	Post
colleagues	colleagu	colleague
briefly	briefli	briefly
before	befor	before
heading	head	heading
to	to	to
the	the	the
elevator	elev	elevator
I	i	I
stayed	stay	stayed
in	in	in
the	the	the
conference	confer	conference
room	room	room
for	for	for
a	a	a
few	few	few
minutes	minut	minute
as	as	a
it	it	it
sunk	sunk	sunk
in	in	in
that	that	that
the	the	the
potential	potenti	potential
GOP	gop	GOP
nominee	nomine	nominee
for	for	for
president	presid	president
thought	thought	thought
it	it	it
was	was	wa
okay	okay	okay
to	to	to
comment	comment	comment
on	on	on
my	my	my
appearance	appear	appearance
Did	did	Did
he	he	he
just	just	just
say	say	say
that	that	that
The	the	The
moment	moment	moment
made	made	made
Attiah	attiah	Attiah
think	think	think
about	about	about
how	how	how
Trump	trump	Trump
views	view	view
the	the	the
world	world	world
noting	note	noting
that	that	that
In	in	In
Trump	trump	Trump
s	s	s
world	world	world
commenting	comment	commenting
on	on	on
a	a	a
woman	woman	woman
s	s	s
appearance	appear	appearance
in	in	in
a	a	a
professional	profession	professional
setting	set	setting
is	is	is
fair	fair	fair
game	game	game
She	she	She
added	ad	added
At	at	At
least	least	least
now	now	now
I	i	I
know	know	know
firsthand	firsthand	firsthand
that	that	that
the	the	the
sexism	sexism	sexism
that	that	that
Trump	trump	Trump
puts	put	put
on	on	on
display	display	display
against	against	against
Megyn	megyn	Megyn
Kelly	kelli	Kelly
under	under	under
the	the	the
lights	light	light
of	of	of
national	nation	national
TV	tv	TV
is	is	is
not	not	not
that	that	that
much	much	much
different	differ	different
from	from	from
how	how	how
he	he	he
is	is	is
in	in	in
real	real	real
life	life	life
toward	toward	toward
female	femal	female
journalists	journalist	journalist
Trump	trump	Trump
has	has	ha
a	a	a
history	histori	history
of	of	of
bizarre	bizarr	bizarre
behavior	behavior	behavior
and	and	and
language	languag	language
directed	direct	directed
towards	toward	towards
women	women	woman
Appearing	appear	Appearing
on	on	on
the	the	the
Howard	howard	Howard
Stern	stern	Stern
radio	radio	radio
show	show	show
Trump	trump	Trump
discussed	discuss	discussed
Latina	latina	Latina
actress	actress	actress
Eva	eva	Eva
Longoria	longoria	Longoria
telling	tell	telling
Stern	stern	Stern
She	she	She
s	s	s
really	realli	really
cute	cute	cute
I	i	I
have	have	have
to	to	to
tell	tell	tell
you	you	you
she	she	she
s	s	s
really	realli	really
bouncy	bounci	bouncy
really	realli	really
cute	cute	cute
She	she	She
s	s	s
about	about	about
five	five	five
foot	foot	foot
one	one	one
Do	do	Do
you	you	you
like	like	like
girls	girl	girl
that	that	that
are	are	are
five	five	five
foot	foot	foot
one	one	one
They	they	They
come	come	come
up	up	up
to	to	to
you	you	you
know	know	know
where	where	where
He	he	He
added	ad	added
You	you	You
have	have	have
to	to	to
get	get	get
started	start	started
you	you	you
have	have	have
to	to	to
like	like	like
short	short	short
girls	girl	girl
She	she	She
s	s	s
very	veri	very
very	veri	very
short	short	short
You	you	You
know	know	know
she	she	she
goes	goe	go
out	out	out
with	with	with
a	a	a
basketball	basketbal	basketball
player	player	player
which	which	which
is	is	is
interesting	interest	interesting
but	but	but
she	she	she
s	s	s
very	veri	very
short	short	short
In	in	In
other	other	other
clips	clip	clip
from	from	from
his	his	his
appearances	appear	appearance
on	on	on
Stern	stern	Stern
Trump	trump	Trump
could	could	could
be	be	be
heard	heard	heard
ranking	rank	ranking
rating	rate	rating
and	and	and
degrading	degrad	degrading
various	various	various
women	women	woman
For	for	For
instance	instanc	instance
In	in	In
one	one	one
instance	instanc	instance
Trump	trump	Trump
ranked	rank	ranked
his	his	his
top	top	top
10	10	10
most	most	most
beautiful	beauti	beautiful
women	women	woman
and	and	and
while	while	while
his	his	his
then	then	then
-girlfriend	-girlfriend	-girlfriend
Melania	melania	Melania
Knauss	knauss	Knauss
took	took	took
the	the	the
top	top	top
spot	spot	spot
Trump	trump	Trump
told	told	told
Stern	stern	Stern
he	he	he
definitely	definit	definitely
would	would	would
have	have	have
sex	sex	sex
with	with	with
Mariah	mariah	Mariah
Carey	carey	Carey
Cindy	cindi	Cindy
Crawford	crawford	Crawford
and	and	and
Princess	princess	Princess
Diana	diana	Diana
who	who	who
also	also	also
made	made	made
the	the	the
list	list	list
In	in	In
another	anoth	another
appearance	appear	appearance
Trump	trump	Trump
assigned	assign	assigned
each	each	each
of	of	of
the	the	the
actors	actor	actor
on	on	on
ABC	abc	ABC
s	s	s
Desperate	desper	Desperate
Housewives	housew	Housewives
a	a	a
score	score	score
of	of	of
1	1	1
to	to	to
10	10	10
based	base	based
on	on	on
their	their	their
attractiveness	attract	attractiveness
He	he	He
said	said	said
of	of	of
one	one	one
of	of	of
the	the	the
actors	actor	actor
Nicollette	nicollett	Nicollette
Sheridan	sheridan	Sheridan
A	a	A
person	person	person
who	who	who
is	is	is
very	veri	very
flat	flat	flat
-chested	-chest	-chested
is	is	is
very	veri	very
hard	hard	hard
to	to	to
be	be	be
a	a	a
10	10	10
When	when	When
he	he	he
got	got	got
to	to	to
Marcia	marcia	Marcia
Cross	cross	Cross
he	he	he
asked	ask	asked
Stern	stern	Stern
Would	would	Would
you	you	you
go	go	go
out	out	out
with	with	with
Marcia	marcia	Marcia
Cross	cross	Cross
or	or	or
would	would	would
you	you	you
turn	turn	turn
gay	gay	gay
Howard	howard	Howard
Trump	trump	Trump
has	has	ha
a	a	a
problem	problem	problem
with	with	with
women	women	woman
particularly	particular	particularly
assertive	assert	assertive
women	women	woman
in	in	in
a	a	a
position	posit	position
of	of	of
authority	author	authority
This	this	This
incident	incid	incident
just	just	just
appears	appear	appears
to	to	to
be	be	be
more	more	more
evidence	evid	evidence
of	of	of
that	that	that
Featured	featur	Featured
image	imag	image
via	via	via
Twitter	twitter	Twitter
Flickr	flickr	Flickr
