Token	Stem	Lemma
Here	here	Here
s	s	s
Chris	chris	Chris
Matthews	matthew	Matthews
attacking	attack	attacking
Trump	trump	Trump
s	s	s
speech	speech	speech
and	and	and
his	his	his
acknowledgment	acknowledg	acknowledgment
of	of	of
Ryan	ryan	Ryan
Owens	owen	Owens
widow	widow	widow
last	last	last
night	night	night
Matthews	matthew	Matthews
can	can	can
be	be	be
seen	seen	seen
along	along	along
with	with	with
fellow	fellow	fellow
MSNB	msnb	MSNB
host	host	host
Rachel	rachel	Rachel
Maddow	maddow	Maddow
demanding	demand	demanding
that	that	that
Trump	trump	Trump
take	take	take
responsibility	respons	responsibility
for	for	for
the	the	the
death	death	death
of	of	of
Navy	navi	Navy
Seal	seal	Seal
Ryan	ryan	Ryan
Owens	owen	Owens
No	no	No
such	such	such
demand	demand	demand
was	was	wa
ever	ever	ever
made	made	made
of	of	of
Barack	barack	Barack
Obama	obama	Obama
or	or	or
Hillary	hillari	Hillary
Clinton	clinton	Clinton
by	by	by
her	her	her
friends	friend	friend
in	in	in
the	the	the
press	press	press
fake	fake	fake
media	media	medium
So	so	So
lets	let	let
take	take	take
a	a	a
closer	closer	closer
look	look	look
at	at	at
Obama	obama	Obama
s	s	s
war	war	war
legacy	legaci	legacy
which	which	which
includes	includ	includes
a	a	a
horrendous	horrend	horrendous
record	record	record
number	number	number
of	of	of
deaths	death	death
in	in	in
Afghanistan	afghanistan	Afghanistan
during	dure	during
his	his	his
8	8	8
years	year	year
in	in	in
office	offic	office
and	and	and
the	the	the
rise	rise	rise
of	of	of
ISIS	isi	ISIS
an	an	an
even	even	even
greater	greater	greater
threat	threat	threat
to	to	to
America	america	America
and	and	and
to	to	to
the	the	the
stability	stabil	stability
of	of	of
the	the	the
Middle	middl	Middle
East	east	East
A	a	A
discussion	discuss	discussion
about	about	about
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
legacy	legaci	legacy
cannot	cannot	cannot
ignore	ignor	ignore
his	his	his
policies	polici	policy
in	in	in
Afghanistan	afghanistan	Afghanistan
where	where	where
security	secur	security
conditions	condit	condition
continue	continu	continue
to	to	to
deteriorate	deterior	deteriorate
primarily	primarili	primarily
at	at	at
the	the	the
hands	hand	hand
of	of	of
the	the	the
Taliban	taliban	Taliban
Afghans	afghan	Afghans
have	have	have
suffered	suffer	suffered
record	record	record
casualties	casualti	casualty
and	and	and
U	u	U
S	s	S
military	militari	military
fatalities	fatal	fatality
have	have	have
dramatically	dramat	dramatically
increased	increas	increased
under	under	under
his	his	his
watch	watch	watch
The	the	The
rise	rise	rise
of	of	of
the	the	the
Islamic	islam	Islamic
State	state	State
ISIS	isi	ISIS
ISIL	isil	ISIL
in	in	in
Iraq	iraq	Iraq
and	and	and
Syria	syria	Syria
has	has	ha
continued	continu	continued
to	to	to
overshadow	overshadow	overshadow
Obama	obama	Obama
s	s	s
war	war	war
in	in	in
Afghanistan	afghanistan	Afghanistan
even	even	even
after	after	after
the	the	the
group	group	group
established	establish	established
its	it	it
still	still	still
growing	grow	growing
branch	branch	branch
in	in	in
the	the	the
South	south	South
Asian	asian	Asian
nation	nation	nation
The	the	The
president	presid	president
s	s	s
legacy	legaci	legacy
on	on	on
Afghanistan	afghanistan	Afghanistan
cannot	cannot	cannot
be	be	be
measured	measur	measured
without	without	without
taking	take	taking
into	into	into
account	account	account
what	what	what
he	he	he
inherited	inherit	inherited
from	from	from
George	georg	George
W	w	W
Bush	bush	Bush
President	presid	President
Bush	bush	Bush
had	had	had
been	been	been
well	well	well
aware	awar	aware
at	at	at
the	the	the
end	end	end
of	of	of
his	his	his
presidency	presid	presidency
that	that	that
he	he	he
was	was	wa
leaving	leav	leaving
behind	behind	behind
Afghanistan	afghanistan	Afghanistan
a	a	a
challenge	challeng	challenge
In	in	In
his	his	his
memoir	memoir	memoir
Decision	decis	Decision
Points	point	Points
he	he	he
acknowledged	acknowledg	acknowledged
Afghanistan	afghanistan	Afghanistan
was	was	wa
unfinished	unfinish	unfinished
business	busi	business
adding	ad	adding
that	that	that
the	the	the
effort	effort	effort
to	to	to
transform	transform	transform
the	the	the
country	countri	country
into	into	into
a	a	a
stable	stabl	stable
democracy	democraci	democracy
had	had	had
turned	turn	turned
out	out	out
to	to	to
be	be	be
more	more	more
daunting	daunt	daunting
than	than	than
I	i	I
anticipated	anticip	anticipated
Nevertheless	nevertheless	Nevertheless
the	the	the
war	war	war
found	found	found
a	a	a
successor	successor	successor
willing	will	willing
to	to	to
put	put	put
in	in	in
more	more	more
time	time	time
and	and	and
resources	resourc	resource
including	includ	including
human	human	human
capital	capit	capital
into	into	into
the	the	the
ongoing	ongo	ongoing
effort	effort	effort
As	as	As
President	presid	President
I	i	I
will	will	will
make	make	make
the	the	the
fight	fight	fight
against	against	against
al	al	al
Qaeda	qaeda	Qaeda
and	and	and
the	the	the
Taliban	taliban	Taliban
the	the	the
top	top	top
priority	prioriti	priority
that	that	that
it	it	it
should	should	should
be	be	be
This	this	This
is	is	is
a	a	a
war	war	war
that	that	that
we	we	we
have	have	have
to	to	to
win	win	win
Obama	obama	Obama
vowed	vow	vowed
in	in	in
a	a	a
major	major	major
2008	2008	2008
campaign	campaign	campaign
speech	speech	speech
on	on	on
the	the	the
wars	war	war
in	in	in
Iraq	iraq	Iraq
and	and	and
Afghanistan	afghanistan	Afghanistan
Obama	obama	Obama
also	also	also
vowed	vow	vowed
to	to	to
turn	turn	turn
the	the	the
good	good	good
war	war	war
in	in	in
Afghanistan	afghanistan	Afghanistan
around	around	around
and	and	and
pull	pull	pull
out	out	out
all	all	all
U	u	U
S	s	S
service	servic	service
members	member	member
Eight	eight	Eight
years	year	year
later	later	later
U	u	U
S	s	S
military	militari	military
fatalities	fatal	fatality
in	in	in
the	the	the
war	war	war
have	have	have
more	more	more
than	than	than
quadrupled	quadrupl	quadrupled
from	from	from
558	558	558
under	under	under
Bush	bush	Bush
to	to	to
2	2	2
247	247	247
under	under	under
Obama	obama	Obama
Pentagon	pentagon	Pentagon
data	data	data
shows	show	show
There	there	There
were	were	were
1	1	1
689	689	689
U	u	U
S	s	S
military	militari	military
deaths	death	death
in	in	in
Afghanistan	afghanistan	Afghanistan
under	under	under
Obama	obama	Obama
a	a	a
figure	figur	figure
that	that	that
makes	make	make
up	up	up
more	more	more
than	than	than
75	75	75
percent	percent	percent
of	of	of
all	all	all
American	american	American
fatalities	fatal	fatality
since	sinc	since
the	the	the
war	war	war
started	start	started
in	in	in
October	octob	October
2001	2001	2001
The	the	The
number	number	number
of	of	of
U	u	U
S	s	S
military	militari	military
injuries	injuri	injury
has	has	ha
increased	increas	increased
more	more	more
than	than	than
7	7	7
-fold	-fold	-fold
from	from	from
2	2	2
702	702	702
under	under	under
Bush	bush	Bush
to	to	to
20	20	20
237	237	237
now	now	now
according	accord	according
to	to	to
Pentagon	pentagon	Pentagon
figures	figur	figure
The	the	The
number	number	number
of	of	of
U	u	U
S	s	S
military	militari	military
injuries	injuri	injury
under	under	under
Obama	obama	Obama
s	s	s
watch	watch	watch
17	17	17
535	535	535
account	account	account
for	for	for
more	more	more
than	than	than
90	90	90
percent	percent	percent
of	of	of
all	all	all
20	20	20
237	237	237
wounded	wound	wounded
in	in	in
action	action	action
incidents	incid	incident
throughout	throughout	throughout
the	the	the
15	15	15
-year	-year	-year
-old	-old	-old
war	war	war
Almost	almost	Almost
immediately	immedi	immediately
after	after	after
implementing	implement	implementing
his	his	his
own	own	own
strategy	strategi	strategy
violence	violenc	violence
dramatically	dramat	dramatically
worsened	worsen	worsened
in	in	in
2009	2009	2009
peaking	peak	peaking
in	in	in
2010	2010	2010
the	the	the
deadliest	deadliest	deadliest
year	year	year
497	497	497
deaths	death	death
for	for	for
U	u	U
S	s	S
troops	troop	troop
in	in	in
Afghanistan	afghanistan	Afghanistan
Obama	obama	Obama
presided	presid	presided
over	over	over
the	the	the
top	top	top
three	three	three
deadliest	deadliest	deadliest
years	year	year
of	of	of
the	the	the
war	war	war
2009	2009	2009
303	303	303
deaths	death	death
2010	2010	2010
497	497	497
deaths	death	death
and	and	and
2011	2011	2011
399	399	399
U	u	U
S	s	S
military	militari	military
fatalities	fatal	fatality
under	under	under
Bush	bush	Bush
peaked	peak	peaked
in	in	in
2008	2008	2008
at	at	at
151	151	151
according	accord	according
to	to	to
a	a	a
Breitbart	breitbart	Breitbart
News	news	News
analysis	analysi	analysis
of	of	of
Pentagon	pentagon	Pentagon
data	data	data
At	at	At
nearly	near	nearly
100	100	100
000	000	000
in	in	in
2010	2010	2010
the	the	the
presence	presenc	presence
of	of	of
the	the	the
American	american	American
military	militari	military
also	also	also
reached	reach	reached
its	it	it
zenith	zenith	zenith
under	under	under
Obama	obama	Obama
The	the	The
rules	rule	rule
of	of	of
engagement	engag	engagement
have	have	have
also	also	also
been	been	been
a	a	a
subject	subject	subject
of	of	of
contempt	contempt	contempt
for	for	for
analysts	analyst	analyst
and	and	and
U	u	U
S	s	S
service	servic	service
members	member	member
alike	alik	alike
A	a	A
top	top	top
commander	command	commander
of	of	of
U	u	U
S	s	S
and	and	and
NATO	nato	NATO
troops	troop	troop
indicated	indic	indicated
that	that	that
after	after	after
the	the	the
end	end	end
of	of	of
the	the	the
combat	combat	combat
mission	mission	mission
on	on	on
December	decemb	December
31	31	31
2014	2014	2014
American	american	American
forces	forc	force
fighting	fight	fighting
Taliban	taliban	Taliban
jihadists	jihadist	jihadist
had	had	had
to	to	to
wait	wait	wait
to	to	to
be	be	be
shot	shot	shot
at	at	at
first	first	first
to	to	to
be	be	be
able	abl	able
to	to	to
attack	attack	attack
Being	be	Being
a	a	a
member	member	member
of	of	of
the	the	the
Taliban	taliban	Taliban
was	was	wa
no	no	no
longer	longer	longer
a	a	a
justification	justif	justification
for	for	for
U	u	U
S	s	S
troops	troop	troop
to	to	to
open	open	open
fire	fire	fire
attack	attack	attack
a	a	a
even	even	even
as	as	a
the	the	the
terrorist	terrorist	terrorist
group	group	group
expands	expand	expands
its	it	it
territorial	territori	territorial
control	control	control
across	across	across
the	the	the
war	war	war
-ravaged	-ravag	-ravaged
nation	nation	nation
The	the	The
Taliban	taliban	Taliban
currently	current	currently
controls	control	control
more	more	more
territory	territori	territory
