Token	Stem	Lemma
Remember	rememb	Remember
Joni	joni	Joni
Ernst	ernst	Ernst
Conservatives	conserv	Conservatives
were	were	were
so	so	so
excited	excit	excited
to	to	to
see	see	see
her	her	her
win	win	win
a	a	a
Senate	senat	Senate
seat	seat	seat
in	in	in
Iowa	iowa	Iowa
You	you	You
may	may	may
be	be	be
surprised	surpris	surprised
to	to	to
see	see	see
who	who	who
this	this	this
patriot	patriot	patriot
supported	support	supported
with	with	with
her	her	her
vote	vote	vote
below	below	below
Bipartisan	bipartisan	Bipartisan
Congressional	congression	Congressional
Trade	trade	Trade
Priorities	prioriti	Priorities
and	and	and
Accountability	account	Accountability
Act	act	Act
of	of	of
2015Senate	2015senat	2015Senate
Vote	vote	Vote
218	218	218
Advances	advanc	Advances
Trade	trade	Trade
Promotion	promot	Promotion
AuthorityResult	authorityresult	AuthorityResult
Cloture	clotur	Cloture
Motion	motion	Motion
Agreed	agre	Agreed
to	to	to
by	by	by
a	a	a
margin	margin	margin
of	of	of
0	0	0
votes	vote	vote
Date	date	Date
of	of	of
Vote	vote	Vote
June	june	June
23	23	23
2015	2015	2015
Time	time	Time
of	of	of
Vote	vote	Vote
11	11	11
04	04	04
a	a	a
m	m	m
Roll	roll	Roll
Call	call	Call
Number	number	Number
218	218	218
Yes	yes	Yes
Votes	vote	Votes
60	60	60
Lamar	lamar	Lamar
Alexander	alexand	Alexander
R	r	R
TN	tn	TN
Kelly	kelli	Kelly
Ayotte	ayott	Ayotte
R	r	R
NH	nh	NH
John	john	John
Barrasso	barrasso	Barrasso
R	r	R
WY	wy	WY
Michael	michael	Michael
Bennet	bennet	Bennet
D	d	D
CO	co	CO
Roy	roy	Roy
Blunt	blunt	Blunt
R	r	R
MO	mo	MO
John	john	John
Boozman	boozman	Boozman
R	r	R
AR	ar	AR
Richard	richard	Richard
M	m	M
Burr	burr	Burr
R	r	R
NC	nc	NC
Maria	maria	Maria
Cantwell	cantwel	Cantwell
D	d	D
WA	wa	WA
Shelley	shelley	Shelley
Moore	moor	Moore
Capito	capito	Capito
R	r	R
WV	wv	WV
Thomas	thoma	Thomas
R	r	R
Carper	carper	Carper
D	d	D
DE	de	DE
Bill	bill	Bill
Cassidy	cassidi	Cassidy
R	r	R
LA	la	LA
Daniel	daniel	Daniel
Coats	coat	Coats
R	r	R
IN	in	IN
Thad	thad	Thad
Cochran	cochran	Cochran
R	r	R
MS	ms	MS
Christopher	christoph	Christopher
A	a	A
Coons	coon	Coons
D	d	D
DE	de	DE
John	john	John
Cornyn	cornyn	Cornyn
R	r	R
TX	tx	TX
Tom	tom	Tom
Cotton	cotton	Cotton
R	r	R
AR	ar	AR
Michael	michael	Michael
D	d	D
Crapo	crapo	Crapo
R	r	R
ID	id	ID
Steve	steve	Steve
Daines	dain	Daines
R	r	R
MT	mt	MT
Michael	michael	Michael
B	b	B
Enzi	enzi	Enzi
R	r	R
WY	wy	WY
Joni	joni	Joni
Ernst	ernst	Ernst
R	r	R
IA	ia	IA
Dianne	diann	Dianne
Feinstein	feinstein	Feinstein
D	d	D
CA	ca	CA
Deb	deb	Deb
Fischer	fischer	Fischer
R	r	R
NE	ne	NE
Jeff	jeff	Jeff
Flake	flake	Flake
R	r	R
AZ	az	AZ
Cory	cori	Cory
Gardner	gardner	Gardner
R	r	R
CO	co	CO
Lindsey	lindsey	Lindsey
Graham	graham	Graham
R	r	R
SC	sc	SC
Charles	charl	Charles
E	e	E
