Ever	ever	Ever
since	sinc	since
Donald	donald	Donald
Trump	trump	Trump
rode	rode	rode
down	down	down
the	the	the
escalator	escal	escalator
at	at	at
Trump	trump	Trump
Tower	tower	Tower
and	and	and
announced	announc	announced
his	his	his
disgraceful	disgrac	disgraceful
bid	bid	bid
for	for	for
the	the	the
White	white	White
House	hous	House
,	,	,
people	peopl	people
have	have	have
been	been	been
making	make	making
jokes	joke	joke
about	about	about
his	his	his
alleged	alleg	alleged
love	love	love
affair	affair	affair
with	with	with
Russian	russian	Russian
autocrat	autocrat	autocrat
Vladimir	vladimir	Vladimir
Putin	putin	Putin
.	.	.

This	this	This
is	is	is
more	more	more
than	than	than
fair	fair	fair
;	;	;
after	after	after
all	all	all
,	,	,
Putin	putin	Putin
is	is	is
the	the	the
ONE	one	ONE
person	person	person
Trump	trump	Trump
refuses	refus	refuse
to	to	to
criticize	critic	criticize
.	.	.

The	the	The
orange	orang	orange
one	one	one
has	has	ha
viciously	vicious	viciously
attacked	attack	attacked
everyone	everyon	everyone
from	from	from
the	the	the
cast	cast	cast
of	of	of
the	the	the
hit	hit	hit
Broadway	broadway	Broadway
musical	music	musical
Hamilton	hamilton	Hamilton
,	,	,
to	to	to
Congresspeople	congresspeopl	Congresspeople
and	and	and
Senators	senat	Senators
in	in	in
both	both	both
his	his	his
own	own	own
party	parti	party
and	and	and
the	the	the
opposing	oppos	opposing
party	parti	party
,	,	,
too	too	too
many	mani	many
celebrities	celebr	celebrity
to	to	to
mention	mention	mention
,	,	,
cable	cabl	cable
news	news	news
hosts	host	host
,	,	,
and	and	and
just	just	just
about	about	about
anyone	anyon	anyone
else	els	else
you	you	you
could	could	could
think	think	think
of	of	of
.	.	.

But	but	But
not	not	not
Vladimir	vladimir	Vladimir
Putin	putin	Putin
,	,	,
not	not	not
ever	ever	ever
.	.	.

The	the	The
only	onli	only
close	close	close
second	second	second
is	is	is
Trump	trump	Trump
s	s	s
bizarre	bizarr	bizarre
coddling	coddl	coddling
of	of	of
white	white	white
supremacists	supremacist	supremacist
and	and	and
Nazis	nazi	Nazis
.	.	.
Therefore	therefor	Therefore
,	,	,
it	it	it
must	must	must
be	be	be
the	the	the
ultimate	ultim	ultimate
humiliation	humili	humiliation
to	to	to
have	have	have
Putin	putin	Putin
do	do	do
the	the	the
unthinkable	unthink	unthinkable
to	to	to
Trump	trump	Trump
in	in	in
a	a	a
VERY	veri	VERY
public	public	public
way	way	way
and	and	and
say	say	say
,	,	,
and	and	and
I	i	I
quote	quot	quote
,	,	,
that	that	that
,	,	,
is	is	is
not	not	not
my	my	my
bride	bride	bride
.	.	.

According	accord	According
to	to	to
the	the	the
New	new	New
York	york	York
Times	time	Times
,	,	,
the	the	the
Russian	russian	Russian
dictator	dictat	dictator
seems	seem	seems
to	to	to
be	be	be
tiring	tire	tiring
of	of	of
Trump	trump	Trump
s	s	s
chaos	chao	chaos
.	.	.

At	at	At
this	this	this
point	point	point
,	,	,
Putin	putin	Putin
has	has	ha
spent	spent	spent
a	a	a
lot	lot	lot
of	of	of
political	polit	political
capital	capit	capital
on	on	on
the	the	the
world	world	world
stage	stage	stage
helping	help	helping
get	get	get
Trump	trump	Trump
elected	elect	elected
,	,	,
and	and	and
yet	yet	yet
Trump	trump	Trump
has	has	ha
failed	fail	failed
to	to	to
deliver	deliv	deliver
sanctions	sanction	sanction
relief	relief	relief
,	,	,
a	a	a
better	better	better
U	u	U
.	.	.
S	s	S
.	.	.
-Russia	-russia	-Russia
relationship	relationship	relationship
,	,	,
or	or	or
anything	anyth	anything
else	els	else
to	to	to
the	the	the
brutal	brutal	brutal
dictator	dictat	dictator
.	.	.

Putin	putin	Putin
reportedly	report	reportedly
said	said	said
of	of	of
Trump	trump	Trump
He	he	He
is	is	is
not	not	not
my	my	my
bride	bride	bride
,	,	,
and	and	and
I	i	I
am	am	am
not	not	not
his	his	his
groom	groom	groom
.	.	.

Of	of	Of
course	cours	course
,	,	,
Trump	trump	Trump
wants	want	want
to	to	to
be	be	be
seen	seen	seen
as	as	a
a	a	a
man	man	man
s	s	s
man	man	man
,	,	,
so	so	so
to	to	to
be	be	be
emasculated	emascul	emasculated
by	by	by
being	be	being
referred	refer	referred
to	to	to
in	in	in
the	the	the
feminine	feminin	feminine
by	by	by
the	the	the
man	man	man
whose	whose	whose
bitch	bitch	bitch
everyone	everyon	everyone
has	has	ha
accused	accus	accused
him	him	him
of	of	of
being	be	being
is	is	is
really	realli	really
rubbing	rub	rubbing
salt	salt	salt
in	in	in
that	that	that
wound	wound	wound
.	.	.

Apparently	appar	Apparently
,	,	,
Putin	putin	Putin
made	made	made
the	the	the
remarks	remark	remark
when	when	when
being	be	being
asked	ask	asked
about	about	about
what	what	what
he	he	he
thought	thought	thought
of	of	of
the	the	the
idea	idea	idea
that	that	that
Trump	trump	Trump
might	might	might
be	be	be
removed	remov	removed
from	from	from
office	offic	office
forcibly	forcibl	forcibly
before	befor	before
his	his	his
