Donald	donald	Donald
Trump	trump	Trump
and	and	and
his	his	his
Republican	republican	Republican
allies	alli	ally
are	are	are
total	total	total
losers	loser	loser
,	,	,
and	and	and
even	even	even
the	the	the
conservative	conserv	conservative
-leaning	-lean	-leaning
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
admits	admit	admits
it	it	it
.	.	.
The	the	The
GOP	gop	GOP
proved	prove	proved
that	that	that
they	they	they
are	are	are
totally	total	totally
incapable	incap	incapable
of	of	of
governing	govern	governing
on	on	on
Friday	friday	Friday
as	as	a
the	the	the
vote	vote	vote
for	for	for
Trumpcare	trumpcar	Trumpcare
failed	fail	failed
to	to	to
materialize	materi	materialize
after	after	after
Republicans	republican	Republicans
leaders	leader	leader
in	in	in
the	the	the
House	hous	House
canceled	cancel	canceled
the	the	the
vote	vote	vote
because	becaus	because
they	they	they
could	could	could
not	not	not
get	get	get
the	the	the
necessary	necessari	necessary
support	support	support
for	for	for
it	it	it
from	from	from
their	their	their
own	own	own
party	parti	party
.	.	.
It	it	It
marked	mark	marked
the	the	the
second	second	second
time	time	time
in	in	in
two	two	two
days	day	day
that	that	that
Republicans	republican	Republicans
failed	fail	failed
to	to	to
even	even	even
bring	bring	bring
their	their	their
healthcare	healthcar	healthcare
bill	bill	bill
to	to	to
the	the	the
House	hous	House
floor	floor	floor
for	for	for
a	a	a
vote	vote	vote
.	.	.
Of	of	Of
course	cours	course
,	,	,
that	that	that
s	s	s
a	a	a
good	good	good
thing	thing	thing
for	for	for
the	the	the
American	american	American
people	peopl	people
because	becaus	because
the	the	the
GOP	gop	GOP
plan	plan	plan
would	would	would
have	have	have
gutted	gut	gutted
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
,	,	,
stripped	strip	stripped
health	health	health
insurance	insur	insurance
from	from	from
over	over	over
20	20	20
million	million	million
people	peopl	people
and	and	and
caused	caus	caused
premiums	premium	premium
to	to	to
skyrocket	skyrocket	skyrocket
to	to	to
prices	price	price
unreachable	unreach	unreachable
for	for	for
most	most	most
Americans	american	Americans
.	.	.
But	but	But
the	the	the
failure	failur	failure
to	to	to
pass	pass	pas
their	their	their
own	own	own
bill	bill	bill
despite	despit	despite
controlling	control	controlling
Congress	congress	Congress
and	and	and
the	the	the
White	white	White
House	hous	House
demonstrates	demonstr	demonstrates
once	onc	once
and	and	and
for	for	for
all	all	all
that	that	that
even	even	even
with	with	with
absolute	absolut	absolute
power	power	power
,	,	,
Republicans	republican	Republicans
are	are	are
incapable	incap	incapable
of	of	of
governing	govern	governing
.	.	.
For	for	For
seven	seven	seven
years	year	year
,	,	,
Republicans	republican	Republicans
vowed	vow	vowed
to	to	to
repeal	repeal	repeal
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
.	.	.
They	they	They
rehearsed	rehears	rehearsed
the	the	the
vote	vote	vote
to	to	to
repeal	repeal	repeal
it	it	it
over	over	over
60	60	60
times	time	time
in	in	in
order	order	order
to	to	to
pander	pander	pander
to	to	to
their	their	their
rabid	rabid	rabid
base	base	base
.	.	.
But	but	But
when	when	when
it	it	it
came	came	came
down	down	down
to	to	to
it	it	it
,	,	,
Republicans	republican	Republicans
choked	choke	choked
under	under	under
pressure	pressur	pressure
from	from	from
millions	million	million
of	of	of
Americans	american	Americans
who	who	who
angrily	angrili	angrily
protested	protest	protested
their	their	their
effort	effort	effort
to	to	to
kill	kill	kill
healthcare	healthcar	healthcare
.	.	.
In	in	In
an	an	an
editorial	editori	editorial
on	on	on
Friday	friday	Friday
,	,	,
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
humiliated	humili	humiliated
Trump	trump	Trump
and	and	and
the	the	the
GOP	gop	GOP
for	for	for
failing	fail	failing
to	to	to
govern	govern	govern
.	.	.
House	hous	House
Republicans	republican	Republicans
pulled	pull	pulled
their	their	their
health	health	health
-care	-care	-care
bill	bill	bill
shortly	short	shortly
before	befor	before
a	a	a
vote	vote	vote
on	on	on
Friday	friday	Friday
,	,	,
and	and	and
for	for	for
once	onc	once
the	the	the
media	media	medium
dirge	dirg	dirge
is	is	is
right	right	right
about	about	about
a	a	a
GOP	gop	GOP
defeat	defeat	defeat
.	.	.
This	this	This
is	is	is
a	a	a
major	major	major
blow	blow	blow
to	to	to
the	the	the
Trump	trump	Trump
Presidency	presid	Presidency
,	,	,
the	the	the
GOP	gop	GOP
majority	major	majority
in	in	in
Congress	congress	Congress
,	,	,
and	and	and
especially	especi	especially
to	to	to
the	the	the
cause	caus	cause
of	of	of
reforming	reform	reforming
and	and	and
limiting	limit	limiting
government	govern	government
.	.	.
Republicans	republican	Republicans
have	have	have
campaigned	campaign	campaigned
for	for	for
more	more	more
than	than	than
seven	seven	seven
years	year	year
on	on	on
repealing	repeal	repealing
and	and	and
replacing	replac	replacing
ObamaCare	obamacar	ObamaCare
,	,	,
and	and	and
they	they	they
finally	final	finally
have	have	have
a	a	a
President	presid	President
ready	readi	ready
to	to	to
sign	sign	sign
it	it	it
.	.	.
In	in	In
the	the	the
clutch	clutch	clutch
they	they	they
choked	choke	choked
.	.	.
Indeed	inde	Indeed
,	,	,
and	and	and
it	it	it
goes	goe	go
much	much	much
deeper	deeper	deeper
than	than	than
that	that	that
.	.	.
For	for	For
years	year	year
,	,	,
Republicans	republican	Republicans
obstructed	obstruct	obstructed
any	ani	any
and	and	and
all	all	all
legislation	legisl	legislation
,	,	,
including	includ	including
their	their	their
own	own	own
bills	bill	bill
,	,	,
all	all	all
while	while	while
insisting	insist	insisting
that	that	that
they	they	they
were	were	were
capable	capabl	capable
of	of	of
governing	govern	governing
if	if	if
only	onli	only
they	they	they
could	could	could
get	get	get
a	a	a
Republican	republican	Republican
in	in	in
the	the	the
White	white	White
House	hous	House
.	.	.
In	in	In
November	novemb	November
,	,	,
they	they	they
got	got	got
their	their	their
wish	wish	wish
,	,	,
but	but	but
still	still	still
could	could	could
not	not	not
pass	pass	pas
their	their	their
own	own	own
bill	bill	bill
,	,	,
and	and	and
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
predicts	predict	predicts
that	that	that
they	they	they
won	won	won
t	t	t
repeal	repeal	repeal
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
at	at	at
all	all	all
.	.	.
The	the	The
risk	risk	risk
of	of	of
political	polit	political
suicide	suicid	suicide
is	is	is
not	not	not
only	onli	only
too	too	too
high	high	high
to	to	to
ignore	ignor	ignore
,	,	,
it	it	it
s	s	s
clear	clear	clear
that	that	that
there	there	there
are	are	are
conservatives	conserv	conservative
who	who	who
think	think	think
government	govern	government
works	work	work
best	best	best
by	by	by
failing	fail	failing
to	to	to
do	do	do
anything	anyth	anything
.	.	.
There	there	There
will	will	will
be	be	be
no	no	no
such	such	such
repeal	repeal	repeal
in	in	in
this	this	this
Congress	congress	Congress
,	,	,
and	and	and
probably	probabl	probably
not	not	not
in	in	in
any	ani	any
other	other	other
.	.	.
Republicans	republican	Republicans
run	run	run
the	the	the
government	govern	government
and	and	and
that	that	that
means	mean	mean
they	they	they
are	are	are
responsible	respons	responsible
for	for	for
what	what	what
happens	happen	happens
in	in	in
health	health	health
care	care	care
Much	much	Much
of	of	of
the	the	the
current	current	current
conservative	conserv	conservative
establishment	establish	establishment
profits	profit	profit
from	from	from
fanning	fan	fanning
resentments	resent	resentment
,	,	,
not	not	not
governing	govern	governing
.	.	.
Legislative	legisl	Legislative
compromises	compromis	compromise
don	don	don
t	t	t
help	help	help
Heritage	heritag	Heritage
Action	action	Action
raise	rais	raise
money	money	money
for	for	for
its	it	it
perpetual	perpetu	perpetual
outrage	outrag	outrage
machine	machin	machine
.	.	.
An	an	An
earlier	earlier	earlier
generation	generat	generation
of	of	of
leaders	leader	leader
at	at	at
Heritage	heritag	Heritage
understood	understood	understood
that	that	that
the	the	the
goal	goal	goal
of	of	of
winning	win	winning
elections	elect	election
was	was	wa
to	to	to
achieve	achiev	achieve
something	someth	something
.	.	.
The	the	The
current	current	current
leaders	leader	leader
seem	seem	seem
happy	happi	happy
with	with	with
failure	failur	failure
.	.	.
In	in	In
the	the	the
end	end	end
,	,	,
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
noted	note	noted
that	that	that
this	this	this
legislative	legisl	legislative
failure	failur	failure
is	is	is
an	an	an
ominous	omin	ominous
sign	sign	sign
that	that	that
Trump	trump	Trump
s	s	s
presidency	presid	presidency
is	is	is
a	a	a
failure	failur	failure
.	.	.
Perhaps	perhap	Perhaps
Mr	mr	Mr
.	.	.
Trump	trump	Trump
and	and	and
the	the	the
GOP	gop	GOP
can	can	can
recover	recov	recover
from	from	from
this	this	this
debacle	debacl	debacle
,	,	,
but	but	but
as	as	a
an	an	an
opening	open	opening
act	act	act
to	to	to
a	a	a
new	new	new
Presidency	presid	Presidency
the	the	the
collapse	collaps	collapse
of	of	of
his	his	his
first	first	first
legislative	legisl	legislative
campaign	campaign	campaign
is	is	is
ominous	omin	ominous
.	.	.
And	and	And
that	that	that
s	s	s
particularly	particular	particularly
embarrassing	embarrass	embarrassing
because	becaus	because
Trump	trump	Trump
has	has	ha
not	not	not
even	even	even
completed	complet	completed
100	100	100
days	day	day
yet	yet	yet
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Andrew	andrew	Andrew
Harrer	harrer	Harrer
-Pool	-pool	-Pool
Getty	getti	Getty
Images	imag	Images
