Donald	donald	Donald
Trump	trump	Trump
campaign	campaign	campaign
senior	senior	senior
advisor	advisor	advisor
Jack	jack	Jack
Kingston	kingston	Kingston
appeared	appear	appeared
on	on	on
CNN	cnn	CNN
Friday	friday	Friday
to	to	to
discuss	discuss	discus
Trump	trump	Trump
s	s	s
efforts	effort	effort
to	to	to
reach	reach	reach
out	out	out
to	to	to
voters	voter	voter
of	of	of
color	color	color
.	.	.

During	dure	During
the	the	the
segment	segment	segment
,	,	,
Kingston	kingston	Kingston
said	said	said
that	that	that
maybe	mayb	maybe
it	it	it
would	would	would
have	have	have
been	been	been
nice	nice	nice
if	if	if
he	he	he
Trump	trump	Trump
went	went	went
and	and	and
had	had	had
a	a	a
backdrop	backdrop	backdrop
with	with	with
a	a	a
burning	burn	burning
car	car	car
while	while	while
speaking	speak	speaking
at	at	at
a	a	a
campaign	campaign	campaign
event	event	event
in	in	in
Wisconsin	wisconsin	Wisconsin
in	in	in
order	order	order
to	to	to
appeal	appeal	appeal
to	to	to
black	black	black
voters	voter	voter
.	.	.

As	as	As
a	a	a
reminder	remind	reminder
,	,	,
you	you	you
are	are	are
not	not	not
reading	read	reading
The	the	The
Onion	onion	Onion
those	those	those
are	are	are
the	the	the
real	real	real
words	word	word
that	that	that
Kingston	kingston	Kingston
said	said	said
while	while	while
on	on	on
television	televis	television
for	for	for
the	the	the
entire	entir	entire
world	world	world
to	to	to
hear	hear	hear
.	.	.
During	dure	During
the	the	the
segment	segment	segment
,	,	,
CNN	cnn	CNN
host	host	host
Brianna	brianna	Brianna
Keiler	keiler	Keiler
attempted	attempt	attempted
to	to	to
explain	explain	explain
to	to	to
Kingston	kingston	Kingston
that	that	that
it	it	it
isn	isn	isn
t	t	t
a	a	a
good	good	good
idea	idea	idea
to	to	to
try	tri	try
and	and	and
reach	reach	reach
out	out	out
to	to	to
voters	voter	voter
of	of	of
color	color	color
by	by	by
speaking	speak	speaking
to	to	to
a	a	a
nearly	near	nearly
entirely	entir	entirely
white	white	white
community	communiti	community
.	.	.

She	she	She
also	also	also
questioned	question	questioned
the	the	the
decision	decis	decision
to	to	to
reach	reach	reach
out	out	out
to	to	to
a	a	a
voting	vote	voting
bloc	bloc	bloc
that	that	that
overwhelmingly	overwhelm	overwhelmingly
supports	support	support
the	the	the
Democratic	democrat	Democratic
challenger	challeng	challenger
,	,	,
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.

As	as	As
per	per	per
usual	usual	usual
when	when	when
talking	talk	talking
to	to	to
a	a	a
Trump	trump	Trump
fan	fan	fan
,	,	,
Kingston	kingston	Kingston
says	say	say
that	that	that
Trump	trump	Trump
is	is	is
doing	do	doing
far	far	far
better	better	better
with	with	with
a	a	a
group	group	group
than	than	than
polls	poll	poll
show	show	show
.	.	.
Here	here	Here
s	s	s
a	a	a
transcript	transcript	transcript
of	of	of
the	the	the
conversation	convers	conversation
Keilar	keilar	Keilar
He	he	He
s	s	s
polling	poll	polling
right	right	right
now	now	now
at	at	at
2	2	2
percent	percent	percent
with	with	with
African	african	African
-American	-american	-American
voters	voter	voter
.	.	.

Is	is	Is
that	that	that
the	the	the
right	right	right
way	way	way
to	to	to
attract	attract	attract
a	a	a
voting	vote	voting
block	block	block
that	that	that
obviously	obvious	obviously
favors	favor	favor
Hillary	hillari	Hillary
Clinton	clinton	Clinton
much	much	much
more	more	more
than	than	than
him	him	him
?	?	?
Kingston	kingston	Kingston
Well	well	Well
first	first	first
of	of	of
all	all	all
,	,	,
our	our	our
internal	intern	internal
poll	poll	poll
show	show	show
us	us	u
doing	do	doing
better	better	better
than	than	than
2	2	2
percent	percent	percent
,	,	,
but	but	but
the	the	the
reality	realiti	reality
is	is	is
he	he	he
s	s	s
going	go	going
there	there	there
and	and	and
he	he	he
s	s	s
taking	take	taking
it	it	it
to	to	to
them	them	them
.	.	.

He	he	He
s	s	s
giving	give	giving
them	them	them
a	a	a
proposal	propos	proposal
.	.	.

He	he	He
s	s	s
saying	say	saying
,	,	,
You	you	You
know	know	know
what	what	what
?	?	?

I	i	I
m	m	m
interested	interest	interested
,	,	,
I	i	I
went	went	went
to	to	to
Milwaukee	milwauke	Milwaukee
,	,	,
I	i	I
m	m	m
here	here	here
tonight	tonight	tonight
,	,	,
I	i	I
want	want	want
to	to	to
talk	talk	talk
to	to	to
you	you	you
.	.	.

And	and	And
one	one	one
of	of	of
the	the	the
things	thing	thing
he	he	he
actually	actual	actually
said	said	said
last	last	last
night	night	night
in	in	in
North	north	North
Carolina	carolina	Carolina
that	that	that
kind	kind	kind
of	of	of
went	went	went
uncovered	uncov	uncovered
,	,	,
but	but	but
he	he	he
says	say	say
I	i	I
don	don	don
t	t	t
want	want	want
to	to	to
preside	presid	preside
over	over	over
another	anoth	another
generation	generat	generation
of	of	of
children	children	child
who	who	who
are	are	are
left	left	left
out	out	out
of	of	of
the	the	the
American	american	American
dream	dream	dream
.	.	.

Keilar	keilar	Keilar
I	i	I
have	have	have
to	to	to
stop	stop	stop
you	you	you
because	becaus	because
you	you	you
said	said	said
he	he	he
s	s	s
going	go	going
there	there	there
.	.	.

He	he	He
s	s	s
not	not	not
,	,	,
he	he	he
s	s	s
in	in	in
Diamondale	diamondal	Diamondale
,	,	,
which	which	which
is	is	is
93	93	93
percent	percent	percent
white	white	white
.	.	.

When	when	When
he	he	he
was	was	wa
in	in	in
Milwaukee	milwauke	Milwaukee
the	the	the
other	other	other
day	day	day
,	,	,
it	it	it
was	was	wa
part	part	part
of	of	of
Milwaukee	milwauke	Milwaukee
that	that	that
wasn	wasn	wasn
t	t	t
dealing	deal	dealing
I	i	I
mean	mean	mean
he	he	he
,	,	,
it	it	it
s	s	s
Kingston	kingston	Kingston
Well	well	Well
yeah	yeah	yeah
,	,	,
but	but	but
Brianna	brianna	Brianna
he	he	he
went	went	went
Keilar	keilar	Keilar
It	it	It
s	s	s
almost	almost	almost
completely	complet	completely
white	white	white
.	.	.
Kingston	kingston	Kingston
I	i	I
mean	mean	mean
,	,	,
maybe	mayb	maybe
it	it	it
would	would	would
have	have	have
been	been	been
nice	nice	nice
if	if	if
he	he	he
went	went	went
and	and	and
had	had	had
a	a	a
backdrop	backdrop	backdrop
with	with	with
a	a	a
burning	burn	burning
car	car	car
,	,	,
but	but	but
the	the	the
reality	realiti	reality
is	is	is
Keilar	keilar	Keilar
No	no	No
no	no	no
no	no	no
no	no	no
no	no	no
,	,	,
I	i	I
m	m	m
not	not	not
talking	talk	talking
about	about	about
a	a	a
burning	burn	burning
car	car	car
.	.	.

I	i	I
m	m	m
talking	talk	talking
about	about	about
meeting	meet	meeting
with	with	with
black	black	black
voters	voter	voter
.	.	.
Kingston	kingston	Kingston
Well	well	Well
,	,	,
he	he	he
met	met	met
with	with	with
David	david	David
Clarke	clark	Clarke
,	,	,
who	who	who
as	as	a
you	you	you
know	know	know
is	is	is
the	the	the
African	african	African
-American	-american	-American
Sheriff	sheriff	Sheriff
of	of	of
Milwaukee	milwauke	Milwaukee
,	,	,
and	and	and
he	he	he
s	s	s
engaged	engag	engaged
with	with	with
him	him	him
.	.	.

And	and	And
his	his	his
rallies	ralli	rally
are	are	are
open	open	open
to	to	to
the	the	the
public	public	public
.	.	.

Last	last	Last
night	night	night
in	in	in
North	north	North
Carolina	carolina	Carolina
,	,	,
we	we	we
saw	saw	saw
a	a	a
lot	lot	lot
of	of	of
African	african	African
-Americans	-american	-Americans
.	.	.

I	i	I
wasn	wasn	wasn
t	t	t
sure	sure	sure
about	about	about
the	the	the
crowd	crowd	crowd
content	content	content
tonight	tonight	tonight
,	,	,
but	but	but
the	the	the
reality	realiti	reality
is	is	is
Keilar	keilar	Keilar
It	it	It
s	s	s
white	white	white
.	.	.

We	we	We
checked	check	checked
.	.	.
Wow	wow	Wow
.	.	.

It	it	It
s	s	s
hard	hard	hard
to	to	to
imagine	imagin	imagine
Trump	trump	Trump
s	s	s
polling	poll	polling
numbers	number	number
being	be	being
able	abl	able
to	to	to
go	go	go
down	down	down
from	from	from
a	a	a
measly	measli	measly
2	2	2
from	from	from
black	black	black
voters	voter	voter
.	.	.

However	howev	However
,	,	,
they	they	they
might	might	might
plummet	plummet	plummet
to	to	to
zero	zero	zero
if	if	if
they	they	they
keep	keep	keep
up	up	up
with	with	with
this	this	this
pathetic	pathet	pathetic
voter	voter	voter
outreach	outreach	outreach
effort	effort	effort
.	.	.
You	you	You
can	can	can
watch	watch	watch
the	the	the
segment	segment	segment
below	below	below
,	,	,
via	via	via
Media	media	Media
Matters	matter	Matters
Featured	featur	Featured
image	imag	image
from	from	from
video	video	video
screenshot	screenshot	screenshot

