21st	21st	21st
Century	centuri	Century
Wire	wire	Wire
says	say	say
Yesterday	yesterday	Yesterday
,	,	,
President	presid	President
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
accused	accus	accused
his	his	his
predecessor	predecessor	predecessor
,	,	,
Barack	barack	Barack
Obama	obama	Obama
,	,	,
of	of	of
ordering	order	ordering
a	a	a
wire	wire	wire
tap	tap	tap
at	at	at
Trump	trump	Trump
Tower	tower	Tower
prior	prior	prior
to	to	to
the	the	the
Presidential	presidenti	Presidential
Election	elect	Election
.	.	.
Yes	yes	Yes
,	,	,
a	a	a
wire	wire	wire
tap	tap	tap
.	.	.
Sounds	sound	Sounds
pretty	pretti	pretty
unsophisticated	unsophist	unsophisticated
in	in	in
this	this	this
day	day	day
and	and	and
age	age	age
as	as	a
a	a	a
means	mean	mean
of	of	of
SIGINT	sigint	SIGINT
in	in	in
the	the	the
post	post	post
Snowden	snowden	Snowden
revelation	revel	revelation
era	era	era
where	where	where
there	there	there
are	are	are
numerous	numer	numerous
more	more	more
covert	covert	covert
methods	method	method
available	avail	available
to	to	to
agencies	agenc	agency
.	.	.
Democrats	democrat	Democrats
and	and	and
other	other	other
mainstream	mainstream	mainstream
pundits	pundit	pundit
wasted	wast	wasted
no	no	no
time	time	time
in	in	in
defending	defend	defending
Obama	obama	Obama
and	and	and
criticizing	critic	criticizing
Trump	trump	Trump
s	s	s
lack	lack	lack
of	of	of
evidence	evid	evidence
in	in	in
the	the	the
matter	matter	matter
.	.	.
One	one	One
of	of	of
these	these	these
voices	voic	voice
was	was	wa
Ben	ben	Ben
Rhodes	rhode	Rhodes
,	,	,
Obama	obama	Obama
s	s	s
former	former	former
Senior	senior	Senior
Advisor	advisor	Advisor
.	.	.
He	he	He
also	also	also
said	said	said
only	onli	only
a	a	a
liar	liar	liar
could	could	could
make	make	make
the	the	the
case	case	case
,	,	,
as	as	a
Trump	trump	Trump
suggested	suggest	suggested
,	,	,
that	that	that
Obama	obama	Obama
wire	wire	wire
tapped	tap	tapped
Trump	trump	Trump
Tower	tower	Tower
ahead	ahead	ahead
of	of	of
the	the	the
election	elect	election
.	.	.
Shortly	short	Shortly
after	after	after
Rhodes	rhode	Rhodes
took	took	took
to	to	to
Twitter	twitter	Twitter
in	in	in
defense	defens	defense
of	of	of
Obama	obama	Obama
,	,	,
this	this	this
article	articl	article
from	from	from
2013	2013	2013
became	becam	became
viral	viral	viral
that	that	that
seemed	seem	seemed
to	to	to
hold	hold	hold
together	togeth	together
Trump	trump	Trump
s	s	s
allegation	alleg	allegation
of	of	of
wire	wire	wire
-tapping	-tap	-tapping
.	.	.
To	to	To
add	add	add
to	to	to
the	the	the
Obama	obama	Obama
accusations	accus	accusation
,	,	,
Wikileaks	wikileak	Wikileaks
weighed	weigh	weighed
in	in	in
with	with	with
the	the	the
following	follow	following
;	;	;
Obama	obama	Obama
has	has	ha
a	a	a
history	histori	history
of	of	of
tapping	tap	tapping
hacking	hack	hacking
his	his	his
friends	friend	friend
and	and	and
rivals	rival	rival
https://t.co/XbwyNSwTXg	https://t.co/xbwynswtxg	https://t.co/XbwyNSwTXg
#NSA	#nsa	#NSA
#PRISM	#prism	#PRISM
#Merkel	#merkel	#Merkel
#Sarkozy	#sarkozi	#Sarkozy
#BanKiMoon	#bankimoon	#BanKiMoon
#WTO	#wto	#WTO
#Trump	#trump	#Trump
pic.twitter.com/5CebcnkFgn	pic.twitter.com/5cebcnkfgn	pic.twitter.com/5CebcnkFgn
WikiLeaks	wikileak	WikiLeaks
@wikileaks	@wikileak	@wikileaks
March	march	March
5	5	5
,	,	,
2017More	2017more	2017More
on	on	on
this	this	this
report	report	report
from	from	from
Zerohedge	zerohedg	Zerohedge
Tyler	tyler	Tyler
Durden	durden	Durden
ZerohedgeFollowing	zerohedgefollow	ZerohedgeFollowing
Trump	trump	Trump
s	s	s
stunning	stun	stunning
allegation	alleg	allegation
that	that	that
Obama	obama	Obama
wiretapped	wiretap	wiretapped
the	the	the
Trump	trump	Trump
Tower	tower	Tower
in	in	in
October	octob	October
of	of	of
2016	2016	2016
,	,	,
prior	prior	prior
to	to	to
the	the	the
presidential	presidenti	presidential
election	elect	election
,	,	,
which	which	which
may	may	may
or	or	or
may	may	may
not	not	not
have	have	have
been	been	been
sourced	sourc	sourced
from	from	from
a	a	a
Breitbart	breitbart	Breitbart
story	stori	story
,	,	,
numerous	numer	numerous
Democrats	democrat	Democrats
and	and	and
media	media	medium
pundits	pundit	pundit
have	have	have
come	come	come
out	out	out
with	with	with
scathing	scath	scathing
accusations	accus	accusation
that	that	that
Trump	trump	Trump
is	is	is
either	either	either
mentally	mental	mentally
disturbed	disturb	disturbed
,	,	,
or	or	or
simply	simpli	simply
has	has	ha
no	no	no
idea	idea	idea
what	what	what
he	he	he
is	is	is
talking	talk	talking
about	about	about
.	.	.
The	the	The
best	best	best
example	exampl	example
of	of	of
this	this	this
came	came	came
from	from	from
Ben	ben	Ben
Rhodes	rhode	Rhodes
,	,	,
a	a	a
former	former	former
senior	senior	senior
adviser	advis	adviser
to	to	to
President	presid	President
Obama	obama	Obama
in	in	in
his	his	his
role	role	role
as	as	a
deputy	deputi	deputy
National	nation	National
Security	secur	Security
Advisor	advisor	Advisor
,	,	,
who	who	who
slammed	slam	slammed
Trump	trump	Trump
s	s	s
accusation	accus	accusation
,	,	,
insisting	insist	insisting
that	that	that
No	no	No
President	presid	President
can	can	can
order	order	order
a	a	a
wiretap	wiretap	wiretap
.	.	.
Those	those	Those
restrictions	restrict	restriction
were	were	were
put	put	put
in	in	in
place	place	place
to	to	to
protect	protect	protect
citizens	citizen	citizen
from	from	from
people	peopl	people
like	like	like
you	you	you
.	.	.
He	he	He
also	also	also
said	said	said
only	onli	only
a	a	a
liar	liar	liar
could	could	could
make	make	make
the	the	the
case	case	case
,	,	,
as	as	a
Trump	trump	Trump
suggested	suggest	suggested
,	,	,
that	that	that
Obama	obama	Obama
wire	wire	wire
tapped	tap	tapped
Trump	trump	Trump
Tower	tower	Tower
ahead	ahead	ahead
of	of	of
the	the	the
election	elect	election
.	.	.
No	no	No
President	presid	President
can	can	can
order	order	order
a	a	a
wiretap	wiretap	wiretap
.	.	.
Those	those	Those
restrictions	restrict	restriction
were	were	were
put	put	put
in	in	in
place	place	place
to	to	to
protect	protect	protect
citizens	citizen	citizen
from	from	from
people	peopl	people
like	like	like
you	you	you
.	.	.
https://t.co/lEVscjkzSw	https://t.co/levscjkzsw	https://t.co/lEVscjkzSw
Ben	ben	Ben
Rhodes	rhode	Rhodes
@brhodes	@brhode	@brhodes
March	march	March
4	4	4
,	,	,
2017It	2017it	2017It
would	would	would
appear	appear	appear
,	,	,
however	howev	however
,	,	,
that	that	that
Rhodes	rhode	Rhodes
is	is	is
wrong	wrong	wrong
,	,	,
especially	especi	especially
as	as	a
pertains	pertain	pertains
to	to	to
matters	matter	matter
of	of	of
Foreign	foreign	Foreign
Intelligence	intellig	Intelligence
Surveillance	surveil	Surveillance
,	,	,
and	and	and
its	it	it
associated	associ	associated
FISA	fisa	FISA
court	court	court
,	,	,
under	under	under
which	which	which
the	the	the
alleged	alleg	alleged
wiretap	wiretap	wiretap
of	of	of
Donald	donald	Donald
Trump	trump	Trump
would	would	would
have	have	have
been	been	been
granted	grant	granted
,	,	,
as	as	a
it	it	it
pertained	pertain	pertained
specifically	specif	specifically
to	to	to
Trump	trump	Trump
s	s	s
alleged	alleg	alleged
illicit	illicit	illicit
interactions	interact	interaction
with	with	with
Russian	russian	Russian
entities	entiti	entity
.	.	.
In	in	In
Chapter	chapter	Chapter
36	36	36
of	of	of
Title	titl	Title
50	50	50
of	of	of
the	the	the
US	us	US
Code	code	Code
War	war	War
and	and	and
National	nation	National
Defense	defens	Defense
,	,	,
Subchapter	subchapt	Subchapter
1	1	1
,	,	,
Section	section	Section
1802	1802	1802
,	,	,
we	we	we
read	read	read
the	the	the
following	follow	following
1	1	1
Notwithstanding	notwithstand	Notwithstanding
any	ani	any
other	other	other
law	law	law
,	,	,
the	the	the
President	presid	President
,	,	,
through	through	through
the	the	the
Attorney	attorney	Attorney
General	general	General
,	,	,
may	may	may
authorize	author	authorize
electronic	electron	electronic
surveillance	surveil	surveillance
without	without	without
a	a	a
court	court	court
order	order	order
under	under	under
this	this	this
sub	sub	sub
-chapter	-chapter	-chapter
to	to	to
acquire	acquir	acquire
foreign	foreign	foreign
intelligence	intellig	intelligence
information	inform	information
for	for	for
periods	period	period
of	of	of
up	up	up
to	to	to
one	one	one
year	year	year
if	if	if
the	the	the
Attorney	attorney	Attorney
General	general	General
certifies	certifi	certifies
in	in	in
writing	write	writing
under	under	under
oath	oath	oath
that	that	that
A	a	A
the	the	the
electronic	electron	electronic
surveillance	surveil	surveillance
is	is	is
solely	sole	solely
directed	direct	directed
at	at	at
i	i	i
the	the	the
acquisition	acquisit	acquisition
of	of	of
the	the	the
contents	content	content
of	of	of
communications	communic	communication
transmitted	transmit	transmitted
by	by	by
means	mean	mean
of	of	of
communications	communic	communication
used	use	used
exclusively	exclus	exclusively
between	between	between
or	or	or
among	among	among
foreign	foreign	foreign
powers	power	power
,	,	,
as	as	a
defined	defin	defined
in	in	in
section	section	section
1801	1801	1801
a	a	a
1	1	1
,	,	,
2	2	2
,	,	,
or	or	or
3	3	3
of	of	of
this	this	this
title	titl	title
;	;	;
or	or	or
ii	ii	ii
the	the	the
acquisition	acquisit	acquisition
of	of	of
technical	technic	technical
intelligence	intellig	intelligence
,	,	,
other	other	other
than	than	than
the	the	the
spoken	spoken	spoken
communications	communic	communication
of	of	of
individuals	individu	individual
,	,	,
from	from	from
property	properti	property
or	or	or
premises	premis	premise
under	under	under
the	the	the
open	open	open
and	and	and
exclusive	exclus	exclusive
control	control	control
of	of	of
a	a	a
foreign	foreign	foreign
power	power	power
,	,	,
as	as	a
defined	defin	defined
in	in	in
section	section	section
1801	1801	1801
a	a	a
1	1	1
,	,	,
2	2	2
,	,	,
or	or	or
3	3	3
of	of	of
this	this	this
title	titl	title
;	;	;
B	b	B
there	there	there
is	is	is
no	no	no
substantial	substanti	substantial
likelihood	likelihood	likelihood
that	that	that
the	the	the
surveillance	surveil	surveillance
will	will	will
acquire	acquir	acquire
the	the	the
contents	content	content
of	of	of
any	ani	any
communication	communic	communication
to	to	to
which	which	which
a	a	a
United	unit	United
States	state	States
person	person	person
is	is	is
a	a	a
party	parti	party
;	;	;
and	and	and
C	c	C
the	the	the
proposed	propos	proposed
minimization	minim	minimization
procedures	procedur	procedure
with	with	with
respect	respect	respect
to	to	to
such	such	such
surveillance	surveil	surveillance
meet	meet	meet
the	the	the
definition	definit	definition
of	of	of
minimization	minim	minimization
procedures	procedur	procedure
under	under	under
section	section	section
1801	1801	1801
h	h	h
of	of	of
this	this	this
title	titl	title
;	;	;
and	and	and
if	if	if
the	the	the
Attorney	attorney	Attorney
General	general	General
reports	report	report
such	such	such
minimization	minim	minimization
procedures	procedur	procedure
and	and	and
any	ani	any
changes	chang	change
thereto	thereto	thereto
to	to	to
the	the	the
House	hous	House
Permanent	perman	Permanent
Select	select	Select
Committee	committe	Committee
on	on	on
Intelligence	intellig	Intelligence
and	and	and
the	the	the
Senate	senat	Senate
Select	select	Select
Committee	committe	Committee
on	on	on
Intelligence	intellig	Intelligence
at	at	at
least	least	least
thirty	thirti	thirty
days	day	day
prior	prior	prior
to	to	to
their	their	their
effective	effect	effective
date	date	date
,	,	,
unless	unless	unless
the	the	the
Attorney	attorney	Attorney
General	general	General
determines	determin	determines
immediate	immedi	immediate
action	action	action
is	is	is
required	requir	required
and	and	and
notifies	notifi	notifies
the	the	the
committees	committe	committee
immediately	immedi	immediately
of	of	of
