Token	Stem	Lemma
President	presid	President
Trump	trump	Trump
spoke	spoke	spoke
to	to	to
a	a	a
huge	huge	huge
and	and	and
enthusiastic	enthusiast	enthusiastic
crowd	crowd	crowd
tonight	tonight	tonight
in	in	in
Phoenix	phoenix	Phoenix
AZ	az	AZ
It	it	It
wouldn	wouldn	wouldn
t	t	t
be	be	be
Donald	donald	Donald
J	j	J
Trump	trump	Trump
if	if	if
he	he	he
didn	didn	didn
t	t	t
call	call	call
out	out	out
our	our	our
dishonest	dishonest	dishonest
and	and	and
very	veri	very
fake	fake	fake
news	news	news
media	media	medium
Trump	trump	Trump
told	told	told
the	the	the
crowd	crowd	crowd
Media	media	Media
doesn	doesn	doesn
t	t	t
want	want	want
to	to	to
report	report	report
that	that	that
I	i	I
spoke	spoke	spoke
out	out	out
against	against	against
violence	violenc	violence
and	and	and
bigotry	bigotri	bigotry
in	in	in
reference	refer	reference
to	to	to
his	his	his
comments	comment	comment
following	follow	following
the	the	the
horrible	horribl	horrible
clashes	clash	clash
in	in	in
Charlottesville	charlottesvill	Charlottesville
VA	va	VA
where	where	where
in	in	in
the	the	the
aftermath	aftermath	aftermath
Trump	trump	Trump
blamed	blame	blamed
both	both	both
sides	side	side
The	the	The
media	media	medium
quickly	quick	quickly
condemned	condemn	condemned
him	him	him
and	and	and
tried	tri	tried
to	to	to
twist	twist	twist
his	his	his
words	word	word
to	to	to
make	make	make
it	it	it
appear	appear	appear
as	as	a
though	though	though
he	he	he
refused	refus	refused
to	to	to
condemn	condemn	condemn
the	the	the
KKK	kkk	KKK
simply	simpli	simply
because	becaus	because
he	he	he
wasn	wasn	wasn
t	t	t
willing	will	willing
to	to	to
let	let	let
the	the	the
violent	violent	violent
George	georg	George
Soros	soro	Soros
anti	anti	anti
-American	-american	-American
group	group	group
Antifa	antifa	Antifa
or	or	or
the	the	the
violent	violent	violent
domestic	domest	domestic
terror	terror	terror
group	group	group
Black	black	Black
Lives	live	Lives
