While	while	While
the	the	the
United	unit	United
States	state	States
has	has	ha
as	as	a
one	one	one
of	of	of
its	it	it
presumptive	presumpt	presumptive
party	parti	party
nominees	nomine	nominee
a	a	a
raging	rage	raging
bigot	bigot	bigot
who	who	who
clearly	clear	clearly
hates	hate	hate
Muslim	muslim	Muslim
individuals	individu	individual
,	,	,
even	even	even
going	go	going
so	so	so
far	far	far
as	as	a
to	to	to
say	say	say
that	that	that
if	if	if
he	he	he
were	were	were
to	to	to
become	becom	become
president	presid	president
he	he	he
would	would	would
ban	ban	ban
Muslims	muslim	Muslims
from	from	from
entering	enter	entering
the	the	the
nation	nation	nation
,	,	,
London	london	London
has	has	ha
just	just	just
elected	elect	elected
a	a	a
Muslim	muslim	Muslim
mayor	mayor	mayor
.	.	.
Now	now	Now
that	that	that
Sadiq	sadiq	Sadiq
Khan	khan	Khan
has	has	ha
been	been	been
elected	elect	elected
mayor	mayor	mayor
of	of	of
London	london	London
,	,	,
he	he	he
has	has	ha
some	some	some
very	veri	very
choice	choic	choice
words	word	word
for	for	for
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
.	.	.
Khan	khan	Khan
,	,	,
being	be	being
the	the	the
son	son	son
of	of	of
Pakistani	pakistani	Pakistani
immigrants	immigr	immigrant
himself	himself	himself
,	,	,
is	is	is
none	none	none
to	to	to
pleased	pleas	pleased
with	with	with
Trump	trump	Trump
s	s	s
divisive	divis	divisive
rhetoric	rhetor	rhetoric
surrounding	surround	surrounding
the	the	the
Islamic	islam	Islamic
faith	faith	faith
.	.	.
And	and	And
it	it	it
s	s	s
true	true	true
that	that	that
if	if	if
the	the	the
United	unit	United
States	state	States
is	is	is
to	to	to
embody	embodi	embody
freedom	freedom	freedom
,	,	,
especially	especi	especially
religious	religi	religious
freedom	freedom	freedom
,	,	,
Trump	trump	Trump
needs	need	need
to	to	to
be	be	be
educated	educ	educated
on	on	on
what	what	what
that	that	that
actually	actual	actually
is	is	is
,	,	,
and	and	and
Khan	khan	Khan
seems	seem	seems
more	more	more
than	than	than
willing	will	willing
to	to	to
provide	provid	provide
that	that	that
education	educ	education
.	.	.
Half	half	Half
joking	joke	joking
,	,	,
Khan	khan	Khan
said	said	said
I	i	I
ll	ll	ll
need	need	need
to	to	to
rush	rush	rush
to	to	to
come	come	come
to	to	to
America	america	America
before	befor	before
November	novemb	November
,	,	,
because	becaus	because
if	if	if
Trump	trump	Trump
wins	win	win
,	,	,
I	i	I
ll	ll	ll
be	be	be
banned	ban	banned
from	from	from
coming	come	coming
.	.	.
But	but	But
in	in	in
an	an	an
interview	interview	interview
with	with	with
Time	time	Time
magazine	magazin	magazine
,	,	,
he	he	he
was	was	wa
much	much	much
more	more	more
serious	serious	serious
with	with	with
his	his	his
remarks	remark	remark
.	.	.
If	if	If
Donald	donald	Donald
Trump	trump	Trump
becomes	becom	becomes
the	the	the
president	presid	president
,	,	,
I	i	I
ll	ll	ll
be	be	be
stopped	stop	stopped
from	from	from
going	go	going
there	there	there
by	by	by
virtue	virtu	virtue
of	of	of
my	my	my
faith	faith	faith
,	,	,
which	which	which
means	mean	mean
I	i	I
can	can	can
t	t	t
engage	engag	engage
with	with	with
American	american	American
mayors	mayor	mayor
and	and	and
swap	swap	swap
ideas	idea	idea
.	.	.
Conservative	conserv	Conservative
tacticians	tactician	tactician
thought	thought	thought
those	those	those
sorts	sort	sort
of	of	of
tactics	tactic	tactic
would	would	would
win	win	win
London	london	London
and	and	and
they	they	they
were	were	were
wrong	wrong	wrong
.	.	.
I	i	I
m	m	m
confident	confid	confident
that	that	that
Donald	donald	Donald
Trump	trump	Trump
s	s	s
approach	approach	approach
to	to	to
politics	polit	politics
won	won	won
t	t	t
win	win	win
in	in	in
America	america	America
.	.	.
In	in	In
yet	yet	yet
another	anoth	another
interview	interview	interview
,	,	,
after	after	after
hearing	hear	hearing
Trump	trump	Trump
congratulated	congratul	congratulated
him	him	him
on	on	on
his	his	his
victory	victori	victory
,	,	,
Khan	khan	Khan
said	said	said
My	my	My
point	point	point
to	to	to
Donald	donald	Donald
Trump	trump	Trump
is	is	is
,	,	,
don	don	don
t	t	t
make	make	make
an	an	an
exception	except	exception
for	for	for
me	me	me
.	.	.
Reconsider	reconsid	Reconsider
your	your	your
views	view	view
on	on	on
Islam	islam	Islam
.	.	.
Driving	drive	Driving
the	the	the
point	point	point
home	home	home
,	,	,
also	also	also
hoping	hope	hoping
to	to	to
educate	educ	educate
Trump	trump	Trump
,	,	,
Khan	khan	Khan
told	told	told
BBC	bbc	BBC
This	this	This
isn	isn	isn
t	t	t
just	just	just
about	about	about
me	me	me
.	.	.
It	it	It
s	s	s
about	about	about
my	my	my
friends	friend	friend
,	,	,
my	my	my
family	famili	family
and	and	and
everyone	everyon	everyone
who	who	who
comes	come	come
from	from	from
a	a	a
background	background	background
similar	similar	similar
to	to	to
mine	mine	mine
,	,	,
anywhere	anywher	anywhere
in	in	in
the	the	the
world	world	world
.	.	.
Imagine	imagin	Imagine
if	if	if
the	the	the
world	world	world
were	were	were
to	to	to
judge	judg	judge
all	all	all
Americans	american	Americans
by	by	by
the	the	the
words	word	word
and	and	and
actions	action	action
of	of	of
Donald	donald	Donald
Trump	trump	Trump
.	.	.
That	that	That
s	s	s
exactly	exact	exactly
what	what	what
Trump	trump	Trump
does	doe	doe
when	when	when
he	he	he
judges	judg	judge
an	an	an
entire	entir	entire
religion	religion	religion
by	by	by
an	an	an
extremist	extremist	extremist
few	few	few
who	who	who
claim	claim	claim
they	they	they
are	are	are
of	of	of
the	the	the
Islamic	islam	Islamic
faith	faith	faith
,	,	,
but	but	but
yet	yet	yet
clearly	clear	clearly
are	are	are
just	just	just
sociopaths	sociopath	sociopath
.	.	.
Trump	trump	Trump
s	s	s
rhetoric	rhetor	rhetoric
is	is	is
not	not	not
only	onli	only
bad	bad	bad
for	for	for
the	the	the
United	unit	United
States	state	States
,	,	,
it	it	it
s	s	s
bad	bad	bad
for	for	for
the	the	the
entire	entir	entire
world	world	world
.	.	.
How	how	How
is	is	is
a	a	a
man	man	man
,	,	,
who	who	who
wants	want	want
to	to	to
be	be	be
leader	leader	leader
of	of	of
the	the	the
free	free	free
world	world	world
,	,	,
supposed	suppos	supposed
to	to	to
do	do	do
so	so	so
by	by	by
condemning	condemn	condemning
all	all	all
people	peopl	people
of	of	of
the	the	the
world	world	world
s	s	s
second	second	second
largest	largest	largest
religion	religion	religion
?	?	?
Watch	watch	Watch
some	some	some
of	of	of
Khan	khan	Khan
s	s	s
comments	comment	comment
here	here	here
Featured	featur	Featured
image	imag	image
via	via	via
video	video	video
screen	screen	screen
capture	captur	capture
Chip	chip	Chip
Somodevilla	somodevilla	Somodevilla
Getty	getti	Getty
Images	imag	Images
