If	if	If
Donald	donald	Donald
Trump	trump	Trump
were	were	were
a	a	a
smart	smart	smart
man	man	man
,	,	,
he	he	he
d	d	d
be	be	be
doing	do	doing
everything	everyth	everything
he	he	he
possibly	possibl	possibly
could	could	could
to	to	to
woo	woo	woo
New	new	New
Mexico	mexico	Mexico
Governor	governor	Governor
Susana	susana	Susana
Martinez	martinez	Martinez
who	who	who
has	has	ha
not	not	not
yet	yet	yet
thrown	thrown	thrown
her	her	her
support	support	support
behind	behind	behind
him	him	him
.	.	.

She	she	She
is	is	is
the	the	the
perfect	perfect	perfect
GOP	gop	GOP
poster	poster	poster
woman	woman	woman
tough	tough	tough
on	on	on
crime	crime	crime
,	,	,
anti	anti	anti
-immigration	-immigr	-immigration
,	,	,
pro	pro	pro
-corporate	-corpor	-corporate
tax	tax	tax
cuts	cut	cut
,	,	,
opposes	oppos	opposes
Obamacare	obamacar	Obamacare
,	,	,
and	and	and
she	she	she
is	is	is
anti	anti	anti
-gay	-gay	-gay
marriage	marriag	marriage
.	.	.

However	howev	However
,	,	,
instead	instead	instead
of	of	of
doing	do	doing
what	what	what
a	a	a
typical	typic	typical
candidate	candid	candidate
would	would	would
do	do	do
and	and	and
trying	tri	trying
to	to	to
win	win	win
Governor	governor	Governor
Martinez	martinez	Martinez
over	over	over
with	with	with
his	his	his
plans	plan	plan
for	for	for
the	the	the
future	futur	future
,	,	,
Trump	trump	Trump
has	has	ha
chosen	chosen	chosen
to	to	to
attack	attack	attack
and	and	and
bully	bulli	bully
an	an	an
endorsement	endors	endorsement
out	out	out
of	of	of
her	her	her
.	.	.
During	dure	During
a	a	a
rally	ralli	rally
in	in	in
Albuquerque	albuquerqu	Albuquerque
,	,	,
New	new	New
Mexico	mexico	Mexico
on	on	on
Tuesday	tuesday	Tuesday
night	night	night
,	,	,
the	the	the
presumptive	presumpt	presumptive
Republican	republican	Republican
nominee	nomine	nominee
slammed	slam	slammed
the	the	the
governor	governor	governor
to	to	to
his	his	his
vapid	vapid	vapid
supporters	support	supporter
We	we	We
have	have	have
got	got	got
to	to	to
get	get	get
your	your	your
governor	governor	governor
to	to	to
get	get	get
going	go	going
.	.	.

She	she	She
s	s	s
got	got	got
to	to	to
do	do	do
a	a	a
better	better	better
job	job	job
.	.	.

Okay	okay	Okay
?	?	?

Your	your	Your
governor	governor	governor
has	has	ha
got	got	got
to	to	to
do	do	do
a	a	a
better	better	better
job	job	job
.	.	.

She	she	She
s	s	s
not	not	not
doing	do	doing
the	the	the
job	job	job
.	.	.

Hey	hey	Hey
!	!	!

Maybe	mayb	Maybe
I	i	I
ll	ll	ll
run	run	run
for	for	for
governor	governor	governor
of	of	of
New	new	New
Mexico	mexico	Mexico
.	.	.

I	i	I
ll	ll	ll
get	get	get
this	this	this
place	place	place
going	go	going
.	.	.

She	she	She
s	s	s
not	not	not
doing	do	doing
the	the	the
job	job	job
.	.	.

We	we	We
ve	ve	ve
got	got	got
to	to	to
get	get	get
her	her	her
moving	move	moving
.	.	.

Come	come	Come
on	on	on
Let	let	Let
s	s	s
go	go	go
,	,	,
governor	governor	governor
.	.	.

Trump	trump	Trump
went	went	went
on	on	on
to	to	to
say	say	say
,	,	,
Syrian	syrian	Syrian
refugees	refuge	refugee
are	are	are
being	be	being
relocated	reloc	relocated
in	in	in
large	larg	large
numbers	number	number
to	to	to
New	new	New
Mexico	mexico	Mexico
.	.	.

If	if	If
I	i	I
was	was	wa
governor	governor	governor
,	,	,
that	that	that
wouldn	wouldn	wouldn
t	t	t
be	be	be
happening	happen	happening
.	.	.

LIES	lie	LIES
!	!	!
First	first	First
of	of	of
all	all	all
,	,	,
Governor	governor	Governor
Martinez	martinez	Martinez
is	is	is
one	one	one
of	of	of
those	those	those
Republicans	republican	Republicans
who	who	who
has	has	ha
no	no	no
interest	interest	interest
in	in	in
helping	help	helping
Syrian	syrian	Syrian
refugees	refuge	refugee
.	.	.

She	she	She
believes	believ	belief
that	that	that
the	the	the
government	govern	government
doesn	doesn	doesn
t	t	t
vet	vet	vet
refugees	refuge	refugee
;	;	;
basically	basic	basically
,	,	,
she	she	she
has	has	ha
no	no	no
idea	idea	idea
what	what	what
she	she	she
is	is	is
talking	talk	talking
about	about	about
.	.	.

Because	becaus	Because
of	of	of
her	her	her
lack	lack	lack
of	of	of
education	educ	education
on	on	on
how	how	how
resettlement	resettl	resettlement
works	work	work
,	,	,
her	her	her
state	state	state
is	is	is
not	not	not
very	veri	very
welcoming	welcom	welcoming
.	.	.

In	in	In
fact	fact	fact
,	,	,
the	the	the
Refugee	refuge	Refugee
Processing	process	Processing
Center	center	Center
reports	report	report
only	onli	only
ten	ten	ten
Syrian	syrian	Syrian
refugees	refuge	refugee
have	have	have
been	been	been
settled	settl	settled
in	in	in
New	new	New
Mexico	mexico	Mexico
since	sinc	since
2011	2011	2011
,	,	,
the	the	the
year	year	year
Martinez	martinez	Martinez
assumed	assum	assumed
office	offic	office
.	.	.
TEN	ten	TEN
.	.	.

That	that	That
s	s	s
the	the	the
large	larg	large
number	number	number
of	of	of
Syrians	syrian	Syrians
Trump	trump	Trump
is	is	is
talking	talk	talking
