Donald	donald	Donald
Trump	trump	Trump
s	s	s
recent	recent	recent
talk	talk	talk
of	of	of
a	a	a
rigged	rig	rigged
election	elect	election
is	is	is
dangerous	danger	dangerous
,	,	,
as	as	a
it	it	it
undermines	undermin	undermines
the	the	the
trust	trust	trust
of	of	of
Americans	american	Americans
in	in	in
the	the	the
electoral	elector	electoral
process	process	process
.	.	.
There	there	There
has	has	ha
been	been	been
bipartisan	bipartisan	bipartisan
condemnation	condemn	condemnation
of	of	of
his	his	his
continuing	continu	continuing
to	to	to
poison	poison	poison
the	the	the
minds	mind	mind
of	of	of
his	his	his
brainwashed	brainwash	brainwashed
supporters	support	supporter
.	.	.
Elected	elect	Elected
officials	offici	official
and	and	and
leadership	leadership	leadership
on	on	on
both	both	both
sides	side	side
of	of	of
the	the	the
political	polit	political
aisle	aisl	aisle
have	have	have
expressed	express	expressed
confidence	confid	confidence
in	in	in
the	the	the
election	elect	election
results	result	result
,	,	,
and	and	and
some	some	some
have	have	have
even	even	even
gone	gone	gone
on	on	on
television	televis	television
to	to	to
explain	explain	explain
the	the	the
process	process	process
in	in	in
great	great	great
detail	detail	detail
,	,	,
to	to	to
show	show	show
just	just	just
how	how	how
impossible	imposs	impossible
it	it	it
is	is	is
to	to	to
rig	rig	rig
a	a	a
national	nation	national
level	level	level
election	elect	election
.	.	.
There	there	There
seems	seem	seems
to	to	to
be	be	be
one	one	one
Trump	trump	Trump
supporter	support	supporter
,	,	,
though	though	though
,	,	,
who	who	who
isn	isn	isn
t	t	t
being	be	being
as	as	a
forceful	forc	forceful
with	with	with
regards	regard	regard
to	to	to
pushing	push	pushing
back	back	back
against	against	against
this	this	this
narrative	narrat	narrative
Republican	republican	Republican
National	nation	National
Committee	committe	Committee
Chair	chair	Chair
Reince	reinc	Reince
Priebus	priebus	Priebus
.	.	.
Priebus	priebus	Priebus
seems	seem	seems
to	to	to
be	be	be
the	the	the
only	onli	only
member	member	member
of	of	of
the	the	the
GOP	gop	GOP
leadership	leadership	leadership
who	who	who
