How	how	How
long	long	long
do	do	do
you	you	you
think	think	think
our	our	our
President	presid	President
has	has	ha
known	known	known
about	about	about
this	this	this
?	?	?
Anyone	anyon	Anyone
else	els	else
sick	sick	sick
of	of	of
this	this	this
Muslim	muslim	Muslim
Sympathizer	sympath	Sympathizer
In	in	In
Chief	chief	Chief
?	?	?
The	the	The
mysterious	mysteri	mysterious
Pakistani	pakistani	Pakistani
woman	woman	woman
who	who	who
with	with	with
her	her	her
husband	husband	husband
gunned	gun	gunned
down	down	down
14	14	14
Wednesday	wednesday	Wednesday
at	at	at
a	a	a
Southern	southern	Southern
California	california	California
holiday	holiday	holiday
party	parti	party
pledged	pledg	pledged
her	her	her
allegiance	allegi	allegiance
to	to	to
ISIS	isi	ISIS
before	befor	before
the	the	the
massacre	massacr	massacre
,	,	,
according	accord	according
to	to	to
a	a	a
government	govern	government
source	sourc	source
,	,	,
in	in	in
what	what	what
appears	appear	appears
to	to	to
be	be	be
concrete	concret	concrete
evidence	evid	evidence
that	that	that
the	the	the
rampage	rampag	rampage
was	was	wa
at	at	at
least	least	least
inspired	inspir	inspired
,	,	,
if	if	if
not	not	not
directed	direct	directed
,	,	,
by	by	by
the	the	the
terrorist	terrorist	terrorist
group	group	group
.	.	.
Tashfeen	tashfeen	Tashfeen
Malik	malik	Malik
posted	post	posted
the	the	the
pledge	pledg	pledge
to	to	to
ISIS	isi	ISIS
leader	leader	leader
and	and	and
self	self	self
-proclaimed	-proclaim	-proclaimed
caliph	caliph	caliph
Abu	abu	Abu
Bakr	bakr	Bakr
al	al	al
-Baghdadi	-baghdadi	-Baghdadi
before	befor	before
the	the	the
attack	attack	attack
,	,	,
in	in	in
which	which	which
she	she	she
and	and	and
her	her	her
husband	husband	husband
,	,	,
Syed	sy	Syed
Rizwan	rizwan	Rizwan
Farook	farook	Farook
,	,	,
stormed	storm	stormed
a	a	a
San	san	San
Bernardino	bernardino	Bernardino
party	parti	party
for	for	for
his	his	his
co	co	co
-workers	-worker	-workers
before	befor	before
escaping	escap	escaping
,	,	,
Fox	fox	Fox
News	news	News
confirmed	confirm	confirmed
through	through	through
a	a	a
law	law	law
enforcement	enforc	enforcement
source	sourc	source
who	who	who
said	said	said
the	the	the
post	post	post
was	was	wa
recovered	recov	recovered
despite	despit	despite
the	the	the
pair	pair	pair
s	s	s
attempts	attempt	attempt
to	to	to
erase	eras	erase
their	their	their
digital	digit	digital
trail	trail	trail
.	.	.
The	the	The
couple	coupl	couple
died	die	died
hours	hour	hour
later	later	later
in	in	in
a	a	a
shootout	shootout	shootout
with	with	with
police	polic	police
,	,	,
and	and	and
in	in	in
the	the	the
aftermath	aftermath	aftermath
the	the	the
29	29	29
-year-old	-year-old	-year-old
Pakistani	pakistani	Pakistani
woman	woman	woman
has	has	ha
remained	remain	remained
largely	larg	largely
a	a	a
name	name	name
without	without	without
a	a	a
face	face	face
.	.	.
No	no	No
confirmed	confirm	confirmed
pictures	pictur	picture
of	of	of
her	her	her
have	have	have
surfaced	surfac	surfaced
,	,	,
and	and	and
few	few	few
details	detail	detail
have	have	have
emerged	emerg	emerged
.	.	.
The	the	The
pledge	pledg	pledge
,	,	,
posted	post	posted
on	on	on
Facebook	facebook	Facebook
under	under	under
another	anoth	another
name	name	name
and	and	and
then	then	then
deleted	delet	deleted
,	,	,
was	was	wa
reported	report	reported
by	by	by
The	the	The
Associated	associ	Associated
Press	press	Press
,	,	,
citing	cite	citing
federal	feder	federal
sources	sourc	source
.	.	.
It	it	It
provided	provid	provided
a	a	a
fresh	fresh	fresh
clue	clue	clue
to	to	to
Malik	malik	Malik
s	s	s
identity	ident	identity
and	and	and
motivation	motiv	motivation
.	.	.
The	the	The
aura	aura	aura
of	of	of
mystery	mysteri	mystery
surrounding	surround	surrounding
Malik	malik	Malik
has	has	ha
given	given	given
rise	rise	rise
to	to	to
suspicions	suspicion	suspicion
she	she	she
may	may	may
have	have	have
been	been	been
the	the	the
radicalizing	radic	radicalizing
force	forc	force
who	who	who
turned	turn	turned
her	her	her
new	new	new
husband	husband	husband
from	from	from
an	an	an
aloof	aloof	aloof
county	counti	county
restaurant	restaur	restaurant
inspector	inspector	inspector
into	into	into
her	her	her
cohort	cohort	cohort
in	in	in
carnage	carnag	carnage
,	,	,
an	an	an
Islamist	islamist	Islamist
fanatic	fanat	fanatic
capable	capabl	capable
of	of	of
murdering	murder	murdering
co	co	co
-workers	-worker	-workers
who	who	who
had	had	had
embraced	embrac	embraced
him	him	him
for	for	for
years	year	year
.	.	.
Tashfeen	tashfeen	Tashfeen
remains	remain	remains
the	the	the
biggest	biggest	biggest
mystery	mysteri	mystery
,	,	,
said	said	said
a	a	a
leader	leader	leader
of	of	of
the	the	the
area	area	area
s	s	s
Pakistani	pakistani	Pakistani
-American	-american	-American
Muslim	muslim	Muslim
community	communiti	community
.	.	.
She	she	She
s	s	s
the	the	the
one	one	one
no	no	no
one	one	one
knows	know	know
anything	anyth	anything
about	about	about
and	and	and
has	has	ha
little	littl	little
to	to	to
no	no	no
presence	presenc	presence
on	on	on
the	the	the
Internet	internet	Internet
or	or	or
having	have	having
interacted	interact	interacted
with	with	with
others	other	others
in	in	in
the	the	the
Muslim	muslim	Muslim
community	communiti	community
.	.	.
Tashfeen	tashfeen	Tashfeen
remains	remain	remains
the	the	the
biggest	biggest	biggest
mystery	mysteri	mystery
.	.	.
She	she	She
s	s	s
the	the	the
one	one	one
no	no	no
one	one	one
knows	know	know
anything	anyth	anything
about	about	about
and	and	and
has	has	ha
little	littl	little
to	to	to
no	no	no
presence	presenc	presence
on	on	on
the	the	the
Internet	internet	Internet
or	or	or
having	have	having
interacted	interact	interacted
with	with	with
others	other	others
in	in	in
the	the	the
Muslim	muslim	Muslim
community	communiti	community
.	.	.
Southern	southern	Southern
California	california	California
Pakistani	pakistani	Pakistani
-American	-american	-American
leaderThe	leaderth	leaderThe
aura	aura	aura
of	of	of
mystery	mysteri	mystery
surrounding	surround	surrounding
Malik	malik	Malik
has	has	ha
given	given	given
rise	rise	rise
to	to	to
suspicions	suspicion	suspicion
she	she	she
may	may	may
have	have	have
been	been	been
the	the	the
radicalizing	radic	radicalizing
force	forc	force
who	who	who
turned	turn	turned
her	her	her
new	new	new
husband	husband	husband
,	,	,
Syed	sy	Syed
Rizwan	rizwan	Rizwan
Farook	farook	Farook
,	,	,
from	from	from
an	an	an
aloof	aloof	aloof
county	counti	county
restaurant	restaur	restaurant
inspector	inspector	inspector
into	into	into
her	her	her
cohort	cohort	cohort
in	in	in
carnage	carnag	carnage
,	,	,
an	an	an
Islamist	islamist	Islamist
fanatic	fanat	fanatic
capable	capabl	capable
of	of	of
murdering	murder	murdering
co	co	co
-workers	-worker	-workers
who	who	who
had	had	had
embraced	embrac	embraced
him	him	him
for	for	for
years	year	year
.	.	.
Usually	usual	Usually
it	it	it
s	s	s
ISIS	isi	ISIS
supporters	support	supporter
trying	tri	trying
to	to	to
radicalize	radic	radicalize
young	young	young
girls	girl	girl
online	onlin	online
as	as	a
they	they	they
try	tri	try
to	to	to
find	find	find
new	new	new
wives	wive	wife
,	,	,
but	but	but
this	this	this
may	may	may
be	be	be
the	the	the
first	first	first
case	case	case
I	i	I
know	know	know
of	of	of
where	where	where
the	the	the
opposite	opposit	opposite
happened	happen	happened
,	,	,
said	said	said
Ryan	ryan	Ryan
Mauro	mauro	Mauro
,	,	,
a	a	a
national	nation	national
security	secur	security
analyst	analyst	analyst
for	for	for
Clarion	clarion	Clarion
Project	project	Project
,	,	,
which	which	which
tracks	track	track
international	intern	international
terrorism	terror	terrorism
.	.	.
Mauro	mauro	Mauro
noted	note	noted
that	that	that
Farook	farook	Farook
s	s	s
older	older	older
brother	brother	brother
,	,	,
who	who	who
shares	share	share
his	his	his
name	name	name
,	,	,
served	serv	served
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Navy	navi	Navy
,	,	,
which	which	which
would	would	would
seem	seem	seem
to	to	to
indicate	indic	indicate
that	that	that
Farook	farook	Farook
s	s	s
radical	radic	radical
leanings	lean	leaning
did	did	did
not	not	not
come	come	come
from	from	from
within	within	within
his	his	his
own	own	own
family	famili	family
.	.	.
It	it	It
is	is	is
possible	possibl	possible
that	that	that
she	she	she
radicalized	radic	radicalized
him	him	him
or	or	or
that	that	that
suspected	suspect	suspected
terrorists	terrorist	terrorist
inside	insid	inside
America	america	America
he	he	he
was	was	wa
communicating	communic	communicating
with	with	with
are	are	are
responsible	respons	responsible
for	for	for
the	the	the
radicalization	radic	radicalization
,	,	,
which	which	which
led	led	led
him	him	him
to	to	to
be	be	be
attracted	attract	attracted
to	to	to
a	a	a
more	more	more
hardline	hardlin	hardline
Salafi	salafi	Salafi
girl	girl	girl
,	,	,
Mauro	mauro	Mauro
said	said	said
.	.	.
What	what	What
is	is	is
known	known	known
is	is	is
that	that	that
Malik	malik	Malik
met	met	met
Farook	farook	Farook
online	onlin	online
and	and	and
that	that	that
the	the	the
two	two	two
became	becam	became
engaged	engag	engaged
after	after	after
Farook	farook	Farook
traveled	travel	traveled
to	to	to
Saudi	saudi	Saudi
Arabia	arabia	Arabia
in	in	in
September	septemb	September
2013	2013	2013
.	.	.
Malik	malik	Malik
applied	appli	applied
for	for	for
a	a	a
K	k	K
-1	-1	-1
visa	visa	visa
at	at	at
the	the	the
American	american	American
embassy	embassi	embassy
in	in	in
Islamabad	islamabad	Islamabad
in	in	in
May	may	May
,	,	,
2014	2014	2014
and	and	and
two	two	two
months	month	month
later	later	later
Farook	farook	Farook
again	again	again
traveled	travel	traveled
to	to	to
Saudi	saudi	Saudi
Arabia	arabia	Arabia
,	,	,
met	met	met
her	her	her
there	there	there
and	and	and
brought	brought	brought
her	her	her
to	to	to
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
on	on	on
a	a	a
K	k	K
-1	-1	-1
visa	visa	visa
,	,	,
a	a	a
90	90	90
-day	-day	-day
visa	visa	visa
given	given	given
to	to	to
fianc	fianc	fianc
s	s	s
planning	plan	planning
to	to	to
marry	marri	marry
Americans	american	Americans
.	.	.
They	they	They
were	were	were
married	marri	married
on	on	on
Aug	aug	Aug
.	.	.
16	16	16
,	,	,
2014	2014	2014
,	,	,
in	in	in
nearby	nearbi	nearby
Riverside	riversid	Riverside
County	counti	County
,	,	,
Calif	calif	Calif
.	.	.
according	accord	according
to	to	to
their	their	their
marriage	marriag	marriage
license	licens	license
.	.	.
The	the	The
marriage	marriag	marriage
and	and	and
passage	passag	passage
of	of	of
criminal	crimin	criminal
and	and	and
national	nation	national
security	secur	security
background	background	background
checks	check	check
using	use	using
FBI	fbi	FBI
and	and	and
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
databases	databas	database
resulted	result	resulted
in	in	in
a	a	a
conditional	condit	conditional
green	green	green
card	card	card
for	for	for
Malik	malik	Malik
in	in	in
July	juli	July
2015	2015	2015
,	,	,
two	two	two
months	month	month
after	after	after
she	she	she
gave	gave	gave
birth	birth	birth
to	to	to
their	their	their
baby	babi	baby
daughter	daughter	daughter
.	.	.
Malik	malik	Malik
and	and	and
Farook	farook	Farook
,	,	,
an	an	an
American	american	American
citizen	citizen	citizen
born	born	born
in	in	in
Chicago	chicago	Chicago
and	and	and
raised	rais	raised
in	in	in
Southern	southern	Southern
California	california	California
by	by	by
parents	parent	parent
of	of	of
Pakistani	pakistani	Pakistani
descent	descent	descent
,	,	,
lived	live	lived
with	with	with
their	their	their
daughter	daughter	daughter
and	and	and
his	his	his
mother	mother	mother
,	,	,
Rafia	rafia	Rafia
Farook	farook	Farook
,	,	,
in	in	in
a	a	a
Redlands	redland	Redlands
,	,	,
Calif	calif	Calif
.	.	.
,	,	,
apartment	apart	apartment
described	describ	described
by	by	by
one	one	one
investigator	investig	investigator
as	as	a
an	an	an
IED	ie	IED
factory	factori	factory
and	and	and
ammo	ammo	ammo
arsenal	arsenal	arsenal
.	.	.
Via	via	Via
FOX	fox	FOX
News	news	News
