Yesterday	yesterday	Yesterday
,	,	,
President	presid	President
Trump	trump	Trump
threatened	threaten	threatened
to	to	to
cut	cut	cut
foreign	foreign	foreign
aid	aid	aid
to	to	to
countries	countri	country
that	that	that
vote	vote	vote
in	in	in
the	the	the
UN	un	UN
for	for	for
a	a	a
resolution	resolut	resolution
condemning	condemn	condemning
his	his	his
decision	decis	decision
to	to	to
recognize	recogn	recognize
Jerusalem	jerusalem	Jerusalem
as	as	a
the	the	the
capital	capit	capital
of	of	of
Israel	israel	Israel
.	.	.
UN	un	UN
Ambassador	ambassador	Ambassador
Nikki	nikki	Nikki
Haley	haley	Haley
echoed	echo	echoed
President	presid	President
Trump	trump	Trump
s	s	s
sentiment	sentiment	sentiment
preceding	preced	preceding
the	the	the
UN	un	UN
vote	vote	vote
today	today	today
Referencing	referenc	Referencing
tomorrow's	tomorrow	tomorrow's
UN	un	UN
vote	vote	vote
criticizing	critic	criticizing
the	the	the
US	us	US
embassy	embassi	embassy
move	move	move
.	.	.
In	in	In
the	the	the
words	word	word
of	of	of
the	the	the
President	presid	President
,	,	,
Let	let	Let
them	them	them
vote	vote	vote
against	against	against
us	us	u
,	,	,
we'll	we'll	we'll
save	save	save
a	a	a
lot	lot	lot
.	.	.
pic.twitter.com/eUGWD4cCBR	pic.twitter.com/eugwd4ccbr	pic.twitter.com/eUGWD4cCBR
Nikki	nikki	Nikki
Haley	haley	Haley
@nikkihaley	@nikkihaley	@nikkihaley
December	decemb	December
20	20	20
,	,	,
2017	2017	2017
I	i	I
like	like	like
the	the	the
message	messag	message
that	that	that
Nikki	nikki	Nikki
sent	sent	sent
yesterday	yesterday	yesterday
at	at	at
the	the	the
United	unit	United
Nations	nation	Nations
for	for	for
all	all	all
of	of	of
these	these	these
nations	nation	nation
that	that	that
take	take	take
our	our	our
money	money	money
and	and	and
then	then	then
they	they	they
vote	vote	vote
against	against	against
us	us	u
at	at	at
the	the	the
Security	secur	Security
Council	council	Council
,	,	,
or	or	or
they	they	they
vote	vote	vote
against	against	against
us	us	u
potentially	potenti	potentially
at	at	at
the	the	the
General	general	General
Assembly	assembl	Assembly
,	,	,
he	he	he
said	said	said
about	about	about
US	us	US
Ambassador	ambassador	Ambassador
to	to	to
the	the	the
UN	un	UN
Nikki	nikki	Nikki
Haley	haley	Haley
.	.	.
She	she	She
had	had	had
said	said	said
a	a	a
day	day	day
earlier	earlier	earlier
that	that	that
the	the	the
US	us	US
would	would	would
be	be	be
taking	take	taking
names	name	name
of	of	of
countries	countri	country
that	that	that
voted	vote	voted
for	for	for
the	the	the
resolution	resolut	resolution
.	.	.
They	they	They
take	take	take
hundreds	hundr	hundred
of	of	of
millions	million	million
of	of	of
dollars	dollar	dollar
and	and	and
even	even	even
billions	billion	billion
of	of	of
dollars	dollar	dollar
,	,	,
and	and	and
then	then	then
they	they	they
vote	vote	vote
against	against	against
us	us	u
.	.	.
Well	well	Well
,	,	,
we	we	we
re	re	re
watching	watch	watching
those	those	those
votes	vote	vote
.	.	.
Let	let	Let
them	them	them
vote	vote	vote
against	against	against
us	us	u
,	,	,
we	we	we
ll	ll	ll
save	save	save
a	a	a
lot	lot	lot
.	.	.
We	we	We
don	don	don
t	t	t
care	care	care
,	,	,
Trump	trump	Trump
said	said	said
during	dure	during
a	a	a
cabinet	cabinet	cabinet
meeting	meet	meeting
at	at	at
the	the	the
White	white	White
House	hous	House
.	.	.
The	the	The
president	presid	president
contended	contend	contended
that	that	that
American	american	American
officials	offici	official
don	don	don
t	t	t
even	even	even
know	know	know
what	what	what
foreign	foreign	foreign
countries	countri	country
do	do	do
with	with	with
the	the	the
money	money	money
the	the	the
US	us	US
sends	send	sends
them	them	them
.	.	.
NYPToday	nyptoday	NYPToday
,	,	,
the	the	the
Independent	independ	Independent
UK	uk	UK
reported	report	reported
that	that	that
the	the	the
UN	un	UN
General	general	General
Assembly	assembl	Assembly
voted	vote	voted
128	128	128
-9	-9	-9
to	to	to
declare	declar	declare
US	us	US
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
declaration	declar	declaration
of	of	of
Jerusalem	jerusalem	Jerusalem
as	as	a
Israel	israel	Israel
s	s	s
capital	capit	capital
null	null	null
and	and	and
void	void	void
.	.	.
The	the	The
vote	vote	vote
,	,	,
while	while	while
a	a	a
victory	victori	victory
for	for	for
the	the	the
Palestinians	palestinian	Palestinians
,	,	,
was	was	wa
significantly	signific	significantly
lower	lower	lower
than	than	than
its	it	it
supporters	support	supporter
had	had	had
hoped	hope	hoped
for	for	for
,	,	,
with	with	with
many	mani	many
forecasting	forecast	forecasting
at	at	at
least	least	least
150	150	150
yes	yes	yes
votes	vote	vote
.	.	.
There	there	There
were	were	were
a	a	a
total	total	total
of	of	of
35	35	35
,	,	,
while	while	while
21	21	21
nations	nation	nation
did	did	did
not	not	not
turn	turn	turn
up	up	up
for	for	for
the	the	the
vote	vote	vote
.	.	.
Western	western	Western
-backed	-back	-backed
Palestinian	palestinian	Palestinian
President	presid	President
Mahmoud	mahmoud	Mahmoud
Abbas	abba	Abbas
welcomed	welcom	welcomed
the	the	the
result	result	result
,	,	,
his	his	his
spokesman	spokesman	spokesman
saying	say	saying
The	the	The
vote	vote	vote
is	is	is
a	a	a
victory	victori	victory
for	for	for
Palestine	palestin	Palestine
.	.	.
We	we	We
will	will	will
continue	continu	continue
our	our	our
efforts	effort	effort
in	in	in
the	the	the
United	unit	United
Nations	nation	Nations
and	and	and
at	at	at
all	all	all
international	intern	international
forums	forum	forum
to	to	to
put	put	put
an	an	an
end	end	end
to	to	to
this	this	this
occupation	occup	occupation
and	and	and
to	to	to
establish	establish	establish
our	our	our
Palestinian	palestinian	Palestinian
state	state	state
with	with	with
east	east	east
Jerusalem	jerusalem	Jerusalem
as	as	a
its	it	it
capital	capit	capital
.	.	.
UN	un	UN
Ambassador	ambassador	Ambassador
Nikki	nikki	Nikki
Haley	haley	Haley
tweeted	tweet	tweeted
the	the	the
vote	vote	vote
tally	talli	tally
,	,	,
saying	say	saying
68	68	68
countries	countri	country
refused	refus	refused
to	to	to
condemn	condemn	condemn
the	the	the
United	unit	United
States	state	States
and	and	and
128	128	128
voted	vote	voted
against	against	against
us	us	u
.	.	.
There	there	There
were	were	were
35	35	35
abstentionsThe	abstentionsth	abstentionsThe
vote	vote	vote
is	is	is
in	in	in
65	65	65
countries	countri	country
refused	refus	refused
to	to	to
condemn	condemn	condemn
the	the	the
United	unit	United
States	state	States
and	and	and
128	128	128
voted	vote	voted
against	against	against
us	us	u
.	.	.
Final	final	Final
vote	vote	vote
tally	talli	tally
to	to	to
follow	follow	follow
.	.	.
Nikki	nikki	Nikki
Haley	haley	Haley
@nikkihaley	@nikkihaley	@nikkihaley
December	decemb	December
21	21	21
,	,	,
2017Haley	2017haley	2017Haley
also	also	also
tweeted	tweet	tweeted
a	a	a
message	messag	message
to	to	to
thank	thank	thank
the	the	the
nations	nation	nation
who	who	who
stood	stood	stood
behind	behind	behind
President	presid	President
Trump	trump	Trump
.	.	.
Her	her	Her
message	messag	message
included	includ	included
a	a	a
list	list	list
of	of	of
those	those	those
nations	nation	nation
who	who	who
stood	stood	stood
by	by	by
President	presid	President
Trump	trump	Trump
and	and	and
his	his	his
decision	decis	decision
to	to	to
recognize	recogn	recognize
Jerusalem	jerusalem	Jerusalem
as	as	a
the	the	the
capital	capit	capital
of	of	of
Israel	israel	Israel
We	we	We
appreciate	appreci	appreciate
these	these	these
countries	countri	country
for	for	for
not	not	not
falling	fall	falling
to	to	to
the	the	the
irresponsible	irrespons	irresponsible
ways	way	way
of	of	of
the	the	the
@UN	@un	@UN
pic.twitter.com/a0hUTepD8H	pic.twitter.com/a0hutepd8h	pic.twitter.com/a0hUTepD8H
Nikki	nikki	Nikki
Haley	haley	Haley
@nikkihaley	@nikkihaley	@nikkihaley
December	decemb	December
21	21	21
,	,	,
2017Here	2017here	2017Here
s	s	s
a	a	a
close	close	close
up	up	up
look	look	look
at	at	at
the	the	the
list	list	list
Ambassador	ambassador	Ambassador
Haley	haley	Haley
also	also	also
made	made	made
clear	clear	clear
the	the	the
decision	decis	decision
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
to	to	to
move	move	move
forward	forward	forward
with	with	with
its	it	it
plans	plan	plan
to	to	to
move	move	move
the	the	the
embassy	embassi	embassy
to	to	to
Jerusalem	jerusalem	Jerusalem
Ms	ms	Ms
Haley	haley	Haley
said	said	said
no	no	no
vote	vote	vote
in	in	in
the	the	the
United	unit	United
Nations	nation	Nations
will	will	will
make	make	make
any	ani	any
difference	differ	difference
on	on	on
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
decision	decis	decision
to	to	to
move	move	move
its	it	it
embassy	embassi	embassy
to	to	to
Jerusalem	jerusalem	Jerusalem
,	,	,
which	which	which
will	will	will
go	go	go
ahead	ahead	ahead
because	becaus	because
it	it	it
is	is	is
the	the	the
right	right	right
thing	thing	thing
to	to	to
do	do	do
.	.	.
She	she	She
said	said	said
the	the	the
United	unit	United
States	state	States
will	will	will
remember	rememb	remember
this	this	this
day	day	day
in	in	in
which	which	which
it	it	it
was	was	wa
singled	singl	singled
out	out	out
for	for	for
attack	attack	attack
in	in	in
the	the	the
General	general	General
Assembly	assembl	Assembly
for	for	for
the	the	the
very	veri	very
right	right	right
of	of	of
exercising	exercis	exercising
our	our	our
right	right	right
as	as	a
a	a	a
sovereign	sovereign	sovereign
nation	nation	nation
.	.	.
We	we	We
will	will	will
remember	rememb	remember
it	it	it
when	when	when
we	we	we
are	are	are
called	call	called
upon	upon	upon
once	onc	once
again	again	again
to	to	to
make	make	make
the	the	the
world	world	world
s	s	s
largest	largest	largest
contribution	contribut	contribution
to	to	to
the	the	the
United	unit	United
Nations	nation	Nations
,	,	,
she	she	she
says	say	say
.	.	.
And	and	And
we	we	we
will	will	will
remember	rememb	remember
when	when	when
so	so	so
many	mani	many
countries	countri	country
come	come	come
calling	call	calling
on	on	on
us	us	u
,	,	,
as	as	a
they	they	they
so	so	so
often	often	often
do	do	do
,	,	,
to	to	to
pay	pay	pay
even	even	even
more	more	more
and	and	and
to	to	to
use	use	use
our	our	our
influence	influenc	influence
for	for	for
their	their	their
benefit	benefit	benefit
.	.	.
Ms	ms	Ms
Haley	haley	Haley
said	said	said
the	the	the
vote	vote	vote
will	will	will
make	make	make
a	a	a
difference	differ	difference
on	on	on
how	how	how
Americans	american	Americans
look	look	look
at	at	at
the	the	the
UN	un	UN
and	and	and
on	on	on
how	how	how
we	we	we
look	look	look
at	at	at
countries	countri	country
who	who	who
disrespect	disrespect	disrespect
us	us	u
in	in	in
the	the	the
UN	un	UN
,	,	,
and	and	and
this	this	this
vote	vote	vote
will	will	will
be	be	be
remembered	rememb	remembered
.	.	.
Israel	israel	Israel
s	s	s
prime	prime	prime
minister	minist	minister
says	say	say
he	he	he
completely	complet	completely
rejects	reject	reject
the	the	the
preposterous	preposter	preposterous
UN	un	UN
resolution	resolut	resolution
declaring	declar	declaring
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
recognition	recognit	recognition
of	of	of
Jerusalem	jerusalem	Jerusalem
as	as	a
Israel	israel	Israel
s	s	s
capital	capit	capital
as	as	a
null	null	null
and	and	and
void	void	void
.	.	.
Benjamin	benjamin	Benjamin
Netanyahu	netanyahu	Netanyahu
said	said	said
in	in	in
a	a	a
video	video	video
posted	post	posted
to	to	to
Facebook	facebook	Facebook
that	that	that
Jerusalem	jerusalem	Jerusalem
always	alway	always
was	was	wa
,	,	,
always	alway	always
will	will	will
be	be	be
Israel	israel	Israel
s	s	s
capital	capit	capital
.	.	.
He	he	He
also	also	also
says	say	say
he	he	he
appreciates	appreci	appreciates
that	that	that
a	a	a
growing	grow	growing
number	number	number
of	of	of
countries	countri	country
refuse	refus	refuse
to	to	to
participate	particip	participate
in	in	in
this	this	this
theatre	theatr	theatre
of	of	of
the	the	the
absurd	absurd	absurd
.	.	.
Mr	mr	Mr
.	.	.
Netanyahu	netanyahu	Netanyahu
also	also	also
thanked	thank	thanked
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
for	for	for
his	his	his
stalwart	stalwart	stalwart
defense	defens	defense
of	of	of
Israel	israel	Israel
.	.	.
