The	the	The
Trump	trump	Trump
administration	administr	administration
likes	like	like
to	to	to
keep	keep	keep
their	their	their
backdoor	backdoor	backdoor
deals	deal	deal
tight	tight	tight
-lipped	-lip	-lipped
,	,	,
but	but	but
a	a	a
government	govern	government
transparency	transpar	transparency
non	non	non
-profit	-profit	-profit
is	is	is
about	about	about
to	to	to
lift	lift	lift
the	the	the
curtain	curtain	curtain
and	and	and
and	and	and
shine	shine	shine
some	some	some
light	light	light
on	on	on
Trump	trump	Trump
s	s	s
second	second	second
White	white	White
House	hous	House
the	the	the
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
resort	resort	resort
.	.	.
Citizens	citizen	Citizens
for	for	for
Responsibility	respons	Responsibility
and	and	and
Ethics	ethic	Ethics
in	in	in
Washington	washington	Washington
CREW	crew	CREW
,	,	,
a	a	a
government	govern	government
transparency	transpar	transparency
watchdog	watchdog	watchdog
,	,	,
was	was	wa
able	abl	able
to	to	to
obtain	obtain	obtain
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
resort	resort	resort
s	s	s
visitor	visitor	visitor
logs	log	log
,	,	,
and	and	and
will	will	will
begin	begin	begin
to	to	to
release	releas	release
the	the	the
logs	log	log
to	to	to
the	the	the
public	public	public
on	on	on
September	septemb	September
8	8	8
.	.	.
CREW	crew	CREW
director	director	director
Noah	noah	Noah
Bookbinder	bookbind	Bookbinder
wants	want	want
Trump	trump	Trump
s	s	s
meetings	meet	meeting
to	to	to
be	be	be
public	public	public
knowledge	knowledg	knowledge
.	.	.

The	the	The
public	public	public
deserves	deserv	deserves
to	to	to
know	know	know
who	who	who
is	is	is
coming	come	coming
to	to	to
meet	meet	meet
with	with	with
the	the	the
president	presid	president
and	and	and
his	his	his
staff	staff	staff
.	.	.

We	we	We
are	are	are
glad	glad	glad
that	that	that
as	as	a
a	a	a
result	result	result
of	of	of
this	this	this
case	case	case
,	,	,
this	this	this
information	inform	information
will	will	will
become	becom	become
public	public	public
for	for	for
meetings	meet	meeting
at	at	at
his	his	his
personal	person	personal
residences	resid	residence
.	.	.

The	the	The
nonprofit	nonprofit	nonprofit
is	is	is
working	work	working
hard	hard	hard
to	to	to
obtain	obtain	obtain
visitor	visitor	visitor
logs	log	log
from	from	from
the	the	the
White	white	White
House	hous	House
and	and	and
from	from	from
Trump	trump	Trump
Tower	tower	Tower
.	.	.
Below	below	Below
is	is	is
the	the	the
full	full	full
CREW	crew	CREW
press	press	press
release	releas	release
.	.	.
oh	oh	oh
man	man	man
CREW	crew	CREW
is	is	is
getting	get	getting
and	and	and
releasing	releas	releasing
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
visitor	visitor	visitor
logs	log	log
,	,	,
starting	start	starting
Sept	sept	Sept
8	8	8
pic.twitter.com/tNqfDam5IK	pic.twitter.com/tnqfdam5ik	pic.twitter.com/tNqfDam5IK
Betsy	betsi	Betsy
Woodruff	woodruff	Woodruff
@woodruffbets	@woodruffbet	@woodruffbets
July	juli	July
17	17	17
,	,	,
2017Featured	2017featur	2017Featured
image	imag	image
via	via	via
Gustavo	gustavo	Gustavo
Caballero	caballero	Caballero
Getty	getti	Getty
Images	imag	Images

