As	as	As
if	if	if
Donald	donald	Donald
Trump	trump	Trump
isn	isn	isn
t	t	t
paranoid	paranoid	paranoid
and	and	and
delusional	delusion	delusional
enough	enough	enough
on	on	on
his	his	his
own	own	own
,	,	,
one	one	one
of	of	of
the	the	the
people	peopl	people
who	who	who
carries	carri	carry
a	a	a
lot	lot	lot
of	of	of
influence	influenc	influence
with	with	with
45	45	45
is	is	is
one	one	one
of	of	of
the	the	the
most	most	most
certifiably	certifi	certifiably
insane	insan	insane
in	in	in
my	my	my
amateur	amateur	amateur
opinion	opinion	opinion
people	peopl	people
to	to	to
ever	ever	ever
hit	hit	hit
the	the	the
airwaves	airwav	airwave
,	,	,
rabid	rabid	rabid
right	right	right
-wing	-wing	-wing
conspiracy	conspiraci	conspiracy
theorist	theorist	theorist
Alex	alex	Alex
Jones	jone	Jones
.	.	.

Jones	jone	Jones
is	is	is
now	now	now
advising	advis	advising
Trump	trump	Trump
to	to	to
use	use	use
violence	violenc	violence
against	against	against
those	those	those
who	who	who
oppose	oppos	oppose
him	him	him
,	,	,
and	and	and
the	the	the
frightening	frighten	frightening
thing	thing	thing
is	is	is
,	,	,
Trump	trump	Trump
could	could	could
listen	listen	listen
.	.	.
On	on	On
his	his	his
YouTube	youtub	YouTube
channel	channel	channel
show	show	show
on	on	on
Monday	monday	Monday
,	,	,
Jones	jone	Jones
fed	fed	fed
into	into	into
Trump	trump	Trump
s	s	s
ridiculous	ridicul	ridiculous
conspiracy	conspiraci	conspiracy
theory	theori	theory
that	that	that
his	his	his
offices	offic	office
were	were	were
wiretapped	wiretap	wiretapped
by	by	by
President	presid	President
Obama	obama	Obama
.	.	.
And	and	And
I	i	I
feel	feel	feel
so	so	so
sorry	sorri	sorry
for	for	for
people	peopl	people
that	that	that
can	can	can
t	t	t
see	see	see
it	it	it
,	,	,
that	that	that
have	have	have
been	been	been
caught	caught	caught
by	by	by
this	this	this
weird	weird	weird
demon	demon	demon
spirit	spirit	spirit
of	of	of
the	the	the
age	age	age
,	,	,
to	to	to
just	just	just
go	go	go
along	along	along
with	with	with
evil	evil	evil
and	and	and
corruption	corrupt	corruption
and	and	and
just	just	just
thank	thank	thank
god	god	god
,	,	,
Mr	mr	Mr
.	.	.
President	presid	President
,	,	,
that	that	that
we	we	we
re	re	re
not	not	not
the	the	the
scumbag	scumbag	scumbag
Obama	obama	Obama
,	,	,
the	the	the
loser	loser	loser
of	of	of
eight	eight	eight
years	year	year
,	,	,
the	the	the
failure	failur	failure
.	.	.

Now	now	Now
who	who	who
thinks	think	think
he	he	he
can	can	can
be	be	be
the	the	the
big	big	big
community	communiti	community
organizer	organ	organizer
down	down	down
the	the	the
street	street	street
from	from	from
you	you	you
,	,	,
who	who	who
brags	brag	brag
it	it	it
s	s	s
his	his	his
plan	plan	plan
to	to	to
bring	bring	bring
you	you	you
down	down	down
.	.	.

Then	then	Then
The	the	The
New	new	New
York	york	York
Times	time	Times
acts	act	act
like	like	like
it	it	it
s	s	s
not	not	not
true	true	true
.	.	.

Codify	codifi	Codify
the	the	the
data	data	data
each	each	each
day	day	day
,	,	,
go	go	go
after	after	after
them	them	them
with	with	with
their	their	their
own	own	own
words	word	word
.	.	.

Hold	hold	Hold
up	up	up
where	where	where
they	they	they
admit	admit	admit
they	they	they
were	were	were
wiretapping	wiretap	wiretapping
your	your	your
Trump	trump	Trump
Tower	tower	Tower
and	and	and
then	then	then
show	show	show
The	the	The
New	new	New
York	york	York
Times	time	Times
saying	say	saying
they	they	they
re	re	re
not	not	not
doing	do	doing
it	it	it
,	,	,
just	just	just
like	like	like
you	you	you
have	have	have
been	been	been
doing	do	doing
it	it	it
,	,	,
and	and	and
they	they	they
will	will	will
fall	fall	fall
.	.	.
There	there	There
were	were	were
even	even	even
more	more	more
paranoid	paranoid	paranoid
rantings	rant	ranting
,	,	,
but	but	but
the	the	the
bottom	bottom	bottom
line	line	line
was	was	wa
that	that	that
Trump	trump	Trump
should	should	should
kill	kill	kill
all	all	all
his	his	his
enemies	enemi	enemy
before	befor	before
they	they	they
take	take	take
him	him	him
down	down	down
They	they	They
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
you	you	you
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
Barron	barron	Barron
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
Eric	eric	Eric
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
Donald	donald	Donald
Jr	jr	Jr
.	.	.
,	,	,
they	they	they
re	re	re
going	go	going
destroy	destroy	destroy
me	me	me
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
Matt	matt	Matt
Drudge	drudg	Drudge
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
Ron	ron	Ron
Paul	paul	Paul
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
destroy	destroy	destroy
anybody	anybodi	anybody
like	like	like
White	white	White
House	hous	House
senior	senior	senior
adviser	advis	adviser
Stephen	stephen	Stephen
Bannon	bannon	Bannon
that	that	that
actually	actual	actually
stood	stood	stood
