During	dure	During
a	a	a
segment	segment	segment
on	on	on
ABC	abc	ABC
s	s	s
This	this	This
Week	week	Week
,	,	,
Bernie	berni	Bernie
Sanders	sander	Sanders
hammered	hammer	hammered
Donald	donald	Donald
Trump	trump	Trump
for	for	for
talking	talk	talking
about	about	about
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
sex	sex	sex
life	life	life
rather	rather	rather
than	than	than
the	the	the
real	real	real
issues	issu	issue
that	that	that
the	the	the
United	unit	United
States	state	States
should	should	should
be	be	be
focusing	focus	focusing
on	on	on
.	.	.
The	the	The
show	show	show
s	s	s
host	host	host
,	,	,
Martha	martha	Martha
Raddatz	raddatz	Raddatz
,	,	,
brought	brought	brought
the	the	the
subject	subject	subject
up	up	up
,	,	,
asking	ask	asking
Sanders	sander	Sanders
if	if	if
he	he	he
thought	thought	thought
that	that	that
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
sex	sex	sex
life	life	life
should	should	should
be	be	be
considered	consid	considered
fair	fair	fair
game	game	game
during	dure	during
the	the	the
election	elect	election
.	.	.
Donald	donald	Donald
Trump	trump	Trump
and	and	and
Washington	washington	Washington
Post	post	Post
columnist	columnist	columnist
Ruth	ruth	Ruth
Marcus	marcus	Marcus
think	think	think
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
sexual	sexual	sexual
history	histori	history
is	is	is
fair	fair	fair
game	game	game
.	.	.
Do	do	Do
you	you	you
?	?	?
No	no	No
,	,	,
I	i	I
don	don	don
t	t	t
,	,	,
Sanders	sander	Sanders
replied	repli	replied
,	,	,
and	and	and
then	then	then
continued	continu	continued
I	i	I
think	think	think
,	,	,
you	you	you
know	know	know
,	,	,
we	we	we
have	have	have
enormous	enorm	enormous
problems	problem	problem
facing	face	facing
this	this	this
country	countri	country
and	and	and
I	i	I
think	think	think
we	we	we
got	got	got
more	more	more
things	thing	thing
to	to	to
worry	worri	worry
about	about	about
than	than	than
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
sexual	sexual	sexual
life	life	life
.	.	.
I	i	I
think	think	think
interestingly	interest	interestingly
enough	enough	enough
,	,	,
maybe	mayb	maybe
Donald	donald	Donald
Trump	trump	Trump
might	might	might
want	want	want
to	to	to
focus	focus	focus
attention	attent	attention
on	on	on
climate	climat	climate
change	chang	change
,	,	,
understand	understand	understand
that	that	that
climate	climat	climate
change	chang	change
is	is	is
not	not	not
a	a	a
hoax	hoax	hoax
,	,	,
as	as	a
he	he	he
believes	believ	belief
that	that	that
it	it	it
is	is	is
,	,	,
that	that	that
maybe	mayb	maybe
Donald	donald	Donald
Trump	trump	Trump
should	should	should
understand	understand	understand
that	that	that
we	we	we
should	should	should
raise	rais	raise
the	the	the
minimum	minimum	minimum
wage	wage	wage
in	in	in
this	this	this
country	countri	country
,	,	,
which	which	which
he	he	he
opposes	oppos	opposes
,	,	,
and	and	and
maybe	mayb	maybe
we	we	we
should	should	should
not	not	not
be	be	be
giving	give	giving
huge	huge	huge
tax	tax	tax
breaks	break	break
to	to	to
fellow	fellow	fellow
billionaires	billionair	billionaire
like	like	like
Donald	donald	Donald
Trump	trump	Trump
.	.	.
So	so	So
I	i	I
think	think	think
maybe	mayb	maybe
he	he	he
should	should	should
focus	focus	focus
on	on	on
those	those	those
things	thing	thing
,	,	,
Sanders	sander	Sanders
concluded	conclud	concluded
.	.	.
Sanders	sander	Sanders
made	made	made
a	a	a
similar	similar	similar
critique	critiqu	critique
of	of	of
Trump	trump	Trump
last	last	last
week	week	week
.	.	.
Sanders	sander	Sanders
claimed	claim	claimed
that	that	that
he	he	he
could	could	could
win	win	win
over	over	over
Trump	trump	Trump
supporters	support	supporter
.	.	.
That	that	That
claim	claim	claim
must	must	must
have	have	have
scared	scare	scared
the	the	the
hell	hell	hell
out	out	out
of	of	of
Trump	trump	Trump
.	.	.
In	in	In
less	less	le
than	than	than
24	24	24
hours	hour	hour
,	,	,
Trump	trump	Trump
responded	respond	responded
to	to	to
Bernie	berni	Bernie
Sanders	sander	Sanders
,	,	,
saying	say	saying
that	that	that
he	he	he
is	is	is
in	in	in
support	support	support
of	of	of
raising	rais	raising
wages	wage	wage
.	.	.
That	that	That
s	s	s
a	a	a
complete	complet	complete
flip	flip	flip
from	from	from
Trump	trump	Trump
s	s	s
earlier	earlier	earlier
claims	claim	claim
that	that	that
wages	wage	wage
in	in	in
the	the	the
United	unit	United
States	state	States
are	are	are
too	too	too
high	high	high
.	.	.
Of	of	Of
course	cours	course
,	,	,
Trump	trump	Trump
called	call	called
him	him	him
a	a	a
liar	liar	liar
and	and	and
acted	act	acted
like	like	like
a	a	a
complete	complet	complete
douche	douch	douche
bag	bag	bag
about	about	about
the	the	the
whole	whole	whole
thing	thing	thing
.	.	.
Trump	trump	Trump
still	still	still
insists	insist	insists
that	that	that
he	he	he
doesn	doesn	doesn
t	t	t
think	think	think
that	that	that
the	the	the
minimum	minimum	minimum
wage	wage	wage
should	should	should
be	be	be
raised	rais	raised
,	,	,
but	but	but
statements	statement	statement
he	he	he
made	made	made
in	in	in
Politico	politico	Politico
show	show	show
that	that	that
he	he	he
is	is	is
playing	play	playing
defense	defens	defense
on	on	on
the	the	the
issue	issu	issue
.	.	.
Bernie	berni	Bernie
Sanders	sander	Sanders
got	got	got
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
primary	primari	primary
runner	runner	runner
to	to	to
flip	flip	flip
his	his	his
script	script	script
and	and	and
adopt	adopt	adopt
a	a	a
more	more	more
progressive	progress	progressive
message	messag	message
on	on	on
a	a	a
major	major	major
issue	issu	issue
.	.	.
So	so	So
who	who	who
knows	know	know
,	,	,
maybe	mayb	maybe
sometime	sometim	sometime
this	this	this
week	week	week
Trump	trump	Trump
will	will	will
go	go	go
all	all	all
in	in	in
on	on	on
the	the	the
importance	import	importance
of	of	of
fighting	fight	fighting
climate	climat	climate
change	chang	change
?	?	?
Sanders	sander	Sanders
has	has	ha
become	becom	become
a	a	a
force	forc	force
to	to	to
be	be	be
reckoned	reckon	reckoned
with	with	with
because	becaus	because
of	of	of
his	his	his
unrelenting	unrel	unrelenting
commitment	commit	commitment
to	to	to
his	his	his
platform	platform	platform
.	.	.
A	a	A
platform	platform	platform
that	that	that
even	even	even
the	the	the
Republican	republican	Republican
primary	primari	primary
front	front	front
runner	runner	runner
is	is	is
beginning	begin	beginning
to	to	to
co	co	co
-opt	-opt	-opt
.	.	.
You	you	You
can	can	can
watch	watch	watch
the	the	the
segment	segment	segment
below	below	below
.	.	.
https://www.youtube.com/watch?v=eCkSFlxJFMYFeatured	https://www.youtube.com/watch?v=ecksflxjfmyfeatur	https://www.youtube.com/watch?v=eCkSFlxJFMYFeatured
Image	imag	Image
Credit	credit	Credit
Screenshot	screenshot	Screenshot
via	via	via
YouTube	youtub	YouTube
