Donald	donald	Donald
Trump	trump	Trump
s	s	s
wife	wife	wife
was	was	wa
the	the	the
headline	headlin	headline
speaker	speaker	speaker
on	on	on
the	the	the
first	first	first
night	night	night
of	of	of
the	the	the
Republican	republican	Republican
National	nation	National
Convention	convent	Convention
.	.	.

It	it	It
was	was	wa
supposed	suppos	supposed
to	to	to
be	be	be
her	her	her
big	big	big
moment	moment	moment
.	.	.

She	she	She
was	was	wa
supposed	suppos	supposed
to	to	to
be	be	be
convincing	convinc	convincing
everyone	everyon	everyone
that	that	that
she	she	she
was	was	wa
first	first	first
lady	ladi	lady
material	materi	material
.	.	.

But	but	But
that	that	that
all	all	all
went	went	went
straight	straight	straight
down	down	down
the	the	the
toilet	toilet	toilet
when	when	when
she	she	she
got	got	got
busted	bust	busted
for	for	for
stealing	steal	stealing
an	an	an
entire	entir	entire
paragraph	paragraph	paragraph
of	of	of
her	her	her
speech	speech	speech
straight	straight	straight
from	from	from
Michelle	michell	Michelle
Obama	obama	Obama
s	s	s
2008	2008	2008
speech	speech	speech
to	to	to
the	the	the
Democratic	democrat	Democratic
National	nation	National
Committee	committe	Committee
.	.	.
Here	here	Here
is	is	is
the	the	the
suspicious	suspici	suspicious
section	section	section
of	of	of
Melania	melania	Melania
s	s	s
speech	speech	speech
My	my	My
parents	parent	parent
impressed	impress	impressed
on	on	on
me	me	me
the	the	the
value	valu	value
of	of	of
that	that	that
you	you	you
work	work	work
hard	hard	hard
for	for	for
what	what	what
you	you	you
want	want	want
in	in	in
life	life	life
.	.	.

That	that	That
your	your	your
word	word	word
is	is	is
your	your	your
bond	bond	bond
and	and	and
you	you	you
do	do	do
what	what	what
you	you	you
say	say	say
and	and	and
keep	keep	keep
your	your	your
promise	promis	promise
.	.	.

That	that	That
you	you	you
treat	treat	treat
people	peopl	people
with	with	with
respect	respect	respect
.	.	.

Show	show	Show
the	the	the
values	valu	value
and	and	and
morals	moral	moral
in	in	in
in	in	in
the	the	the
daily	daili	daily
life	life	life
.	.	.

That	that	That
