Token	Stem	Lemma
On	on	On
Friday	friday	Friday
Donald	donald	Donald
Trump	trump	Trump
gave	gave	gave
a	a	a
speech	speech	speech
to	to	to
the	the	the
NRA	nra	NRA
after	after	after
picking	pick	picking
up	up	up
their	their	their
endorsement	endors	endorsement
ahead	ahead	ahead
of	of	of
the	the	the
general	general	general
election	elect	election
they	they	they
don	don	don
t	t	t
care	care	care
if	if	if
he	he	he
has	has	ha
a	a	a
week	week	week
record	record	record
on	on	on
guns	gun	gun
as	as	a
long	long	long
as	as	a
he	he	he
s	s	s
a	a	a
Republican	republican	Republican
and	and	and
in	in	in
his	his	his
speech	speech	speech
Trump	trump	Trump
made	made	made
an	an	an
insane	insan	insane
claim	claim	claim
about	about	about
the	the	the
country	countri	country
he	he	he
hopes	hope	hope
to	to	to
lead	lead	lead
Trump	trump	Trump
proclaimed	proclaim	proclaimed
We	we	We
don	don	don
t	t	t
win	win	win
anymore	anymor	anymore
We	we	We
never	never	never
win	win	win
This	this	This
is	is	is
of	of	of
course	cours	course
absurd	absurd	absurd
You	you	You
can	can	can
check	check	check
out	out	out
the	the	the
hashtag	hashtag	hashtag
#WeWinDonald	#wewindonald	#WeWinDonald
for	for	for
examples	exampl	example
of	of	of
America	america	America
winning	win	winning
over	over	over
the	the	the
last	last	last
240	240	240
years	year	year
disclosure	disclosur	disclosure
I	i	I
started	start	started
it	it	it
But	but	But
before	befor	before
the	the	the
ink	ink	ink
on	on	on
the	the	the
NRA	nra	NRA
s	s	s
endorsement	endors	endorsement
was	was	wa
even	even	even
dry	dri	dry
along	along	along
came	came	came
news	news	news
of	of	of
another	anoth	another
American	american	American
victory	victori	victory
This	this	This
time	time	time
against	against	against
the	the	the
Taliban	taliban	Taliban
who	who	who
once	onc	once
harbored	harbor	harbored
Osama	osama	Osama
bin	bin	bin
Laden	laden	Laden
after	after	after
the	the	the
9	9	9
11	11	11
attacks	attack	attack
his	his	his
death	death	death
another	anoth	another
win	win	win
for	for	for
America	america	America
The	the	The
Pentagon	pentagon	Pentagon
says	say	say
it	it	it
launched	launch	launched
an	an	an
airstrike	airstrik	airstrike
in	in	in
Afghanistan	afghanistan	Afghanistan
Saturday	saturday	Saturday
targeting	target	targeting
Mullah	mullah	Mullah
Akhtar	akhtar	Akhtar
Mansur	mansur	Mansur
the	the	the
Taliban	taliban	Taliban
s	s	s
overall	overal	overall
leader	leader	leader
Though	though	Though
the	the	the
Pentagon	pentagon	Pentagon
is	is	is
still	still	still
assessing	assess	assessing
the	the	the
results	result	result
of	of	of
the	the	the
airstrike	airstrik	airstrike
a	a	a
U	u	U
S	s	S
official	offici	official
said	said	said
Mansur	mansur	Mansur
was	was	wa
likely	like	likely
killed	kill	killed
in	in	in
the	the	the
airstrike	airstrik	airstrike
personally	person	personally
authorized	author	authorized
by	by	by
President	presid	President
Obama	obama	Obama
Today	today	Today
the	the	the
Department	depart	Department
of	of	of
Defense	defens	Defense
conducted	conduct	conducted
an	an	an
airstrike	airstrik	airstrike
that	that	that
targeted	target	targeted
Taliban	taliban	Taliban
leader	leader	leader
Mullah	mullah	Mullah
Mansur	mansur	Mansur
in	in	in
a	a	a
remote	remot	remote
area	area	area
of	of	of
the	the	the
Afghanistan	afghanistan	Afghanistan
-Pakistan	-pakistan	-Pakistan
border	border	border
region	region	region
said	said	said
Peter	peter	Peter
Cook	cook	Cook
the	the	the
Pentagon	pentagon	Pentagon
s	s	s
Press	press	Press
Secretary	secretari	Secretary
in	in	in
a	a	a
statement	statement	statement
released	releas	released
Saturday	saturday	Saturday
The	the	The
Pentagon	pentagon	Pentagon
press	press	press
secretary	secretari	secretary
also	also	also
explained	explain	explained
that	that	that
Mansur	mansur	Mansur
has	has	ha
been	been	been
actively	activ	actively
involved	involv	involved
with	with	with
planning	plan	planning
attacks	attack	attack
against	against	against
facilities	facil	facility
in	in	in
Kabul	kabul	Kabul
and	and	and
across	across	across
Afghanistan	afghanistan	Afghanistan
presenting	present	presenting
a	a	a
threat	threat	threat
to	to	to
Afghan	afghan	Afghan
civilians	civilian	civilian
and	and	and
security	secur	security
forces	forc	force
our	our	our
personnel	personnel	personnel
and	and	and
Coalition	coalit	Coalition
partners	partner	partner
President	presid	President
Obama	obama	Obama
authorized	author	authorized
the	the	the
drone	drone	drone
strike	strike	strike
that	that	that
appears	appear	appears
to	to	to
have	have	have
killed	kill	killed
the	the	the
Taliban	taliban	Taliban
leader	leader	leader
while	while	while
en	en	en
route	rout	route
to	to	to
Vietnam	vietnam	Vietnam
on	on	on
Air	air	Air
Force	forc	Force
One	one	One
You	you	You
may	may	may
remember	rememb	remember
that	that	that
President	presid	President
Obama	obama	Obama
s	s	s
epic	epic	epic
correspondent	correspond	correspondent
s	s	s
dinner	dinner	dinner
roast	roast	roast
of	of	of
Donald	donald	Donald
Trump	trump	Trump
came	came	came
at	at	at
the	the	the
same	same	same
time	time	time
the	the	the
Bin	bin	Bin
Laden	laden	Laden
raid	raid	raid
was	was	wa
about	about	about
to	to	to
be	be	be
executed	execut	executed
Perhaps	perhap	Perhaps
it	it	it
s	s	s
time	time	time
to	to	to
start	start	start
panicking	panick	panicking
if	if	if
you	you	you
re	re	re
in	in	in
Al	al	Al
Qaeda	qaeda	Qaeda
or	or	or
the	the	the
Taliban	taliban	Taliban
or	or	or
ISIS	isi	ISIS
when	when	when
Trump	trump	Trump
s	s	s
buffoonery	buffooneri	buffoonery
is	is	is
in	in	in
the	the	the
news	news	news
Featured	featur	Featured
image	imag	image
via	via	via
Flickr	flickr	Flickr
