Apparently	appar	Apparently
,	,	,
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
yet	yet	yet
to	to	to
learn	learn	learn
his	his	his
lesson	lesson	lesson
about	about	about
attacking	attack	attacking
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
.	.	.
Last	last	Last
weekend	weekend	weekend
,	,	,
the	the	the
disgraceful	disgrac	disgraceful
Tweeter	tweeter	Tweeter
in	in	in
Chief	chief	Chief
decided	decid	decided
to	to	to
accuse	accus	accuse
his	his	his
beloved	belov	beloved
predecessor	predecessor	predecessor
of	of	of
wiretapping	wiretap	wiretapping
his	his	his
phones	phone	phone
in	in	in
the	the	the
Trump	trump	Trump
Tower	tower	Tower
before	befor	before
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
.	.	.

He	he	He
immediately	immedi	immediately
regretted	regret	regretted
this	this	this
,	,	,
because	becaus	because
his	his	his
reckless	reckless	reckless
lies	lie	lie
ignited	ignit	ignited
not	not	not
only	onli	only
tons	ton	ton
of	of	of
backlash	backlash	backlash
against	against	against
him	him	him
,	,	,
but	but	but
also	also	also
prompted	prompt	prompted
further	further	further
investigations	investig	investigation
into	into	into
the	the	the
Russia	russia	Russia
scandal	scandal	scandal
.	.	.
America	america	America
has	has	ha
not	not	not
even	even	even
recovered	recov	recovered
from	from	from
the	the	the
shock	shock	shock
that	that	that
a	a	a
current	current	current
POTUS	potus	POTUS
would	would	would
accuse	accus	accuse
a	a	a
former	former	former
leader	leader	leader
of	of	of
the	the	the
free	free	free
world	world	world
of	of	of
doing	do	doing
such	such	such
a	a	a
thing	thing	thing
.	.	.

Regardless	regardless	Regardless
,	,	,
Trump	trump	Trump
took	took	took
to	to	to
Twitter	twitter	Twitter
Saturday	saturday	Saturday
morning	morn	morning
to	to	to
attack	attack	attack
Obama	obama	Obama
again	again	again
.	.	.

At	at	At
around	around	around
9	9	9
30	30	30
am	am	am
,	,	,
Trump	trump	Trump
exercised	exercis	exercised
at	at	at
least	least	least
some	some	some
self	self	self
-control	-control	-control
and	and	and
only	onli	only
tweeted	tweet	tweeted
one	one	one
anti	anti	anti
-Obama	-obama	-Obama
message	messag	message
,	,	,
this	this	this
time	time	time
insulting	insult	insulting
Obamacare	obamacar	Obamacare
while	while	while
hyping	hype	hyping
up	up	up
the	the	the
GOP	gop	GOP
s	s	s
replacement	replac	replacement
bill	bill	bill
which	which	which
by	by	by
the	the	the
way	way	way
,	,	,
is	is	is
an	an	an
absolute	absolut	absolute
disaster	disast	disaster
and	and	and
pretty	pretti	pretty
much	much	much
hated	hate	hated
by	by	by
everyone	everyon	everyone
.	.	.

Trump	trump	Trump
tweeted	tweet	tweeted
Trump	trump	Trump
s	s	s
claim	claim	claim
that	that	that
Obamacare	obamacar	Obamacare
is	is	is
imploding	implod	imploding
is	is	is
just	just	just
as	as	a
hilarious	hilari	hilarious
as	as	a
it	it	it
is	is	is
ridiculous	ridicul	ridiculous
.	.	.

Of	of	Of
course	cours	course
,	,	,
there	there	there
are	are	are
some	some	some
things	thing	thing
about	about	about
Obamacare	obamacar	Obamacare
that	that	that
could	could	could
use	use	use
amending	amend	amending
.	.	.

But	but	But
Americans	american	Americans
,	,	,
for	for	for
the	the	the
most	most	most
part	part	part
,	,	,
are	are	are
very	veri	very
happy	happi	happy
with	with	with
Obamacare	obamacar	Obamacare
and	and	and
are	are	are
pissed	piss	pissed
off	off	off
that	that	that
the	the	the
Republican	republican	Republican
Party	parti	Party
is	is	is
going	go	going
to	to	to
repeal	repeal	repeal
it	it	it
,	,	,
stripping	strip	stripping
millions	million	million
of	of	of
people	peopl	people
of	of	of
their	their	their
health	health	health
care	care	care
.	.	.

Not	not	Not
to	to	to
mention	mention	mention
,	,	,
the	the	the
sloppy	sloppi	sloppy
replacement	replac	replacement
plan	plan	plan
that	that	that
the	the	the
GOP	gop	GOP
is	is	is
putting	put	putting
in	in	in
place	place	place
has	has	ha
already	alreadi	already
been	been	been
highly	high	highly
criticized	critic	criticized
by	by	by
Democrats	democrat	Democrats
and	and	and
Republicans	republican	Republicans
alike	alik	alike
and	and	and
is	is	is
sure	sure	sure
to	to	to
be	be	be
a	a	a
death	death	death
sentence	sentenc	sentence
for	for	for
many	mani	many
Americans	american	Americans
.	.	.
Fortunately	fortun	Fortunately
,	,	,
America	america	America
isn	isn	isn
t	t	t
about	about	about
to	to	to
let	let	let
Trump	trump	Trump
forget	forget	forget
that	that	that
his	his	his
ideas	idea	idea
suck	suck	suck
.	.	.

Once	onc	Once
Trump	trump	Trump
tweeted	tweet	tweeted
his	his	his
attack	attack	attack
on	on	on
Obamacare	obamacar	Obamacare
,	,	,
Twitter	twitter	Twitter
users	user	user
rushed	rush	rushed
in	in	in
to	to	to
take	take	take
Trump	trump	Trump
right	right	right
off	off	off
his	his	his
high	high	high
horse	hors	horse
and	and	and
bring	bring	bring
him	him	him
back	back	back
to	to	to
reality	realiti	reality
.	.	.

Here	here	Here
are	are	are
some	some	some
of	of	of
the	the	the
best	best	best
responses	respons	response
Trump	trump	Trump
is	is	is
absolutely	absolut	absolutely
delusional	delusion	delusional
if	if	if
he	he	he
thinks	think	think
the	the	the
GOP	gop	GOP
s	s	s
plan	plan	plan
is	is	is
going	go	going
to	to	to
put	put	put
Obamacare	obamacar	Obamacare
to	to	to
shame	shame	shame
and	and	and
Americans	american	Americans
will	will	will
make	make	make
sure	sure	sure
he	he	he
realizes	realiz	realizes
it	it	it
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Scott	scott	Scott
Olson	olson	Olson
Getty	getti	Getty
Images	imag	Images

