Donald	donald	Donald
Trump	trump	Trump
has	has	ha
placed	place	placed
gag	gag	gag
orders	order	order
on	on	on
multiple	multipl	multiple
federal	feder	federal
agencies	agenc	agency
,	,	,
telling	tell	telling
them	them	them
to	to	to
not	not	not
only	onli	only
cut	cut	cut
off	off	off
communication	communic	communication
with	with	with
the	the	the
public	public	public
and	and	and
the	the	the
press	press	press
but	but	but
also	also	also
with	with	with
members	member	member
of	of	of
Congress	congress	Congress
.	.	.
Go	go	Go
figure	figur	figure
,	,	,
that	that	that
didn	didn	didn
t	t	t
sit	sit	sit
very	veri	very
well	well	well
with	with	with
some	some	some
people	peopl	people
,	,	,
especially	especi	especially
since	sinc	since
that	that	that
happens	happen	happens
to	to	to
be	be	be
illegal	illeg	illegal
.	.	.
And	and	And
two	two	two
House	hous	House
Democrats	democrat	Democrats
have	have	have
decided	decid	decided
to	to	to
take	take	take
action	action	action
.	.	.
Rep	rep	Rep
.	.	.
Elijah	elijah	Elijah
Cummings	cum	Cummings
and	and	and
Rep	rep	Rep
.	.	.
Frank	frank	Frank
Pallone	pallon	Pallone
sent	sent	sent
a	a	a
letter	letter	letter
to	to	to
the	the	the
White	white	White
House	hous	House
Counsel	counsel	Counsel
asking	ask	asking
that	that	that
they	they	they
take	take	take
immediate	immedi	immediate
action	action	action
to	to	to
remedy	remedi	remedy
the	the	the
Trump	trump	Trump
Administration	administr	Administration
s	s	s
apparent	appar	apparent
violations	violat	violation
of	of	of
multiple	multipl	multiple
federal	feder	federal
laws	law	law
by	by	by
imposing	impos	imposing
gag	gag	gag
orders	order	order
on	on	on
federal	feder	federal
employees	employe	employee
that	that	that
prevent	prevent	prevent
them	them	them
from	from	from
communicating	communic	communicating
with	with	with
Congress	congress	Congress
.	.	.
The	the	The
letter	letter	letter
explained	explain	explained
that	that	that
the	the	the
gag	gag	gag
orders	order	order
appear	appear	appear
to	to	to
violate	violat	violate
the	the	the
Whistleblower	whistleblow	Whistleblower
Protection	protect	Protection
Enhancement	enhanc	Enhancement
Act	act	Act
as	as	a
well	well	well
as	as	a
the	the	the
Consolidated	consolid	Consolidated
Appropriations	appropri	Appropriations
Act	act	Act
of	of	of
2016	2016	2016
because	becaus	because
they	they	they
do	do	do
not	not	not
include	includ	include
a	a	a
mandatory	mandatori	mandatory
statement	statement	statement
explaining	explain	explaining
that	that	that
employees	employe	employee
are	are	are
still	still	still
allowed	allow	allowed
to	to	to
talk	talk	talk
to	to	to
members	member	member
of	of	of
Congress	congress	Congress
and	and	and
Inspectors	inspector	Inspectors
General	general	General
.	.	.
The	the	The
letter	letter	letter
points	point	point
out	out	out
that	that	that
the	the	the
Consolidated	consolid	Consolidated
Appropriations	appropri	Appropriations
Act	act	Act
also	also	also
states	state	state
that	that	that
if	if	if
a	a	a
federal	feder	federal
employee	employe	employee
tries	tri	try
to	to	to
stop	stop	stop
another	anoth	another
federal	feder	federal
employee	employe	employee
from	from	from
speaking	speak	speaking
to	to	to
Congress	congress	Congress
about	about	about
anything	anyth	anything
job	job	job
related	relat	related
,	,	,
they	they	they
forfeit	forfeit	forfeit
their	their	their
salary	salari	salary
.	.	.
Cummings	cum	Cummings
and	and	and
Pallone	pallon	Pallone
cite	cite	cite
a	a	a
memo	memo	memo
issued	issu	issued
by	by	by
the	the	the
Acting	act	Acting
Secretary	secretari	Secretary
of	of	of
the	the	the
Department	depart	Department
of	of	of
Health	health	Health
and	and	and
human	human	human
Services	servic	Services
on	on	on
President	presid	President
Trump	trump	Trump
s	s	s
first	first	first
day	day	day
in	in	in
office	offic	office
,	,	,
which	which	which
states	state	state
No	no	No
correspondence	correspond	correspondence
to	to	to
public	public	public
officials	offici	official
e	e	e
.	.	.
g	g	g
.	.	.
Members	member	Members
of	of	of
Congress	congress	Congress
,	,	,
Governors	governor	Governors
or	or	or
containing	contain	containing
interpretations	interpret	interpretation
or	or	or
statements	statement	statement
of	of	of
Department	depart	Department
regulations	regul	regulation
or	or	or
policy	polici	policy
,	,	,
unless	unless	unless
specifically	specif	specifically
authorized	author	authorized
by	by	by
me	me	me
or	or	or
my	my	my
designee	designe	designee
,	,	,
shall	shall	shall
be	be	be
sent	sent	sent
between	between	between
now	now	now
and	and	and
February	februari	February
3	3	3
.	.	.
The	the	The
congressmen	congressmen	congressman
write	write	write
that	that	that
this	this	this
memo	memo	memo
and	and	and
similar	similar	similar
restrictions	restrict	restriction
placed	place	placed
on	on	on
federal	feder	federal
agencies	agenc	agency
such	such	such
as	as	a
the	the	the
Departments	depart	Departments
of	of	of
Interior	interior	Interior
,	,	,
Transportation	transport	Transportation
,	,	,
and	and	and
Agriculture	agricultur	Agriculture
,	,	,
appears	appear	appears
to	to	to
violate	violat	violate
all	all	all
of	of	of
these	these	these
laws	law	law
.	.	.
Cummings	cum	Cummings
and	and	and
Pallone	pallon	Pallone
then	then	then
urged	urg	urged
the	the	the
Trump	trump	Trump
administration	administr	administration
to	to	to
immediately	immedi	immediately
rescind	rescind	rescind
all	all	all
of	of	of
the	the	the
illegal	illeg	illegal
gag	gag	gag
orders	order	order
.	.	.
They	they	They
added	ad	added
that	that	that
because	becaus	because
of	of	of
the	the	the
magnitude	magnitud	magnitude
of	of	of
these	these	these
problematic	problemat	problematic
directives	direct	directive
,	,	,
we	we	we
request	request	request
that	that	that
the	the	the
President	presid	President
issue	issu	issue
an	an	an
official	offici	official
statement	statement	statement
making	make	making
clear	clear	clear
to	to	to
all	all	all
federal	feder	federal
employees	employe	employee
that	that	that
they	they	they
have	have	have
the	the	the
right	right	right
to	to	to
communicate	communic	communicate
with	with	with
Congress	congress	Congress
and	and	and
that	that	that
he	he	he
and	and	and
his	his	his
Administration	administr	Administration
will	will	will
not	not	not
silence	silenc	silence
or	or	or
retaliate	retali	retaliate
against	against	against
whistleblowers	whistleblow	whistleblower
.	.	.
Featured	featur	Featured
image	imag	image
by	by	by
Alex	alex	Alex
Wong	wong	Wong
via	via	via
Getty	getti	Getty
Images	imag	Images
