Token	Stem	Lemma
Are	are	Are
you	you	you
tired	tire	tired
of	of	of
seeing	see	seeing
pictures	pictur	picture
and	and	and
videos	video	video
of	of	of
Trump	trump	Trump
supporters	support	supporter
being	be	being
beaten	beaten	beaten
and	and	and
bloodied	bloodi	bloodied
by	by	by
Soros	soro	Soros
paid	paid	paid
thugs	thug	thug
and	and	and
Antifa	antifa	Antifa
terrorists	terrorist	terrorist
Apparently	appar	Apparently
these	these	these
Trump	trump	Trump
supporters	support	supporter
are	are	are
also	also	also
tired	tire	tired
of	of	of
seeing	see	seeing
those	those	those
images	imag	image
and	and	and
decided	decid	decided
to	to	to
let	let	let
these	these	these
domestic	domest	domestic
terrorists	terrorist	terrorist
know	know	know
that	that	that
their	their	their
freedom	freedom	freedom
of	of	of
speech	speech	speech
will	will	will
not	not	not
be	be	be
taken	taken	taken
away	away	away
by	by	by
a	a	a
bunch	bunch	bunch
of	of	of
basement	basement	basement
dwellers	dweller	dweller
Watch	watch	Watch
this	this	this
video	video	video
as	as	a
Trump	trump	Trump
supporters	support	supporter
clear	clear	clear
the	the	the
streets	street	street
of	of	of
the	the	the
anti	anti	anti
-Trump	-trump	-Trump
attackers	attack	attacker
and	and	and
send	send	send
them	them	them
running	run	running
back	back	back
to	to	to
their	their	their
parents	parent	parent
basements	basement	basement
Listen	listen	Listen
near	near	near
the	the	the
middle	middl	middle
of	of	of
the	the	the
video	video	video
where	where	where
one	one	one
of	of	of
the	the	the
reporters	report	reporter
tells	tell	tell
viewers	viewer	viewer
They	they	They
re	re	re
kicking	kick	kicking
out	out	out
Antifa	antifa	Antifa
Na	na	Na
na	na	na
na	na	na
na	na	na
na	na	na
nah	nah	nah
Hey	hey	Hey
hey	hey	hey
Yeah	yeah	Yeah
Goodbye	goodby	Goodbye
Singing	sing	Singing
after	after	after
MAGA	maga	MAGA
pushes	push	push
weak	weak	weak
#ANTIFA	#antifa	#ANTIFA
back	back	back
in	in	in
#Berkeley	#berkeley	#Berkeley
pic.twitter.com/mtKuSwvyeT	pic.twitter.com/mtkuswvyet	pic.twitter.com/mtKuSwvyeT
MAGS4	mags4	MAGS4
Trump	trump	Trump
@DJTJohnMiller	@djtjohnmil	@DJTJohnMiller
April	april	April
16	16	16
2017As	2017as	2017As
an	an	an
added	ad	added
bonus	bonus	bonus
Trump	trump	Trump
supporters	support	supporter
celebrate	celebr	celebrate
their	their	their
victory	victori	victory
against	against	against
Antifa	antifa	Antifa
thugs	thug	thug
by	by	by
chanting	chant	chanting
We	we	We
Are	are	Are
The	the	The
Champions	champion	Champions
We	we	We
are	are	are
the	the	the
champions	champion	champion
No	no	No
time	time	time
for	for	for
loser	loser	loser
ANTIFA	antifa	ANTIFA
because	becaus	because
we	we	we
are	are	are
the	the	the
champions	champion	champion
of	of	of
the	the	the
world	world	world
We	we	We
won	won	won
Berkeley	berkeley	Berkeley
So	so	So
tired	tire	tired
of	of	of
all	all	all
this	this	this
winning	win	winning
pic.twitter.com/1GjYCMle2D	pic.twitter.com/1gjycmle2d	pic.twitter.com/1GjYCMle2D
Irma	irma	Irma
Hinojosa	hinojosa	Hinojosa
@irmahinojosa_	@irmahinojosa_	@irmahinojosa_
April	april	April
16	16	16
2017	2017	2017
