On	on	On
Tuesday	tuesday	Tuesday
,	,	,
the	the	the
Grammys	grammi	Grammys
announced	announc	announced
their	their	their
nominations	nomin	nomination
for	for	for
the	the	the
2018	2018	2018
awards	award	award
shows	show	show
,	,	,
and	and	and
there	there	there
are	are	are
some	some	some
notable	notabl	notable
additions	addit	addition
and	and	and
snubs	snub	snub
that	that	that
make	make	make
it	it	it
look	look	look
like	like	like
the	the	the
Recording	record	Recording
Academy	academi	Academy
is	is	is
getting	get	getting
into	into	into
the	the	the
business	busi	business
of	of	of
identity	ident	identity
politics	polit	politics
.	.	.
For	for	For
the	the	the
first	first	first
time	time	time
in	in	in
14	14	14
years	year	year
,	,	,
no	no	no
country	countri	country
music	music	music
acts	act	act
were	were	were
nominated	nomin	nominated
for	for	for
the	the	the
top	top	top
awards	award	award
record	record	record
of	of	of
the	the	the
year	year	year
,	,	,
song	song	song
of	of	of
the	the	the
year	year	year
,	,	,
and	and	and
album	album	album
of	of	of
the	the	the
year	year	year
.	.	.

Instead	instead	Instead
,	,	,
the	the	the
Grammys	grammi	Grammys
took	took	took
a	a	a
sharp	sharp	sharp
turn	turn	turn
towards	toward	towards
honoring	honor	honoring
hip	hip	hip
-hop	-hop	-hop
,	,	,
R	r	R
B	b	B
,	,	,
and	and	and
funk	funk	funk
for	for	for
the	the	the
top	top	top
awards	award	award
.	.	.
According	accord	According
to	to	to
Buzzfeed	buzzfe	Buzzfeed
The	the	The
night	night	night
s	s	s
biggest	biggest	biggest
category	categori	category
,	,	,
Album	album	Album
of	of	of
the	the	the
Year	year	Year
,	,	,
not	not	not
only	onli	only
has	has	ha
majority	major	majority
black	black	black
nominees	nomine	nominee
,	,	,
but	but	but
also	also	also
has	has	ha
no	no	no
white	white	white
male	male	male
nominees	nomine	nominee
for	for	for
the	the	the
first	first	first
time	time	time
in	in	in
19	19	19
years	year	year
.	.	.
This	this	This
is	is	is
also	also	also
the	the	the
first	first	first
year	year	year
the	the	the
Record	record	Record
of	of	of
the	the	the
Year	year	Year
category	categori	category
is	is	is
only	onli	only
people	peopl	people
of	of	of
color	color	color
with	with	with
the	the	the
exception	except	exception
of	of	of
Justin	justin	Justin
Bieber	bieber	Bieber
,	,	,
who	who	who
is	is	is
featured	featur	featured
on	on	on
Luis	lui	Luis
Fonsi	fonsi	Fonsi
Daddy	daddi	Daddy
Yankee	yanke	Yankee
s	s	s
Despacito	despacito	Despacito
.	.	.
The	the	The
Best	best	Best
New	new	New
Artist	artist	Artist
category	categori	category
is	is	is
also	also	also
majority	major	majority
black	black	black
this	this	this
year	year	year
with	with	with
SZA	sza	SZA
,	,	,
Khalid	khalid	Khalid
,	,	,
and	and	and
Lil	lil	Lil
Uzi	uzi	Uzi
Vert	vert	Vert
all	all	all
gaining	gain	gaining
nominations	nomin	nomination
.	.	.

SZA	sza	SZA
is	is	is
also	also	also
this	this	this
year	year	year
s	s	s
most	most	most
Grammy	grammi	Grammy
-nominated	-nomin	-nominated
woman	woman	woman
.	.	.
Rapper	rapper	Rapper
Jay	jay	Jay
-Z	-z	-Z
and	and	and
pop	pop	pop
singer	singer	singer
Bruno	bruno	Bruno
Mars	mar	Mars
got	got	got
nods	nod	nod
in	in	in
all	all	all
three	three	three
top	top	top
categories	categori	category
,	,	,
while	while	while
rapper	rapper	rapper
singer	singer	singer
Childish	childish	Childish
Gambino	gambino	Gambino
a	a	a
.	.	.
k	k	k
.	.	.
a	a	a
.	.	.
Donald	donald	Donald
Glover	glover	Glover
,	,	,
rapper	rapper	rapper
Kendrick	kendrick	Kendrick
Lamar	lamar	Lamar
,	,	,
and	and	and
the	the	the
coupling	coupl	coupling
of	of	of
Luis	lui	Luis
Fonsi	fonsi	Fonsi
Daddy	daddi	Daddy
Yankee	yanke	Yankee
got	got	got
nods	nod	nod
in	in	in
two	two	two
of	of	of
the	the	the
top	top	top
three	three	three
categories	categori	category
.	.	.

Meanwhile	meanwhil	Meanwhile
,	,	,
rapper	rapper	rapper
Logic	logic	Logic
got	got	got
nominated	nomin	nominated
for	for	for
his	his	his
anti	anti	anti
-suicide	-suicid	-suicide
song	song	song
1	1	1
-800-273-8255	-800-273-8255	-800-273-8255
for	for	for
song	song	song
of	of	of
the	the	the
year	year	year
.	.	.
Objectively	object	Objectively
speaking	speak	speaking
,	,	,
Jay	jay	Jay
-Z	-z	-Z
,	,	,
Mars	mar	Mars
,	,	,
Gambino	gambino	Gambino
,	,	,
Lamar	lamar	Lamar
,	,	,
Fonsi	fonsi	Fonsi
,	,	,
and	and	and
Yankee	yanke	Yankee
put	put	put
out	out	out
some	some	some
great	great	great
product	product	product
this	this	this
past	past	past
year	year	year
,	,	,
and	and	and
with	with	with
any	ani	any
awards	award	award
show	show	show
,	,	,
there	there	there
are	are	are
going	go	going
to	to	to
be	be	be
some	some	some
snubs	snub	snub
.	.	.

However	howev	However
,	,	,
it	it	it
appeared	appear	appeared
that	that	that
Ed	ed	Ed
Sheeran	sheeran	Sheeran
,	,	,
Lady	ladi	Lady
Gaga	gaga	Gaga
,	,	,
Pink	pink	Pink
,	,	,
Kelly	kelli	Kelly
Clarkson	clarkson	Clarkson
,	,	,
Kesha	kesha	Kesha
,	,	,
and	and	and
Miranda	miranda	Miranda
Lambert	lambert	Lambert
were	were	were
all	all	all
looked	look	looked
over	over	over
from	from	from
the	the	the
top	top	top
categories	categori	category
because	becaus	because
of	of	of
concerns	concern	concern
about	about	about
white	white	white
supremacy	supremaci	supremacy
.	.	.

Instead	instead	Instead
,	,	,
Lorde	lord	Lorde
,	,	,
the	the	the
20	20	20
-year-old	-year-old	-year-old
New	new	New
Zealand	zealand	Zealand
singer	singer	singer
,	,	,
and	and	and
Julia	julia	Julia
Michaels	michael	Michaels
,	,	,
the	the	the
24	24	24
-year-old	-year-old	-year-old
singer	singer	singer
from	from	from
Iowa	iowa	Iowa
,	,	,
were	were	were
the	the	the
only	onli	only
pop	pop	pop
acts	act	act
to	to	to
be	be	be
nominated	nomin	nominated
for	for	for
the	the	the
top	top	top
categories	categori	category
.	.	.

Washington	washington	Washington
ExaminerSince	examinersinc	ExaminerSince
rap	rap	rap
seems	seem	seems
to	to	to
have	have	have
surpassed	surpass	surpassed
country	countri	country
in	in	in
popularity	popular	popularity
well	well	well
,	,	,
at	at	at
least	least	least
according	accord	according
to	to	to
the	the	the
Grammys	grammi	Grammys
,	,	,
in	in	in
an	an	an
effort	effort	effort
to	to	to
address	address	address
White	white	White
supremacy	supremaci	supremacy
,	,	,
perhaps	perhap	perhaps
it	it	it
s	s	s
worth	worth	worth
taking	take	taking
a	a	a
look	look	look
at	at	at
the	the	the
black	black	black
rapper	rapper	rapper
,	,	,
Snoop	snoop	Snoop
Dogg	dogg	Dogg
,	,	,
who	who	who
shamelessly	shameless	shamelessly
promotes	promot	promotes
killing	kill	killing
our	our	our
President	presid	President
and	and	and
violence	violenc	violence
against	against	against
his	his	his
supporters	support	supporter
.	.	.

Paul	paul	Paul
Joseph	joseph	Joseph
Watson	watson	Watson
made	made	made
a	a	a
brilliant	brilliant	brilliant
video	video	video
that	that	that
exposes	expos	expose
how	how	how
gangster	gangster	gangster
rap	rap	rap
increases	increas	increase
racism	racism	racism
in	in	in
America	america	America
.	.	.

racist	racist	racist
45	45	45
-year-old	-year-old	-year-old
rapper	rapper	rapper
Snoop	snoop	Snoop
Dogg	dogg	Dogg
Language	languag	Language
warning	warn	warning

