Remember	rememb	Remember
,	,	,
this	this	this
is	is	is
the	the	the
same	same	same
guy	guy	guy
who	who	who
has	has	ha
been	been	been
going	go	going
around	around	around
calling	call	calling
Iran	iran	Iran
one	one	one
of	of	of
our	our	our
greatest	greatest	greatest
enemies	enemi	enemy
,	,	,
it	it	it
turns	turn	turn
out	out	out
he	he	he
seemed	seem	seemed
to	to	to
have	have	have
no	no	no
problem	problem	problem
aiding	aid	aiding
one	one	one
of	of	of
their	their	their
biggest	biggest	biggest
banks	bank	bank
that	that	that
also	also	also
happens	happen	happens
to	to	to
be	be	be
linked	link	linked
to	to	to
terrorism	terror	terrorism
.	.	.
Recent	recent	Recent
reports	report	report
reveal	reveal	reveal
that	that	that
Donald	donald	Donald
Trump	trump	Trump
was	was	wa
being	be	being
paid	paid	paid
half	half	half
a	a	a
million	million	million
dollars	dollar	dollar
in	in	in
yearly	year	yearly
rent	rent	rent
between	between	between
1998	1998	1998
and	and	and
2003	2003	2003
by	by	by
Bank	bank	Bank
Melli	melli	Melli
.	.	.
The	the	The
Iranian	iranian	Iranian
bank	bank	bank
that	that	that
not	not	not
only	onli	only
aided	aid	aided
Iran	iran	Iran
in	in	in
obtaining	obtain	obtaining
materials	materi	material
for	for	for
their	their	their
nuclear	nuclear	nuclear
program	program	program
but	but	but
also	also	also
funneled	funnel	funneled
100	100	100
million	million	million
to	to	to
the	the	the
Quds	qud	Quds
Force	forc	Force
unit	unit	unit
of	of	of
the	the	the
Iranian	iranian	Iranian
Revolutionary	revolutionari	Revolutionary
Guard	guard	Guard
,	,	,
which	which	which
supports	support	support
acts	act	act
of	of	of
terrorism	terror	terrorism
.	.	.
Accepting	accept	Accepting
rent	rent	rent
payments	payment	payment
from	from	from
this	this	this
bank	bank	bank
may	may	may
have	have	have
violated	violat	violated
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
embargo	embargo	embargo
that	that	that
had	had	had
been	been	been
slapped	slap	slapped
on	on	on
Iran	iran	Iran
at	at	at
the	the	the
time	time	time
,	,	,
which	which	which
means	mean	mean
Donald	donald	Donald
Trump	trump	Trump
is	is	is
a	a	a
serial	serial	serial
violator	violat	violator
of	of	of
embargoes	embargo	embargo
placed	place	placed
on	on	on
enemy	enemi	enemy
nations	nation	nation
.	.	.
Just	just	Just
last	last	last
week	week	week
,	,	,
Trump	trump	Trump
was	was	wa
outed	out	outed
by	by	by
Newsweek	newsweek	Newsweek
for	for	for
violating	violat	violating
the	the	the
Cuban	cuban	Cuban
embargo	embargo	embargo
in	in	in
1998	1998	1998
,	,	,
which	which	which
is	is	is
the	the	the
same	same	same
year	year	year
he	he	he
bought	bought	bought
the	the	the
General	general	General
Motors	motor	Motors
Building	build	Building
in	in	in
Manhattan	manhattan	Manhattan
and	and	and
began	began	began
accepting	accept	accepting
rent	rent	rent
payments	payment	payment
from	from	from
the	the	the
Iranian	iranian	Iranian
bank	bank	bank
.	.	.
Former	former	Former
State	state	State
Department	depart	Department
official	offici	official
Richard	richard	Richard
Nephew	nephew	Nephew
,	,	,
who	who	who
helped	help	helped
both	both	both
President	presid	President
Bush	bush	Bush
and	and	and
President	presid	President
Obama	obama	Obama
hit	hit	hit
Iran	iran	Iran
with	with	with
sanctions	sanction	sanction
has	has	ha
a	a	a
big	big	big
problem	problem	problem
with	with	with
Trump	trump	Trump
renting	rent	renting
