Donald	donald	Donald
Trump	trump	Trump
is	is	is
so	so	so
desperate	desper	desperate
to	to	to
hear	hear	hear
praise	prais	praise
that	that	that
he	he	he
is	is	is
retweeting	retweet	retweeting
anyone	anyon	anyone
who	who	who
congratulates	congratul	congratulates
him	him	him
for	for	for
withdrawing	withdraw	withdrawing
the	the	the
United	unit	United
States	state	States
from	from	from
the	the	the
Paris	pari	Paris
climate	climat	climate
deal	deal	deal
.	.	.
In	in	In
an	an	an
effort	effort	effort
to	to	to
prevent	prevent	prevent
and	and	and
reverse	revers	reverse
climate	climat	climate
change	chang	change
,	,	,
the	the	the
developing	develop	developing
nations	nation	nation
of	of	of
the	the	the
world	world	world
came	came	came
together	togeth	together
in	in	in
Paris	pari	Paris
,	,	,
France	franc	France
and	and	and
agreed	agre	agreed
to	to	to
curb	curb	curb
their	their	their
carbon	carbon	carbon
emissions	emiss	emission
.	.	.
Trump	trump	Trump
,	,	,
however	howev	however
,	,	,
is	is	is
a	a	a
climate	climat	climate
change	chang	change
denier	denier	denier
.	.	.
So	so	So
he	he	he
promised	promis	promised
to	to	to
pull	pull	pull
America	america	America
out	out	out
of	of	of
the	the	the
deal	deal	deal
and	and	and
he	he	he
did	did	did
exactly	exact	exactly
that	that	that
on	on	on
Thursday	thursday	Thursday
.	.	.
In	in	In
order	order	order
to	to	to
fulfill	fulfil	fulfill
my	my	my
solemn	solemn	solemn
duty	duti	duty
to	to	to
protect	protect	protect
America	america	America
and	and	and
its	it	it
citizens	citizen	citizen
,	,	,
the	the	the
United	unit	United
States	state	States
will	will	will
withdraw	withdraw	withdraw
from	from	from
the	the	the
Paris	pari	Paris
climate	climat	climate
accord	accord	accord
,	,	,
Trump	trump	Trump
announced	announc	announced
.	.	.
We	we	We
re	re	re
getting	get	getting
out	out	out
.	.	.
And	and	And
then	then	then
he	he	he
referred	refer	referred
to	to	to
himself	himself	himself
in	in	in
the	the	the
third	third	third
person	person	person
and	and	and
patted	pat	patted
himself	himself	himself
on	on	on
the	the	the
back	back	back
.	.	.
The	the	The
Paris	pari	Paris
accord	accord	accord
is	is	is
a	a	a
bad	bad	bad
deal	deal	deal
for	for	for
Americans	american	Americans
and	and	and
the	the	the
President	presid	President
s	s	s
action	action	action
today	today	today
is	is	is
keeping	keep	keeping
his	his	his
campaign	campaign	campaign
promise	promis	promise
to	to	to
put	put	put
America	america	America
first	first	first
.	.	.
The	the	The
accord	accord	accord
was	was	wa
negotiated	negoti	negotiated
poorly	poor	poorly
by	by	by
the	the	the
Obama	obama	Obama
administration	administr	administration
out	out	out
of	of	of
desperation	desper	desperation
.	.	.
Trump	trump	Trump
s	s	s
decision	decis	decision
has	has	ha
spurred	spur	spurred
outrage	outrag	outrage
across	across	across
the	the	the
nation	nation	nation
and	and	and
around	around	around
the	the	the
globe	globe	globe
as	as	a
world	world	world
leaders	leader	leader
feel	feel	feel
that	that	that
the	the	the
United	unit	United
States	state	States
has	has	ha
betrayed	betray	betrayed
them	them	them
.	.	.
One	one	One
of	of	of
the	the	the
big	big	big
reasons	reason	reason
why	whi	why
the	the	the
Paris	pari	Paris
Agreement	agreement	Agreement
became	becam	became
reality	realiti	reality
is	is	is
because	becaus	because
the	the	the
United	unit	United
States	state	States
led	led	led
the	the	the
way	way	way
.	.	.
Now	now	Now
America	america	America
is	is	is
retreating	retreat	retreating
from	from	from
that	that	that
leadership	leadership	leadership
role	role	role
.	.	.
However	howev	However
,	,	,
Trump	trump	Trump
was	was	wa
only	onli	only
