We	we	We
re	re	re
not	not	not
gonna	gonna	gonna
go	go	go
away	away	away
,	,	,
we	we	we
re	re	re
not	not	not
gonna	gonna	gonna
quit	quit	quit
.	.	.
Cuz	cuz	Cuz
if	if	if
you	you	you
re	re	re
willing	will	willing
to	to	to
kill	kill	kill
me	me	me
,	,	,
who	who	who
else	els	else
are	are	are
you	you	you
gonna	gonna	gonna
kill	kill	kill
?	?	?
An	an	An
Aurora	aurora	Aurora
police	polic	police
officer	offic	officer
wants	want	want
this	this	this
person	person	person
or	or	or
people	peopl	people
threatening	threaten	threatening
cops	cop	cop
to	to	to
know	know	know
they	they	they
are	are	are
only	onli	only
strengthening	strengthen	strengthening
his	his	his
resolve	resolv	resolve
to	to	to
be	be	be
a	a	a
police	polic	police
officer	offic	officer
because	becaus	because
it	it	it
s	s	s
people	peopl	people
like	like	like
this	this	this
creep	creep	creep
who	who	who
they	they	they
re	re	re
protecting	protect	protecting
others	other	others
from	from	from
.	.	.
The	the	The
Aurora	aurora	Aurora
Police	polic	Police
Dept	dept	Dept
.	.	.
has	has	ha
released	releas	released
audio	audio	audio
of	of	of
an	an	an
alarming	alarm	alarming
911	911	911
call	call	call
over	over	over
the	the	the
weekend	weekend	weekend
,	,	,
when	when	when
an	an	an
anonymous	anonym	anonymous
caller	caller	caller
threatened	threaten	threatened
to	to	to
shoot	shoot	shoot
any	ani	any
officer	offic	officer
found	found	found
alone	alon	alone
in	in	in
the	the	the
streets	street	street
.	.	.
It	it	It
s	s	s
a	a	a
credible	credibl	credible
threat	threat	threat
,	,	,
police	polic	police
said	said	said
one	one	one
that	that	that
they	they	they
wanted	want	wanted
the	the	the
community	communiti	community
to	to	to
be	be	be
aware	awar	aware
of	of	of
.	.	.
According	accord	According
to	to	to
9News	9new	9News
,	,	,
the	the	the
menacing	menac	menacing
call	call	call
came	came	came
in	in	in
about	about	about
5	5	5
45	45	45
p	p	p
.	.	.
m	m	m
Sunday	sunday	Sunday
via	via	via
a	a	a
disconnected	disconnect	disconnected
Cricket	cricket	Cricket
cell	cell	cell
phone	phone	phone
.	.	.
The	the	The
male	male	male
caller	caller	caller
heard	heard	heard
on	on	on
the	the	the
audio	audio	audio
recording	record	recording
appears	appear	appears
to	to	to
be	be	be
disguising	disguis	disguising
his	his	his
voice	voic	voice
and	and	and
possibly	possibl	possibly
using	use	using
a	a	a
recording	record	recording
,	,	,
several	sever	several
local	local	local
news	news	news
stations	station	station
reported	report	reported
.	.	.
Police	polic	Police
announced	announc	announced
over	over	over
the	the	the
holiday	holiday	holiday
weekend	weekend	weekend
,	,	,
and	and	and
following	follow	following
the	the	the
call	call	call
,	,	,
that	that	that
they	they	they
will	will	will
always	alway	always
have	have	have
two	two	two
people	peopl	people
to	to	to
a	a	a
car	car	car
,	,	,
to	to	to
ensure	ensur	ensure
the	the	the
safety	safeti	safety
of	of	of
their	their	their
officers	offic	officer
.	.	.
The	the	The
threat	threat	threat
involved	involv	involved
shooting	shoot	shooting
down	down	down
officers	offic	officer
in	in	in
both	both	both
Denver	denver	Denver
and	and	and
Aurora	aurora	Aurora
,	,	,
Colorado	colorado	Colorado
.	.	.
FOX31	fox31	FOX31
Denver	denver	Denver
obtained	obtain	obtained
the	the	the
audio	audio	audio
recording	record	recording
,	,	,
in	in	in
which	which	which
the	the	the
caller	caller	caller
says	say	say
in	in	in
part	part	part
It	it	It
s	s	s
time	time	time
that	that	that
you	you	you
guys	guy	guy
know	know	know
we	we	we
are	are	are
no	no	no
longer	longer	longer
playing	play	playing
around	around	around
with	with	with
the	the	the
police	polic	police
departments	depart	department
.	.	.
Aurora	aurora	Aurora
and	and	and
Denver	denver	Denver
,	,	,
we	we	we
are	are	are
about	about	about
to	to	to
start	start	start
striking	strike	striking
fear	fear	fear
shooting	shoot	shooting
down	down	down
all	all	all
cops	cop	cop
that	that	that
we	we	we
see	see	see
by	by	by
their	their	their
selves	selv	self
.	.	.
Both	both	Both
Aurora	aurora	Aurora
and	and	and
Denver	denver	Denver
police	polic	police
say	say	say
they	they	they
are	are	are
not	not	not
scared	scare	scared
away	away	away
by	by	by
this	this	this
,	,	,
it	it	it
s	s	s
only	onli	only
making	make	making
them	them	them
stronger	stronger	stronger
.	.	.
It	it	It
s	s	s
going	go	going
on	on	on
nationally	nation	nationally
.	.	.
It	it	It
s	s	s
going	go	going
to	to	to
come	come	come
here	here	here
.	.	.
There	there	There
s	s	s
nobody	nobodi	nobody
that	that	that
s	s	s
immune	immun	immune
to	to	to
it	it	it
.	.	.
Nobody	nobodi	Nobody
in	in	in
law	law	law
enforcement	enforc	enforcement
,	,	,
Denver	denver	Denver
police	polic	police
Det	det	Det
.	.	.
Nick	nick	Nick
Rogers	roger	Rogers
said	said	said
.	.	.
Via	via	Via
LEO	leo	LEO
AffairsAccording	affairsaccord	AffairsAccording
to	to	to
a	a	a
warning	warn	warning
sent	sent	sent
to	to	to
law	law	law
enforcement	enforc	enforcement
Monday	monday	Monday
,	,	,
a	a	a
caller	caller	caller
contacted	contact	contacted
Aurora	aurora	Aurora
911	911	911
dispatch	dispatch	dispatch
around	around	around
5	5	5
45	45	45
p	p	p
.	.	.
m	m	m
Sunday	sunday	Sunday
via	via	via
a	a	a
disconnected	disconnect	disconnected
Cricket	cricket	Cricket
cell	cell	cell
phone	phone	phone
.	.	.
The	the	The
male	male	male
caller	caller	caller
sounded	sound	sounded
as	as	a
if	if	if
he	he	he
was	was	wa
attempting	attempt	attempting
to	to	to
disguise	disguis	disguise
his	his	his
voice	voic	voice
,	,	,
or	or	or
was	was	wa
possibly	possibl	possibly
using	use	using
a	a	a
recording	record	recording
,	,	,
the	the	the
warning	warn	warning
said	said	said
.	.	.
The	the	The
call	call	call
lasted	last	lasted
37	37	37
seconds	second	second
,	,	,
and	and	and
the	the	the
caller	caller	caller
reportedly	report	reportedly
said	said	said
It	it	It
s	s	s
time	time	time
you	you	you
guys	guy	guy
know	know	know
that	that	that
we	we	we
are	are	are
no	no	no
longer	longer	longer
playing	play	playing
around	around	around
with	with	with
the	the	the
police	polic	police
departments	depart	department
.	.	.
Aurora	aurora	Aurora
and	and	and
Denver	denver	Denver
we	we	we
are	are	are
about	about	about
to	to	to
start	start	start
striking	strike	striking
fear	fear	fear
,	,	,
shooting	shoot	shooting
down	down	down
all	all	all
cops	cop	cop
that	that	that
we	we	we
see	see	see
by	by	by
their	their	their
selves	selv	self
.	.	.
The	the	The
caller	caller	caller
went	went	went
on	on	on
to	to	to
say	say	say
,	,	,
You	you	You
guys	guy	guy
are	are	are
evicting	evict	evicting
innocent	innoc	innocent
people	peopl	people
.	.	.
Let	let	Let
us	us	u
catch	catch	catch
you	you	you
by	by	by
yourself	yourself	yourself
and	and	and
it	it	it
s	s	s
shots	shot	shot
fired	fire	fired
.	.	.
Approximately	approxim	Approximately
four	four	four
hours	hour	hour
later	later	later
,	,	,
Aurora	aurora	Aurora
police	polic	police
officers	offic	officer
were	were	were
fired	fire	fired
upon	upon	upon
while	while	while
responding	respond	responding
to	to	to
a	a	a
call	call	call
,	,	,
the	the	the
warning	warn	warning
said	said	said
.	.	.
It	it	It
is	is	is
unclear	unclear	unclear
if	if	if
the	the	the
shooting	shoot	shooting
was	was	wa
an	an	an
ambush	ambush	ambush
situation	situat	situation
.	.	.
Via	via	Via
9	9	9
News	news	News
