Token	Stem	Lemma
The	the	The
Washington	washington	Washington
Post	post	Post
published	publish	published
a	a	a
propaganda	propaganda	propaganda
organizing	organ	organizing
piece	piec	piece
for	for	for
the	the	the
Democrat	democrat	Democrat
Party	parti	Party
Democrats	democrat	Democrats
resistance	resist	resistance
calls	call	call
for	for	for
a	a	a
July	juli	July
4th	4th	4th
recess	recess	recess
push	push	push
to	to	to
kill	kill	kill
GOP	gop	GOP
billFrom	billfrom	billFrom
the	the	the
article	articl	article
The	the	The
moment	moment	moment
that	that	that
Senate	senat	Senate
Majority	major	Majority
Leader	leader	Leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
R	r	R
-Ky	-ki	-Ky
told	told	told
Republicans	republican	Republicans
that	that	that
there	there	there
could	could	could
be	be	be
no	no	no
vote	vote	vote
on	on	on
the	the	the
party	parti	party
s	s	s
health	health	health
-care	-care	-care
bill	bill	bill
this	this	this
week	week	week
Senate	senat	Senate
Democrats	democrat	Democrats
were	were	were
in	in	in
a	a	a
familiar	familiar	familiar
position	posit	position
headed	head	headed
to	to	to
a	a	a
protest	protest	protest
In	in	In
the	the	the
Senate	senat	Senate
swamp	swamp	swamp
a	a	a
well	well	well
-kept	-kept	-kept
lawn	lawn	lawn
across	across	across
from	from	from
the	the	the
Capitol	capitol	Capitol
hundreds	hundr	hundred
of	of	of
activists	activist	activist
from	from	from
Planned	plan	Planned
Parenthood	parenthood	Parenthood
AFSCME	afscm	AFSCME
and	and	and
smaller	smaller	smaller
progressive	progress	progressive
groups	group	group
were	were	were
hooting	hoot	hooting
and	and	and
cheering	cheer	cheering
their	their	their
latest	latest	latest
mini	mini	mini
-victory	-victori	-victory
The	the	The
People	peopl	People
s	s	s
Filibuster	filibust	Filibuster
scheduled	schedul	scheduled
to	to	to
last	last	last
all	all	all
week	week	week
had	had	had
triumphed	triumph	triumphed
in	in	in
its	it	it
first	first	first
few	few	few
minutes	minut	minute
The	the	The
delay	delay	delay
of	of	of
BRCA	brca	BRCA
which	which	which
Republicans	republican	Republicans
had	had	had
hoped	hope	hoped
to	to	to
vote	vote	vote
on	on	on
this	this	this
week	week	week
came	came	came
after	after	after
disagreements	disagr	disagreement
inside	insid	inside
the	the	the
majority	major	majority
party	parti	party
But	but	But
it	it	it
was	was	wa
egged	eg	egged
on	on	on
by	by	by
the	the	the
Resistance	resist	Resistance
the	the	the
loose	loos	loose
collection	collect	collection
of	of	of
more	more	more
than	than	than
1	1	1
000	000	000
groups	group	group
working	work	working
to	to	to
stop	stop	stop
the	the	the
Republican	republican	Republican
agenda	agenda	agenda
that	that	that
sprang	sprang	sprang
out	out	out
of	of	of
Trump	trump	Trump
s	s	s
surprise	surpris	surprise
election	elect	election
A	a	A
bill	bill	bill
designed	design	designed
by	by	by
wealthy	wealthi	wealthy
white	white	white
men	men	men
for	for	for
wealthy	wealthi	wealthy
white	white	white
men	men	men
will	will	will
only	onli	only
further	further	further
marginalize	margin	marginalize
disenfranchised	disenfranchis	disenfranchised
communities	communiti	community
said	said	said
the	the	the
organizers	organ	organizer
of	of	of
