Token	Stem	Lemma
The	the	The
main	main	main
stream	stream	stream
media	media	medium
wasted	wast	wasted
no	no	no
time	time	time
in	in	in
trashing	trash	trashing
Congressman	congressman	Congressman
Pompeo	pompeo	Pompeo
and	and	and
his	his	his
supposed	suppos	supposed
anti	anti	anti
-Islamic	-islam	-Islamic
rhetoric	rhetor	rhetoric
Pompeo	pompeo	Pompeo
of	of	of
Wichita	wichita	Wichita
met	met	met
with	with	with
the	the	the
president	presid	president
-elect	-elect	-elect
s	s	s
transition	transit	transition
team	team	team
in	in	in
New	new	New
York	york	York
s	s	s
Trump	trump	Trump
Tower	tower	Tower
earlier	earlier	earlier
this	this	this
week	week	week
He	he	He
is	is	is
a	a	a
member	member	member
of	of	of
the	the	the
House	hous	House
Select	select	Select
Committee	committe	Committee
on	on	on
Intelligence	intellig	Intelligence
and	and	and
has	has	ha
been	been	been
an	an	an
ardent	ardent	ardent
supporter	support	supporter
of	of	of
the	the	the
Patriot	patriot	Patriot
Act	act	Act
and	and	and
the	the	the
National	nation	National
Security	secur	Security
Agency	agenc	Agency
s	s	s
collection	collect	collection
of	of	of
bulk	bulk	bulk
data	data	data
Pompeo	pompeo	Pompeo
was	was	wa
a	a	a
vocal	vocal	vocal
critic	critic	critic
of	of	of
President	presid	President
Obama	obama	Obama
s	s	s
nuclear	nuclear	nuclear
deal	deal	deal
with	with	with
Iran	iran	Iran
and	and	and
has	has	ha
come	come	come
under	under	under
fire	fire	fire
for	for	for
what	what	what
his	his	his
critics	critic	critic
have	have	have
called	call	called
anti	anti	anti
-Islamic	-islam	-Islamic
rhetoric	rhetor	rhetoric
Via	via	Via
FOX	fox	FOX
News	news	News
