Donald	donald	Donald
Trump	trump	Trump
has	has	ha
decided	decid	decided
to	to	to
throw	throw	throw
out	out	out
60	60	60
years	year	year
worth	worth	worth
of	of	of
tradition	tradit	tradition
for	for	for
his	his	his
inauguration	inaugur	inauguration
by	by	by
replacing	replac	replacing
the	the	the
man	man	man
who	who	who
s	s	s
done	done	done
the	the	the
announcing	announc	announcing
for	for	for
presidential	presidenti	presidential
inaugurations	inaugur	inauguration
since	sinc	since
Eisenhower	eisenhow	Eisenhower
s	s	s
in	in	in
1957	1957	1957
,	,	,
Charlie	charli	Charlie
Brotman	brotman	Brotman
.	.	.

That	that	That
might	might	might
not	not	not
seem	seem	seem
like	like	like
a	a	a
big	big	big
deal	deal	deal
,	,	,
but	but	but
given	given	given
that	that	that
his	his	his
voice	voic	voice
is	is	is
so	so	so
familiar	familiar	familiar
for	for	for
this	this	this
,	,	,
it	it	it
s	s	s
hard	hard	hard
to	to	to
understand	understand	understand
why	whi	why
they	they	they
would	would	would
make	make	make
such	such	such
a	a	a
move	move	move
.	.	.
And	and	And
it	it	it
s	s	s
not	not	not
like	like	like
it	it	it
s	s	s
a	a	a
relief	relief	relief
for	for	for
Brotman	brotman	Brotman
;	;	;
he	he	he
s	s	s
heartbroken	heartbroken	heartbroken
about	about	about
it	it	it
.	.	.

He	he	He
had	had	had
already	alreadi	already
started	start	started
preparing	prepar	preparing
for	for	for
his	his	his
role	role	role
in	in	in
the	the	the
ceremonies	ceremoni	ceremony
,	,	,
saying	say	saying
he	he	he
was	was	wa
told	told	told
he	he	he
wouldn	wouldn	wouldn
t	t	t
be	be	be
involved	involv	involved
in	in	in
an	an	an
email	email	email
.	.	.

At	at	At
first	first	first
I	i	I
was	was	wa
destroyed	destroy	destroyed
,	,	,
he	he	he
said	said	said
,	,	,
according	accord	according
to	to	to
D	d	D
.	.	.
C	c	C
.	.	.
s	s	s
ABC	abc	ABC
affiliate	affili	affiliate
,	,	,
WJLA	wjla	WJLA
.	.	.

I	i	I
ve	ve	ve
been	been	been
doing	do	doing
this	this	this
for	for	for
60	60	60
years	year	year
.	.	.

That	that	That
s	s	s
eleven	eleven	eleven
inaugurations	inaugur	inauguration
for	for	for
which	which	which
he	he	he
s	s	s
worked	work	worked
.	.	.

At	at	At
89	89	89
,	,	,
he	he	he
might	might	might
be	be	be
old	old	old
,	,	,
but	but	but
he	he	he
s	s	s
still	still	still
healthy	healthi	healthy
and	and	and
apparently	appar	apparently
still	still	still
perfectly	perfect	perfectly
able	abl	able
to	to	to
do	do	do
this	this	this
,	,	,
given	given	given
that	that	that
he	he	he
was	was	wa
already	alreadi	already
preparing	prepar	preparing
.	.	.
The	the	The
Presidential	presidenti	Presidential
Inauguration	inaugur	Inauguration
Committee	committe	Committee
issued	issu	issued
a	a	a
statement	statement	statement
that	that	that
said	said	said
Since	sinc	Since
1957	1957	1957
,	,	,
millions	million	million
of	of	of
Americans	american	Americans
and	and	and
countless	countless	countless
entertainers	entertain	entertainer
have	have	have
come	come	come
to	to	to
recognize	recogn	recognize
Charlie	charli	Charlie
Brotman	brotman	Brotman
as	as	a
the	the	the
voice	voic	voice
of	of	of
the	the	the
inaugural	inaugur	inaugural
parade	parad	parade
.	.	.

The	the	The
Presidential	presidenti	Presidential
Inaugural	inaugur	Inaugural
Committee	committe	Committee
will	will	will
be	be	be
proud	proud	proud
to	to	to
honor	honor	honor
Charlie	charli	Charlie
as	as	a
Announcer	announc	Announcer
Chairman	chairman	Chairman
Emeritus	emeritus	Emeritus
on	on	on
January	januari	January
20th	20th	20th
.	.	.

We	we	We
are	are	are
thrilled	thrill	thrilled
for	for	for
Steve	steve	Steve
Ray	ray	Ray
to	to	to
be	be	be
introducing	introduc	introducing
a	a	a
new	new	new
generation	generat	generation
of	of	of
Americans	american	Americans
to	to	to
the	the	the
grand	grand	grand
traditions	tradit	tradition
of	of	of
the	the	the
inaugural	inaugur	inaugural
parade	parad	parade
.	.	.

That	that	That
s	s	s
not	not	not
the	the	the
same	same	same
as	as	a
having	have	having
him	him	him
actually	actual	actually
do	do	do
it	it	it
,	,	,
and	and	and
he	he	he
s	s	s
weighing	weigh	weighing
whether	whether	whether
to	to	to
even	even	even
accept	accept	accept
that	that	that
,	,	,
or	or	or
the	the	the
VIP	vip	VIP
seat	seat	seat
he	he	he
s	s	s
been	been	been
offered	offer	offered
.	.	.

This	this	This
is	is	is
something	someth	something
that	that	that
would	would	would
be	be	be
more	more	more
appropriate	appropri	appropriate
had	had	had
Brotman	brotman	Brotman
said	said	said
he	he	he
was	was	wa
retiring	retir	retiring
,	,	,
or	or	or
was	was	wa
otherwise	otherwis	otherwise
unable	unabl	unable
to	to	to
do	do	do
it	it	it
again	again	again
.	.	.
Steve	steve	Steve
Ray	ray	Ray
is	is	is
a	a	a
freelance	freelanc	freelance
announcer	announc	announcer
who	who	who
has	has	ha
done	done	done
a	a	a
lot	lot	lot
of	of	of
work	work	work
,	,	,
including	includ	including
promotional	promot	promotional
spots	spot	spot
for	for	for
the	the	the
Washington	washington	Washington
Nationals	nation	Nationals
,	,	,
but	but	but
one	one	one
fishy	fishi	fishy
point	point	point
about	about	about
this	this	this
is	is	is
that	that	that
he	he	he
helped	help	helped
with	with	with
for	for	for
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
.	.	.
Trump	trump	Trump
has	has	ha
been	been	been
working	work	working
hard	hard	hard
to	to	to
grant	grant	grant
favors	favor	favor
to	to	to
people	peopl	people
who	who	who
worked	work	worked
on	on	on
his	his	his
campaign	campaign	campaign
,	,	,
giving	give	giving
many	mani	many
of	of	of
them	them	them
high	high	high
positions	posit	position
within	within	within
his	his	his
transition	transit	transition
team	team	team
.	.	.

Did	did	Did
he	he	he
tell	tell	tell
the	the	the
inauguration	inaugur	inauguration
committee	committe	committee
to	to	to
find	find	find
someone	someon	someone
who	who	who
had	had	had
worked	work	worked
for	for	for
him	him	him
?	?	?

Did	did	Did
he	he	he
tell	tell	tell
them	them	them
that	that	that
he	he	he
knew	knew	knew
Ray	ray	Ray
and	and	and
that	that	that
Ray	ray	Ray
should	should	should
do	do	do
the	the	the
announcing	announc	announcing
?	?	?
Brotman	brotman	Brotman
believes	believ	belief
it	it	it
s	s	s
more	more	more
likely	like	likely
ageism	ageism	ageism
at	at	at
work	work	work
Maybe	mayb	Maybe
they	they	they
re	re	re
afraid	afraid	afraid
