One	one	One
thing	thing	thing
in	in	in
life	life	life
you	you	you
never	never	never
want	want	want
to	to	to
do	do	do
is	is	is
pretend	pretend	pretend
you	you	you
know	know	know
something	someth	something
about	about	about
another	anoth	another
person	person	person
s	s	s
life	life	life
experiences	experi	experience
.	.	.
You	you	You
ll	ll	ll
never	never	never
know	know	know
the	the	the
moments	moment	moment
and	and	and
quality	qualiti	quality
of	of	of
life	life	life
someone	someon	someone
had	had	had
unless	unless	unless
you	you	you
actually	actual	actually
hear	hear	hear
it	it	it
from	from	from
that	that	that
person	person	person
themselves	themselv	themselves
.	.	.
However	howev	However
,	,	,
now	now	now
,	,	,
in	in	in
a	a	a
last	last	last
-ditch	-ditch	-ditch
effort	effort	effort
to	to	to
appeal	appeal	appeal
to	to	to
voters	voter	voter
,	,	,
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Dr	dr	Dr
.	.	.
Ben	ben	Ben
Carson	carson	Carson
has	has	ha
decided	decid	decided
to	to	to
tell	tell	tell
us	us	u
all	all	all
about	about	about
how	how	how
President	presid	President
Obama	obama	Obama
grew	grew	grew
up	up	up
.	.	.
In	in	In
fact	fact	fact
,	,	,
Carson	carson	Carson
s	s	s
gone	gone	gone
so	so	so
far	far	far
as	as	a
to	to	to
allude	allud	allude
to	to	to
the	the	the
fact	fact	fact
that	that	that
actually	actual	actually
he	he	he
would	would	would
be	be	be
the	the	the
real	real	real
first	first	first
black	black	black
president	presid	president
,	,	,
because	becaus	because
Obama	obama	Obama
was	was	wa
raised	rais	raised
white	white	white
,	,	,
and	and	and
that	that	that
Obama	obama	Obama
doesn	doesn	doesn
t	t	t
actually	actual	actually
understand	understand	understand
what	what	what
it	it	it
s	s	s
like	like	like
to	to	to
be	be	be
black	black	black
.	.	.
He	he	He
told	told	told
the	the	the
Politico	politico	Politico
podcast	podcast	podcast
He	he	He
s	s	s
an	an	an
African	african	African
American	american	American
.	.	.
He	he	He
was	was	wa
,	,	,
you	you	you
know	know	know
,	,	,
raised	rais	raised
white	white	white
.	.	.
Putting	put	Putting
an	an	an
emphasis	emphasi	emphasis
on	on	on
African	african	African
however	howev	however
,	,	,
continuing	continu	continuing
I	i	I
mean	mean	mean
,	,	,
like	like	like
most	most	most
Americans	american	Americans
,	,	,
I	i	I
was	was	wa
proud	proud	proud
that	that	that
we	we	we
broke	broke	broke
the	the	the
color	color	color
barrier	barrier	barrier
when	when	when
he	he	he
was	was	wa
elected	elect	elected
,	,	,
but	but	but
he	he	he
didn	didn	didn
t	t	t
grow	grow	grow
up	up	up
like	like	like
I	i	I
grew	grew	grew
up	up	up
Many	mani	Many
of	of	of
his	his	his
formative	format	formative
years	year	year
were	were	were
spent	spent	spent
in	in	in
Indonesia	indonesia	Indonesia
.	.	.
So	so	So
,	,	,
for	for	for
him	him	him
to	to	to
,	,	,
you	you	you
know	know	know
,	,	,
claim	claim	claim
that	that	that
,	,	,
you	you	you
know	know	know
,	,	,
he	he	he
identifies	identifi	identifies
with	with	with
the	the	the
experience	experi	experience
of	of	of
black	black	black
Americans	american	Americans
,	,	,
I	i	I
think	think	think
,	,	,
is	is	is
a	a	a
bit	bit	bit
of	of	of
a	a	a
stretch	stretch	stretch
.	.	.
Carson	carson	Carson
also	also	also
