Many	mani	Many
people	peopl	people
have	have	have
looked	look	looked
to	to	to
Donald	donald	Donald
Trump	trump	Trump
s	s	s
son	son	son
-in-law	-in-law	-in-law
,	,	,
Jared	jare	Jared
Kushner	kushner	Kushner
,	,	,
to	to	to
be	be	be
a	a	a
moderating	moder	moderating
influence	influenc	influence
on	on	on
the	the	the
erratic	errat	erratic
behavior	behavior	behavior
of	of	of
his	his	his
father	father	father
-in-law	-in-law	-in-law
.	.	.
This	this	This
is	is	is
largely	larg	largely
true	true	true
,	,	,
but	but	but
there	there	there
s	s	s
just	just	just
one	one	one
problem	problem	problem
From	from	From
sundown	sundown	sundown
on	on	on
Friday	friday	Friday
until	until	until
sundown	sundown	sundown
on	on	on
Saturday	saturday	Saturday
,	,	,
Kushner	kushner	Kushner
observes	observ	observes
Shabat	shabat	Shabat
,	,	,
as	as	a
he	he	he
and	and	and
his	his	his
wife	wife	wife
and	and	and
children	children	child
are	are	are
Orthodox	orthodox	Orthodox
Jews	jew	Jews
.	.	.
That	that	That
means	mean	mean
that	that	that
Trump	trump	Trump
is	is	is
left	left	left
unattended	unattend	unattended
with	with	with
people	peopl	people
like	like	like
Chief	chief	Chief
Strategist	strategist	Strategist
Stephen	stephen	Stephen
K	k	K
.	.	.
Bannon	bannon	Bannon
and	and	and
political	polit	political
operative	oper	operative
Stephen	stephen	Stephen
Miller	miller	Miller
influencing	influenc	influencing
his	his	his
every	everi	every
move	move	move
and	and	and
appealing	appeal	appealing
to	to	to
his	his	his
worst	worst	worst
instincts	instinct	instinct
.	.	.
This	this	This
seems	seem	seems
to	to	to
be	be	be
the	the	the
reason	reason	reason
that	that	that
some	some	some
of	of	of
Trump	trump	Trump
s	s	s
biggest	biggest	biggest
,	,	,
most	most	most
controversial	controversi	controversial
and	and	and
bumbling	bumbl	bumbling
moves	move	move
have	have	have
happened	happen	happened
on	on	on
weekends	weekend	weekend
because	becaus	because
these	these	these
are	are	are
things	thing	thing
far	far	far
-right	-right	-right
extremists	extremist	extremist
like	like	like
Bannon	bannon	Bannon
and	and	and
Miller	miller	Miller
are	are	are
all	all	all
for	for	for
,	,	,
while	while	while
Kushner	kushner	Kushner
never	never	never
would	would	would
have	have	have
allowed	allow	allowed
them	them	them
to	to	to
happen	happen	happen
if	if	if
he	he	he
could	could	could
help	help	help
it	it	it
.	.	.
According	accord	According
to	to	to
a	a	a
source	sourc	source
close	close	close
to	to	to
the	the	the
situation	situat	situation
,	,	,
the	the	the
timing	time	timing
of	of	of
these	these	these
blunders	blunder	blunder
is	is	is
no	no	no
coincidence	coincid	coincidence
.	.	.
Here	here	Here
are	are	are
just	just	just
a	a	a
few	few	few
items	item	item
that	that	that
have	have	have
occurred	occur	occurred
in	in	in
Kushner	kushner	Kushner
s	s	s
absence	absenc	absence
And	and	And
of	of	of
course	cours	course
,	,	,
we	we	we
re	re	re
less	less	le
than	than	than
two	two	two
weeks	week	week
into	into	into
the	the	the
Trump	trump	Trump
presidency	presid	presidency
,	,	,
so	so	so
who	who	who
the	the	the
hell	hell	hell
knows	know	know
what	what	what
is	is	is
coming	come	coming
next	next	next
?	?	?
Well	well	Well
,	,	,
it	it	it
seems	seem	seems
that	that	that
Kushner	kushner	Kushner
is	is	is
not	not	not
happy	happi	happy
with	with	with
any	ani	any
of	of	of
these	these	these
developments	develop	development
at	at	at
all	all	all
.	.	.
He	he	He
is	is	is
reportedly	report	reportedly
increasingly	increas	increasingly
uneasy	uneasi	uneasy
at	at	at
the	the	the
influence	influenc	influence
of	of	of
far	far	far
-right	-right	-right
extremists	extremist	extremist
like	like	like
Miller	miller	Miller
and	and	and
Bannon	bannon	Bannon
on	on	on
Trump	trump	Trump
in	in	in
his	his	his
absence	absenc	absence
.	.	.
Further	further	Further
,	,	,
it	it	it
seems	seem	seems
that	that	that
there	there	there
is	is	is
an	an	an
intense	intens	intense
power	power	power
struggle	struggl	struggle
within	within	within
the	the	the
White	white	White
House	hous	House
,	,	,
and	and	and
Kushner	kushner	Kushner
seems	seem	seems
to	to	to
be	be	be
losing	lose	losing
.	.	.
He	he	He
is	is	is
incensed	incens	incensed
at	at	at
that	that	that
development	develop	development
as	as	a
well	well	well
.	.	.
He	he	He
spent	spent	spent
copious	copious	copious
amounts	amount	amount
of	of	of
time	time	time
setting	set	setting
up	up	up
a	a	a
call	call	call
between	between	between
Trump	trump	Trump
and	and	and
Mexico	mexico	Mexico
s	s	s
president	presid	president
,	,	,
only	onli	only
to	to	to
have	have	have
Trump	trump	Trump
blow	blow	blow
the	the	the
whole	whole	whole
thing	thing	thing
up	up	up
by	by	by
impulsively	impuls	impulsively
tweeting	tweet	tweeting
that	that	that
he	he	he
should	should	should
not	not	not
meet	meet	meet
with	with	with
President	presid	President
Enrique	enriqu	Enrique
Pena	pena	Pena
Nieto	nieto	Nieto
if	if	if
there	there	there
would	would	would
be	be	be
no	no	no
wall	wall	wall
payment	payment	payment
.	.	.
According	accord	According
to	to	to
Vanity	vaniti	Vanity
Fair	fair	Fair
,	,	,
Kushner	kushner	Kushner
was	was	wa
,	,	,
quote	quot	quote
,	,	,
fucking	fuck	fucking
furious	furious	furious
.	.	.
In	in	In
short	short	short
,	,	,
Trump	trump	Trump
is	is	is
taking	take	taking
his	his	his
marching	march	marching
orders	order	order
from	from	from
Bannon	bannon	Bannon
and	and	and
Miller	miller	Miller
,	,	,
and	and	and
not	not	not
Kushner	kushner	Kushner
,	,	,
and	and	and
that	that	that
isn	isn	isn
t	t	t
good	good	good
for	for	for
anyone	anyon	anyone
.	.	.
Kushner	kushner	Kushner
might	might	might
be	be	be
a	a	a
rich	rich	rich
,	,	,
slimy	slimi	slimy
sell	sell	sell
-out	-out	-out
,	,	,
but	but	but
at	at	at
least	least	least
he	he	he
seems	seem	seems
to	to	to
be	be	be
able	abl	able
to	to	to
control	control	control
Trump	trump	Trump
s	s	s
worst	worst	worst
instincts	instinct	instinct
.	.	.
Now	now	Now
that	that	that
said	said	said
control	control	control
seems	seem	seems
to	to	to
be	be	be
badly	bad	badly
slipping	slip	slipping
,	,	,
we	we	we
should	should	should
all	all	all
be	be	be
very	veri	very
afraid	afraid	afraid
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Chip	chip	Chip
Somodevilla	somodevilla	Somodevilla
Getty	getti	Getty
Images	imag	Images
