This	this	This
11	11	11
year	year	year
old	old	old
girl	girl	girl
gives	give	give
me	me	me
such	such	such
great	great	great
hope	hope	hope
for	for	for
our	our	our
future	futur	future
.	.	.

This	this	This
video	video	video
has	has	ha
been	been	been
going	go	going
around	around	around
for	for	for
a	a	a
few	few	few
days	day	day
and	and	and
I	i	I
think	think	think
it	it	it
is	is	is
important	import	important
to	to	to
outline	outlin	outline
the	the	the
children	children	child
that	that	that
will	will	will
be	be	be
greatly	great	greatly
affected	affect	affected
by	by	by
this	this	this
upcoming	upcom	upcoming
election	elect	election
.	.	.

Our	our	Our
children	children	child
are	are	are
much	much	much
more	more	more
in	in	in
-tune	-tune	-tune
to	to	to
politics	polit	politics
an	an	an
social	social	social
going	go	going
-ons	-on	-ons
then	then	then
most	most	most
of	of	of
us	us	u
were	were	were
at	at	at
their	their	their
ages	age	age
and	and	and
it	it	it
s	s	s
an	an	an
amazing	amaz	amazing
thing	thing	thing
to	to	to
see	see	see
.	.	.
Her	her	Her
enthusiasm	enthusiasm	enthusiasm
and	and	and
knowledge	knowledg	knowledge
is	is	is
refreshing	refresh	refreshing
that	that	that
s	s	s
for	for	for
sure	sure	sure
.	.	.

There	there	There
have	have	have
been	been	been
many	mani	many
children	children	child
at	at	at
rallies	ralli	rally
in	in	in
support	support	support
and	and	and
in	in	in
opposition	opposit	opposition
and	and	and
we	we	we
need	need	need
to	to	to
really	realli	really
start	start	start
taking	take	taking
their	their	their
presence	presenc	presence
into	into	into
account	account	account
.	.	.

There	there	There
is	is	is
a	a	a
definite	definit	definite
shift	shift	shift
in	in	in
this	this	this
country	countri	country
and	and	and
it	it	it
starts	start	start
at	at	at
home	home	home
.	.	.
Featured	featur	Featured
image	imag	image
and	and	and
video	video	video
courtesy	courtesi	courtesy
of	of	of
ITV	itv	ITV
News	news	News

