Remember	rememb	Remember
when	when	when
college	colleg	college
campuses	campus	campus
were	were	were
considered	consid	considered
a	a	a
safe	safe	safe
space	space	space
for	for	for
political	polit	political
and	and	and
social	social	social
debate	debat	debate
?	?	?
DePaul	depaul	DePaul
University	univers	University
will	will	will
no	no	no
longer	longer	longer
allow	allow	allow
students	student	student
to	to	to
chalk	chalk	chalk
political	polit	political
messages	messag	message
on	on	on
the	the	the
sidewalks	sidewalk	sidewalk
of	of	of
its	it	it
campus	campus	campus
because	becaus	because
of	of	of
the	the	the
offensive	offens	offensive
,	,	,
hurtful	hurt	hurtful
,	,	,
and	and	and
divisive	divis	divisive
nature	natur	nature
of	of	of
pro	pro	pro
-Trump	-trump	-Trump
chalking	chalk	chalking
found	found	found
on	on	on
campus	campus	campus
last	last	last
week	week	week
.	.	.

While	while	While
these	these	these
chalk	chalk	chalk
messages	messag	message
are	are	are
part	part	part
of	of	of
national	nation	national
agendas	agenda	agenda
in	in	in
a	a	a
heated	heat	heated
political	polit	political
battle	battl	battle
,	,	,
they	they	they
appeared	appear	appeared
on	on	on
campus	campus	campus
at	at	at
a	a	a
time	time	time
of	of	of
significant	signific	significant
racial	racial	racial
tension	tension	tension
in	in	in
our	our	our
country	countri	country
and	and	and
on	on	on
college	colleg	college
campuses	campus	campus
.	.	.

DePaul	depaul	DePaul
is	is	is
no	no	no
exception	except	exception
,	,	,
Depaul	depaul	Depaul
s	s	s
vice	vice	vice
president	presid	president
for	for	for
student	student	student
affairs	affair	affair
Eugene	eugen	Eugene
Zdziarski	zdziarski	Zdziarski
wrote	wrote	wrote
in	in	in
a	a	a
campus	campus	campus
-wide	-wide	-wide
email	email	email
obtained	obtain	obtained
by	by	by
Campus	campus	Campus
Reform	reform	Reform
.	.	.

The	the	The
university	univers	university
has	has	ha
been	been	been
addressing	address	addressing
campus	campus	campus
climate	climat	climate
issues	issu	issue
in	in	in
an	an	an
effort	effort	effort
to	to	to
provide	provid	provide
an	an	an
inclusive	inclus	inclusive
and	and	and
supportive	support	supportive
educational	educ	educational
environment	environ	environment
.	.	.

In	in	In
this	this	this
context	context	context
,	,	,
many	mani	many
students	student	student
,	,	,
faculty	faculti	faculty
and	and	and
staff	staff	staff
found	found	found
the	the	the
chalk	chalk	chalk
messages	messag	message
offensive	offens	offensive
,	,	,
hurtful	hurt	hurtful
and	and	and
divisive	divis	divisive
.	.	.

Consequently	consequ	Consequently
,	,	,
Zdziarski	zdziarski	Zdziarski
explained	explain	explained
that	that	that
DePaul	depaul	DePaul
s	s	s
status	status	status
as	as	a
a	a	a
501	501	501
c	c	c
3	3	3
tax	tax	tax
-exempt	-exempt	-exempt
non	non	non
-profit	-profit	-profit
organization	organ	organization
prohibits	prohibit	prohibits
students	student	student
from	from	from
participating	particip	participating
in	in	in
any	ani	any
political	polit	political
activity	activ	activity
that	that	that
could	could	could
be	be	be
interpreted	interpret	interpreted
as	as	a
a	a	a
reflection	reflect	reflection
of	of	of
the	the	the
university	univers	university
s	s	s
views	view	view
or	or	or
opinions	opinion	opinion
.	.	.

Political	polit	Political
chalking	chalk	chalking
on	on	on
Depaul	depaul	Depaul
s	s	s
grounds	ground	ground
,	,	,
Zdziarski	zdziarski	Zdziarski
argued	argu	argued
,	,	,
fits	fit	fit
this	this	this
description	descript	description
.	.	.
Last	last	Last
week	week	week
,	,	,
Depaul	depaul	Depaul
s	s	s
College	colleg	College
Republicans	republican	Republicans
organized	organ	organized
a	a	a
chalking	chalk	chalking
campaign	campaign	campaign
on	on	on
campus	campus	campus
,	,	,
during	dure	during
which	which	which
phrases	phrase	phrase
such	such	such
as	as	a
Make	make	Make
DePaul	depaul	DePaul
great	great	great
again	again	again
,	,	,
Blue	blue	Blue
Lives	live	Lives
Matter	matter	Matter
,	,	,
and	and	and
Trump	trump	Trump
Train	train	Train
2016	2016	2016
were	were	were
scrawled	scrawl	scrawled
on	on	on
the	the	the
sidewalks	sidewalk	sidewalk
.	.	.
The	the	The
campus	campus	campus
grounds	ground	ground
crew	crew	crew
removed	remov	removed
the	the	the
chalkings	chalk	chalkings
the	the	the
following	follow	following
morning	morn	morning
but	but	but
cited	cite	cited
routine	routin	routine
maintenance	mainten	maintenance
as	as	a
one	one	one
of	of	of
the	the	the
reasons	reason	reason
for	for	for
their	their	their
removal	remov	removal
.	.	.

After	after	After
some	some	some
investigation	investig	investigation
,	,	,
it	it	it
turns	turn	turn
out	out	out
this	this	this
happened	happen	happened
for	for	for
two	two	two
reasons	reason	reason
,	,	,
the	the	the
university	univers	university
wrote	wrote	wrote
in	in	in
a	a	a
statement	statement	statement
.	.	.

First	first	First
,	,	,
the	the	the
crew	crew	crew
regularly	regular	regularly
cleans	clean	clean
up	up	up
chalk	chalk	chalk
messages	messag	message
on	on	on
our	our	our
sidewalks	sidewalk	sidewalk
.	.	.

This	this	This
is	is	is
a	a	a
part	part	part
of	of	of
their	their	their
duties	duti	duty
.	.	.

Secondly	second	Secondly
,	,	,
some	some	some
among	among	among
the	the	the
crew	crew	crew
considered	consid	considered
the	the	the
messages	messag	message
inflammatory	inflammatori	inflammatory
.	.	.

The	the	The
crew	crew	crew
has	has	ha
agreed	agre	agreed
to	to	to
consult	consult	consult
about	about	about
such	such	such
matters	matter	matter
in	in	in
the	the	the
future	futur	future
.	.	.

Although	although	Although
the	the	the
grounds	ground	ground
crew	crew	crew
regularly	regular	regularly
cleans	clean	clean
up	up	up
chalk	chalk	chalk
messages	messag	message
,	,	,
meaning	mean	meaning
DePaul	depaul	DePaul
students	student	student
regularly	regular	regularly
chalk	chalk	chalk
their	their	their
campus	campus	campus
sidewalks	sidewalk	sidewalk
,	,	,
this	this	this
appears	appear	appears
to	to	to
be	be	be
the	the	the
first	first	first
time	time	time
university	univers	university
officials	offici	official
have	have	have
expressly	expressli	expressly
addressed	address	addressed
their	their	their
chalking	chalk	chalking
policies	polici	policy
.	.	.

Zdziarski	zdziarski	Zdziarski
noted	note	noted
,	,	,
after	after	after
the	the	the
Trump	trump	Trump
chalkings	chalk	chalkings
appeared	appear	appeared
,	,	,
that	that	that
students	student	student
are	are	are
not	not	not
even	even	even
allowed	allow	allowed
to	to	to
chalk	chalk	chalk
on	on	on
sidewalks	sidewalk	sidewalk
at	at	at
all	all	all
.	.	.

Students	student	Students
or	or	or
student	student	student
organizations	organ	organization
may	may	may
not	not	not
post	post	post
partisan	partisan	partisan
political	polit	political
flyers	flyer	flyer
,	,	,
posters	poster	poster
,	,	,
signs	sign	sign
or	or	or
images	imag	image
on	on	on
University	univers	University
bulletin	bulletin	bulletin
board	board	board
,	,	,
buildings	build	building
,	,	,
electronic	electron	electronic
message	messag	message
boards	board	board
,	,	,
forums	forum	forum
or	or	or
sidewalks	sidewalk	sidewalk
.	.	.

This	this	This
includes	includ	includes
chalking	chalk	chalking
on	on	on
campus	campus	campus
property	properti	property
,	,	,
he	he	he
said	said	said
.	.	.
Via	via	Via
Campus	campus	Campus
Reform	reform	Reform

