This	this	This
story	stori	story
just	just	just
keeps	keep	keep
unraveling	unravel	unraveling
Two	two	Two
days	day	day
ago	ago	ago
,	,	,
conservative	conserv	conservative
Thomas	thoma	Thomas
Wictor	wictor	Wictor
dropped	drop	dropped
a	a	a
bombshell	bombshel	bombshell
on	on	on
Twitter	twitter	Twitter
,	,	,
exposing	expos	exposing
what	what	what
he	he	he
suggested	suggest	suggested
was	was	wa
a	a	a
forged	forg	forged
Roy	roy	Roy
Moore	moor	Moore
signature	signatur	signature
on	on	on
the	the	the
yearbook	yearbook	yearbook
that	that	that
allegedly	alleg	allegedly
belongs	belong	belongs
to	to	to
Beverly	bever	Beverly
Young	young	Young
Nelson	nelson	Nelson
,	,	,
the	the	the
most	most	most
recent	recent	recent
sexual	sexual	sexual
misconduct	misconduct	misconduct
accuser	accus	accuser
of	of	of
GOP	gop	GOP
Senate	senat	Senate
candidate	candid	candidate
Roy	roy	Roy
Moore	moor	Moore
.	.	.
CNN	cnn	CNN
published	publish	published
a	a	a
story	stori	story
about	about	about
Roy	roy	Roy
Moore	moor	Moore
signing	sign	signing
Nelson	nelson	Nelson
s	s	s
yearbook	yearbook	yearbook
.	.	.

Thomas	thoma	Thomas
Wictor	wictor	Wictor
dissected	dissect	dissected
the	the	the
signature	signatur	signature
and	and	and
the	the	the
validity	valid	validity
of	of	of
her	her	her
story	stori	story
on	on	on
Twitter	twitter	Twitter
Beverly	bever	Beverly
Young	young	Young
Nelson	nelson	Nelson
said	said	said
Alabama	alabama	Alabama
GOP	gop	GOP
Senate	senat	Senate
candidate	candid	candidate
Roy	roy	Roy
Moore	moor	Moore
wrote	wrote	wrote
a	a	a
message	messag	message
in	in	in
her	her	her
yearbook	yearbook	yearbook
in	in	in
December	decemb	December
1977	1977	1977
that	that	that
said	said	said
,	,	,
To	to	To
a	a	a
sweeter	sweeter	sweeter
more	more	more
beautiful	beauti	beautiful
girl	girl	girl
,	,	,
I	i	I
could	could	could
not	not	not
say	say	say
,	,	,
'Merry	merri	'Merry
Christmas	christma	Christmas
.	.	.
'	'	'
She	she	She
said	said	said
he	he	he
signed	sign	signed
it	it	it
,	,	,
Roy	roy	Roy
Moore	moor	Moore
,	,	,
D	d	D
.	.	.
A	a	A
.	.	.
https://t.co/aluJzQsv15	https://t.co/alujzqsv15	https://t.co/aluJzQsv15
pic.twitter.com/esjGd1ssd9	pic.twitter.com/esjgd1ssd9	pic.twitter.com/esjGd1ssd9
CNN	cnn	CNN
@CNN	@cnn	@CNN
November	novemb	November
13	13	13
,	,	,
2017Here	2017here	2017Here
are	are	are
close	close	close
up	up	up
versions	version	version
of	of	of
the	the	the
signatures	signatur	signature
.	.	.

Note	note	Note
,	,	,
that	that	that
when	when	when
viewed	view	viewed
close	close	close
up	up	up
,	,	,
the	the	the
signature	signatur	signature
is	is	is
signed	sign	signed
in	in	in
both	both	both
black	black	black
and	and	and
blue	blue	blue
ink	ink	ink
.	.	.
Here	here	Here
is	is	is
a	a	a
closer	closer	closer
version	version	version
of	of	of
the	the	the
yearbook	yearbook	yearbook
signature	signatur	signature
Here	here	Here
is	is	is
Wictor	wictor	Wictor
s	s	s
explanation	explan	explanation
for	for	for
the	the	the
different	differ	different
colors	color	color
of	of	of
ink	ink	ink
4	4	4
The	the	The
LIGHT	light	LIGHT
is	is	is
reflecting	reflect	reflecting
off	off	off
of	of	of
the	the	the
ink	ink	ink
.	.	.
The	the	The
ink	ink	ink
that	that	that
LOOKS	look	LOOKS
blue	blue	blue
is	is	is
actually	actual	actually
black	black	black
.	.	.

It's	it	It's
DIFFERENT	differ	DIFFERENT
ink	ink	ink
than	than	than
the	the	the
ORIGINAL	origin	ORIGINAL
ink	ink	ink
.	.	.
Therefore	therefor	Therefore
it	it	it
reflects	reflect	reflects
light	light	light
differently	differ	differently
.	.	.

Thomas	thoma	Thomas
Wictor	wictor	Wictor
@ThomasWictor	@thomaswictor	@ThomasWictor
November	novemb	November
16	16	16
,	,	,
2017	2017	2017
11	11	11
So	so	So
,	,	,
to	to	to
recap	recap	recap
The	the	The
signature	signatur	signature
is	is	is
a	a	a
forgery	forgeri	forgery
,	,	,
and	and	and
everything	everyth	everything
after	after	after
the	the	the
name	name	name
Roy	roy	Roy
-Ray	-ray	-Ray
was	was	wa
added	ad	added
later	later	later
with	with	with
different	differ	different
ink	ink	ink
.	.	.

pic.twitter.com/1sPv6aABge	pic.twitter.com/1spv6aabg	pic.twitter.com/1sPv6aABge
Thomas	thoma	Thomas
Wictor	wictor	Wictor
@ThomasWictor	@thomaswictor	@ThomasWictor
November	novemb	November
15	15	15
,	,	,
2017Just	2017just	2017Just
like	like	like
the	the	the
TH	th	TH
doomed	doom	doomed
Dan	dan	Dan
Rather	rather	Rather
,	,	,
DA	da	DA
will	will	will
doom	doom	doom
the	the	the
anti	anti	anti
Roy	roy	Roy
Moore	moor	Moore
forces	forc	force
.	.	.

They	they	They
copied	copi	copied
his	his	his
signature	signatur	signature
on	on	on
Nelsons	nelson	Nelsons
divorce	divorc	divorce
order	order	order
not	not	not
realizing	realiz	realizing
DA	da	DA
was	was	wa
his	his	his
assistants	assist	assistant
initials	initi	initial
,	,	,
not	not	not
his	his	his
title	titl	title
.	.	.

The	the	The
sheer	sheer	sheer
stupidity	stupid	stupidity
!	!	!

pic.twitter.com/oWJ5fzM6fr	pic.twitter.com/owj5fzm6fr	pic.twitter.com/oWJ5fzM6fr
TruthHurts	truthhurt	TruthHurts
@tru768	@tru768	@tru768
November	novemb	November
15	15	15
,	,	,
2017Moore	2017moor	2017Moore
s	s	s
attorney	attorney	attorney
came	came	came
out	out	out
today	today	today
with	with	with
a	a	a
statement	statement	statement
regarding	regard	regarding
the	the	the
signature	signatur	signature
in	in	in
question	question	question
in	in	in
the	the	the
high	high	high
school	school	school
yearbook	yearbook	yearbook
.	.	.

Here	here	Here
s	s	s
what	what	what
he	he	he
had	had	had
to	to	to
say	say	say
Roy	roy	Roy
Moore's	moor	Moore's
Attorney	attorney	Attorney
Nelson	nelson	Nelson
Gloria	gloria	Gloria
Allred	allr	Allred
said	said	said
that	that	that
Ms	ms	Ms
.	.	.
Nelson	nelson	Nelson
after	after	after
the	the	the
allegations	alleg	allegation
had	had	had
never	never	never
seen	seen	seen
or	or	or
had	had	had
any	ani	any
contact	contact	contact
with	with	with
Judge	judg	Judge
Moore	moor	Moore
In	in	In
1999	1999	1999
,	,	,
Ms	ms	Ms
.	.	.
Nelson	nelson	Nelson
filed	file	filed
a	a	a
divorce	divorc	divorce
action	action	action
The	the	The
judge	judg	judge
assigned	assign	assigned
was	was	wa
Roy	roy	Roy
S	s	S
.	.	.

