Token	Stem	Lemma
It	it	It
was	was	wa
an	an	an
epic	epic	epic
shaming	shame	shaming
they	they	they
all	all	all
deserved	deserv	deserved
When	when	When
Democrats	democrat	Democrats
introduced	introduc	introduced
a	a	a
bill	bill	bill
to	to	to
increase	increas	increase
the	the	the
age	age	age
limit	limit	limit
on	on	on
exotic	exot	exotic
dancers	dancer	dancer
from	from	from
18	18	18
to	to	to
21	21	21
in	in	in
an	an	an
effort	effort	effort
to	to	to
curb	curb	curb
sex	sex	sex
trafficking	traffick	trafficking
a	a	a
Republican	republican	Republican
proposed	propos	proposed
a	a	a
sexist	sexist	sexist
amendment	amend	amendment
that	that	that
would	would	would
regulate	regul	regulate
stripping	strip	stripping
so	so	so
that	that	that
only	onli	only
women	women	woman
between	between	between
twenty	twenti	twenty
-one	-one	-one
and	and	and
twenty	twenti	twenty
-eight	-eight	-eight
years	year	year
of	of	of
age	age	age
and	and	and
no	no	no
more	more	more
than	than	than
one	one	one
hundred	hundr	hundred
sixty	sixti	sixty
pounds	pound	pound
in	in	in
weight	weight	weight
would	would	would
be	be	be
able	abl	able
to	to	to
work	work	work
as	as	a
an	an	an
exotic	exot	exotic
dancer	dancer	dancer
Democratic	democrat	Democratic
state	state	state
Rep	rep	Rep
Walt	walt	Walt
Leger	leger	Leger
introduced	introduc	introduced
House	hous	House
Bill	bill	Bill
468	468	468
and	and	and
it	it	it
didn	didn	didn
t	t	t
take	take	take
long	long	long
for	for	for
a	a	a
Republican	republican	Republican
colleague	colleagu	colleague
to	to	to
demonstrate	demonstr	demonstrate
that	that	that
lawmakers	lawmak	lawmaker
aren	aren	aren
t	t	t
taking	take	taking
the	the	the
issue	issu	issue
seriously	serious	seriously
GOP	gop	GOP
state	state	state
Rep	rep	Rep
Sam	sam	Sam
Jones	jone	Jones
responded	respond	responded
by	by	by
asking	ask	asking
if	if	if
Leger	leger	Leger
wants	want	want
to	to	to
institute	institut	institute
a	a	a
maximum	maximum	maximum
age	age	age
as	as	a
well	well	well
as	as	a
the	the	the
House	hous	House
broke	broke	broke
into	into	into
laughter	laughter	laughter
Leger	leger	Leger
responded	respond	responded
that	that	that
he	he	he
