When	when	When
Republican	republican	Republican
Indiana	indiana	Indiana
Governor	governor	Governor
Mike	mike	Mike
Pence	penc	Pence
signed	sign	signed
HB	hb	HB
1337	1337	1337
into	into	into
law	law	law
last	last	last
week	week	week
,	,	,
he	he	he
wasn	wasn	wasn
t	t	t
expecting	expect	expecting
women	women	woman
to	to	to
personally	person	personally
keep	keep	keep
him	him	him
informed	inform	informed
about	about	about
their	their	their
bodily	bodili	bodily
functions	function	function
.	.	.
But	but	But
that	that	that
is	is	is
exactly	exact	exactly
what	what	what
is	is	is
happening	happen	happening
since	sinc	since
Pence	penc	Pence
and	and	and
Republicans	republican	Republicans
made	made	made
a	a	a
new	new	new
law	law	law
banning	ban	banning
abortion	abort	abortion
based	base	based
on	on	on
race	race	race
or	or	or
gender	gender	gender
,	,	,
requiring	requir	requiring
doctors	doctor	doctor
to	to	to
have	have	have
admitting	admit	admitting
privileges	privileg	privilege
at	at	at
local	local	local
hospitals	hospit	hospital
,	,	,
and	and	and
forces	forc	force
doctors	doctor	doctor
to	to	to
provide	provid	provide
information	inform	information
about	about	about
perinatal	perinat	perinatal
hospice	hospic	hospice
care	care	care
to	to	to
a	a	a
pregnant	pregnant	pregnant
woman	woman	woman
who	who	who
is	is	is
considering	consid	considering
an	an	an
abortion	abort	abortion
because	becaus	because
the	the	the
unborn	unborn	unborn
child	child	child
has	has	ha
been	been	been
diagnosed	diagnos	diagnosed
with	with	with
a	a	a
lethal	lethal	lethal
fetal	fetal	fetal
anomaly	anomali	anomaly
.	.	.
In	in	In
other	other	other
words	word	word
,	,	,
women	women	woman
considering	consid	considering
an	an	an
abortion	abort	abortion
will	will	will
be	be	be
lectured	lectur	lectured
by	by	by
their	their	their
doctor	doctor	doctor
after	after	after
being	be	being
informed	inform	informed
about	about	about
any	ani	any
lethal	lethal	lethal
fetal	fetal	fetal
anomaly	anomali	anomaly
.	.	.
Once	onc	Once
a	a	a
woman	woman	woman
is	is	is
informed	inform	informed
of	of	of
such	such	such
an	an	an
anomaly	anomali	anomaly
,	,	,
she	she	she
will	will	will
no	no	no
longer	longer	longer
be	be	be
able	abl	able
to	to	to
get	get	get
an	an	an
abortion	abort	abortion
because	becaus	because
the	the	the
new	new	new
law	law	law
prohibits	prohibit	prohibits
abortions	abort	abortion
in	in	in
such	such	such
cases	case	case
.	.	.
That	that	That
means	mean	mean
women	women	woman
are	are	are
going	go	going
to	to	to
be	be	be
forced	forc	forced
to	to	to
carry	carri	carry
fetuses	fetus	fetus
with	with	with
anomalies	anomali	anomaly
to	to	to
term	term	term
,	,	,
regardless	regardless	regardless
of	of	of
viability	viabil	viability
,	,	,
which	which	which
means	mean	mean
women	women	woman
could	could	could
end	end	end
up	up	up
giving	give	giving
birth	birth	birth
to	to	to
babies	babi	baby
that	that	that
will	will	will
suffer	suffer	suffer
and	and	and
die	die	die
soon	soon	soon
after	after	after
being	be	being
born	born	born
.	.	.
In	in	In
response	respons	response
to	to	to
this	this	this
latest	latest	latest
attack	attack	attack
on	on	on
a	a	a
woman	woman	woman
s	s	s
right	right	right
to	to	to
choose	choos	choose
,	,	,
women	women	woman
are	are	are
actually	actual	actually
calling	call	calling
in	in	in
to	to	to
inform	inform	inform
Governor	governor	Governor
Pence	penc	Pence
of	of	of
their	their	their
reproductive	reproduct	reproductive
cycle	cycl	cycle
status	status	status
and	and	and
the	the	the
phone	phone	phone
conversations	convers	conversation
are	are	are
comedy	comedi	comedy
gold	gold	gold
.	.	.
I	i	I
need	need	need
to	to	to
get	get	get
a	a	a
message	messag	message
to	to	to
the	the	the
Governor	governor	Governor
that	that	that
I	i	I
am	am	am
on	on	on
day	day	day
three	three	three
of	of	of
my	my	my
period	period	period
.	.	.
My	my	My
flow	flow	flow
seems	seem	seems
abnormally	abnorm	abnormally
heavy	heavi	heavy
,	,	,
but	but	but
my	my	my
cramps	cramp	cramp
are	are	are
much	much	much
better	better	better
to	to	to
she	she	she
tells	tell	tell
the	the	the
person	person	person
who	who	who
answered	answer	answered
before	befor	before
being	be	being
interrupted	interrupt	interrupted
.	.	.
Ma	ma	Ma
am	am	am
,	,	,
what	what	what
is	is	is
it	it	it
that	that	that
I	i	I
can	can	can
help	help	help
you	you	you
with	with	with
?	?	?
the	the	the
person	person	person
asks	ask	asks
.	.	.
Oh	oh	Oh
,	,	,
I	i	I
don	don	don
t	t	t
need	need	need
your	your	your
help	help	help
,	,	,
I	i	I
just	just	just
wanted	want	wanted
to	to	to
keep	keep	keep
Governor	governor	Governor
Pence	penc	Pence
informed	inform	informed
of	of	of
my	my	my
reproductive	reproduct	reproductive
cycle	cycl	cycle
,	,	,
since	sinc	since
he	he	he
seems	seem	seems
so	so	so
concerned	concern	concerned
,	,	,
the	the	the
woman	woman	woman
replied	repli	replied
.	.	.
The	the	The
phone	phone	phone
calls	call	call
are	are	are
the	the	the
result	result	result
of	of	of
a	a	a
call	call	call
-to-action	-to-act	-to-action
campaign	campaign	campaign
led	led	led
by	by	by
a	a	a
group	group	group
known	known	known
as	as	a
Periods	period	Periods
for	for	for
Pence	penc	Pence
,	,	,
which	which	which
seeks	seek	seek
to	to	to
give	give	give
women	women	woman
a	a	a
voice	voic	voice
in	in	in
the	the	the
state	state	state
since	sinc	since
Pence	penc	Pence
and	and	and
Republicans	republican	Republicans
didn	didn	didn
t	t	t
really	realli	really
consider	consid	consider
what	what	what
women	women	woman
think	think	think
before	befor	before
imposing	impos	imposing
their	their	their
anti	anti	anti
-abortion	-abort	-abortion
agenda	agenda	agenda
on	on	on
all	all	all
women	women	woman
in	in	in
Indiana	indiana	Indiana
.	.	.
The	the	The
more	more	more
I	i	I
read	read	read
this	this	this
bill	bill	bill
,	,	,
the	the	the
more	more	more
vague	vagu	vague
language	languag	language
I	i	I
found	found	found
and	and	and
the	the	the
more	more	more
loopholes	loophol	loophole
,	,	,
and	and	and
it	it	it
just	just	just
seemed	seem	seemed
incredibly	incred	incredibly
intrusive	intrus	intrusive
,	,	,
the	the	the
creator	creator	creator
of	of	of
the	the	the
campaign	campaign	campaign
told	told	told
WRTV	wrtv	WRTV
.	.	.
So	so	So
I	i	I
wanted	want	wanted
to	to	to
give	give	give
a	a	a
voice	voic	voice
for	for	for
women	women	woman
who	who	who
really	realli	really
didn	didn	didn
t	t	t
feel	feel	feel
like	like	like
they	they	they
were	were	were
given	given	given
any	ani	any
kind	kind	kind
of	of	of
input	input	input
into	into	into
a	a	a
bill	bill	bill
that	that	that
would	would	would
affect	affect	affect
our	our	our
life	life	life
so	so	so
much	much	much
.	.	.
The	the	The
campaign	campaign	campaign
s	s	s
Facebook	facebook	Facebook
page	page	page
even	even	even
generously	generous	generously
provided	provid	provided
the	the	the
number	number	number
to	to	to
reach	reach	reach
the	the	the
Governor	governor	Governor
s	s	s
Office	offic	Office
,	,	,
which	which	which
is	is	is
317	317	317
-232-4567	-232-4567	-232-4567
,	,	,
for	for	for
those	those	those
of	of	of
you	you	you
who	who	who
want	want	want
to	to	to
know	know	know
,	,	,
and	and	and
women	women	woman
started	start	started
calling	call	calling
the	the	the
number	number	number
to	to	to
keep	keep	keep
Pence	penc	Pence
updated	updat	updated
on	on	on
what	what	what
s	s	s
going	go	going
on	on	on
with	with	with
their	their	their
uterus	uterus	uterus
since	sinc	since
Pence	penc	Pence
and	and	and
the	the	the
GOP	gop	GOP
want	want	want
to	to	to
know	know	know
so	so	so
desperately	desper	desperately
.	.	.
And	and	And
it	it	it
led	led	led
to	to	to
the	the	the
call	call	call
above	abov	above
and	and	and
this	this	this
one	one	one
Good	good	Good
Morning	morn	Morning
,	,	,
a	a	a
woman	woman	woman
said	said	said
upon	upon	upon
reaching	reach	reaching
the	the	the
Governor	governor	Governor
s	s	s
office	offic	office
.	.	.
I	i	I
just	just	just
wanted	want	wanted
to	to	to
inform	inform	inform
the	the	the
Governor	governor	Governor
that	that	that
things	thing	thing
seem	seem	seem
to	to	to
be	be	be
drying	dri	drying
up	up	up
today	today	today
.	.	.
No	no	No
babies	babi	baby
seem	seem	seem
to	to	to
be	be	be
up	up	up
in	in	in
there	there	there
.	.	.
Okay	okay	Okay
?	?	?
Upon	upon	Upon
being	be	being
asked	ask	asked
her	her	her
name	name	name
,	,	,
the	the	the
woman	woman	woman
replied	repli	replied
that	that	that
her	her	her
name	name	name
is	is	is
Sue	sue	Sue
Magina	magina	Magina
.	.	.
That	that	That
s	s	s
M	m	M
-A-G-I-N-A	-a-g-i-n-a	-A-G-I-N-A
.	.	.
It	it	It
rhymes	rhyme	rhyme
with	with	with
she	she	she
said	said	said
before	befor	before
being	be	being
cut	cut	cut
off	off	off
.	.	.
Here	here	Here
s	s	s
the	the	the
video	video	video
Yeah	yeah	Yeah
,	,	,
this	this	this
campaign	campaign	campaign
is	is	is
perfect	perfect	perfect
and	and	and
I	i	I
m	m	m
sure	sure	sure
Governor	governor	Governor
Pence	penc	Pence
is	is	is
super	super	super
-stoked	-stoke	-stoked
about	about	about
receiving	receiv	receiving
constant	constant	constant
updates	updat	update
on	on	on
what	what	what
s	s	s
going	go	going
on	on	on
with	with	with
