As	as	As
James	jame	James
Bond	bond	Bond
s	s	s
nemesis	nemesi	nemesis
Auric	auric	Auric
Goldfinger	goldfing	Goldfinger
famously	famous	famously
observed	observ	observed
,	,	,
Once	onc	Once
is	is	is
happenstance	happenst	happenstance
,	,	,
twice	twice	twice
is	is	is
coincidence	coincid	coincidence
.	.	.
The	the	The
third	third	third
time	time	time
is	is	is
enemy	enemi	enemy
action	action	action
.	.	.
On	on	On
Tuesday	tuesday	Tuesday
evening	even	evening
,	,	,
three	three	three
prominent	promin	prominent
Republicans	republican	Republicans
Senator	senat	Senator
John	john	John
McCain	mccain	McCain
,	,	,
Senator	senat	Senator
Marco	marco	Marco
Rubio	rubio	Rubio
,	,	,
and	and	and
2012	2012	2012
presidential	presidenti	presidential
candidate	candid	candidate
Mitt	mitt	Mitt
Romney	romney	Romney
endorsed	endors	endorsed
the	the	the
left	left	left
-wing	-wing	-wing
media	media	medium
s	s	s
preferred	prefer	preferred
narrative	narrat	narrative
and	and	and
embraced	embrac	embraced
the	the	the
masked	mask	masked
thugs	thug	thug
of	of	of
Antifa	antifa	Antifa
as	as	a
heroes	hero	hero
.	.	.
No	no	No
,	,	,
not	not	not
the	the	the
same	same	same
.	.	.
One	one	One
side	side	side
is	is	is
racist	racist	racist
,	,	,
bigoted	bigot	bigoted
,	,	,
Nazi	nazi	Nazi
.	.	.
The	the	The
other	other	other
opposes	oppos	opposes
racism	racism	racism
and	and	and
bigotry	bigotri	bigotry
.	.	.
Morally	moral	Morally
different	differ	different
universes	univers	universe
.	.	.
Mitt	mitt	Mitt
Romney	romney	Romney
@MittRomney	@mittromney	@MittRomney
August	august	August
16	16	16
,	,	,
2017Twitter	2017twitter	2017Twitter
users	user	user
hit	hit	hit
back	back	back
at	at	at
Romney	romney	Romney
,	,	,
who	who	who
likely	like	likely
has	has	ha
no	no	no
idea	idea	idea
who	who	who
Antifa	antifa	Antifa
really	realli	really
is	is	is
and	and	and
the	the	the
danger	danger	danger
the	the	the
violent	violent	violent
,	,	,
anti	anti	anti
free	free	free
-speech	-speech	-speech
,	,	,
Soros	soro	Soros
-funded	-fund	-funded
poses	pose	pose
to	to	to
Americans	american	Americans
The	the	The
fact	fact	fact
that	that	that
you	you	you
view	view	view
Antifa	antifa	Antifa
as	as	a
moral	moral	moral
and	and	and
acceptable	accept	acceptable
is	is	is
beyond	beyond	beyond
disgusting	disgust	disgusting
.	.	.
No	no	No
wonder	wonder	wonder
you	you	you
lost	lost	lost
resoundingly	resound	resoundingly
in	in	in
your	your	your
presidential	presidenti	presidential
run	run	run
.	.	.
Alex	alex	Alex
@SoCal4Trump	@socal4trump	@SoCal4Trump
August	august	August
16	16	16
,	,	,
2017McCain	2017mccain	2017McCain
and	and	and
Romney	romney	Romney
used	use	used
almost	almost	almost
identical	ident	identical
language	languag	language
,	,	,
bending	bend	bending
their	their	their
knees	knee	knee
to	to	to
the	the	the
media	media	medium
narrative	narrat	narrative
that	that	that
only	onli	only
two	two	two
factions	faction	faction
were	were	were
present	present	present
in	in	in
Charlottesville	charlottesvill	Charlottesville
during	dure	during
the	the	the
awful	aw	awful
events	event	event
of	of	of
last	last	last
weekend	weekend	weekend
white	white	white
supremacist	supremacist	supremacist
Nazis	nazi	Nazis
and	and	and
Americans	american	Americans
standing	stand	standing
up	up	up
to	to	to
defy	defi	defy
hate	hate	hate
and	and	and
bigotry	bigotri	bigotry
.	.	.
There's	there	There's
no	no	no
moral	moral	moral
equivalency	equival	equivalency
between	between	between
racists	racist	racist
Americans	american	Americans
standing	stand	standing
up	up	up
to	to	to
defy	defi	defy
hate	hate	hate
bigotry	bigotri	bigotry
.	.	.
The	the	The
President	presid	President
of	of	of
the	the	the
United	unit	United
States	state	States
should	should	should
say	say	say
so	so	so
John	john	John
McCain	mccain	McCain
@SenJohnMcCain	@senjohnmccain	@SenJohnMcCain
August	august	August
16	16	16
,	,	,
2017Senator	2017senat	2017Senator
John	john	John
McCain	mccain	McCain
got	got	got
hammered	hammer	hammered
by	by	by
this	this	this
Twitter	twitter	Twitter
user	user	user
for	for	for
not	not	not
recognizing	recogn	recognizing
the	the	the
violence	violenc	violence
Antifa	antifa	Antifa
has	has	ha
inflicted	inflict	inflicted
on	on	on
innocent	innoc	innocent
Trump	trump	Trump
supporters	support	supporter
as	as	a
a	a	a
way	way	way
to	to	to
shut	shut	shut
down	down	down
free	free	free
speech	speech	speech
.	.	.
This	this	This
collage	collag	collage
of	of	of
photos	photo	photo
is	is	is
a	a	a
not	not	not
-so-subtle	-so-subtl	-so-subtle
reminder	remind	reminder
Here	here	Here
John	john	John
,	,	,
u	u	u
uninformed	uninform	uninformed
piece	piec	piece
of	of	of
shit	shit	shit
,	,	,
are	are	are
the	the	the
faces	face	face
of	of	of
innocent	innoc	innocent
peaceful	peac	peaceful
rally	ralli	rally
attendees	attende	attendee
assaulted	assault	assaulted
by	by	by
Antifa	antifa	Antifa
.	.	.
Antifa	antifa	Antifa
went	went	went
looking	look	looking
for	for	for
a	a	a
war	war	war
pic.twitter.com/K8fqKkAnH7	pic.twitter.com/k8fqkkanh7	pic.twitter.com/K8fqKkAnH7
TexasStrong	texasstrong	TexasStrong
.	.	.
357	357	357
@SonofLiberty357	@sonofliberty357	@SonofLiberty357
August	august	August
16	16	16
,	,	,
2017As	2017as	2017As
James	jame	James
Bond	bond	Bond
s	s	s
nemesis	nemesi	nemesis
Auric	auric	Auric
Goldfinger	goldfing	Goldfinger
famously	famous	famously
observed	observ	observed
,	,	,
Once	onc	Once
is	is	is
happenstance	happenst	happenstance
,	,	,
twice	twice	twice
is	is	is
coincidence	coincid	coincidence
.	.	.
The	the	The
third	third	third
time	time	time
is	is	is
enemy	enemi	enemy
action	action	action
.	.	.
On	on	On
Tuesday	tuesday	Tuesday
evening	even	evening
,	,	,
three	three	three
prominent	promin	prominent
Republicans	republican	Republicans
Senator	senat	Senator
John	john	John
McCain	mccain	McCain
,	,	,
Senator	senat	Senator
Marco	marco	Marco
Rubio	rubio	Rubio
,	,	,
and	and	and
2012	2012	2012
presidential	presidenti	presidential
candidate	candid	candidate
Mitt	mitt	Mitt
Romney	romney	Romney
endorsed	endors	endorsed
the	the	the
left	left	left
-wing	-wing	-wing
media	media	medium
s	s	s
preferred	prefer	preferred
narrative	narrat	narrative
and	and	and
embraced	embrac	embraced
the	the	the
masked	mask	masked
thugs	thug	thug
of	of	of
Antifa	antifa	Antifa
as	as	a
heroes	hero	hero
.	.	.
McCain	mccain	McCain
and	and	and
Romney	romney	Romney
used	use	used
almost	almost	almost
identical	ident	identical
language	languag	language
,	,	,
bending	bend	bending
their	their	their
knees	knee	knee
to	to	to
the	the	the
media	media	medium
narrative	narrat	narrative
that	that	that
only	onli	only
two	two	two
factions	faction	faction
were	were	were
present	present	present
in	in	in
Charlottesville	charlottesvill	Charlottesville
during	dure	during
the	the	the
awful	aw	awful
events	event	event
of	of	of
last	last	last
weekend	weekend	weekend
white	white	white
supremacist	supremacist	supremacist
Nazis	nazi	Nazis
and	and	and
Americans	american	Americans
standing	stand	standing
up	up	up
to	to	to
defy	defi	defy
hate	hate	hate
and	and	and
bigotry	bigotri	bigotry
.	.	.
Senator	senat	Senator
Rubio	rubio	Rubio
,	,	,
who	who	who
just	just	just
can	can	can
t	t	t
seem	seem	seem
to	to	to
get	get	get
over	over	over
his	his	his
loss	loss	loss
to	to	to
President	presid	President
Trump	trump	Trump
,	,	,
took	took	took
to	to	to
Twitter	twitter	Twitter
to	to	to
defend	defend	defend
the	the	the
violent	violent	violent
Antifa	antifa	Antifa
group	group	group
and	and	and
condemn	condemn	condemn
President	presid	President
Trump	trump	Trump
for	for	for
including	includ	including
them	them	them
in	in	in
his	his	his
condemnation	condemn	condemnation
of	of	of
the	the	the
violence	violenc	violence
that	that	that
took	took	took
place	place	place
in	in	in
Charlottesville	charlottesvill	Charlottesville
The	the	The
organizers	organ	organizer
of	of	of
events	event	event
which	which	which
inspired	inspir	inspired
led	led	led
to	to	to
#charlottesvilleterroristattack	#charlottesvilleterroristattack	#charlottesvilleterroristattack
are	are	are
100	100	100
to	to	to
