Token	Stem	Lemma
Danney	danney	Danney
Williams	william	Williams
has	has	ha
been	been	been
begging	beg	begging
for	for	for
Bill	bill	Bill
Clinton	clinton	Clinton
to	to	to
acknowledge	acknowledg	acknowledge
him	him	him
for	for	for
decades	decad	decade
In	in	In
the	the	the
video	video	video
below	below	below
he	he	he
tells	tell	tell
a	a	a
heartbreaking	heartbreak	heartbreaking
story	stori	story
of	of	of
living	live	living
in	in	in
poverty	poverti	poverty
and	and	and
being	be	being
moved	move	moved
from	from	from
foster	foster	foster
care	care	care
home	home	home
to	to	to
foster	foster	foster
care	care	care
home	home	home
He	he	He
also	also	also
tells	tell	tell
of	of	of
a	a	a
time	time	time
when	when	when
Bill	bill	Bill
Clinton	clinton	Clinton
secretly	secret	secretly
sent	sent	sent
money	money	money
to	to	to
his	his	his
mother	mother	mother
and	and	and
state	state	state
troopers	trooper	trooper
delivered	deliv	delivered
Christmas	christma	Christmas
gifts	gift	gift
to	to	to
their	their	their
home	home	home
His	his	His
mother	mother	mother
was	was	wa
a	a	a
prostitute	prostitut	prostitute
during	dure	during
the	the	the
time	time	time
that	that	that
Bill	bill	Bill
Clinton	clinton	Clinton
was	was	wa
Governor	governor	Governor
of	of	of
the	the	the
state	state	state
of	of	of
Arkansas	arkansa	Arkansas
Williams	william	Williams
says	say	say
he	he	he
was	was	wa
told	told	told
he	he	he
was	was	wa
conceived	conceiv	conceived
after	after	after
Bill	bill	Bill
Clinton	clinton	Clinton
and	and	and
his	his	his
mother	mother	mother
were	were	were
together	togeth	together
13	13	13
times	time	time
I	i	I
guess	guess	guess
this	this	this
is	is	is
one	one	one
black	black	black
life	life	life
that	that	that
the	the	the
Clinton	clinton	Clinton
s	s	s
didn	didn	didn
t	t	t
think	think	think
mattered	matter	mattered
so	so	so
much	much	much
