Token	Stem	Lemma
Stephen	stephen	Stephen
Hawking	hawk	Hawking
might	might	might
be	be	be
one	one	one
of	of	of
the	the	the
most	most	most
brilliant	brilliant	brilliant
and	and	and
highly	high	highly
respected	respect	respected
scientists	scientist	scientist
in	in	in
the	the	the
world	world	world
but	but	but
that	that	that
means	mean	mean
nothing	noth	nothing
in	in	in
Donald	donald	Donald
Trump	trump	Trump
s	s	s
America	america	America
In	in	In
fact	fact	fact
that	that	that
sort	sort	sort
of	of	of
thing	thing	thing
is	is	is
a	a	a
liability	liabil	liability
and	and	and
that	that	that
s	s	s
why	whi	why
Hawking	hawk	Hawking
has	has	ha
no	no	no
plans	plan	plan
on	on	on
visiting	visit	visiting
for	for	for
the	the	the
next	next	next
few	few	few
years	year	year
After	after	After
receiving	receiv	receiving
the	the	the
US	us	US
Franklin	franklin	Franklin
medal	medal	medal
for	for	for
science	scienc	science
and	and	and
receiving	receiv	receiving
the	the	the
presidential	presidenti	presidential
medal	medal	medal
of	of	of
freedom	freedom	freedom
from	from	from
President	presid	President
Obama	obama	Obama
in	in	in
2009	2009	2009
Hawking	hawk	Hawking
fears	fear	fear
the	the	the
country	countri	country
s	s	s
definite	definit	definite
swing	swing	swing
to	to	to
a	a	a
right	right	right
-wing	-wing	-wing
more	more	more
authoritarian	authoritarian	authoritarian
approach	approach	approach
He	he	He
also	also	also
fears	fear	fear
that	that	that
he	he	he
wouldn	wouldn	wouldn
t	t	t
be	be	be
welcome	welcom	welcome
here	here	here
anymore	anymor	anymore
I	i	I
would	would	would
like	like	like
to	to	to
visit	visit	visit
again	again	again
and	and	and
to	to	to
talk	talk	talk
to	to	to
other	other	other
scientists	scientist	scientist
but	but	but
I	i	I
fear	fear	fear
that	that	that
I	i	I
may	may	may
not	not	not
be	be	be
welcome	welcom	welcome
he	he	he
said	said	said
in	in	in
an	an	an
interview	interview	interview
with	with	with
Good	good	Good
Morning	morn	Morning
Britain	britain	Britain
on	on	on
Monday	monday	Monday
Source	sourc	Source
The	the	The
GuardianNaturally	guardiannatur	GuardianNaturally
Trump	trump	Trump
s	s	s
denial	denial	denial
and	and	and
inaction	inact	inaction
toward	toward	toward
the	the	the
biggest	biggest	biggest
crisis	crisi	crisis
to	to	to
hit	hit	hit
our	our	our
planet	planet	planet
manmade	manmad	manmade
climate	climat	climate
change	chang	change
is	is	is
at	at	at
the	the	the
forefront	forefront	forefront
of	of	of
Hawking	hawk	Hawking
s	s	s
mind	mind	mind
He	he	He
should	should	should
replace	replac	replace
Scott	scott	Scott
Pruitt	pruitt	Pruitt
at	at	at
the	the	the
Environment	environ	Environment
Protection	protect	Protection
Agency	agenc	Agency
he	he	he
said	said	said
Climate	climat	Climate
change	chang	change
is	is	is
one	one	one
of	of	of
the	the	the
great	great	great
dangers	danger	danger
we	we	we
face	face	face
and	and	and
it	it	it
s	s	s
one	one	one
we	we	we
can	can	can
prevent	prevent	prevent
It	it	It
affects	affect	affect
America	america	America
badly	bad	badly
so	so	so
tackling	tackl	tackling
it	it	it
should	should	should
win	win	win
votes	vote	vote
for	for	for
his	his	his
second	second	second
term	term	term
God	god	God
forbid	forbid	forbid
As	as	As
a	a	a
citizen	citizen	citizen
of	of	of
the	the	the
U	u	U
K	k	K
which	which	which
recently	recent	recently
voted	vote	voted
to	to	to
leave	leav	leave
the	the	the
European	european	European
Union	union	Union
for	for	for
reasons	reason	reason
very	veri	very
similar	similar	similar
to	to	to
the	the	the
impetus	impetus	impetus
behind	behind	behind
Trump	trump	Trump
s	s	s
election	elect	election
he	he	he
understands	understand	understands
the	the	the
feeling	feel	feeling
of	of	of
being	be	being
left	left	left
behind	behind	behind
and	and	and
the	the	the
fear	fear	fear
of	of	of
globalism	global	globalism
but	but	but
he	he	he
doesn	doesn	doesn
t	t	t
respect	respect	respect
it	it	it
Trump	trump	Trump
was	was	wa
elected	elect	elected
by	by	by
people	peopl	people
who	who	who
felt	felt	felt
disenfranchised	disenfranchis	disenfranchised
by	by	by
the	the	the
governing	govern	governing
elite	elit	elite
in	in	in
a	a	a
revolt	revolt	revolt
against	against	against
globalisation	globalis	globalisation
he	he	he
told	told	told
ITV1	itv1	ITV1
s	s	s
breakfast	breakfast	breakfast
programme	programm	programme
His	his	His
priority	prioriti	priority
will	will	will
be	be	be
to	to	to
satisfy	satisfi	satisfy
his	his	his
electorate	elector	electorate
who	who	who
are	are	are
neither	neither	neither
liberal	liber	liberal
nor	nor	nor
that	that	that
well	well	well
informed	inform	informed
Here	here	Here
s	s	s
the	the	the
video	video	video
Hawking	hawk	Hawking
has	has	ha
reasons	reason	reason
to	to	to
be	be	be
