There	there	There
s	s	s
already	alreadi	already
been	been	been
hints	hint	hint
from	from	from
NBC	nbc	NBC
News	news	News
that	that	that
Lester	lester	Lester
Holt	holt	Holt
,	,	,
the	the	the
moderator	moder	moderator
for	for	for
the	the	the
first	first	first
presidential	presidenti	presidential
debate	debat	debate
between	between	between
Donald	donald	Donald
Trump	trump	Trump
and	and	and
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
will	will	will
not	not	not
be	be	be
fact	fact	fact
checking	check	checking
the	the	the
candidates	candid	candidate
.	.	.

This	this	This
,	,	,
of	of	of
course	cours	course
,	,	,
will	will	will
allow	allow	allow
Trump	trump	Trump
to	to	to
say	say	say
anything	anyth	anything
he	he	he
pleases	pleas	plea
without	without	without
being	be	being
held	held	held
accountable	account	accountable
except	except	except
by	by	by
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
But	but	But
to	to	to
make	make	make
matters	matter	matter
worse	wors	worse
,	,	,
all	all	all
cable	cabl	cable
news	news	news
networks	network	network
including	includ	including
those	those	those
critical	critic	critical
of	of	of
Trump	trump	Trump
are	are	are
pledging	pledg	pledging
to	to	to
be	be	be
completely	complet	completely
spineless	spineless	spineless
,	,	,
and	and	and
will	will	will
not	not	not
offer	offer	offer
any	ani	any
on	on	on
-screen	-screen	-screen
fact	fact	fact
checks	check	check
to	to	to
any	ani	any
comments	comment	comment
made	made	made
by	by	by
the	the	the
candidates	candid	candidate
that	that	that
are	are	are
wrong	wrong	wrong
While	while	While
on	on	on
-screen	-screen	-screen
fact	fact	fact
-checking	-check	-checking
could	could	could
help	help	help
expose	expos	expose
inaccurate	inaccur	inaccurate
or	or	or
misleading	mislead	misleading
assertions	assert	assertion
without	without	without
interrupting	interrupt	interrupting
the	the	the
flow	flow	flow
of	of	of
the	the	the
debate	debat	debate
,	,	,
nearly	near	nearly
all	all	all
of	of	of
the	the	the
major	major	major
cable	cabl	cable
or	or	or
broadcast	broadcast	broadcast
networks	network	network
,	,	,
including	includ	including
Univision	univis	Univision
and	and	and
Telemundo	telemundo	Telemundo
,	,	,
said	said	said
that	that	that
they	they	they
would	would	would
not	not	not
use	use	use
any	ani	any
sort	sort	sort
on	on	on
screen	screen	screen
fact	fact	fact
check	check	check
or	or	or
graphics	graphic	graphic
.	.	.

Thus	thus	Thus
,	,	,
the	the	the
burden	burden	burden
of	of	of
keeping	keep	keeping
the	the	the
candidates	candid	candidate
honest	honest	honest
will	will	will
likely	like	likely
come	come	come
down	down	down
to	to	to
Holt	holt	Holt
,	,	,
the	the	the
only	onli	only
other	other	other
person	person	person
on	on	on
the	the	the
stage	stage	stage
.	.	.
After	after	After
Politico	politico	Politico
documented	document	documented
that	that	that
Trump	trump	Trump
lies	lie	lie
on	on	on
average	averag	average
every	everi	every
three	three	three
-and-a-half	-and-a-half	-and-a-half
minutes	minut	minute
,	,	,
one	one	one
would	would	would
think	think	think
a	a	a
fact	fact	fact
checking	check	checking
process	process	process
would	would	would
be	be	be
paramount	paramount	paramount
to	to	to
an	an	an
honest	honest	honest
,	,	,
open	open	open
debate	debat	debate
on	on	on
the	the	the
issues	issu	issue
.	.	.

But	but	But
sadly	sad	sadly
,	,	,
the	the	the
media	media	medium
,	,	,
realizing	realiz	realizing
their	their	their
ratings	rate	rating
are	are	are
on	on	on
the	the	the
line	line	line
,	,	,
would	would	would
rather	rather	rather
kowtow	kowtow	kowtow
to	to	to
Donald	donald	Donald
Trump	trump	Trump
and	and	and
his	his	his
band	band	band
of	of	of
deplorable	deplor	deplorable
surrogates	surrog	surrogate
.	.	.
The	the	The
Clinton	clinton	Clinton
campaign	campaign	campaign
has	has	ha
been	been	been
forceful	forc	forceful
in	in	in
its	it	it
effort	effort	effort
to	to	to
hold	hold	hold
Trump	trump	Trump
accountable	account	accountable
,	,	,
with	with	with
Clinton	clinton	Clinton
Campaign	campaign	Campaign
Communications	communic	Communications
Director	director	Director
Jennifer	jennif	Jennifer
