If	if	If
Republicans	republican	Republicans
and	and	and
Donald	donald	Donald
Trump	trump	Trump
really	realli	really
care	care	care
about	about	about
our	our	our
military	militari	military
veterans	veteran	veteran
,	,	,
they	they	they
will	will	will
tell	tell	tell
this	this	this
douchebag	douchebag	douchebag
to	to	to
shut	shut	shut
the	the	the
hell	hell	hell
up	up	up
.	.	.
Ohio	ohio	Ohio
GOP	gop	GOP
Rep	rep	Rep
.	.	.

Warren	warren	Warren
Davidson	davidson	Davidson
has	has	ha
outraged	outrag	outraged
the	the	the
Veterans	veteran	Veterans
of	of	of
Foreign	foreign	Foreign
Wars	war	Wars
and	and	and
the	the	the
House	hous	House
Veterans	veteran	Veterans
Affairs	affair	Affairs
Committee	committe	Committee
by	by	by
referring	refer	referring
to	to	to
veterans	veteran	veteran
as	as	a
moochers	moocher	moocher
who	who	who
are	are	are
just	just	just
pretending	pretend	pretending
to	to	to
be	be	be
hurt	hurt	hurt
or	or	or
sick	sick	sick
when	when	when
they	they	they
show	show	show
up	up	up
to	to	to
get	get	get
medical	medic	medical
care	care	care
from	from	from
the	the	the
VA	va	VA
.	.	.

Just	just	Just
like	like	like
workers	worker	worker
comp	comp	comp
out	out	out
here	here	here
s	s	s
got	got	got
moochers	moocher	moocher
,	,	,
I	i	I
wish	wish	wish
that	that	that
there	there	there
were	were	were
no	no	no
vets	vet	vet
that	that	that
were	were	were
the	the	the
same	same	same
sort	sort	sort
of	of	of
problem	problem	problem
on	on	on
our	our	our
society	societi	society
,	,	,
Davidson	davidson	Davidson
said	said	said
during	dure	during
a	a	a
town	town	town
hall	hall	hall
event	event	event
on	on	on
Monday	monday	Monday
.	.	.

But	but	But
part	part	part
of	of	of
the	the	the
problem	problem	problem
is	is	is
there	there	there
are	are	are
some	some	some
vets	vet	vet
that	that	that
are	are	are
moochers	moocher	moocher
and	and	and
they	they	they
re	re	re
clogging	clog	clogging
up	up	up
the	the	the
system	system	system
,	,	,
and	and	and
we	we	we
do	do	do
as	as	a
taxpayers	taxpay	taxpayer
want	want	want
to	to	to
make	make	make
sure	sure	sure
the	the	the
VA	va	VA
filters	filter	filter
out	out	out
these	these	these
folks	folk	folk
that	that	that
are	are	are
pretenders	pretend	pretender
.	.	.

Just	just	Just
like	like	like
we	we	we
wish	wish	wish
there	there	there
were	were	were
no	no	no
people	peopl	people
out	out	out
there	there	there
with	with	with
stolen	stolen	stolen
valor	valor	valor
,	,	,
but	but	but
that	that	that
s	s	s
a	a	a
problem	problem	problem
in	in	in
the	the	the
vet	vet	vet
community	communiti	community
,	,	,
too	too	too
.	.	.

Davidson	davidson	Davidson
,	,	,
who	who	who
won	won	won
a	a	a
special	special	special
election	elect	election
to	to	to
replace	replac	replace
John	john	John
Boehner	boehner	Boehner
and	and	and
is	is	is
a	a	a
supporter	support	supporter
of	of	of
Donald	donald	Donald
Trump	trump	Trump
,	,	,
has	has	ha
drawn	drawn	drawn
a	a	a
shitstorm	shitstorm	shitstorm
of	of	of
criticism	critic	criticism
ever	ever	ever
since	sinc	since
.	.	.
Veterans	veteran	Veterans
of	of	of
Foreign	foreign	Foreign
Wars	war	Wars
spokesman	spokesman	spokesman
Joe	joe	Joe
Davis	davi	Davis
slammed	slam	slammed
Davidson	davidson	Davidson
for	for	for
insulting	insult	insulting
the	the	the
men	men	men
and	and	and
women	women	woman
who	who	who
have	have	have
served	serv	served
this	this	this
country	countri	country
.	.	.

Honorably	honor	Honorably
discharged	discharg	discharged
veterans	veteran	veteran
with	with	with
service	servic	service
-connected	-connect	-connected
wounds	wound	wound
,	,	,
illnesses	ill	illness
and	and	and
injuries	injuri	injury
,	,	,
or	or	or
who	who	who
are	are	are
indigent	indig	indigent
due	due	due
to	to	to
circumstances	circumst	circumstance
beyond	beyond	beyond
their	their	their
control	control	control
,	,	,
are	are	are
not	not	not
moochers	moocher	moocher
,	,	,
he	he	he
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
House	hous	House
Veterans	veteran	Veterans
Affairs	affair	Affairs
Committee	committe	Committee
chairman	chairman	chairman
Jeff	jeff	Jeff
Miller	miller	Miller
said	said	said
he	he	he
hopes	hope	hope
that	that	that
Davidson	davidson	Davidson
merely	mere	merely
misspoke	misspok	misspoke
and	and	and
called	call	called
upon	upon	upon
him	him	him
to	to	to
clarify	clarifi	clarify
his	his	his
remarks	remark	remark
.	.	.
And	and	And
Davidson	davidson	Davidson
s	s	s
remarks	remark	remark
are	are	are
particularly	particular	particularly
outrageous	outrag	outrageous
because	becaus	because
Davidson	davidson	Davidson
is	is	is
a	a	a
veteran	veteran	veteran
himself	himself	himself
.	.	.
But	but	But
when	when	when
given	given	given
the	the	the
chance	chanc	chance
to	to	to
back	back	back
down	down	down
,	,	,
Davidson	davidson	Davidson
did	did	did
the	the	the
opposite	opposit	opposite
.	.	.

Any	ani	Any
effort	effort	effort
to	to	to
suggest	suggest	suggest
I	i	I
have	have	have
anything	anyth	anything
other	other	other
than	than	than
a	a	a
soldier	soldier	soldier
s	s	s
passion	passion	passion
for	for	for
providing	provid	providing
our	our	our
veterans	veteran	veteran
with	with	with
the	the	the
care	care	care
they	they	they
deserve	deserv	deserve
is	is	is
dishonest	dishonest	dishonest
,	,	,
he	he	he
said	said	said
before	befor	before
his	his	his
spokesman	spokesman	spokesman
presented	present	presented
four	four	four
case	case	case
of	of	of
VA	va	VA
fraud	fraud	fraud
to	to	to
somehow	somehow	somehow
prove	prove	prove
his	his	his
claims	claim	claim
that	that	that
veterans	veteran	veteran
are	are	are
moochers	moocher	moocher
.	.	.

The	the	The
problem	problem	problem
is	is	is
that	that	that
these	these	these
cases	case	case
involve	involv	involve
people	peopl	people
who	who	who
pretend	pretend	pretend
to	to	to
be	be	be
veterans	veteran	veteran
.	.	.

In	in	In
other	other	other
words	word	word
,	,	,
the	the	the
people	peopl	people
in	in	in
these	these	these
cases	case	case
are	are	are
NOT	not	NOT
veterans	veteran	veteran
.	.	.

But	but	But
Davidson	davidson	Davidson
called	call	called
veterans	veteran	veteran
moochers	moocher	moocher
anyway	anyway	anyway
.	.	.
It	it	It
would	would	would
have	have	have
been	been	been
so	so	so
simple	simpl	simple
for	for	for
Davidson	davidson	Davidson
to	to	to
just	just	just
clarify	clarifi	clarify
his	his	his
remarks	remark	remark
,	,	,
but	but	but
he	he	he
didn	didn	didn
t	t	t
because	becaus	because
,	,	,
like	like	like
Donald	donald	Donald
Trump	trump	Trump
,	,	,
Republicans	republican	Republicans
are	are	are
incapable	incap	incapable
of	of	of
admitting	admit	admitting
when	when	when
they	they	they
are	are	are
wrong	wrong	wrong
.	.	.

So	so	So
Davidson	davidson	Davidson
s	s	s
insult	insult	insult
of	of	of
veterans	veteran	veteran
stands	stand	stand
in	in	in
the	the	the
record	record	record
as	as	a
a	a	a
testament	testament	testament
to	to	to
how	how	how
Republicans	republican	Republicans
really	realli	really
feel	feel	feel
about	about	about
the	the	the
men	men	men
and	and	and
women	women	woman
who	who	who
fought	fought	fought
for	for	for
our	our	our
country	countri	country
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
YouTube	youtub	YouTube

