Token	Stem	Lemma
The	the	The
Founding	found	Founding
Fathers	father	Fathers
are	are	are
rolling	roll	rolling
in	in	in
their	their	their
graves	grave	graf
During	dure	During
an	an	an
interview	interview	interview
with	with	with
Leslie	lesli	Leslie
Stahl	stahl	Stahl
on	on	on
60	60	60
Minutes	minut	Minutes
which	which	which
will	will	will
air	air	air
on	on	on
Sunday	sunday	Sunday
evening	even	evening
Donald	donald	Donald
Trump	trump	Trump
once	onc	once
again	again	again
blamed	blame	blamed
President	presid	President
Obama	obama	Obama
for	for	for
ISIS	isi	ISIS
and	and	and
vowed	vow	vowed
to	to	to
declare	declar	declare
war	war	war
on	on	on
the	the	the
terrorist	terrorist	terrorist
organization	organ	organization
since	sinc	since
Obama	obama	Obama
will	will	will
not	not	not
We	we	We
re	re	re
going	go	going
to	to	to
declare	declar	declare
war	war	war
against	against	against
ISIS	isi	ISIS
Trump	trump	Trump
said	said	said
We	we	We
have	have	have
to	to	to
wipe	wipe	wipe
out	out	out
ISIS	isi	ISIS
There	there	There
s	s	s
just	just	just
one	one	one
big	big	big
problem	problem	problem
with	with	with
that	that	that
promise	promis	promise
It	it	It
s	s	s
blatantly	blatant	blatantly
unconstitutional	unconstitut	unconstitutional
For	for	For
some	some	some
reason	reason	reason
every	everi	every
Republican	republican	Republican
in	in	in
America	america	America
seems	seem	seems
to	to	to
think	think	think
that	that	that
President	presid	President
Obama	obama	Obama
has	has	ha
the	the	the
power	power	power
to	to	to
declare	declar	declare
war	war	war
And	and	And
that	that	that
means	mean	mean
none	none	none
of	of	of
the	the	the
Republicans	republican	Republicans
who	who	who
proudly	proud	proudly
carry	carri	carry
pocket	pocket	pocket
versions	version	version
of	of	of
the	the	the
Constitution	constitut	Constitution
with	with	with
them	them	them
have	have	have
never	never	never
actually	actual	actually
read	read	read
it	it	it
Article	articl	Article
I	i	I
Section	section	Section
8	8	8
clearly	clear	clearly
states	state	state
that	that	that
ONLY	onli	ONLY
Congress	congress	Congress
has	has	ha
the	the	the
power	power	power
to	to	to
declare	declar	declare
war	war	war
The	the	The
Congress	congress	Congress
shall	shall	shall
have	have	have
Power	power	Power
To	to	To
declare	declar	declare
War	war	War
grant	grant	grant
Letters	letter	Letters
of	of	of
Marque	marqu	Marque
and	and	and
Reprisal	repris	Reprisal
and	and	and
make	make	make
Rules	rule	Rules
concerning	concern	concerning
Captures	captur	Captures
on	on	on
Land	land	Land
and	and	and
Water	water	Water
That	that	That
s	s	s
what	what	what
the	the	the
Constitution	constitut	Constitution
says	say	say
But	but	But
just	just	just
like	like	like
Fox	fox	Fox
News	news	News
host	host	host
Jeanine	jeanin	Jeanine
Pirro	pirro	Pirro
who	who	who
somehow	somehow	somehow
became	becam	became
an	an	an
attorney	attorney	attorney
and	and	and
judge	judg	judge
said	said	said
on	on	on
Friday	friday	Friday
when	when	when
she	she	she
whined	whine	whined
about	about	about
President	presid	President
Obama	obama	Obama
not	not	not
declaring	declar	declaring
war	war	war
on	on	on
ISIS	isi	ISIS
Trump	trump	Trump
seems	seem	seems
to	to	to
think	think	think
the	the	the
president	presid	president
has	has	ha
that	that	that
power	power	power
It	it	It
s	s	s
asinine	asinin	asinine
and	and	and
it	it	it
is	is	is
something	someth	something
most	most	most
people	peopl	people
learn	learn	learn
in	in	in
middle	middl	middle
school	school	school
If	if	If
he	he	he
wants	want	want
to	to	to
blame	blame	blame
anyone	anyon	anyone
for	for	for
not	not	not
declaring	declar	declaring
war	war	war
he	he	he
should	should	should
blame	blame	blame
Republicans	republican	Republicans
in	in	in
Congress	congress	Congress
It	it	It
s	s	s
their	their	their
job	job	job
and	and	and
if	if	if
they	they	they
are	are	are
really	realli	really
that	that	that
scared	scare	scared
of	of	of
ISIS	isi	ISIS
they	they	they
should	should	should
do	do	do
it	it	it
Oh	oh	Oh
but	but	but
there	there	there
s	s	s
more	more	more
President	presid	President
Obama	obama	Obama
can	can	can
only	onli	only
do	do	do
so	so	so
much	much	much
to	to	to
fight	fight	fight
ISIS	isi	ISIS
without	without	without
a	a	a
declaration	declar	declaration
of	of	of
war	war	war
from	from	from
the	the	the
lazy	lazi	lazy
bums	bum	bum
who	who	who
control	control	control
Congress	congress	Congress
right	right	right
now	now	now
and	and	and
he	he	he
s	s	s
doing	do	doing
it	it	it
by	by	by
ordering	order	ordering
airstrikes	airstrik	airstrikes
sending	send	sending
military	militari	military
advisers	advis	adviser
gathering	gather	gathering
intelligence	intellig	intelligence
authorizing	author	authorizing
drone	drone	drone
strikes	strike	strike
and	and	and
working	work	working
with	with	with
our	our	our
allies	alli	ally
All	all	All
of	of	of
this	this	this
is	is	is
combating	combat	combating
ISIS	isi	ISIS
to	to	to
the	the	the
point	point	point
where	where	where
they	they	they
are	are	are
close	close	close
to	to	to
being	be	being
forced	forc	forced
underground	underground	underground
and	and	and
their	their	their
recruiting	recruit	recruiting
and	and	and
finances	financ	finance
are	are	are
suffering	suffer	suffering
And	and	And
to	to	to
hear	hear	hear
Trump	trump	Trump
talk	talk	talk
that	that	that
s	s	s
all	all	all
he	he	he
plans	plan	plan
to	to	to
do	do	do
as	as	a
well	well	well
Trump	trump	Trump
avoided	avoid	avoided
saying	say	saying
he	he	he
would	would	would
use	use	use
troops	troop	troop
in	in	in
a	a	a
ground	ground	ground
war	war	war
against	against	against
ISIS	isi	ISIS
but	but	but
bragged	brag	bragged
that	that	that
his	his	his
intelligence	intellig	intelligence
network	network	network
would	would	would
somehow	somehow	somehow
be	be	be
stronger	stronger	stronger
even	even	even
though	though	though
the	the	the
American	american	American
intelligence	intellig	intelligence
apparatus	apparatus	apparatus
is	is	is
the	the	the
strongest	strongest	strongest
it	it	it
has	has	ha
ever	ever	ever
been	been	been
I	i	I
am	am	am
going	go	going
to	to	to
have	have	have
very	veri	very
few	few	few
troops	troop	troop
on	on	on
the	the	the
ground	ground	ground
Trump	trump	Trump
said	said	said
We	we	We
re	re	re
going	go	going
to	to	to
have	have	have
unbelievable	unbeliev	unbelievable
intelligence	intellig	intelligence
which	which	which
we	we	we
need	need	need
which	which	which
right	right	right
now	now	now
we	we	we
don	don	don
t	t	t
have	have	have
We	we	We
don	don	don
t	t	t
have	have	have
the	the	the
people	peopl	people
over	over	over
there	there	there
Trump	trump	Trump
also	also	also
seems	seem	seems
to	to	to
think	think	think
beating	beat	beating
ISIS	isi	ISIS
is	is	is
as	as	a
easy	easi	easy
as	as	a
surrounding	surround	surrounding
them	them	them
as	as	a
if	if	if
they	they	they
are	are	are
a	a	a
country	countri	country
and	and	and
he	he	he
claims	claim	claim
he	he	he
ll	ll	ll
get	get	get
NATO	nato	NATO
involved	involv	involved
We	we	We
re	re	re
going	go	going
to	to	to
have	have	have
surrounding	surround	surrounding
states	state	state
and	and	and
very	veri	very
importantly	import	importantly
get	get	get
NATO	nato	NATO
involved	involv	involved
because	becaus	because
we	we	we
support	support	support
NATO	nato	NATO
far	far	far
more	more	more
than	than	than
we	we	we
should	should	should
frankly	frank	frankly
because	becaus	because
you	you	you
have	have	have
a	a	a
lot	lot	lot
of	of	of
countries	countri	country
that	that	that
aren	aren	aren
t	t	t
doing	do	doing
what	what	what
they	they	they
re	re	re
supposed	suppos	supposed
to	to	to
be	be	be
doing	do	doing
We	we	We
have	have	have
to	to	to
wipe	wipe	wipe
out	out	out
ISIS	isi	ISIS
First	first	First
of	of	of
all	all	all
ISIS	isi	ISIS
is	is	is
present	present	present
in	in	in
several	sever	several
countries	countri	country
