If	if	If
there	there	there
is	is	is
one	one	one
thing	thing	thing
we	we	we
know	know	know
for	for	for
certain	certain	certain
,	,	,
it	it	it
s	s	s
that	that	that
Donald	donald	Donald
Trump	trump	Trump
is	is	is
in	in	in
no	no	no
shortage	shortag	shortage
of	of	of
racist	racist	racist
white	white	white
supremacists	supremacist	supremacist
supporting	support	supporting
him	him	him
and	and	and
pushing	push	pushing
conspiracy	conspiraci	conspiracy
theories	theori	theory
for	for	for
him	him	him
.	.	.
Now	now	Now
,	,	,
it	it	it
s	s	s
one	one	one
thing	thing	thing
to	to	to
have	have	have
that	that	that
racist	racist	racist
fan	fan	fan
base	base	base
;	;	;
it	it	it
s	s	s
another	anoth	another
to	to	to
embrace	embrac	embrace
it	it	it
and	and	and
promote	promot	promote
it	it	it
yourself	yourself	yourself
,	,	,
which	which	which
is	is	is
exactly	exact	exactly
what	what	what
both	both	both
Trump	trump	Trump
,	,	,
and	and	and
now	now	now
his	his	his
son	son	son
Donald	donald	Donald
Trump	trump	Trump
,	,	,
Jr	jr	Jr
.	.	.
are	are	are
doing	do	doing
.	.	.
We	we	We
ve	ve	ve
already	alreadi	already
seen	seen	seen
Trump	trump	Trump
retweet	retweet	retweet
white	white	white
nationalists	nationalist	nationalist
who	who	who
tweeted	tweet	tweeted
their	their	their
support	support	support
of	of	of
the	the	the
candidate	candid	candidate
,	,	,
but	but	but
now	now	now
,	,	,
in	in	in
an	an	an
effort	effort	effort
to	to	to
somehow	somehow	somehow
make	make	make
Bernie	berni	Bernie
Sanders	sander	Sanders
guilty	guilti	guilty
of	of	of
starting	start	starting
the	the	the
chaos	chao	chaos
at	at	at
the	the	the
Chicago	chicago	Chicago
Trump	trump	Trump
rally	ralli	rally
,	,	,
Donald	donald	Donald
Trump	trump	Trump
,	,	,
Jr	jr	Jr
.	.	.
has	has	ha
decided	decid	decided
to	to	to
retweet	retweet	retweet
a	a	a
conspiracy	conspiraci	conspiracy
theory	theori	theory
pushed	push	pushed
by	by	by
a	a	a
white	white	white
nationalist	nationalist	nationalist
group	group	group
.	.	.
Here	here	Here
s	s	s
the	the	the
photo	photo	photo
in	in	in
question	question	question
,	,	,
where	where	where
a	a	a
woman	woman	woman
in	in	in
Trump	trump	Trump
paraphernalia	paraphernalia	paraphernalia
is	is	is
doing	do	doing
a	a	a
white	white	white
pride	pride	pride
salute	salut	salute
reminiscent	reminisc	reminiscent
of	of	of
Nazi	nazi	Nazi
Germany	germani	Germany
.	.	.
Trump	trump	Trump
cancels	cancel	cancel
Chicago	chicago	Chicago
rally	ralli	rally
amid	amid	amid
security	secur	security
concerns	concern	concern
https://t.co/LVEGWkrAQ7	https://t.co/lvegwkraq7	https://t.co/LVEGWkrAQ7
#Chicago	#chicago	#Chicago
#DonaldTrump	#donaldtrump	#DonaldTrump
photo	photo	photo
by	by	by
@ejwamb	@ejwamb	@ejwamb
pic.twitter.com/tF1NTu8qui	pic.twitter.com/tf1ntu8qui	pic.twitter.com/tF1NTu8qui
Chicago	chicago	Chicago
Trib	trib	Trib
Photo	photo	Photo
@ChiTribPhoto	@chitribphoto	@ChiTribPhoto
March	march	March
12	12	12
,	,	,
2016Twisting	2016twist	2016Twisting
and	and	and
making	make	making
things	thing	thing
up	up	up
out	out	out
of	of	of
the	the	the
clear	clear	clear
blue	blue	blue
sky	sky	sky
,	,	,
many	mani	many
started	start	started
claiming	claim	claiming
that	that	that
this	this	this
woman	woman	woman
was	was	wa
Bernie	berni	Bernie
Sanders	sander	Sanders
organizer	organ	organizer
Portia	portia	Portia
Boulger	boulger	Boulger
.	.	.
The	the	The
Trump	trump	Trump
Nazi	nazi	Nazi
is	is	is
Portia	portia	Portia
Boulger	boulger	Boulger
,	,	,
who	who	who
runs	run	run
the	the	the
Women	women	Women
for	for	for
Bernie	berni	Bernie
Sanders	sander	Sanders
Twitter	twitter	Twitter
account	account	account
.	.	.
It's	it	It's
another	anoth	another
media	media	medium
plant	plant	plant
.	.	.
pic.twitter.com/m1CkwWgwud	pic.twitter.com/m1ckwwgwud	pic.twitter.com/m1CkwWgwud
Supreme	suprem	Supreme
Dark	dark	Dark
Lord	lord	Lord
@voxday	@voxday	@voxday
March	march	March
12	12	12
,	,	,
2016However	2016howev	2016However
,	,	,
the	the	the
woman	woman	woman
in	in	in
question	question	question
,	,	,
can	can	can
be	be	be
seen	seen	seen
here	here	here
,	,	,
and	and	and
clearly	clear	clearly
was	was	wa
not	not	not
the	the	the
woman	woman	woman
making	make	making
the	the	the
Nazi	nazi	Nazi
salute	salut	salute
in	in	in
solidarity	solidar	solidarity
with	with	with
Donald	donald	Donald
Trump	trump	Trump
.	.	.
I	i	I
wasn't	wasn't	wasn't
in	in	in
Chicago	chicago	Chicago
last	last	last
pm	pm	pm
spreading	spread	spreading
some	some	some
nasty	nasti	nasty
.	.	.
My	my	My
hair	hair	hair
is	is	is
short	short	short
.	.	.
Come	come	Come
on	on	on
2	2	2
IBEW	ibew	IBEW
in	in	in
Chillcothe	chillcoth	Chillcothe
#GOTVforBernie	#gotvforberni	#GOTVforBernie
pic.twitter.com/igtJNC7ITj	pic.twitter.com/igtjnc7itj	pic.twitter.com/igtJNC7ITj
Portia	portia	Portia
A	a	A
.	.	.
Boulger	boulger	Boulger
@PortiaABoulger	@portiaaboulg	@PortiaABoulger
March	march	March
12	12	12
,	,	,
2016But	2016but	2016But
still	still	still
running	run	running
with	with	with
the	the	the
conspiracy	conspiraci	conspiracy
theory	theori	theory
is	is	is
none	none	none
other	other	other
that	that	that
Donald	donald	Donald
Trump	trump	Trump
,	,	,
Jr	jr	Jr
.	.	.
However	howev	However
,	,	,
who	who	who
Trump	trump	Trump
Jr	jr	Jr
.	.	.
is	is	is
retweeting	retweet	retweeting
is	is	is
what	what	what
is	is	is
most	most	most
concerning	concern	concerning
.	.	.
He	he	He
is	is	is
pushing	push	pushing
the	the	the
conspiracy	conspiraci	conspiracy
via	via	via
a	a	a
Twitter	twitter	Twitter
handle	handl	handle
that	that	that
boasts	boast	boast
white	white	white
pride	pride	pride
.	.	.
A	a	A
handle	handl	handle
that	that	that
has	has	ha
actually	actual	actually
admitted	admit	admitted
they	they	they
were	were	were
wrong	wrong	wrong
about	about	about
who	who	who
the	the	the
woman	woman	woman
was	was	wa
,	,	,
but	but	but
Trump	trump	Trump
Jr	jr	Jr
.	.	.
still	still	still
ran	ran	ran
with	with	with
it	it	it
,	,	,
and	and	and
as	as	a
of	of	of
now	now	now
,	,	,
it	it	it
s	s	s
still	still	still
up	up	up
on	on	on
his	his	his
Twitter	twitter	Twitter
account	account	account
.	.	.
Here's	here	Here's
Vox	vox	Vox
Day	day	Day
explaining	explain	explaining
how	how	how
white	white	white
people	peopl	people
are	are	are
superior	superior	superior
to	to	to
black	black	black
people	peopl	people
https://t.co/JAaeZlDOsQ	https://t.co/jaaezldosq	https://t.co/JAaeZlDOsQ
Adam	adam	Adam
Serwer	serwer	Serwer
@AdamSerwer	@adamserw	@AdamSerwer
March	march	March
12	12	12
,	,	,
2016While	2016while	2016While
that	that	that
person	person	person
is	is	is
shocked	shock	shocked
that	that	that
Trump	trump	Trump
Jr	jr	Jr
.	.	.
would	would	would
do	do	do
such	such	such
a	a	a
thing	thing	thing
,	,	,
most	most	most
people	peopl	people
probably	probabl	probably
aren	aren	aren
t	t	t
considering	consid	considering
his	his	his
dad	dad	dad
has	has	ha
retweeted	retweet	retweeted
white	white	white
supremacists	supremacist	supremacist
a	a	a
number	number	number
of	of	of
times	time	time
.	.	.
Racism	racism	Racism
with	with	with
the	the	the
Trumps	trump	Trumps
is	is	is
nothing	noth	nothing
new	new	new
.	.	.
Back	back	Back
in	in	in
1973	1973	1973
,	,	,
the	the	the
Department	depart	Department
of	of	of
Justice	justic	Justice
filed	file	filed
a	a	a
lawsuit	lawsuit	lawsuit
against	against	against
Donald	donald	Donald
Trump	trump	Trump
and	and	and
his	his	his
father	father	father
for	for	for
refusing	refus	refusing
to	to	to
rent	rent	rent
to	to	to
people	peopl	people
of	of	of
color	color	color
.	.	.
If	if	If
you	you	you
haven	haven	haven
t	t	t
noticed	notic	noticed
by	by	by
now	now	now
that	that	that
Trump	trump	Trump
is	is	is
racist	racist	racist
himself	himself	himself
,	,	,
notice	notic	notice
it	it	it
by	by	by
who	who	who
follows	follow	follows
and	and	and
supports	support	support
him	him	him
.	.	.
It	it	It
s	s	s
clear	clear	clear
as	as	a
day	day	day
.	.	.
If	if	If
you	you	you
disagree	disagre	disagree
,	,	,
you	you	you
are	are	are
either	either	either
willfully	will	willfully
ignorant	ignor	ignorant
,	,	,
or	or	or
absent	absent	absent
from	from	from
reality	realiti	reality
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Instagram	instagram	Instagram
