Token	Stem	Lemma
The	the	The
Republican	republican	Republican
healthcare	healthcar	healthcare
plan	plan	plan
is	is	is
a	a	a
travesty	travesti	travesty
and	and	and
the	the	the
numbers	number	number
don	don	don
t	t	t
lie	lie	lie
Sen	sen	Sen
Orrin	orrin	Orrin
Hatch	hatch	Hatch
does	doe	doe
though	though	though
Sen	sen	Sen
Bernie	berni	Bernie
Sanders	sander	Sanders
I	i	I
-VT	-vt	-VT
tweeted	tweet	tweeted
on	on	on
Thursday	thursday	Thursday
Let	let	Let
us	us	u
be	be	be
clear	clear	clear
and	and	and
this	this	this
is	is	is
not	not	not
trying	tri	trying
to	to	to
be	be	be
overly	over	overly
dramatic	dramat	dramatic
Thousands	thousand	Thousands
of	of	of
people	peopl	people
will	will	will
die	die	die
if	if	if
the	the	the
Republican	republican	Republican
health	health	health
care	care	care
bill	bill	bill
becomes	becom	becomes
law	law	law
Sanders	sander	Sanders
is	is	is
correct	correct	correct
but	but	but
he	he	he
s	s	s
being	be	being
stingy	stingi	stingy
with	with	with
his	his	his
numbers	number	number
Actually	actual	Actually
tens	ten	ten
of	of	of
thousands	thousand	thousand
of	of	of
our	our	our
country	countri	country
s	s	s
neediest	neediest	neediest
will	will	will
die	die	die
if	if	if
Trumpcare	trumpcar	Trumpcare
becomes	becom	becomes
law	law	law
and	and	and
all	all	all
because	becaus	because
Republicans	republican	Republicans
want	want	want
to	to	to
gift	gift	gift
the	the	the
wealthy	wealthi	wealthy
with	with	with
a	a	a
tax	tax	tax
cut	cut	cut
Let	let	Let
us	us	u
be	be	be
clear	clear	clear
and	and	and
this	this	this
is	is	is
not	not	not
trying	tri	trying
to	to	to
be	be	be
overly	over	overly
dramatic	dramat	dramatic
Thousands	thousand	Thousands
of	of	of
people	peopl	people
will	will	will
die	die	die
if	if	if
the	the	the
Republican	republican	Republican
health	health	health
care	care	care
bill	bill	bill
becomes	becom	becomes
law	law	law
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
June	june	June
23	23	23
2017Medicaid	2017medicaid	2017Medicaid
