Token	Stem	Lemma
The	the	The
cops	cop	cop
are	are	are
out	out	out
of	of	of
control	control	control
They	they	They
have	have	have
appointed	appoint	appointed
themselves	themselv	themselves
judge	judg	judge
jury	juri	jury
and	and	and
executioner	execution	executioner
in	in	in
too	too	too
many	mani	many
cases	case	case
to	to	to
count	count	count
now	now	now
and	and	and
here	here	here
is	is	is
yet	yet	yet
another	anoth	another
Police	polic	Police
in	in	in
San	san	San
Francisco	francisco	Francisco
executed	execut	executed
a	a	a
26	26	26
-year	-year	-year
-old	-old	-old
black	black	black
man	man	man
Mario	mario	Mario
Woods	wood	Woods
by	by	by
shooting	shoot	shooting
him	him	him
twenty	twenti	twenty
-one	-one	-one
times	time	time
Two	two	Two
of	of	of
those	those	those
shots	shot	shot
were	were	were
to	to	to
his	his	his
head	head	head
according	accord	according
the	the	the
an	an	an
autopsy	autopsi	autopsy
report	report	report
obtained	obtain	obtained
by	by	by
local	local	local
CBS	cbs	CBS
affiliate	affili	affiliate
KRON	kron	KRON
-4	-4	-4
In	in	In
this	this	this
particular	particular	particular
case	case	case
San	san	San
Francisco	francisco	Francisco
Chief	chief	Chief
of	of	of
Police	polic	Police
Greg	greg	Greg
Suhr	suhr	Suhr
did	did	did
the	the	the
usual	usual	usual
and	and	and
lied	lie	lied
about	about	about
a	a	a
dead	dead	dead
man	man	man
s	s	s
actions	action	action
in	in	in
order	order	order
cover	cover	cover
up	up	up
the	the	the
fact	fact	fact
that	that	that
his	his	his
officers	offic	officer
used	use	used
excessive	excess	excessive
deadly	dead	deadly
force	forc	force
against	against	against
Woods	wood	Woods
claiming	claim	claiming
that	that	that
the	the	the
suspect	suspect	suspect
lunged	lung	lunged
at	at	at
the	the	the
officers	offic	officer
and	and	and
refused	refus	refused
to	to	to
drop	drop	drop
the	the	the
knife	knife	knife
he	he	he
was	was	wa
supposedly	suppos	supposedly
carrying	carri	carrying
Woods	wood	Woods
was	was	wa
being	be	being
approached	approach	approached
because	becaus	because
the	the	the
cops	cop	cop
believed	believ	believed
that	that	that
he	he	he
had	had	had
stabbed	stab	stabbed
someone	someon	someone
However	howev	However
video	video	video
taken	taken	taken
by	by	by
witnesses	wit	witness
reveal	reveal	reveal
otherwise	otherwis	otherwise
Woods	wood	Woods
did	did	did
not	not	not
lunge	lung	lunge
at	at	at
anyone	anyon	anyone
and	and	and
he	he	he
was	was	wa
outnumbered	outnumb	outnumbered
five	five	five
to	to	to
one	one	one
with	with	with
armed	arm	armed
and	and	and
trained	train	trained
police	polic	police
officers	offic	officer
Thanks	thank	Thanks
to	to	to
the	the	the
medical	medic	medical
examiner	examin	examiner
s	s	s
report	report	report
and	and	and
the	the	the
fact	fact	fact
that	that	that
the	the	the
bullet	bullet	bullet
casings	case	casing
from	from	from
all	all	all
27	27	27
shots	shot	shot
that	that	that
were	were	were
fired	fire	fired
have	have	have
been	been	been
found	found	found
the	the	the
cops	cop	cop
have	have	have
been	been	been
forced	forc	forced
to	to	to
backtrack	backtrack	backtrack
on	on	on
their	their	their
lies	lie	lie
They	they	They
are	are	are
now	now	now
saying	say	saying
that	that	that
the	the	the
current	current	current
narrative	narrat	narrative
appears	appear	appears
to	to	to
corroborate	corrobor	corroborate
facts	fact	fact
gathered	gather	gathered
by	by	by
investigators	investig	investigator
in	in	in
the	the	the
aftermath	aftermath	aftermath
of	of	of
this	this	this
tragic	tragic	tragic
incident	incid	incident
They	they	They
went	went	went
on	on	on
to	to	to
say	say	say
The	the	The
department	depart	department
is	is	is
committed	commit	committed
to	to	to
a	a	a
thorough	thorough	thorough
review	review	review
of	of	of
the	the	the
shooting	shoot	shooting
and	and	and
this	this	this
report	report	report
will	will	will
be	be	be
an	an	an
important	import	important
component	compon	component
of	of	of
all	all	all
three	three	three
ongoing	ongo	ongoing
independent	independ	independent
investigations	investig	investigation
The	the	The
shooting	shoot	shooting
is	is	is
under	under	under
investigation	investig	investigation
by	by	by
the	the	the
police	polic	police
department	depart	department
itself	itself	itself
as	as	a
well	well	well
as	as	a
two	two	two
other	other	other
independent	independ	independent
city	citi	city
agencies	agenc	agency
the	the	the
San	san	San
Francisco	francisco	Francisco
District	district	District
Attorney	attorney	Attorney
s	s	s
Office	offic	Office
and	and	and
the	the	the
San	san	San
Francisco	francisco	Francisco
Office	offic	Office
of	of	of
Citizen	citizen	Citizen
Complaints	complaint	Complaints
Likely	like	Likely
they	they	they
hope	hope	hope
to	to	to
be	be	be
able	abl	able
to	to	to
investigate	investig	investigate
themselves	themselv	themselves
and	and	and
find	find	find
that	that	that
they	they	they
did	did	did
nothing	noth	nothing
wrong	wrong	wrong
Not	not	Not
so	so	so
fast	fast	fast
on	on	on
this	this	this
one	one	one
though	though	though
The	the	The
Mayor	mayor	Mayor
of	of	of
San	san	San
Francisco	francisco	Francisco
Ed	ed	Ed
Lee	lee	Lee
has	has	ha
inquired	inquir	inquired
of	of	of
the	the	the
Department	depart	Department
of	of	of
Justice	justic	Justice
and	and	and
Attorney	attorney	Attorney
General	general	General
Loretta	loretta	Loretta
Lynch	lynch	Lynch
for	for	for
a	a	a
federal	feder	federal
investigation	investig	investigation
into	into	into
this	this	this
deadly	dead	deadly
shooting	shoot	shooting
The	the	The
San	san	San
Francisco	francisco	Francisco
Board	board	Board
of	of	of
Supervisors	supervisor	Supervisors
want	want	want
an	an	an
investigation	investig	investigation
into	into	into
not	not	not
only	onli	only
this	this	this
police	polic	police
shooting	shoot	shooting
but	but	but
those	those	those
of	of	of
two	two	two
other	other	other
black	black	black
men	men	men
who	who	who
were	were	were
shot	shot	shot
and	and	and
killed	kill	killed
by	by	by
San	san	San
Francisco	francisco	Francisco
cops	cop	cop
That	that	That
Blue	blue	Blue
Wall	wall	Wall
of	of	of
Silence	silenc	Silence
won	won	won
t	t	t
help	help	help
ya	ya	ya
on	on	on
this	this	this
one	one	one
boys	boy	boy
Mario	mario	Mario
Woods	wood	Woods
mother	mother	mother
Gwendolyn	gwendolyn	Gwendolyn
Woods	wood	Woods
has	has	ha
also	also	also
filed	file	filed
a	a	a
wrongful	wrong	wrongful
death	death	death
suit	suit	suit
against	against	against
the	the	the
city	citi	city
Her	her	Her
attorney	attorney	attorney
John	john	John
Burris	burri	Burris
says	say	say
of	of	of
the	the	the
situation	situat	situation
The	the	The
fact	fact	fact
is	is	is
he	he	he
was	was	wa
shot	shot	shot
in	in	in
the	the	the
back	back	back
The	the	The
significance	signific	significance
to	to	to
me	me	me
is	is	is
most	most	most
of	of	of
the	the	the
officers	offic	officer
who	who	who
were	were	were
shooting	shoot	shooting
were	were	were
not	not	not
being	be	being
threatened	threaten	threatened
at	at	at
the	the	the
time	time	time
they	they	they
fired	fire	fired
those	those	those
weapons	weapon	weapon
Of	of	Of
course	cours	course
the	the	the
cops	cop	cop
and	and	and
the	the	the
city	citi	city
are	are	are
trying	tri	trying
to	to	to
paint	paint	paint
Mario	mario	Mario
Woods	wood	Woods
in	in	in
a	a	a
bad	bad	bad
light	light	light
saying	say	saying
in	in	in
their	their	their
response	respons	response
to	to	to
Mrs	mrs	Mrs
Woods	wood	Woods
lawsuit	lawsuit	lawsuit
that	that	that
her	her	her
son	son	son
advanced	advanc	advanced
abruptly	abrupt	abruptly
toward	toward	toward
the	the	the
officers	offic	officer
and	and	and
an	an	an
armed	arm	armed
and	and	and
dangerous	danger	dangerous
suspect	suspect	suspect
in	in	in
a	a	a
violent	violent	violent
felony	feloni	felony
But	but	But
John	john	John
Burris	burri	Burris
isn	isn	isn
t	t	t
buying	buy	buying
that	that	that
and	and	and
says	say	say
that	that	that
Woods	wood	Woods
was	was	wa
not	not	not
a	a	a
threat	threat	threat
to	to	to
the	the	the
lives	live	life
of	of	of
the	the	the
officers	offic	officer
despite	despit	despite
the	the	the
fact	fact	fact
that	that	that
the	the	the
city	citi	city
says	say	say
that	that	that
those	those	those
cops	cop	cop
were	were	were
in	in	in
the	the	the
right	right	right
But	but	But
Burris	burri	Burris
says	say	say
You	you	You
know	know	know
you	you	you
can	can	can
t	t	t
just	just	just
use	use	use
deadly	dead	deadly
force	forc	force
against	against	against
someone	someon	someone
who	who	who
is	is	is
not	not	not
threatening	threaten	threatening
you	you	you
And	and	And
that	that	that
is	is	is
the	the	the
bottom	bottom	bottom
line	line	line
In	in	In
this	this	this
case	case	case
and	and	and
so	so	so
many	mani	many
others	other	others
cops	cop	cop
use	use	use
deadly	dead	deadly
force	forc	force
not	not	not
because	becaus	because
it	it	it
was	was	wa
warranted	warrant	warranted
but	but	but
because	becaus	because
they	they	they
can	can	can
and	and	and
then	then	then
they	they	they
get	get	get
their	their	their
stories	stori	story
straight	straight	straight
and	and	and
cover	cover	cover
it	it	it
up	up	up
That	that	That
is	is	is
absolutely	absolut	absolutely
despicable	despic	despicable
and	and	and
yet	yet	yet
in	in	in
so	so	so
many	mani	many
cases	case	case
they	they	they
get	get	get
away	away	away
with	with	with
it	it	it
Sue	sue	Sue
the	the	the
hell	hell	hell
out	out	out
of	of	of
them	them	them
Mrs	mrs	Mrs
Woods	wood	Woods
I	i	I
hope	hope	hope
you	you	you
have	have	have
their	their	their
badges	badg	badge
too	too	too
Featured	featur	Featured
image	imag	image
from	from	from
