Token	Stem	Lemma
A	a	A
struggling	struggl	struggling
mom	mom	mom
sent	sent	sent
an	an	an
email	email	email
to	to	to
all	all	all
122	122	122
of	of	of
Mississippi	mississippi	Mississippi
s	s	s
lawmakers	lawmak	lawmaker
asking	ask	asking
for	for	for
help	help	help
getting	get	getting
insulin	insulin	insulin
and	and	and
an	an	an
insulin	insulin	insulin
pump	pump	pump
for	for	for
her	her	her
diabetic	diabet	diabetic
daughter	daughter	daughter
This	this	This
was	was	wa
after	after	after
she	she	she
called	call	called
23	23	23
suppliers	supplier	supplier
trying	tri	trying
to	to	to
find	find	find
one	one	one
that	that	that
would	would	would
take	take	take
Medicaid	medicaid	Medicaid
following	follow	following
her	her	her
former	former	former
supplier	supplier	supplier
s	s	s
move	move	move
out	out	out
of	of	of
Medicaid	medicaid	Medicaid
s	s	s
network	network	network
Her	her	Her
daughter	daughter	daughter
has	has	ha
Type	type	Type
1	1	1
diabetes	diabet	diabetes
and	and	and
needs	need	need
six	six	six
to	to	to
ten	ten	ten
insulin	insulin	insulin
injections	inject	injection
per	per	per
day	day	day
just	just	just
to	to	to
live	live	live
Nicole	nicol	Nicole
Nichols	nichol	Nichols
was	was	wa
flabbergasted	flabbergast	flabbergasted
when	when	when
she	she	she
received	receiv	received
this	this	this
response	respons	response
from	from	from
State	state	State
Representative	repres	Representative
Jeffrey	jeffrey	Jeffrey
Guice	guic	Guice
I	i	I
am	am	am
sorry	sorri	sorry
for	for	for
your	your	your
problem	problem	problem
Have	have	Have
you	you	you
thought	thought	thought
about	about	about
buying	buy	buying
the	the	the
supplies	suppli	supply
with	with	with
money	money	money
that	that	that
you	you	you
earn	earn	earn
Wow	wow	Wow
A	a	A
struggling	struggl	struggling
mom	mom	mom
gets	get	get
desperate	desper	desperate
and	and	and
emails	email	email
her	her	her
lawmakers	lawmak	lawmaker
for	for	for
help	help	help
and	and	and
she	she	she
gets	get	get
slapped	slap	slapped
down	down	down
with	with	with
a	a	a
horrifically	horrif	horrifically
insensitive	insensit	insensitive
reply	repli	reply
from	from	from
someone	someon	someone
who	who	who
doesn	doesn	doesn
t	t	t
know	know	know
squat	squat	squat
about	about	about
her	her	her
or	or	or
her	her	her
family	famili	family
Guice	guic	Guice
is	is	is
the	the	the
perfect	perfect	perfect
example	exampl	example
of	of	of
what	what	what
s	s	s
wrong	wrong	wrong
with	with	with
the	the	the
GOP	gop	GOP
The	the	The
bootstraps	bootstrap	bootstrap
crowd	crowd	crowd
over	over	over
there	there	there
has	has	ha
a	a	a
very	veri	very
limited	limit	limited
understanding	understand	understanding
of	of	of
these	these	these
things	thing	thing
Guice	guic	Guice
issued	issu	issued
an	an	an
apology	apolog	apology
for	for	for
his	his	his
terrible	terribl	terrible
response	respons	response
which	which	which
actually	actual	actually
just	just	just
reinforces	reinforc	reinforces
the	the	the
fact	fact	fact
that	that	that
he	he	he
doesn	doesn	doesn
t	t	t
care	care	care
about	about	about
anyone	anyon	anyone
outside	outsid	outside
his	his	his
little	littl	little
bubble	bubbl	bubble
I	i	I
realize	realiz	realize
my	my	my
remarks	remark	remark
to	to	to
Mrs	mrs	Mrs
Nichols	nichol	Nichols
were	were	were
completely	complet	completely
insensitive	insensit	insensitive
and	and	and
out	out	out
of	of	of
line	line	line
I	i	I
am	am	am
sorry	sorri	sorry
and	and	and
deeply	deepli	deeply
regret	regret	regret
my	my	my
reply	repli	reply
I	i	I
know	know	know
nothing	noth	nothing
about	about	about
her	her	her
and	and	and
her	her	her
family	famili	family
and	and	and
replied	repli	replied
in	in	in
knee	knee	knee
-jerk	-jerk	-jerk
fashion	fashion	fashion
I	i	I
d	d	d
like	like	like
to	to	to
think	think	think
the	the	the
people	peopl	people
of	of	of
Mississippi	mississippi	Mississippi
and	and	and
my	my	my
constituents	constitu	constituent
know	know	know
that	that	that
I	i	I
m	m	m
willing	will	willing
to	to	to
help	help	help
where	where	where
I	i	I
am	am	am
able	abl	able
I	i	I
replied	repli	replied
in	in	in
knee	knee	knee
-jerk	-jerk	-jerk
fashion	fashion	fashion
That	that	That
s	s	s
basically	basic	basically
an	an	an
admission	admiss	admission
that	that	that
he	he	he
thinks	think	think
anyone	anyon	anyone
receiving	receiv	receiving
government	govern	government
aid	aid	aid
is	is	is
a	a	a
lazy	lazi	lazy
good	good	good
-for	-for	-for
-nothing	-noth	-nothing
living	live	living
high	high	high
on	on	on
the	the	the
hog	hog	hog
off	off	off
of	of	of
the	the	the
backs	back	back
of	of	of
hardworking	hardwork	hardworking
taxpayers	taxpay	taxpayer
That	that	That
s	s	s
what	what	what
the	the	the
entire	entir	entire
GOP	gop	GOP
thinks	think	think
about	about	about
people	peopl	people
on	on	on
aid	aid	aid
What	what	What
an	an	an
obtuse	obtus	obtuse
piece	piec	piece
of	of	of
flotsam	flotsam	flotsam
Nichols	nichol	Nichols
told	told	told
her	her	her
story	stori	story
to	to	to
the	the	the
Clarion	clarion	Clarion
-Ledger	-ledger	-Ledger
going	go	going
into	into	into
more	more	more
detail	detail	detail
in	in	in
a	a	a
video	video	video
about	about	about
her	her	her
situation	situat	situation
and	and	and
why	whi	why
she	she	she
needs	need	need
these	these	these
supplies	suppli	supply
Nichols	nichol	Nichols
is	is	is
a	a	a
stay	stay	stay
-at	-at	-at
-home	-home	-home
mom	mom	mom
but	but	but
her	her	her
husband	husband	husband
works	work	work
two	two	two
jobs	job	job
to	to	to
provide	provid	provide
for	for	for
their	their	their
family	famili	family
of	of	of
four	four	four
The	the	The
insulin	insulin	insulin
pump	pump	pump
which	which	which
her	her	her
daughter	daughter	daughter
needs	need	need
to	to	to
avoid	avoid	avoid
having	have	having
to	to	to
go	go	go
through	through	through
six	six	six
to	to	to
ten	ten	ten
injections	inject	injection
every	everi	every
day	day	day
is	is	is
2	2	2
000	000	000
The	the	The
insulin	insulin	insulin
itself	itself	itself
can	can	can
run	run	run
as	as	a
much	much	much
as	as	a
400	400	400
per	per	per
month	month	month
Struggling	struggl	Struggling
families	famili	family
can	can	can
t	t	t
afford	afford	afford
that	that	that
and	and	and
no	no	no
amount	amount	amount
of	of	of
get	get	get
a	a	a
job	job	job
is	is	is
going	go	going
to	to	to
change	chang	change
that	that	that
Nichols	nichol	Nichols
actually	actual	actually
did	did	did
receive	receiv	receive
two	two	two
other	other	other
replies	repli	reply
both	both	both
of	of	of
which	which	which
were	were	were
sympathetic	sympathet	sympathetic
to	to	to
her	her	her
situation	situat	situation
Thankfully	thank	Thankfully
people	peopl	people
like	like	like
Guice	guic	Guice
aren	aren	aren
t	t	t
calling	call	calling
the	the	the
shots	shot	shot
here	here	here
Nichols	nichol	Nichols
posted	post	posted
about	about	about
this	this	this
on	on	on
her	her	her
Facebook	facebook	Facebook
page	page	page
prompting	prompt	prompting
a	a	a
barrage	barrag	barrage
of	of	of
outraged	outrag	outraged
comments	comment	comment
from	from	from
people	peopl	people
who	who	who
read	read	read
it	it	it
Mississippi	mississippi	Mississippi
Medicaid	medicaid	Medicaid
saw	saw	saw
her	her	her
post	post	post
actually	actual	actually
had	had	had
some	some	some
compassion	compass	compassion
and	and	and
reached	reach	reached
out	out	out
to	to	to
Nichols	nichol	Nichols
about	about	about
this	this	this
very	veri	very
situation	situat	situation
Guice	guic	Guice
and	and	and
the	the	the
rest	rest	rest
of	of	of
the	the	the
GOP	gop	GOP
are	are	are
heartless	heartless	heartless
brutes	brute	brute
He	he	He
might	might	might
regret	regret	regret
his	his	his
comments	comment	comment
but	but	but
the	the	the
fact	fact	fact
that	that	that
he	he	he
even	even	even
made	made	made
them	them	them
shows	show	show
that	that	that
he	he	he
s	s	s
just	just	just
another	anoth	another
one	one	one
of	of	of
those	those	those
who	who	who
thinks	think	think
everyone	everyon	everyone
should	should	should
just	just	just
magically	magic	magically
grow	grow	grow
bootstraps	bootstrap	bootstrap
with	with	with
which	which	which
to	to	to
pull	pull	pull
themselves	themselv	themselves
up	up	up
Featured	featur	Featured
image	imag	image
via	via	via
screen	screen	screen
capture	captur	capture
from	from	from
embedded	embed	embedded
video	video	video
