Token	Stem	Lemma
Could	could	Could
this	this	this
be	be	be
another	anoth	another
casualty	casualti	casualty
of	of	of
the	the	the
Clinton	clinton	Clinton
Crime	crime	Crime
Syndicate	syndic	Syndicate
The	the	The
MI6	mi6	MI6
spy	spi	spy
who	who	who
was	was	wa
found	found	found
dead	dead	dead
inside	insid	inside
a	a	a
holdall	holdal	holdall
bag	bag	bag
in	in	in
his	his	his
bathtub	bathtub	bathtub
in	in	in
London	london	London
hacked	hack	hacked
into	into	into
secret	secret	secret
data	data	data
held	held	held
on	on	on
former	former	former
U	u	U
S	s	S
President	presid	President
Bill	bill	Bill
Clinton	clinton	Clinton
The	the	The
Sun	sun	Sun
newspaper	newspap	newspaper
has	has	ha
sensationally	sensate	sensationally
claimed	claim	claimed
today	today	today
Gareth	gareth	Gareth
Williams	william	Williams
was	was	wa
31	31	31
years	year	year
old	old	old
when	when	when
he	he	he
was	was	wa
found	found	found
naked	nake	naked
dead	dead	dead
in	in	in
his	his	his
own	own	own
bathtub	bathtub	bathtub
in	in	in
Pimlico	pimlico	Pimlico
just	just	just
a	a	a
few	few	few
minutes	minut	minute
walk	walk	walk
away	away	away
from	from	from
Britain	britain	Britain
s	s	s
Houses	hous	Houses
of	of	of
Parliament	parliament	Parliament
Speculation	specul	Speculation
has	has	ha
been	been	been
rife	rife	rife
ever	ever	ever
since	sinc	since
his	his	his
death	death	death
in	in	in
September	septemb	September
2010	2010	2010
about	about	about
the	the	the
circumstances	circumst	circumstance
surrounding	surround	surrounding
his	his	his
death	death	death
A	a	A
Metropolitan	metropolitan	Metropolitan
Police	polic	Police
investigation	investig	investigation
revealed	reveal	revealed
predictably	predict	predictably
though	though	though
suspiciously	suspici	suspiciously
that	that	that
Mr	mr	Mr
Williams	william	Williams
death	death	death
was	was	wa
probably	probabl	probably
an	an	an
accident	accid	accident
This	this	This
was	was	wa
despite	despit	despite
an	an	an
initial	initi	initial
inquest	inquest	inquest
concluding	conclud	concluding
that	that	that
his	his	his
death	death	death
was	was	wa
unnatural	unnatur	unnatural
and	and	and
likely	like	likely
to	to	to
have	have	have
been	been	been
criminally	crimin	criminally
mediated	mediat	mediated
Since	sinc	Since
then	then	then
the	the	the
unexplained	unexplain	unexplained
death	death	death
has	has	ha
been	been	been
the	the	the
subject	subject	subject
of	of	of
investigation	investig	investigation
by	by	by
the	the	the
U	u	U
S	s	S
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
FBI	fbi	FBI
The	the	The
BBC	bbc	BBC
reported	report	reported
as	as	a
early	earli	early
as	as	a
December	decemb	December
2010	2010	2010
that	that	that
Mr	mr	Mr
Williams	william	Williams
had	had	had
been	been	been
on	on	on
secondment	second	secondment
from	from	from
Britain	britain	Britain
s	s	s
signals	signal	signal
intelligence	intellig	intelligence
operation	oper	operation
GCHQ	gchq	GCHQ
to	to	to
MI6	mi6	MI6
and	and	and
