Donald	donald	Donald
Trump	trump	Trump
once	onc	once
bragged	brag	bragged
that	that	that
he	he	he
had	had	had
the	the	the
best	best	best
words	word	word
but	but	but
researchers	research	researcher
found	found	found
that	that	that
his	his	his
speeches	speech	speech
were	were	were
at	at	at
an	an	an
average	averag	average
of	of	of
about	about	about
a	a	a
7th	7th	7th
-grade	-grade	-grade
reading	read	reading
level	level	level
.	.	.
Trump	trump	Trump
generally	general	generally
scored	score	scored
the	the	the
lowest	lowest	lowest
of	of	of
all	all	all
of	of	of
his	his	his
rivals	rival	rival
.	.	.
But	but	But
,	,	,
Trump	trump	Trump
being	be	being
Trump	trump	Trump
,	,	,
he	he	he
s	s	s
doing	do	doing
it	it	it
again	again	again
and	and	and
bragging	brag	bragging
about	about	about
his	his	his
beautiful	beauti	beautiful
flowing	flow	flowing
sentences	sentenc	sentence
.	.	.
This	this	This
week	week	week
,	,	,
Trump	trump	Trump
canceled	cancel	canceled
a	a	a
much	much	much
-anticipated	-anticip	-anticipated
press	press	press
conference	confer	conference
on	on	on
his	his	his
private	privat	private
business	busi	business
dealings	deal	dealing
,	,	,
saying	say	saying
he	he	he
was	was	wa
too	too	too
busy	busi	busy
nominating	nomin	nominating
Cabinet	cabinet	Cabinet
members	member	member
,	,	,
but	but	but
he	he	he
was	was	wa
seen	seen	seen
meeting	meet	meeting
with	with	with
Kanye	kany	Kanye
West	west	West
.	.	.
Trump	trump	Trump
promised	promis	promised
to	to	to
address	address	address
his	his	his
conflicts	conflict	conflict
of	of	of
interest	interest	interest
but	but	but
we	we	we
suppose	suppos	suppose
meeting	meet	meeting
with	with	with
a	a	a
rapper	rapper	rapper
is	is	is
more	more	more
of	of	of
a	a	a
priority	prioriti	priority
for	for	for
the	the	the
president	presid	president
-elect	-elect	-elect
.	.	.
Trump	trump	Trump
has	has	ha
not	not	not
held	held	held
a	a	a
press	press	press
conference	confer	conference
since	sinc	since
July	juli	July
27th	27th	27th
even	even	even
though	though	though
he	he	he
blasted	blast	blasted
Hillary	hillari	Hillary
Clinton	clinton	Clinton
for	for	for
not	not	not
meeting	meet	meeting
with	with	with
the	the	the
press	press	press
during	dure	during
the	the	the
campaign	campaign	campaign
.	.	.
Vox	vox	Vox
reports	report	report
that	that	that
Trump	trump	Trump
now	now	now
has	has	ha
a	a	a
different	differ	different
excuse	excus	excuse
for	for	for
not	not	not
meeting	meet	meeting
with	with	with
the	the	the
press	press	press
for	for	for
interviews	interview	interview
The	the	The
press	press	press
mangles	mangl	mangle
his	his	his
beautiful	beauti	beautiful
sentences	sentenc	sentence
,	,	,
and	and	and
he	he	he
has	has	ha
had	had	had
enough	enough	enough
of	of	of
it	it	it
,	,	,
Trump	trump	Trump
told	told	told
a	a	a
crowd	crowd	crowd
in	in	in
West	west	West
Allis	alli	Allis
,	,	,
Wisconsin	wisconsin	Wisconsin
,	,	,
at	at	at
one	one	one
of	of	of
his	his	his
Victory	victori	Victory
Tour	tour	Tour
rallies	ralli	rally
.	.	.
Trump	trump	Trump
literally	liter	literally
said	said	said
that	that	that
.	.	.
For	for	For
the	the	the
last	last	last
month	month	month
I	i	I
decided	decid	decided
not	not	not
to	to	to
do	do	do
interviews	interview	interview
,	,	,
because	becaus	because
they	they	they
give	give	give
interviews	interview	interview
and	and	and
they	they	they
chop	chop	chop
up	up	up
your	your	your
sentences	sentenc	sentence
and	and	and
cut	cut	cut
them	them	them
short	short	short
,	,	,
he	he	he
said	said	said
.	.	.
You	you	You
will	will	will
have	have	have
this	this	this
beautiful	beauti	beautiful
flowing	flow	flowing
sentence	sentenc	sentence
where	where	where
the	the	the
back	back	back
of	of	of
the	the	the
sentence	sentenc	sentence
reverts	revert	reverts
