Just	just	Just
a	a	a
few	few	few
months	month	month
before	befor	before
reports	report	report
of	of	of
her	her	her
sexual	sexual	sexual
assault	assault	assault
lawsuit	lawsuit	lawsuit
against	against	against
Donald	donald	Donald
Trump	trump	Trump
rocked	rock	rocked
the	the	the
campaign	campaign	campaign
,	,	,
cosmetics	cosmet	cosmetic
executive	execut	executive
Jill	jill	Jill
Harth	harth	Harth
lobbied	lobbi	lobbied
to	to	to
be	be	be
the	the	the
then	then	then
-candidate	-candid	-candidate
s	s	s
make	make	make
-up	-up	-up
artist	artist	artist
.	.	.
On	on	On
Monday	monday	Monday
,	,	,
The	the	The
Hill	hill	Hill
detailed	detail	detailed
the	the	the
story	stori	story
of	of	of
Harth	harth	Harth
s	s	s
repeated	repeat	repeated
efforts	effort	effort
to	to	to
become	becom	become
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
makeup	makeup	makeup
artist	artist	artist
and	and	and
to	to	to
pitch	pitch	pitch
her	her	her
new	new	new
male	male	male
cosmetics	cosmet	cosmetic
product	product	product
line	line	line
,	,	,
Made	made	Made
Man	man	Man
.	.	.
Her	her	Her
solicitations	solicit	solicitation
,	,	,
in	in	in
both	both	both
emails	email	email
and	and	and
in	in	in
person	person	person
,	,	,
came	came	came
a	a	a
few	few	few
months	month	month
before	befor	before
her	her	her
1997	1997	1997
lawsuit	lawsuit	lawsuit
was	was	wa
brought	brought	brought
to	to	to
light	light	light
,	,	,
along	along	along
with	with	with
several	sever	several
other	other	other
sexual	sexual	sexual
misconduct	misconduct	misconduct
allegations	alleg	allegation
against	against	against
the	the	the
candidate	candid	candidate
.	.	.
The	the	The
Hill	hill	Hill
learned	learn	learned
of	of	of
her	her	her
appeals	appeal	appeal
to	to	to
Trump	trump	Trump
in	in	in
an	an	an
interview	interview	interview
with	with	with
Harth	harth	Harth
in	in	in
December	decemb	December
about	about	about
her	her	her
friendship	friendship	friendship
with	with	with
celebrity	celebr	celebrity
attorney	attorney	attorney
Lisa	lisa	Lisa
Bloom	bloom	Bloom
;	;	;
Trump	trump	Trump
s	s	s
lawyers	lawyer	lawyer
then	then	then
provided	provid	provided
the	the	the
emails	email	email
.	.	.
The	the	The
Hill	hill	Hill
followed	follow	followed
up	up	up
with	with	with
Harth	harth	Harth
,	,	,
who	who	who
defended	defend	defended
both	both	both
her	her	her
attempts	attempt	attempt
to	to	to
work	work	work
with	with	with
the	the	the
man	man	man
she	she	she
accused	accus	accused
of	of	of
sexual	sexual	sexual
assault	assault	assault
and	and	and
her	her	her
current	current	current
call	call	call
for	for	for
him	him	him
to	to	to
be	be	be
impeached	impeach	impeached
.	.	.
In	in	In
1997	1997	1997
,	,	,
Harth	harth	Harth
sued	su	sued
Trump	trump	Trump
for	for	for
allegedly	alleg	allegedly
pushing	push	pushing
her	her	her
up	up	up
against	against	against
a	a	a
wall	wall	wall
and	and	and
trying	tri	trying
to	to	to
get	get	get
his	his	his
hands	hand	hand
up	up	up
her	her	her
dress	dress	dress
during	dure	during
a	a	a
meeting	meet	meeting
at	at	at
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
in	in	in
1993	1993	1993
.	.	.
She	she	She
eventually	eventu	eventually
withdrew	withdrew	withdrew
the	the	the
lawsuit	lawsuit	lawsuit
as	as	a
part	part	part
of	of	of
a	a	a
settlement	settlement	settlement
over	over	over
Trump	trump	Trump
allegedly	alleg	allegedly
pulling	pull	pulling
out	out	out
of	of	of
a	a	a
business	busi	business
deal	deal	deal
.	.	.
But	but	But
as	as	a
The	the	The
Hill	hill	Hill
notes	note	note
,	,	,
the	the	the
tone	tone	tone
of	of	of
her	her	her
emails	email	email
to	to	to
Trump	trump	Trump
in	in	in
2015	2015	2015
was	was	wa
starkly	stark	starkly
different	differ	different
than	than	than
the	the	the
tone	tone	tone
of	of	of
her	her	her
1997	1997	1997
lawsuit	lawsuit	lawsuit
and	and	and
the	the	the
interviews	interview	interview
she	she	she
gave	gave	gave
about	about	about
it	it	it
in	in	in
2016	2016	2016
.	.	.
The	the	The
Hill	hill	Hill
provides	provid	provides
some	some	some
examples	exampl	example
of	of	of
the	the	the
emails	email	email
Harth	harth	Harth
personally	person	personally
sent	sent	sent
to	to	to
Trump	trump	Trump
between	between	between
the	the	the
summer	summer	summer
of	of	of
2015	2015	2015
and	and	and
early	earli	early
2016	2016	2016
Hi	hi	Hi
Donald	donald	Donald
,	,	,
you	you	you
are	are	are
doing	do	doing
a	a	a
tremendous	tremend	tremendous
job	job	job
of	of	of
shaking	shake	shaking
things	thing	thing
up	up	up
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
I	i	I
am	am	am
definitely	definit	definitely
on	on	on
Team	team	Team
Trump	trump	Trump
as	as	a
so	so	so
many	mani	many
others	other	others
are	are	are
,	,	,
Jill	jill	Jill
Harth	harth	Harth
wrote	wrote	wrote
the	the	the
future	futur	future
president	presid	president
in	in	in
an	an	an
Oct	oct	Oct
.	.	.
1	1	1
,	,	,
2015	2015	2015
,	,	,
email	email	email
sent	sent	sent
to	to	to
him	him	him
through	through	through
his	his	his
New	new	New
York	york	York
company	compani	company
s	s	s
headquarters	headquart	headquarters
.	.	.
I	i	I
can	can	can
t	t	t
watch	watch	watch
television	televis	television
without	without	without
seeing	see	seeing
you	you	you
or	or	or
hearing	hear	hearing
your	your	your
name	name	name
everywhere	everywher	everywhere
!	!	!
It	it	It
s	s	s
a	a	a
good	good	good
thing	thing	thing
for	for	for
sure	sure	sure
but	but	but
PLEASE	pleas	PLEASE
let	let	let
me	me	me
do	do	do
your	your	your
makeup	makeup	makeup
for	for	for
a	a	a
television	televis	television
interview	interview	interview
,	,	,
a	a	a
debate	debat	debate
,	,	,
a	a	a
photo	photo	photo
session	session	session
,	,	,
anything	anyth	anything
!	!	!
Harth	harth	Harth
wrote	wrote	wrote
.	.	.
It	it	It
kills	kill	kill
me	me	me
to	to	to
see	see	see
you	you	you
looking	look	looking
too	too	too
orange	orang	orange
and	and	and
with	with	with
white	white	white
circles	circl	circle
under	under	under
the	the	the
eyes	eye	eye
.	.	.
I	i	I
will	will	will
get	get	get
your	your	your
skin	skin	skin
looking	look	looking
smoother	smoother	smoother
and	and	and
even	even	even
toned	tone	toned
,	,	,
she	she	she
added	ad	added
,	,	,
boasting	boast	boasting
she	she	she
would	would	would
sculpt	sculpt	sculpt
your	your	your
face	face	face
to	to	to
look	look	look
good	good	good
on	on	on
high	high	high
-definition	-definit	-definition
television	televis	television
sets	set	set
.	.	.
The	the	The
Hill	hill	Hill
also	also	also
notes	note	note
that	that	that
Harth	harth	Harth
is	is	is
one	one	one
of	of	of
the	the	the
accusers	accus	accuser
who	who	who
financially	financi	financially
benefited	benefit	benefited
from	from	from
her	her	her
work	work	work
with	with	with
Bloom	bloom	Bloom
on	on	on
the	the	the
allegations	alleg	allegation
the	the	the
attorney	attorney	attorney
set	set	set
up	up	up
a	a	a
GoFundMe	gofundm	GoFundMe
page	page	page
for	for	for
Harth	harth	Harth
that	that	that
paid	paid	paid
off	off	off
her	her	her
mortgage	mortgag	mortgage
and	and	and
an	an	an
email	email	email
revealed	reveal	revealed
that	that	that
Harth	harth	Harth
s	s	s
sales	sale	sale
soared	soar	soared
after	after	after
Bloom	bloom	Bloom
appeared	appear	appeared
on	on	on
TV	tv	TV
to	to	to
discuss	discuss	discus
her	her	her
allegations	alleg	allegation
.	.	.
Daily	daili	Daily
WireBIG	wirebig	WireBIG
PAYDAYS	payday	PAYDAYS
FOR	for	FOR
TRUMP	trump	TRUMP
ACCUSERS	accus	ACCUSERS
According	accord	According
to	to	to
FOX	fox	FOX
News	news	News
,	,	,
Legal	legal	Legal
powerhouse	powerhous	powerhouse
Lisa	lisa	Lisa
Bloom	bloom	Bloom
tried	tri	tried
to	to	to
line	line	line
up	up	up
big	big	big
paydays	payday	payday
for	for	for
women	women	woman
who	who	who
were	were	were
willing	will	willing
to	to	to
accuse	accus	accuse
President	presid	President
Trump	trump	Trump
of	of	of
sexual	sexual	sexual
misconduct	misconduct	misconduct
during	dure	during
the	the	the
final	final	final
months	month	month
of	of	of
last	last	last
year	year	year
s	s	s
election	elect	election
,	,	,
according	accord	according
to	to	to
an	an	an
explosive	explos	explosive
report	report	report
.	.	.
Proud	proud	Proud
to	to	to
call	call	call
Attorney	attorney	Attorney
@LisaBloom	@lisabloom	@LisaBloom
my	my	my
friend	friend	friend
.	.	.
She	she	She
is	is	is
very	veri	very
warm	warm	warm
,	,	,
smart	smart	smart
,	,	,
caring	care	caring
,	,	,
REAL	real	REAL
.	.	.
Watch	watch	Watch
her	her	her
interview	interview	interview
on	on	on
The	the	The
View	view	View
.	.	.
You	you	You
ll	ll	ll
see	see	see
what	what	what
I	i	I
mean	mean	mean
.	.	.
She	she	She
even	even	even
mentions	mention	mention
me	me	me
.	.	.
pic.twitter.com/rAW9CvxGYn	pic.twitter.com/raw9cvxgyn	pic.twitter.com/rAW9CvxGYn
Jill	jill	Jill
Harth	harth	Harth
@jillharth	@jillharth	@jillharth
November	novemb	November
11	11	11
,	,	,
2017The	2017the	2017The
Hill	hill	Hill
reported	report	reported
Friday	friday	Friday
that	that	that
Bloom	bloom	Bloom
worked	work	worked
with	with	with
campaign	campaign	campaign
donors	donor	donor
and	and	and
tabloid	tabloid	tabloid
media	media	medium
outlets	outlet	outlet
to	to	to
arrange	arrang	arrange
compensation	compens	compensation
for	for	for
the	the	the
alleged	alleg	alleged
victims	victim	victim
and	and	and
a	a	a
commission	commiss	commission
for	for	for
herself	herself	herself
,	,	,
offering	offer	offering
to	to	to
sell	sell	sell
their	their	their
stories	stori	story
.	.	.
In	in	In
one	one	one
case	case	case
,	,	,
Bloom	bloom	Bloom
reportedly	report	reportedly
arranged	arrang	arranged
for	for	for
a	a	a
donor	donor	donor
to	to	to
pay	pay	pay
off	off	off
one	one	one
Trump	trump	Trump
accuser	accus	accuser
s	s	s
mortgage	mortgag	mortgage
and	and	and
attempted	attempt	attempted
