Donald	donald	Donald
Trump	trump	Trump
has	has	ha
been	been	been
playing	play	playing
games	game	game
with	with	with
his	his	his
tax	tax	tax
returns	return	return
ever	ever	ever
since	sinc	since
he	he	he
began	began	began
his	his	his
disgraceful	disgrac	disgraceful
presidential	presidenti	presidential
campaign	campaign	campaign
.	.	.

He	he	He
repeatedly	repeat	repeatedly
promised	promis	promised
to	to	to
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
after	after	after
the	the	the
election	elect	election
,	,	,
but	but	but
has	has	ha
continued	continu	continued
to	to	to
keep	keep	keep
them	them	them
a	a	a
secret	secret	secret
from	from	from
the	the	the
American	american	American
people	peopl	people
.	.	.

Democrats	democrat	Democrats
and	and	and
Republicans	republican	Republicans
alike	alik	alike
know	know	know
that	that	that
the	the	the
American	american	American
people	peopl	people
deserve	deserv	deserve
transparency	transpar	transparency
from	from	from
their	their	their
president	presid	president
,	,	,
and	and	and
the	the	the
latest	latest	latest
effort	effort	effort
to	to	to
make	make	make
Trump	trump	Trump
reveal	reveal	reveal
his	his	his
tax	tax	tax
documents	document	document
is	is	is
going	go	going
to	to	to
send	send	send
him	him	him
into	into	into
a	a	a
rage	rage	rage
.	.	.
Two	two	Two
House	hous	House
Republicans	republican	Republicans
have	have	have
just	just	just
joined	join	joined
a	a	a
Democratic	democrat	Democratic
effort	effort	effort
to	to	to
obtain	obtain	obtain
copies	copi	copy
of	of	of
Trump	trump	Trump
s	s	s
tax	tax	tax
returns	return	return
,	,	,
with	with	with
the	the	the
help	help	help
of	of	of
the	the	the
Internal	intern	Internal
Revenue	revenu	Revenue
Service	servic	Service
.	.	.

This	this	This
is	is	is
big	big	big
news	news	news
and	and	and
proves	prove	prof
that	that	that
not	not	not
even	even	even
the	the	the
GOP	gop	GOP
approves	approv	approves
of	of	of
the	the	the
way	way	way
Trump	trump	Trump
has	has	ha
conducted	conduct	conducted
himself	himself	himself
.	.	.
The	the	The
two	two	two
Republicans	republican	Republicans
,	,	,
Reps	rep	Reps
.	.	.

Mark	mark	Mark
Sanford	sanford	Sanford
R	r	R
-S	-s	-S
.	.	.
C	c	C
.	.	.
and	and	and
Walter	walter	Walter
Jones	jone	Jones
R	r	R
-N	-n	-N
.	.	.
C	c	C
.	.	.
,	,	,
have	have	have
added	ad	added
their	their	their
signatures	signatur	signature
to	to	to
a	a	a
letter	letter	letter
requesting	request	requesting
Trump	trump	Trump
s	s	s
tax	tax	tax
returns	return	return
from	from	from
the	the	the
past	past	past
ten	ten	ten
years	year	year
.	.	.

This	this	This
letter	letter	letter
was	was	wa
championed	champion	championed
by	by	by
Rep	rep	Rep
.	.	.

Bill	bill	Bill
Pascrell	pascrel	Pascrell
D	d	D
-N	-n	-N
.	.	.
J	j	J
.	.	.
and	and	and
backed	back	backed
by	by	by
almost	almost	almost
every	everi	every
person	person	person
in	in	in
the	the	the
193	193	193
-member	-member	-member
House	hous	House
Democratic	democrat	Democratic
Caucus	caucus	Caucus
.	.	.

In	in	In
the	the	the
letter	letter	letter
,	,	,
it	it	it
is	is	is
stated	state	stated
that	that	that
Trump	trump	Trump
s	s	s
tax	tax	tax
returns	return	return
would	would	would
provide	provid	provide
clarity	clariti	clarity
on	on	on
his	his	his
conflicts	conflict	conflict
of	of	of
interest	interest	interest
,	,	,
which	which	which
Trump	trump	Trump
has	has	ha
tried	tri	tried
to	to	to
hide	hide	hide
and	and	and
distract	distract	distract
from	from	from
.	.	.

The	the	The
letter	letter	letter
says	say	say
Disclosure	disclosur	Disclosure
would	would	would
serve	serv	serve
the	the	the
public	public	public
interest	interest	interest
of	of	of
clarifying	clarifi	clarifying
President	presid	President
Trump	trump	Trump
s	s	s
conflicts	conflict	conflict
of	of	of
interest	interest	interest
in	in	in
office	offic	office
,	,	,
the	the	the
potential	potenti	potential
for	for	for
him	him	him
to	to	to
personally	person	personally
benefit	benefit	benefit
from	from	from
tax	tax	tax
reform	reform	reform
,	,	,
and	and	and
ensure	ensur	ensure
that	that	that
he	he	he
is	is	is
not	not	not
receiving	receiv	receiving
any	ani	any
preferential	preferenti	preferential
treatment	treatment	treatment
from	from	from
the	the	the
IRS	ir	IRS
.	.	.
We	we	We
believe	believ	believe
the	the	the
powerful	power	powerful
and	and	and
respected	respect	respected
Committees	committe	Committees
on	on	on
Finance	financ	Finance
and	and	and
Ways	way	Ways
and	and	and
Means	mean	Means
have	have	have
the	the	the
responsibility	respons	responsibility
to	to	to
ensure	ensur	ensure
oversight	oversight	oversight
of	of	of
the	the	the
executive	execut	executive
branch	branch	branch
by	by	by
requesting	request	requesting
a	a	a
review	review	review
of	of	of
President	presid	President
Trump	trump	Trump
s	s	s
tax	tax	tax
returns	return	return
and	and	and
moving	move	moving
toward	toward	toward
a	a	a
formal	formal	formal
release	releas	release
of	of	of
these	these	these
documents	document	document
to	to	to
the	the	the
public	public	public
.	.	.

Trump	trump	Trump
s	s	s
refusal	refus	refusal
to	to	to
reveal	reveal	reveal
his	his	his
tax	tax	tax
returns	return	return
is	is	is
unusual	unusu	unusual
,	,	,
breaking	break	breaking
four	four	four
decades	decad	decade
in	in	in
which	which	which
every	everi	every
presidential	presidenti	presidential
nominee	nomine	nominee
has	has	ha
been	been	been
transparent	transpar	transparent
with	with	with
their	their	their
tax	tax	tax
returns	return	return
.	.	.

Trump	trump	Trump
tried	tri	tried
to	to	to
use	use	use
an	an	an
IRS	ir	IRS
audit	audit	audit
to	to	to
excuse	excus	excuse
himself	himself	himself
,	,	,
but	but	but
even	even	even
the	the	the
IRS	ir	IRS
stated	state	stated
he	he	he
was	was	wa
free	free	free
to	to	to
release	releas	release
his	his	his
documents	document	document
whenever	whenev	whenever
he	he	he
wanted	want	wanted
to	to	to
.	.	.

Hopefully	hope	Hopefully
,	,	,
this	this	this
letter	letter	letter
and	and	and
the	the	the
Republican	republican	Republican
senators	senat	senator
signatures	signatur	signature
will	will	will
add	add	add
enough	enough	enough
pressure	pressur	pressure
to	to	to
the	the	the
situation	situat	situation
so	so	so
Americans	american	Americans
can	can	can
finally	final	finally
know	know	know
the	the	the
truth	truth	truth
about	about	about
Trump	trump	Trump
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images

