Token	Stem	Lemma
We	we	We
ve	ve	ve
seen	seen	seen
an	an	an
escalation	escal	escalation
in	in	in
violence	violenc	violence
against	against	against
police	polic	police
officers	offic	officer
this	this	this
past	past	past
week	week	week
that	that	that
is	is	is
REALLY	realli	REALLY
disturbing	disturb	disturbing
Mob	mob	Mob
rule	rule	rule
has	has	ha
taken	taken	taken
over	over	over
in	in	in
some	some	some
cities	citi	city
with	with	with
leaders	leader	leader
who	who	who
are	are	are
more	more	more
concerned	concern	concerned
with	with	with
the	the	the
vile	vile	vile
and	and	and
violent	violent	violent
protesters	protest	protester
than	than	than
the	the	the
cops	cop	cop
who	who	who
are	are	are
protecting	protect	protecting
their	their	their
right	right	right
to	to	to
be	be	be
protest	protest	protest
A	a	A
black	black	black
Boston	boston	Boston
cop	cop	cop
is	is	is
taunted	taunt	taunted
by	by	by
a	a	a
young	young	young
black	black	black
woman	woman	woman
You	you	You
stupid	stupid	stupid
a	a	a
black	black	black
bitch	bitch	bitch
You	you	You
re	re	re
suppose	suppos	suppose
to	to	to
be	be	be
on	on	on
our	our	our
side	side	side
#BostonFreeSpeechRally	#bostonfreespeechr	#BostonFreeSpeechRally
pic.twitter.com/nmXptkAY93	pic.twitter.com/nmxptkay93	pic.twitter.com/nmXptkAY93
Based	base	Based
Monitored	monitor	Monitored
@BasedMonitored	@basedmonitor	@BasedMonitored
August	august	August
20	20	20
2017Buried	2017buri	2017Buried
under	under	under
all	all	all
of	of	of
the	the	the
attention	attent	attention
given	given	given
to	to	to
the	the	the
protesters	protest	protester
is	is	is
horrible	horribl	horrible
violence	violenc	violence
and	and	and
murder	murder	murder
directed	direct	directed
at	at	at
our	our	our
law	law	law
enforcement	enforc	enforcement
Two	two	Two
police	polic	police
officers	offic	officer
were	were	were
ambushed	ambush	ambushed
and	and	and
killed	kill	killed
last	last	last
week	week	week
in	in	in
Kissimmee	kissimme	Kissimmee
FL	fl	FL
by	by	by
a	a	a
Muslim	muslim	Muslim
who	who	who
belongs	belong	belongs
to	to	to
a	a	a
black	black	black
radical	radic	radical
group	group	group
The	the	The
war	war	war
on	on	on
our	our	our
cops	cop	cop
is	is	is
real	real	real
and	and	and
it	it	it
s	s	s
frightening	frighten	frightening
All	all	All
you	you	you
have	have	have
to	to	to
do	do	do
is	is	is
look	look	look
at	at	at
the	the	the
Alt	alt	Alt
-Left	-left	-Left
and	and	and
Black	black	Black
radicals	radic	radical
who	who	who
are	are	are
plotting	plot	plotting
and	and	and
planning	plan	planning
to	to	to
slaughter	slaughter	slaughter
our	our	our
police	polic	police
officers	offic	officer
Exactly	exact	Exactly
like	like	like
Normandy	normandi	Normandy
pic.twitter.com/0aotTiL0WF	pic.twitter.com/0aottil0wf	pic.twitter.com/0aotTiL0WF
Jack	jack	Jack
Posobiec	posobiec	Posobiec
