TOKYO	tokyo	TOKYO
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Vice	vice	Vice
President	presid	President
Mike	mike	Mike
Pence	penc	Pence
reassured	reassur	reassured
Japan	japan	Japan
of	of	of
American	american	American
commitment	commit	commitment
to	to	to
reining	rein	reining
in	in	in
North	north	North
Korea	korea	Korea
s	s	s
nuclear	nuclear	nuclear
and	and	and
missile	missil	missile
ambitions	ambit	ambition
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
after	after	after
warning	warn	warning
that	that	that
U	u	U
.	.	.
S	s	S
.	.	.
strikes	strike	strike
in	in	in
Syria	syria	Syria
and	and	and
Afghanistan	afghanistan	Afghanistan
showed	show	showed
the	the	the
strength	strength	strength
of	of	of
its	it	it
resolve	resolv	resolve
.	.	.

Pence	penc	Pence
arrived	arriv	arrived
in	in	in
Tokyo	tokyo	Tokyo
from	from	from
South	south	South
Korea	korea	Korea
,	,	,
where	where	where
he	he	he
assured	assur	assured
leaders	leader	leader
of	of	of
an	an	an
iron	iron	iron
-clad	-clad	-clad
alliance	allianc	alliance
with	with	with
the	the	the
United	unit	United
States	state	States
in	in	in
the	the	the
face	face	face
of	of	of
the	the	the
reclusive	reclus	reclusive
North	north	North
,	,	,
which	which	which
has	has	ha
conducted	conduct	conducted
a	a	a
series	seri	series
of	of	of
missile	missil	missile
and	and	and
nuclear	nuclear	nuclear
tests	test	test
in	in	in
defiance	defianc	defiance
of	of	of
U	u	U
.	.	.
N	n	N
.	.	.
sanctions	sanction	sanction
.	.	.

The	the	The
era	era	era
of	of	of
strategic	strateg	strategic
patience	patienc	patience
is	is	is
over	over	over
and	and	and
while	while	while
all	all	all
options	option	option
are	are	are
on	on	on
the	the	the
table	tabl	table
,	,	,
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
is	is	is
determined	determin	determined
to	to	to
work	work	work
closely	close	closely
with	with	with
Japan	japan	Japan
,	,	,
with	with	with
South	south	South
Korea	korea	Korea
,	,	,
with	with	with
all	all	all
our	our	our
allies	alli	ally
in	in	in
the	the	the
region	region	region
and	and	and
with	with	with
China	china	China
to	to	to
achieve	achiev	achieve
a	a	a
peaceable	peaceabl	peaceable
resolution	resolut	resolution
and	and	and
the	the	the
denuclearization	denuclear	denuclearization
of	of	of
the	the	the
Korean	korean	Korean
peninsula	peninsula	peninsula
,	,	,
Pence	penc	Pence
said	said	said
in	in	in
Tokyo	tokyo	Tokyo
before	befor	before
lunch	lunch	lunch
with	with	with
Prime	prime	Prime
Minister	minist	Minister
Shinzo	shinzo	Shinzo
Abe	abe	Abe
.	.	.

Pence	penc	Pence
and	and	and
Abe	abe	Abe
agreed	agre	agreed
that	that	that
they	they	they
needed	need	needed
to	to	to
persuade	persuad	persuade
China	china	China
to	to	to
play	play	play
a	a	a
larger	larger	larger
role	role	role
in	in	in
dealing	deal	dealing
with	with	with
North	north	North
Korea	korea	Korea
,	,	,
a	a	a
Japanese	japanes	Japanese
government	govern	government
spokesman	spokesman	spokesman
said	said	said
.	.	.

North	north	North
Korea	korea	Korea
regularly	regular	regularly
threatens	threaten	threatens
to	to	to
destroy	destroy	destroy
Japan	japan	Japan
,	,	,
South	south	South
Korea	korea	Korea
and	and	and
the	the	the
United	unit	United
States	state	States
and	and	and
it	it	it
showed	show	showed
no	no	no
let	let	let
-up	-up	-up
in	in	in
its	it	it
belligerence	belliger	belligerence
after	after	after
a	a	a
failed	fail	failed
missile	missil	missile
test	test	test
on	on	on
Sunday	sunday	Sunday
,	,	,
a	a	a
day	day	day
after	after	after
putting	put	putting
on	on	on
a	a	a
huge	huge	huge
display	display	display
of	of	of
missiles	missil	missile
at	at	at
a	a	a
parade	parad	parade
in	in	in
Pyongyang	pyongyang	Pyongyang
.	.	.

North	north	North
Korea	korea	Korea
s	s	s
deputy	deputi	deputy
representative	repres	representative
to	to	to
the	the	the
United	unit	United
Nations	nation	Nations
,	,	,
Kim	kim	Kim
In	in	In
Ryong	ryong	Ryong
,	,	,
accused	accus	accused
the	the	the
United	unit	United
States	state	States
on	on	on
Monday	monday	Monday
of	of	of
creating	creat	creating
a	a	a
situation	situat	situation
where	where	where
nuclear	nuclear	nuclear
war	war	war
could	could	could
break	break	break
out	out	out
an	an	an
any	ani	any
time	time	time
and	and	and
said	said	said
the	the	the
North	north	North
s	s	s
next	next	next
nuclear	nuclear	nuclear
test	test	test
would	would	would
take	take	take
place	place	place
at	at	at
a	a	a
time	time	time
and	and	and
at	at	at
a	a	a
place	place	place
where	where	where
our	our	our
headquarters	headquart	headquarters
deems	deem	deems
necessary	necessari	necessary
.	.	.

North	north	North
Korea	korea	Korea
s	s	s
Vice	vice	Vice
Foreign	foreign	Foreign
Minister	minist	Minister
Han	han	Han
Song	song	Song
-Ryol	-ryol	-Ryol
told	told	told
the	the	the
BBC	bbc	BBC
that	that	that
missiles	missil	missile
would	would	would
be	be	be
tested	test	tested
on	on	on
a	a	a
weekly	week	weekly
,	,	,
monthly	month	monthly
and	and	and
yearly	year	yearly
basis	basi	basis
.	.	.

The	the	The
North	north	North
has	has	ha
warned	warn	warned
of	of	of
a	a	a
nuclear	nuclear	nuclear
strike	strike	strike
against	against	against
the	the	the
United	unit	United
States	state	States
if	if	if
provoked	provok	provoked
.	.	.

It	it	It
has	has	ha
said	said	said
it	it	it
has	has	ha
developed	develop	developed
a	a	a
missile	missil	missile
that	that	that
can	can	can
strike	strike	strike
the	the	the
mainland	mainland	mainland
United	unit	United
States	state	States
,	,	,
but	but	but
officials	offici	official
and	and	and
experts	expert	expert
believe	believ	believe
it	it	it
is	is	is
some	some	some
time	time	time
away	away	away
from	from	from
mastering	master	mastering
the	the	the
necessary	necessari	necessary
technology	technolog	technology
,	,	,
including	includ	including
miniaturizing	miniatur	miniaturizing
a	a	a
nuclear	nuclear	nuclear
warhead	warhead	warhead
.	.	.

Pence	penc	Pence
said	said	said
on	on	on
Monday	monday	Monday
the	the	the
world	world	world
had	had	had
seen	seen	seen
Trump	trump	Trump
s	s	s
resolve	resolv	resolve
in	in	in
the	the	the
past	past	past
two	two	two
weeks	week	week
,	,	,
with	with	with
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
missile	missil	missile
attack	attack	attack
on	on	on
a	a	a
Syrian	syrian	Syrian
airfield	airfield	airfield
and	and	and
the	the	the
dropping	drop	dropping
of	of	of
a	a	a
powerful	power	powerful
non	non	non
-nuclear	-nuclear	-nuclear
bomb	bomb	bomb
on	on	on
Islamic	islam	Islamic
State	state	State
fighters	fighter	fighter
in	in	in
Afghanistan	afghanistan	Afghanistan
.	.	.

The	the	The
Trump	trump	Trump
administration	administr	administration
has	has	ha
said	said	said
military	militari	military
action	action	action
remains	remain	remains
an	an	an
option	option	option
for	for	for
dealing	deal	dealing
with	with	with
North	north	North
Korea	korea	Korea
.	.	.

But	but	But
,	,	,
mindful	mind	mindful
that	that	that
this	this	this
would	would	would
likely	like	likely
trigger	trigger	trigger
massive	massiv	massive
retaliation	retali	retaliation
and	and	and
casualties	casualti	casualty
in	in	in
South	south	South
Korea	korea	Korea
and	and	and
Japan	japan	Japan
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
say	say	say
Trump	trump	Trump
s	s	s
main	main	main
focus	focus	focus
is	is	is
on	on	on
tougher	tougher	tougher
economic	econom	economic
sanctions	sanction	sanction
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
say	say	say
tougher	tougher	tougher
sanctions	sanction	sanction
could	could	could
include	includ	include
an	an	an
oil	oil	oil
embargo	embargo	embargo
,	,	,
a	a	a
global	global	global
ban	ban	ban
on	on	on
North	north	North
Korea	korea	Korea
s	s	s
airline	airlin	airline
,	,	,
intercepting	intercept	intercepting
cargo	cargo	cargo
ships	ship	ship
and	and	and
punishing	punish	punishing
Chinese	chines	Chinese
banks	bank	bank
doing	do	doing
business	busi	business
with	with	with
Pyongyang	pyongyang	Pyongyang
.	.	.

They	they	They
also	also	also
say	say	say
greater	greater	greater
Chinese	chines	Chinese
cooperation	cooper	cooperation
is	is	is
vital	vital	vital
.	.	.

Susan	susan	Susan
Thornton	thornton	Thornton
,	,	,
acting	act	acting
U	u	U
.	.	.
S	s	S
.	.	.
assistant	assist	assistant
secretary	secretari	secretary
of	of	of
state	state	state
for	for	for
East	east	East
Asia	asia	Asia
,	,	,
said	said	said
Secretary	secretari	Secretary
of	of	of
State	state	State
Rex	rex	Rex
Tillerson	tillerson	Tillerson
and	and	and
China	china	China
s	s	s
top	top	top
diplomat	diplomat	diplomat
,	,	,
State	state	State
Councillor	councillor	Councillor
Yang	yang	Yang
Jiechi	jiechi	Jiechi
,	,	,
agreed	agre	agreed
in	in	in
a	a	a
phone	phone	phone
call	call	call
on	on	on
Sunday	sunday	Sunday
on	on	on
the	the	the
need	need	need
for	for	for
strict	strict	strict
enforcement	enforc	enforcement
of	of	of
U	u	U
.	.	.
N	n	N
.	.	.
resolutions	resolut	resolution
.	.	.

Chinese	chines	Chinese
Foreign	foreign	Foreign
Minister	minist	Minister
Wang	wang	Wang
Yi	yi	Yi
repeated	repeat	repeated
China	china	China
s	s	s
line	line	line
that	that	that
the	the	the
crisis	crisi	crisis
could	could	could
only	onli	only
be	be	be
resolved	resolv	resolved
by	by	by
diplomacy	diplomaci	diplomacy
.	.	.

I	i	I
ve	ve	ve
seen	seen	seen
that	that	that
the	the	the
United	unit	United
States	state	States
has	has	ha
reiterated	reiter	reiterated
it	it	it
is	is	is
willing	will	willing
to	to	to
use	use	use
political	polit	political
and	and	and
diplomatic	diplomat	diplomatic
means	mean	mean
to	to	to
resolve	resolv	resolve
this	this	this
,	,	,
as	as	a
this	this	this
is	is	is
their	their	their
first	first	first
choice	choic	choice
,	,	,
he	he	he
told	told	told
reporters	report	reporter
in	in	in
Beijing	beij	Beijing
.	.	.

Of	of	Of
course	cours	course
I	i	I
think	think	think
that	that	that
any	ani	any
country	countri	country
will	will	will
feel	feel	feel
that	that	that
political	polit	political
diplomatic	diplomat	diplomatic
means	mean	mean
are	are	are
of	of	of
course	cours	course
the	the	the
first	first	first
choice	choic	choice
,	,	,
Wang	wang	Wang
said	said	said
.	.	.

Pence	penc	Pence
s	s	s
economic	econom	economic
discussions	discuss	discussion
in	in	in
Tokyo	tokyo	Tokyo
will	will	will
be	be	be
closely	close	closely
watched	watch	watched
to	to	to
see	see	see
how	how	how
hard	hard	hard
a	a	a
line	line	line
Washington	washington	Washington
is	is	is
prepared	prepar	prepared
to	to	to
take	take	take
on	on	on
trade	trade	trade
.	.	.

Trump	trump	Trump
campaigned	campaign	campaigned
on	on	on
an	an	an
America	america	America
first	first	first
platform	platform	platform
,	,	,
and	and	and
has	has	ha
vowed	vow	vowed
to	to	to
narrow	narrow	narrow
big	big	big
trade	trade	trade
deficits	deficit	deficit
with	with	with
nations	nation	nation
such	such	such
as	as	a
China	china	China
and	and	and
Japan	japan	Japan
.	.	.

However	howev	However
,	,	,
Trump	trump	Trump
has	has	ha
also	also	also
shown	shown	shown
willingness	willing	willingness
to	to	to
link	link	link
trade	trade	trade
to	to	to
other	other	other
issues	issu	issue
,	,	,
saying	say	saying
he	he	he
would	would	would
cut	cut	cut
a	a	a
better	better	better
trade	trade	trade
deal	deal	deal
with	with	with
China	china	China
if	if	if
it	it	it
exerts	exert	exerts
influence	influenc	influence
on	on	on
North	north	North
Korea	korea	Korea
.	.	.

China	china	China
banned	ban	banned
imports	import	import
of	of	of
North	north	North
Korean	korean	Korean
coal	coal	coal
,	,	,
its	it	it
most	most	most
important	import	important
export	export	export
,	,	,
in	in	in
February	februari	February
,	,	,
and	and	and
Chinese	chines	Chinese
media	media	medium
have	have	have
raised	rais	raised
the	the	the
possibility	possibl	possibility
of	of	of
restricting	restrict	restricting
oil	oil	oil
shipments	shipment	shipment
to	to	to
the	the	the
North	north	North
.	.	.

But	but	But
North	north	North
Korea	korea	Korea
used	use	used
Chinese	chines	Chinese
-made	-made	-made
trucks	truck	truck
to	to	to
display	display	display
missiles	missil	missile
at	at	at
the	the	the
military	militari	military
parade	parad	parade
on	on	on
Saturday	saturday	Saturday
,	,	,
according	accord	according
to	to	to
photographs	photograph	photograph
,	,	,
underlining	underlin	underlining
the	the	the
difficulty	difficulti	difficulty
in	in	in
enforcing	enforc	enforcing
U	u	U
.	.	.
N	n	N
.	.	.
sanctions	sanction	sanction
.	.	.

China	china	China
and	and	and
North	north	North
Korea	korea	Korea
maintain	maintain	maintain
normal	normal	normal
contacts	contact	contact
,	,	,
including	includ	including
normal	normal	normal
business	busi	business
contacts	contact	contact
,	,	,
said	said	said
Chinese	chines	Chinese
Foreign	foreign	Foreign
Ministry	ministri	Ministry
spokesman	spokesman	spokesman
Lu	lu	Lu
Kang	kang	Kang
,	,	,
when	when	when
asked	ask	asked
about	about	about
the	the	the
trucks	truck	truck
.	.	.

At	at	At
the	the	the
same	same	same
time	time	time
,	,	,
as	as	a
a	a	a
permanent	perman	permanent
member	member	member
of	of	of
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
,	,	,
China	china	China
strictly	strict	strictly
adheres	adher	adheres
to	to	to
its	it	it
international	intern	international
responsibilities	respons	responsibility
,	,	,
including	includ	including
those	those	those
from	from	from
Security	secur	Security
Council	council	Council
resolutions	resolut	resolution
,	,	,
Lu	lu	Lu
told	told	told
a	a	a
daily	daili	daily
briefing	brief	briefing
.	.	.

Impoverished	impoverish	Impoverished
North	north	North
Korea	korea	Korea
and	and	and
the	the	the
rich	rich	rich
,	,	,
democratic	democrat	democratic
South	south	South
are	are	are
technically	technic	technically
still	still	still
at	at	at
war	war	war
because	becaus	because
their	their	their
1950	1950	1950
-1953	-1953	-1953
conflict	conflict	conflict
ended	end	ended
in	in	in
a	a	a
truce	truce	truce
,	,	,
not	not	not
a	a	a
peace	peac	peace
treaty	treati	treaty
.	.	.

South	south	South
Korea	korea	Korea
hosts	host	host
28	28	28
,	,	,
