Reuters	reuter	Reuters
-	-	-
The	the	The
Trump	trump	Trump
Organization	organ	Organization
said	said	said
on	on	on
Friday	friday	Friday
it	it	it
was	was	wa
vetting	vet	vetting
new	new	new
business	busi	business
structures	structur	structure
aimed	aim	aimed
at	at	at
transferring	transfer	transferring
management	manag	management
control	control	control
to	to	to
three	three	three
of	of	of
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
s	s	s
children	children	child
and	and	and
a	a	a
team	team	team
of	of	of
executives	execut	executive
.	.	.
The	the	The
Trump	trump	Trump
Organization	organ	Organization
said	said	said
in	in	in
a	a	a
statement	statement	statement
it	it	it
was	was	wa
planning	plan	planning
to	to	to
transfer	transfer	transfer
control	control	control
of	of	of
the	the	the
portfolio	portfolio	portfolio
of	of	of
businesses	busi	business
to	to	to
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
,	,	,
Ivanka	ivanka	Ivanka
Trump	trump	Trump
,	,	,
Eric	eric	Eric
Trump	trump	Trump
and	and	and
other	other	other
executives	execut	executive
.	.	.
Earlier	earlier	Earlier
on	on	on
Friday	friday	Friday
,	,	,
the	the	the
three	three	three
Trump	trump	Trump
children	children	child
-	-	-
the	the	the
oldest	oldest	oldest
of	of	of
Trump	trump	Trump
s	s	s
five	five	five
children	children	child
-	-	-
were	were	were
also	also	also
named	name	named
as	as	a
members	member	member
of	of	of
Trump	trump	Trump
s	s	s
Presidential	presidenti	Presidential
Transition	transit	Transition
Team	team	Team
Executive	execut	Executive
Committee	committe	Committee
.	.	.
This	this	This
is	is	is
a	a	a
top	top	top
priority	prioriti	priority
at	at	at
the	the	the
organization	organ	organization
and	and	and
the	the	the
structure	structur	structure
that	that	that
is	is	is
ultimately	ultim	ultimately
selected	select	selected
will	will	will
comply	compli	comply
with	with	with
all	all	all
applicable	applic	applicable
rules	rule	rule
and	and	and
regulations	regul	regulation
,	,	,
a	a	a
spokesperson	spokesperson	spokesperson
for	for	for
the	the	the
Trump	trump	Trump
Organization	organ	Organization
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
Federal	feder	Federal
conflict	conflict	conflict
-of-interest	-of-interest	-of-interest
law	law	law
does	doe	doe
not	not	not
apply	appli	apply
to	to	to
the	the	the
president	presid	president
,	,	,
but	but	but
most	most	most
White	white	White
House	hous	House
occupants	occup	occupant
in	in	in
the	the	the
last	last	last
few	few	few
decades	decad	decade
have	have	have
voluntarily	voluntarili	voluntarily
placed	place	placed
their	their	their
assets	asset	asset
in	in	in
a	a	a
blind	blind	blind
trust	trust	trust
to	to	to
avoid	avoid	avoid
any	ani	any
suggestion	suggest	suggestion
of	of	of
impropriety	improprieti	impropriety
.	.	.
Experts	expert	Experts
in	in	in
government	govern	government
ethics	ethic	ethic
said	said	said
that	that	that
giving	give	giving
over	over	over
control	control	control
to	to	to
Trump	trump	Trump
s	s	s
children	children	child
would	would	would
do	do	do
virtually	virtual	virtually
nothing	noth	nothing
to	to	to
prevent	prevent	prevent
potential	potenti	potential
conflicts	conflict	conflict
of	of	of
interest	interest	interest
,	,	,
since	sinc	since
there	there	there
s	s	s
usually	usual	usually
no	no	no
daylight	daylight	daylight
between	between	between
one	one	one
s	s	s
personal	person	personal
interest	interest	interest
and	and	and
the	the	the
interest	interest	interest
of	of	of
one	one	one
s	s	s
immediate	immedi	immediate
family	famili	family
members	member	member
.	.	.
It	it	It
doesn	doesn	doesn
t	t	t
meet	meet	meet
any	ani	any
of	of	of
the	the	the
standards	standard	standard
of	of	of
a	a	a
blind	blind	blind
trust	trust	trust
if	if	if
the	the	the
kids	kid	kid
are	are	are
running	run	running
the	the	the
company	compani	company
,	,	,
said	said	said
Kenneth	kenneth	Kenneth
Gross	gross	Gross
,	,	,
a	a	a
Washington	washington	Washington
lawyer	lawyer	lawyer
who	who	who
specializes	special	specializes
in	in	in
advising	advis	advising
political	polit	political
clients	client	client
on	on	on
compliance	complianc	compliance
and	and	and
ethics	ethic	ethic
.	.	.
Gross	gross	Gross
noted	note	noted
that	that	that
the	the	the
official	offici	official
transition	transit	transition
team	team	team
roles	role	role
that	that	that
Ivanka	ivanka	Ivanka
Trump	trump	Trump
,	,	,
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
and	and	and
Eric	eric	Eric
Trump	trump	Trump
now	now	now
have	have	have
would	would	would
appear	appear	appear
to	to	to
complicate	complic	complicate
matters	matter	matter
further	further	further
.	.	.
If	if	If
they	they	they
re	re	re
going	go	going
to	to	to
be	be	be
involved	involv	involved
in	in	in
government	govern	government
functions	function	function
-	-	-
and	and	and
they	they	they
re	re	re
starting	start	starting
down	down	down
that	that	that
road	road	road
-	-	-
and	and	and
running	run	running
the	the	the
business	busi	business
,	,	,
that	that	that
s	s	s
going	go	going
to	to	to
make	make	make
it	it	it
very	veri	very
difficult	difficult	difficult
to	to	to
separate	separ	separate
the	the	the
government	govern	government
and	and	and
business	busi	business
functions	function	function
and	and	and
deal	deal	deal
with	with	with
the	the	the
conflicts	conflict	conflict
of	of	of
interest	interest	interest
,	,	,
Gross	gross	Gross
said	said	said
.	.	.
All	all	All
three	three	three
children	children	child
already	alreadi	already
have	have	have
roles	role	role
in	in	in
the	the	the
Trump	trump	Trump
Organization	organ	Organization
,	,	,
according	accord	according
to	to	to
the	the	the
company	compani	company
s	s	s
website	websit	website
.	.	.
Ivanka	ivanka	Ivanka
Trump	trump	Trump
is	is	is
executive	execut	executive
vice	vice	vice
president	presid	president
of	of	of
development	develop	development
and	and	and
acquisitions	acquisit	acquisition
,	,	,
charged	charg	charged
with	with	with
domestic	domest	domestic
and	and	and
global	global	global
expansion	expans	expansion
of	of	of
the	the	the
company	compani	company
s	s	s
real	real	real
estate	estat	estate
interests	interest	interest
.	.	.
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
is	is	is
an	an	an
executive	execut	executive
vice	vice	vice
president	presid	president
,	,	,
and	and	and
works	work	work
to	to	to
expand	expand	expand
the	the	the
company	compani	company
s	s	s
real	real	real
estate	estat	estate
,	,	,
retail	retail	retail
,	,	,
commercial	commerci	commercial
,	,	,
hotel	hotel	hotel
and	and	and
golf	golf	golf
interests	interest	interest
nationally	nation	nationally
and	and	and
internationally	intern	internationally
.	.	.
Eric	eric	Eric
Trump	trump	Trump
is	is	is
executive	execut	executive
vice	vice	vice
president	presid	president
of	of	of
development	develop	development
and	and	and
acquisitions	acquisit	acquisition
,	,	,
responsible	respons	responsible
for	for	for
new	new	new
project	project	project
acquisition	acquisit	acquisition
,	,	,
development	develop	development
and	and	and
construction	construct	construction
globally	global	globally
.	.	.
Typically	typic	Typically
,	,	,
a	a	a
blind	blind	blind
trust	trust	trust
involves	involv	involves
turning	turn	turning
over	over	over
assets	asset	asset
to	to	to
an	an	an
independent	independ	independent
financial	financi	financial
manager	manag	manager
with	with	with
no	no	no
prior	prior	prior
relationship	relationship	relationship
to	to	to
the	the	the
owner	owner	owner
.	.	.
In	in	In
addition	addit	addition
,	,	,
a	a	a
blind	blind	blind
trust	trust	trust
derives	deriv	derives
its	it	it
name	name	name
from	from	from
the	the	the
idea	idea	idea
that	that	that
the	the	the
owner	owner	owner
would	would	would
no	no	no
longer	longer	longer
know	know	know
what	what	what
assets	asset	asset
are	are	are
sold	sold	sold
or	or	or
bought	bought	bought
.	.	.
For	for	For
instance	instanc	instance
,	,	,
someone	someon	someone
with	with	with
extensive	extens	extensive
stock	stock	stock
holdings	hold	holding
would	would	would
have	have	have
no	no	no
way	way	way
of	of	of
knowing	know	knowing
which	which	which
companies	compani	company
shares	share	share
he	he	he
or	or	or
she	she	she
still	still	still
owned	own	owned
in	in	in
a	a	a
blind	blind	blind
trust	trust	trust
.	.	.
Trump	trump	Trump
s	s	s
portfolio	portfolio	portfolio
includes	includ	includes
interests	interest	interest
in	in	in
hundreds	hundr	hundred
of	of	of
limited	limit	limited
liability	liabil	liability
companies	compani	company
,	,	,
many	mani	many
overseas	oversea	overseas
,	,	,
as	as	a
well	well	well
as	as	a
numerous	numer	numerous
real	real	real
estate	estat	estate
properties	properti	property
both	both	both
domestic	domest	domestic
and	and	and
foreign	foreign	foreign
.	.	.
Short	short	Short
of	of	of
selling	sell	selling
the	the	the
entire	entir	entire
Trump	trump	Trump
empire	empir	empire
,	,	,
experts	expert	expert
said	said	said
,	,	,
he	he	he
will	will	will
find	find	find
it	it	it
difficult	difficult	difficult
to	to	to
create	creat	create
a	a	a
trust	trust	trust
sufficiently	suffici	sufficiently
blind	blind	blind
to	to	to
avoid	avoid	avoid
the	the	the
possibility	possibl	possibility
of	of	of
any	ani	any
conflicts	conflict	conflict
.	.	.
