BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
The	the	The
Syrian	syrian	Syrian
Kurdish	kurdish	Kurdish
YPG	ypg	YPG
militia	militia	militia
said	said	said
on	on	on
Sunday	sunday	Sunday
it	it	it
had	had	had
fully	fulli	fully
captured	captur	captured
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
s	s	s
eastern	eastern	eastern
countryside	countrysid	countryside
from	from	from
Islamic	islam	Islamic
State	state	State
with	with	with
the	the	the
help	help	help
of	of	of
both	both	both
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
and	and	and
Russia	russia	Russia
.	.	.
The	the	The
YPG	ypg	YPG
spearheads	spearhead	spearhead
the	the	the
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
,	,	,
an	an	an
alliance	allianc	alliance
of	of	of
mostly	most	mostly
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
fighting	fight	fighting
Islamic	islam	Islamic
State	state	State
with	with	with
Washington	washington	Washington
s	s	s
backing	back	backing
.	.	.
The	the	The
SDF	sdf	SDF
offensive	offens	offensive
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
,	,	,
which	which	which
borders	border	border
Iraq	iraq	Iraq
,	,	,
has	has	ha
focused	focus	focused
on	on	on
territory	territori	territory
east	east	east
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
river	river	river
.	.	.
On	on	On
the	the	the
western	western	western
bank	bank	bank
,	,	,
the	the	the
Syrian	syrian	Syrian
military	militari	military
has	has	ha
waged	wage	waged
its	it	it
own	own	own
attack	attack	attack
against	against	against
Islamic	islam	Islamic
State	state	State
with	with	with
support	support	support
from	from	from
Iran	iran	Iran
-backed	-back	-backed
militias	militia	militia
and	and	and
Russia	russia	Russia
.	.	.
The	the	The
separate	separ	separate
assaults	assault	assault
advanced	advanc	advanced
from	from	from
opposite	opposit	opposite
sides	side	side
of	of	of
the	the	the
river	river	river
,	,	,
which	which	which
bisects	bisect	bisects
oil	oil	oil
-rich	-rich	-rich
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
,	,	,
mostly	most	mostly
staying	stay	staying
out	out	out
of	of	of
each	each	each
other	other	other
s	s	s
way	way	way
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
and	and	and
the	the	the
Russian	russian	Russian
military	militari	military
have	have	have
held	held	held
deconfliction	deconflict	deconfliction
meetings	meet	meeting
-	-	-
to	to	to
prevent	prevent	prevent
clashes	clash	clash
between	between	between
planes	plane	plane
and	and	and
troops	troop	troop
-	-	-
though	though	though
the	the	the
two	two	two
offensives	offens	offensive
have	have	have
sometimes	sometim	sometimes
come	come	come
into	into	into
conflict	conflict	conflict
.	.	.
The	the	The
SDF	sdf	SDF
s	s	s
most	most	most
powerful	power	powerful
component	compon	component
,	,	,
the	the	the
YPG	ypg	YPG
,	,	,
announced	announc	announced
that	that	that
it	it	it
had	had	had
defeated	defeat	defeated
Islamic	islam	Islamic
State	state	State
militants	milit	militant
on	on	on
its	it	it
side	side	side
in	in	in
cooperation	cooper	cooperation
with	with	with
the	the	the
Arab	arab	Arab
tribes	tribe	tribe
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
and	and	and
Russian	russian	Russian
forces	forc	force
in	in	in
Syria	syria	Syria
provided	provid	provided
air	air	air
and	and	and
logistical	logist	logistical
support	support	support
,	,	,
advice	advic	advice
and	and	and
coordination	coordin	coordination
on	on	on
the	the	the
ground	ground	ground
,	,	,
its	it	it
statement	statement	statement
said	said	said
.	.	.
We	we	We
hope	hope	hope
for	for	for
an	an	an
increase	increas	increase
in	in	in
this	this	this
support	support	support
and	and	and
for	for	for
ensuring	ensur	ensuring
the	the	the
necessary	necessari	necessary
air	air	air
cover	cover	cover
.	.	.
A	a	A
YPG	ypg	YPG
spokesman	spokesman	spokesman
declared	declar	declared
the	the	the
victory	victori	victory
in	in	in
a	a	a
village	villag	village
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
in	in	in
the	the	the
presence	presenc	presence
of	of	of
a	a	a
Russian	russian	Russian
envoy	envoy	envoy
from	from	from
Moscow	moscow	Moscow
s	s	s
Hmeimim	hmeimim	Hmeimim
military	militari	military
base	base	base
in	in	in
Syria	syria	Syria
,	,	,
it	it	it
said	said	said
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Defense	defens	Defense
Secretary	secretari	Secretary
Jim	jim	Jim
Mattis	matti	Mattis
said	said	said
this	this	this
week	week	week
that	that	that
as	as	a
the	the	the
battle	battl	battle
against	against	against
Islamic	islam	Islamic
State	state	State
entered	enter	entered
its	it	it
final	final	final
stages	stage	stage
,	,	,
he	he	he
expected	expect	expected
the	the	the
focus	focus	focus
to	to	to
move	move	move
toward	toward	toward
holding	hold	holding
territory	territori	territory
instead	instead	instead
of	of	of
arming	arm	arming
Syrian	syrian	Syrian
Kurdish	kurdish	Kurdish
fighters	fighter	fighter
.	.	.
Washington	washington	Washington
s	s	s
support	support	support
for	for	for
the	the	the
YPG	ypg	YPG
has	has	ha
infuriated	infuri	infuriated
Turkey	turkey	Turkey
,	,	,
which	which	which
sees	see	see
the	the	the
growing	grow	growing
influence	influenc	influence
of	of	of
Kurdish	kurdish	Kurdish
forces	forc	force
on	on	on
its	it	it
border	border	border
as	as	a
a	a	a
security	secur	security
threat	threat	threat
.	.	.
Ankara	ankara	Ankara
considers	consid	considers
the	the	the
YPG	ypg	YPG
an	an	an
extension	extens	extension
of	of	of
the	the	the
outlawed	outlaw	outlawed
Kurdistan	kurdistan	Kurdistan
Workers	worker	Workers
Party	parti	Party
PKK	pkk	PKK
movement	movement	movement
,	,	,
which	which	which
has	has	ha
fought	fought	fought
a	a	a
decades	decad	decade
-long	-long	-long
insurgency	insurg	insurgency
on	on	on
Turkish	turkish	Turkish
soil	soil	soil
.	.	.
Since	sinc	Since
the	the	the
start	start	start
of	of	of
Syria	syria	Syria
s	s	s
conflict	conflict	conflict
in	in	in
2011	2011	2011
,	,	,
the	the	the
YPG	ypg	YPG
and	and	and
its	it	it
allies	alli	ally
have	have	have
carved	carv	carved
out	out	out
autonomous	autonom	autonomous
regions	region	region
in	in	in
the	the	the
north	north	north
.	.	.
They	they	They
now	now	now
control	control	control
around	around	around
a	a	a
quarter	quarter	quarter
of	of	of
Syria	syria	Syria
,	,	,
the	the	the
largest	largest	largest
part	part	part
outside	outsid	outside
government	govern	government
control	control	control
,	,	,
after	after	after
seizing	seiz	seizing
vast	vast	vast
land	land	land
from	from	from
Islamic	islam	Islamic
State	state	State
.	.	.
Their	their	Their
autonomy	autonomi	autonomy
plans	plan	plan
face	face	face
opposition	opposit	opposition
from	from	from
their	their	their
battlefield	battlefield	battlefield
ally	alli	ally
Washington	washington	Washington
,	,	,
from	from	from
Turkey	turkey	Turkey
and	and	and
from	from	from
the	the	the
Syrian	syrian	Syrian
government	govern	government
.	.	.
The	the	The
YPG	ypg	YPG
said	said	said
on	on	on
Sunday	sunday	Sunday
it	it	it
was	was	wa
forming	form	forming
civil	civil	civil
councils	council	council
for	for	for
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
that	that	that
include	includ	include
Kurds	kurd	Kurds
,	,	,
Arabs	arab	Arabs
and	and	and
other	other	other
components	compon	component
based	base	based
on	on	on
the	the	the
principle	principl	principle
of	of	of
democracy	democraci	democracy
and	and	and
self	self	self
-rule	-rule	-rule
.	.	.
It	it	It
would	would	would
mirror	mirror	mirror
governing	govern	governing
arrangements	arrang	arrangement
in	in	in
other	other	other
towns	town	town
and	and	and
cities	citi	city
that	that	that
the	the	the
Kurdish	kurdish	Kurdish
fighters	fighter	fighter
and	and	and
their	their	their
allies	alli	ally
captured	captur	captured
.	.	.
With	with	With
Islamic	islam	Islamic
State	state	State
close	close	close
to	to	to
collapse	collaps	collapse
in	in	in
Syria	syria	Syria
,	,	,
Syrian	syrian	Syrian
Kurdish	kurdish	Kurdish
leaders	leader	leader
hope	hope	hope
for	for	for
a	a	a
phase	phase	phase
of	of	of
negotiations	negoti	negotiation
to	to	to
shore	shore	shore
up	up	up
their	their	their
autonomy	autonomi	autonomy
in	in	in
the	the	the
north	north	north
.	.	.
But	but	But
in	in	in
recent	recent	recent
months	month	month
,	,	,
the	the	the
Damascus	damascus	Damascus
government	govern	government
and	and	and
its	it	it
Iranian	iranian	Iranian
allies	alli	ally
have	have	have
more	more	more
forcefully	forc	forcefully
asserted	assert	asserted
ambitions	ambit	ambition
to	to	to
take	take	take
territory	territori	territory
under	under	under
the	the	the
control	control	control
of	of	of
Kurdish	kurdish	Kurdish
-led	-led	-led
forces	forc	force
.	.	.
