BEIRUT	beirut	BEIRUT
AL	al	AL
SHADADI	shadadi	SHADADI
,	,	,
Syria	syria	Syria
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
militias	militia	militia
and	and	and
the	the	the
Syrian	syrian	Syrian
army	armi	army
advanced	advanc	advanced
in	in	in
separate	separ	separate
offensives	offens	offensive
against	against	against
Islamic	islam	Islamic
State	state	State
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
on	on	on
Saturday	saturday	Saturday
,	,	,
piling	pile	piling
pressure	pressur	pressure
on	on	on
shrinking	shrink	shrinking
territory	territori	territory
the	the	the
group	group	group
still	still	still
holds	hold	hold
in	in	in
oil	oil	oil
-rich	-rich	-rich
areas	area	area
near	near	near
the	the	the
Iraqi	iraqi	Iraqi
border	border	border
.	.	.

Syrian	syrian	Syrian
government	govern	government
forces	forc	force
fought	fought	fought
their	their	their
way	way	way
to	to	to
an	an	an
air	air	air
base	base	base
on	on	on
the	the	the
outskirts	outskirt	outskirt
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
city	citi	city
that	that	that
had	had	had
been	been	been
besieged	besieg	besieged
for	for	for
years	year	year
by	by	by
the	the	the
jihadists	jihadist	jihadist
,	,	,
said	said	said
a	a	a
commander	command	commander
in	in	in
the	the	the
military	militari	military
alliance	allianc	alliance
fighting	fight	fighting
in	in	in
support	support	support
of	of	of
President	presid	President
Bashar	bashar	Bashar
al	al	al
-Assad	-assad	-Assad
.	.	.

The	the	The
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
,	,	,
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
alliance	allianc	alliance
of	of	of
mostly	most	mostly
Arab	arab	Arab
and	and	and
Kurdish	kurdish	Kurdish
fighters	fighter	fighter
,	,	,
meanwhile	meanwhil	meanwhile
launched	launch	launched
attacks	attack	attack
against	against	against
Islamic	islam	Islamic
State	state	State
in	in	in
the	the	the
north	north	north
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
in	in	in
an	an	an
operation	oper	operation
to	to	to
capture	captur	capture
areas	area	area
east	east	east
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
river	river	river
.	.	.

The	the	The
advances	advanc	advance
against	against	against
Islamic	islam	Islamic
State	state	State
,	,	,
another	anoth	another
blow	blow	blow
to	to	to
its	it	it
control	control	control
over	over	over
