NAIROBI	nairobi	NAIROBI
Reuters	reuter	Reuters
-	-	-
Competing	compet	Competing
efforts	effort	effort
to	to	to
end	end	end
South	south	South
Sudan	sudan	Sudan
s	s	s
civil	civil	civil
war	war	war
allow	allow	allow
the	the	the
government	govern	government
to	to	to
exploit	exploit	exploit
divisions	divis	division
among	among	among
international	intern	international
brokers	broker	broker
and	and	and
are	are	are
unlikely	unlik	unlikely
to	to	to
halt	halt	halt
the	the	the
fighting	fight	fighting
,	,	,
a	a	a
confidential	confidenti	confidential
U	u	U
.	.	.
N	n	N
.	.	.
report	report	report
said	said	said
.	.	.

South	south	South
Sudan	sudan	Sudan
became	becam	became
the	the	the
world	world	world
s	s	s
newest	newest	newest
nation	nation	nation
when	when	when
it	it	it
gained	gain	gained
independence	independ	independence
from	from	from
Sudan	sudan	Sudan
in	in	in
2011	2011	2011
.	.	.

War	war	War
broke	broke	broke
out	out	out
in	in	in
late	late	late
2013	2013	2013
and	and	and
has	has	ha
forced	forc	forced
more	more	more
than	than	than
a	a	a
quarter	quarter	quarter
of	of	of
its	it	it
12	12	12
million	million	million
population	popul	population
have	have	have
fled	fled	fled
their	their	their
homes	home	home
.	.	.

The	the	The
hostilities	hostil	hostility
in	in	in
South	south	South
Sudan	sudan	Sudan
continue	continu	continue
against	against	against
a	a	a
complex	complex	complex
backdrop	backdrop	backdrop
of	of	of
competing	compet	competing
regional	region	regional
and	and	and
bilateral	bilater	bilateral
initiatives	initi	initiative
to	to	to
resolve	resolv	resolve
the	the	the
conflict	conflict	conflict
,	,	,
U	u	U
.	.	.
N	n	N
.	.	.
sanctions	sanction	sanction
monitors	monitor	monitor
said	said	said
in	in	in
a	a	a
report	report	report
to	to	to
the	the	the
Security	secur	Security
Council	council	Council
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
on	on	on
Friday	friday	Friday
.	.	.

These	these	These
efforts	effort	effort
suffer	suffer	suffer
from	from	from
several	sever	several
defects	defect	defect
,	,	,
including	includ	including
inadequate	inadequ	inadequate
oversight	oversight	oversight
,	,	,
lack	lack	lack
of	of	of
enforcement	enforc	enforcement
and	and	and
the	the	the
absence	absenc	absence
of	of	of
an	an	an
integrated	integr	integrated
,	,	,
coherent	coher	coherent
plan	plan	plan
for	for	for
peace	peac	peace
.	.	.

Among	among	Among
the	the	the
international	intern	international
bodies	bodi	body
involved	involv	involved
in	in	in
trying	tri	trying
to	to	to
bring	bring	bring
the	the	the
warring	war	warring
parties	parti	party
to	to	to
the	the	the
table	tabl	table
are	are	are
regional	region	regional
bloc	bloc	bloc
IGAD	igad	IGAD
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
,	,	,
a	a	a
troika	troika	troika
of	of	of
South	south	South
Sudan	sudan	Sudan
s	s	s
main	main	main
Western	western	Western
backers	backer	backer
prior	prior	prior
to	to	to
independence	independ	independence
,	,	,
and	and	and
an	an	an
African	african	African
Union	union	Union
panel	panel	panel
.	.	.

The	the	The
efforts	effort	effort
of	of	of
these	these	these
groups	group	group
are	are	are
affected	affect	affected
by	by	by
conflicting	conflict	conflicting
interests	interest	interest
compounded	compound	compounded
by	by	by
underlying	under	underlying
rivalries	rivalri	rivalry
in	in	in
the	the	the
region	region	region
,	,	,
the	the	the
panel	panel	panel
wrote	wrote	wrote
,	,	,
in	in	in
what	what	what
could	could	could
refer	refer	refer
to	to	to
the	the	the
role	role	role
of	of	of
leaders	leader	leader
such	such	such
as	as	a
Uganda	uganda	Uganda
s	s	s
Yoweri	yoweri	Yoweri
Museveni	museveni	Museveni
,	,	,
who	who	who
deployed	deploy	deployed
troops	troop	troop
in	in	in
2013	2013	2013
to	to	to
support	support	support
the	the	the
Juba	juba	Juba
government	govern	government
and	and	and
opposes	oppos	opposes
an	an	an
arms	arm	arm
embargo	embargo	embargo
.	.	.

The	the	The
government	govern	government
of	of	of
South	south	South
Sudan	sudan	Sudan
has	has	ha
sought	sought	sought
to	to	to
exploit	exploit	exploit
this	this	this
division	divis	division
among	among	among
the	the	the
competing	compet	competing
efforts	effort	effort
,	,	,
the	the	the
panel	panel	panel
said	said	said
.	.	.

Absent	absent	Absent
a	a	a
significant	signific	significant
shift	shift	shift
toward	toward	toward
a	a	a
more	more	more
coherent	coher	coherent
and	and	and
unified	unifi	unified
approach	approach	approach
from	from	from
East	east	East
African	african	African
nations	nation	nation
,	,	,
coupled	coupl	coupled
with	with	with
broader	broader	broader
international	intern	international
support	support	support
for	for	for
a	a	a
single	singl	single
and	and	and
inclusive	inclus	inclusive
political	polit	political
process	process	process
,	,	,
current	current	current
efforts	effort	effort
are	are	are
unlikely	unlik	unlikely
to	to	to
.	.	.
.	.	.
.	.	.

halt	halt	halt
the	the	the
violence	violenc	violence
in	in	in
South	south	South
Sudan	sudan	Sudan
,	,	,
it	it	it
said	said	said
.	.	.

Information	inform	Information
Minister	minist	Minister
Michael	michael	Michael
Makuei	makuei	Makuei
Lueth	lueth	Lueth
told	told	told
reporters	report	reporter
in	in	in
Juba	juba	Juba
There	there	There
is	is	is
nothing	noth	nothing
new	new	new
in	in	in
this	this	this
report	report	report
.	.	.

The	the	The
leaked	leak	leaked
report	report	report
is	is	is
by	by	by
a	a	a
panel	panel	panel
mandated	mandat	mandated
to	to	to
document	document	document
arms	arm	arm
flows	flow	flow
and	and	and
security	secur	security
threats	threat	threat
.	.	.

The	the	The
proliferation	prolifer	proliferation
of	of	of
diplomatic	diplomat	diplomatic
efforts	effort	effort
has	has	ha
created	creat	created
an	an	an
opportunity	opportun	opportunity
for	for	for
parties	parti	party
to	to	to
forum	forum	forum
shop	shop	shop
,	,	,
the	the	the
panel	panel	panel
wrote	wrote	wrote
,	,	,
saying	say	saying
this	this	this
bought	bought	bought
the	the	the
armed	arm	armed
groups	group	group
time	time	time
to	to	to
organize	organ	organize
military	militari	military
operations	oper	operation
and	and	and
avoid	avoid	avoid
attempts	attempt	attempt
to	to	to
enforce	enforc	enforce
a	a	a
settlement	settlement	settlement
.	.	.

It	it	It
noted	note	noted
the	the	the
military	militari	military
was	was	wa
still	still	still
able	abl	able
to	to	to
procure	procur	procure
weapons	weapon	weapon
while	while	while
opposition	opposit	opposition
forces	forc	force
access	access	access
to	to	to
arms	arm	arm
remains	remain	remains
limited	limit	limited
.	.	.

The	the	The
main	main	main
opposition	opposit	opposition
figure	figur	figure
,	,	,
Riek	riek	Riek
Machar	machar	Machar
,	,	,
is	is	is
under	under	under
house	hous	house
arrest	arrest	arrest
in	in	in
South	south	South
Africa	africa	Africa
and	and	and
has	has	ha
declined	declin	declined
to	to	to
renounce	renounc	renounce
violence	violenc	violence
.	.	.

Kiir	kiir	Kiir
continues	continu	continues
to	to	to
buy	buy	buy
weapons	weapon	weapon
and	and	and
government	govern	government
forces	forc	force
continue	continu	continue
to	to	to
attack	attack	attack
civilians	civilian	civilian
,	,	,
the	the	the
report	report	report
said	said	said
.	.	.

East	east	East
African	african	African
leaders	leader	leader
said	said	said
in	in	in
June	june	June
they	they	they
want	want	want
the	the	the
warring	war	warring
sides	side	side
to	to	to
recommit	recommit	recommit
to	to	to
the	the	the
deal	deal	deal
they	they	they
abandoned	abandon	abandoned
more	more	more
than	than	than
a	a	a
year	year	year
ago	ago	ago
.	.	.

In	in	In
July	juli	July
,	,	,
Western	western	Western
donors	donor	donor
said	said	said
the	the	the
process	process	process
was	was	wa
no	no	no
longer	longer	longer
viable	viabl	viable
and	and	and
froze	froze	froze
support	support	support
for	for	for
it	it	it
.	.	.

There	there	There
has	has	ha
been	been	been
no	no	no
comment	comment	comment
in	in	in
recent	recent	recent
months	month	month
from	from	from
IGAD	igad	IGAD
or	or	or
the	the	the
African	african	African
Union	union	Union
about	about	about
a	a	a
timeline	timelin	timeline
for	for	for
resumption	resumpt	resumption
of	of	of
peace	peac	peace
talks	talk	talk
.	.	.

This	this	This
week	week	week
the	the	the
United	unit	United
States	state	States
imposed	impos	imposed
sanctions	sanction	sanction
on	on	on
two	two	two
senior	senior	senior
South	south	South
Sudanese	sudanes	Sudanese
officials	offici	official
and	and	and
the	the	the
former	former	former
army	armi	army
chief	chief	chief
.	.	.

The	the	The
Security	secur	Security
Council	council	Council
last	last	last
December	decemb	December
vetoed	veto	vetoed
the	the	the
imposition	imposit	imposition
of	of	of
an	an	an
arms	arm	arm
embargo	embargo	embargo
recommended	recommend	recommended
by	by	by
the	the	the
monitors	monitor	monitor
.	.	.

